---------Head Start---------
Separator: Comma
Linear Units: Meters
Angular Units: Dec. degrees
Output order: Pnt Id, Time1, Time2, Hz, V, Sd, H.dist, V.dist, East, North, Elev
Code before measurement
List file = None
Join codes: No.
Allow partial blocks?  Yes
---------Head End-----------
1111,294.20611,94.16028,1142.0640
2222,311.08389,93.02750,1526.0310
2222,131.08194,266.97806,1526.0350
3333,122.77056,266.19778,1161.3910
3333,302.77250,93.81083,1161.3900
RRR,179.99750,94.38333,23.0780
RRR,359.99833,265.62028,23.0780
1111,114.19611,265.84611,1142.0130
1111,294.19944,94.15750,1142.0120
2222,311.07917,93.02639,1525.9430
2222,131.07722,266.97722,1525.9390
3333,122.76500,266.19667,1161.3180
3333,302.76611,93.80889,1161.3150
RRR,179.99917,94.38333,23.0780
RRR,359.99778,265.61944,23.0780
1111,114.19028,265.84667,1141.9590
1111,294.19167,94.15806,1141.9580
2222,311.07528,93.02611,1525.8490
2222,131.07222,266.97806,1525.8470
3333,122.75750,266.19694,1161.2430
3333,302.76000,93.80694,1161.2420
RRR,179.99889,94.38417,23.0780
RRR,359.99750,265.62000,23.0780
1111,114.18250,265.84694,1141.9100
1111,294.18444,94.15667,1141.9060
2222,311.07111,93.02667,1525.7550
2222,131.06917,266.97833,1525.7560
3333,122.74944,266.19778,1161.1710
3333,302.75167,93.80722,1161.1690
RRR,179.99833,94.38417,23.0780
RRR,359.99944,265.62194,23.0780
1111,114.17444,265.84694,1141.8600
1111,294.17694,94.15722,1141.8570
2222,311.06528,93.02778,1525.6660
2222,131.06389,266.97833,1525.6630
3333,122.74278,266.19806,1161.1000
3333,302.74528,93.80806,1161.0990
RRR,179.99944,94.38472,23.0780
RRR,359.99944,265.62056,23.0780
1111,114.16694,265.84722,1141.8110
1111,294.16889,94.15667,1141.8110
2222,311.06167,93.02583,1525.5720
2222,131.05972,266.97861,1525.5720
3333,122.73667,266.19778,1161.0310
3333,302.73806,93.80806,1161.0290
RRR,179.99722,94.38222,23.0780
RRR,359.99944,265.62000,23.0780
1111,114.15889,265.84639,1141.7650
1111,294.16083,94.15722,1141.7640
2222,311.05722,93.02611,1525.4820
2222,131.05389,266.97833,1525.4810
3333,122.72917,266.19583,1160.9620
3333,302.73028,93.80722,1160.9600
RRR,179.99861,94.38389,23.0780
RRR,359.99667,265.62222,23.0780
1111,114.15111,265.84694,1141.7190
1111,294.15361,94.15889,1141.7200
2222,311.05194,93.02778,1525.3920
2222,131.04944,266.97944,1525.3860
3333,122.72111,266.19694,1160.8950
3333,302.72333,93.80778,1160.8930
RRR,179.99611,94.38361,23.0780
RRR,359.99778,265.62167,23.0780
1111,114.14278,265.84556,1141.6780
1111,294.14417,94.15944,1141.6760
2222,311.04750,93.02806,1525.3000
2222,131.04528,266.97722,1525.3000
3333,122.71417,266.19472,1160.8280
3333,302.71639,93.81000,1160.8260
RRR,179.99833,94.38361,23.0780
RRR,359.99750,265.62056,23.0780
1111,114.13417,265.84361,1141.6370
1111,294.13583,94.16056,1141.6350
2222,311.04306,93.02833,1525.2070
2222,131.04028,266.97639,1525.2070
3333,122.70694,266.19444,1160.7630
3333,302.70861,93.80944,1160.7610
RRR,179.99833,94.38333,23.0780
RRR,359.99750,265.62083,23.0780
1111,114.12722,265.84250,1141.5970
1111,294.12778,94.16167,1141.5950
2222,311.03806,93.02806,1525.1140
2222,131.03583,266.97722,1525.1140
3333,122.69944,266.19250,1160.6990
3333,302.70083,93.81167,1160.6960
RRR,179.99778,94.38361,23.0780
RRR,359.99694,265.62111,23.0780
1111,114.11806,265.84056,1141.5580
1111,294.11972,94.16528,1141.5560
2222,311.03222,93.03000,1525.0290
2222,131.03139,266.97583,1525.0260
3333,122.69139,266.19083,1160.6360
3333,302.69306,93.81444,1160.6350
RRR,179.99694,94.38278,23.0780
RRR,359.99972,265.62111,23.0780
1111,114.10889,265.83833,1141.5220
1111,294.11139,94.16722,1141.5210
2222,311.02750,93.03222,1524.9370
2222,131.02500,266.97417,1524.9360
3333,122.68333,266.18917,1160.5750
3333,302.68556,93.81583,1160.5720
RRR,179.99694,94.38500,23.0780
RRR,359.99750,265.62222,23.0780
1111,114.10000,265.83583,1141.4860
1111,294.10250,94.16972,1141.4840
2222,311.02250,93.03306,1524.8470
2222,131.02056,266.97194,1524.8440
3333,122.67556,266.18694,1160.5140
3333,302.67694,93.81750,1160.5120
RRR,179.99694,94.38306,23.0780
RRR,359.99694,265.62083,23.0780
1111,114.09111,265.83139,1141.4500
1111,294.09333,94.17250,1141.4490
2222,311.01694,93.03500,1524.7530
2222,131.01528,266.97083,1524.7510
3333,122.66722,266.18361,1160.4540
3333,302.66972,93.82111,1160.4510
RRR,179.99833,94.38417,23.0780
RRR,359.99611,265.62028,23.0780
1111,114.08194,265.82806,1141.4170
1111,294.08417,94.17667,1141.4170
2222,311.01194,93.03694,1524.6610
2222,131.00944,266.97000,1524.6600
3333,122.65861,266.18333,1160.3920
3333,302.66083,93.82306,1160.3910
RRR,179.99694,94.38361,23.0780
RRR,359.99639,265.62056,23.0780
1111,114.07278,265.82306,1141.3840
1111,294.07500,94.18028,1141.3810
2222,311.00667,93.03889,1524.5680
2222,131.00444,266.96528,1524.5670
3333,122.65056,266.17889,1160.3320
3333,302.65222,93.82500,1160.3310
RRR,179.99639,94.38222,23.0780
RRR,359.99694,265.62056,23.0780
1111,114.06444,265.82000,1141.3520
1111,294.06583,94.18417,1141.3520
2222,311.00194,93.04083,1524.4770
2222,131.00000,266.96472,1524.4780
3333,122.64306,266.17528,1160.2750
3333,302.64389,93.83083,1160.2740
RRR,179.99667,94.38306,23.0780
RRR,359.99611,265.62056,23.0780
1111,114.05472,265.81750,1141.3220
1111,294.05583,94.18722,1141.3210
2222,310.99583,93.04194,1524.3870
2222,130.99389,266.96472,1524.3830
3333,122.63472,266.17250,1160.2170
3333,302.63528,93.83250,1160.2160
RRR,179.99639,94.38250,23.0780
RRR,359.99667,265.62028,23.0780
1111,114.04444,265.81306,1141.2920
1111,294.04639,94.19167,1141.2910
2222,310.99028,93.04472,1524.2950
2222,130.98861,266.96083,1524.2940
3333,122.62611,266.16917,1160.1600
3333,302.62667,93.83611,1160.1570
RRR,179.99611,94.38389,23.0780
RRR,359.99861,265.62167,23.0780
1111,114.03500,265.80889,1141.2610
1111,294.03639,94.19611,1141.2610
2222,310.98611,93.04583,1524.2030
2222,130.98361,266.96000,1524.2000
3333,122.61778,266.16611,1160.1020
3333,302.61889,93.83861,1160.1000
RRR,179.99667,94.38306,23.0780
RRR,359.99528,265.62139,23.0780
1111,114.02444,265.80444,1141.2320
1111,294.02722,94.19972,1141.2300
2222,310.98056,93.04694,1524.1090
2222,130.97833,266.95722,1524.1090
3333,122.60806,266.16306,1160.0440
3333,302.61028,93.84167,1160.0420
RRR,179.99722,94.38472,23.0780
RRR,359.99667,265.62194,23.0780
1111,114.01583,265.80111,1141.1970
1111,294.01667,94.20361,1141.1980
2222,310.97528,93.04944,1524.0170
2222,130.97306,266.95528,1524.0150
3333,122.59944,266.16083,1159.9860
3333,302.60083,93.84472,1159.9840
RRR,179.99611,94.38444,23.0780
RRR,359.99528,265.62111,23.0780
1111,114.00667,265.79667,1141.1650
1111,294.00944,94.20889,1141.1680
2222,310.96917,93.05167,1523.9240
2222,130.96611,266.95389,1523.9220
3333,122.59056,266.15639,1159.9270
3333,302.59278,93.84889,1159.9260
RRR,179.99639,94.38417,23.0780
RRR,359.99528,265.62194,23.0780
1111,113.99750,265.79250,1141.1370
1111,293.99889,94.21222,1141.1350
2222,310.96361,93.05333,1523.8350
2222,130.96111,266.95194,1523.8340
3333,122.58306,266.15306,1159.8690
3333,302.58417,93.85222,1159.8670
RRR,179.99444,94.38417,23.0780
RRR,359.99583,265.62167,23.0780
1111,113.98750,265.78972,1141.1040
1111,293.98889,94.21611,1141.1030
2222,310.95861,93.05583,1523.7410
2222,130.95556,266.95000,1523.7420
3333,122.57361,266.15083,1159.8090
3333,302.57583,93.85472,1159.8070
RRR,179.99472,94.38306,23.0780
RRR,359.99472,265.62083,23.0780
1111,113.97833,265.78528,1141.0710
1111,293.97944,94.21861,1141.0690
2222,310.95278,93.05750,1523.6510
2222,130.95083,266.94694,1523.6480
3333,122.56556,266.14611,1159.7480
3333,302.56722,93.85583,1159.7450
RRR,179.99500,94.38333,23.0780
RRR,359.99500,265.62167,23.0780
1111,113.96917,265.78167,1141.0340
1111,293.97111,94.22194,1141.0330
2222,310.94750,93.05778,1523.5600
2222,130.94583,266.94639,1523.5580
3333,122.55722,266.14611,1159.6870
3333,302.55972,93.85917,1159.6860
RRR,179.99500,94.38361,23.0780
RRR,359.99611,265.62083,23.0780
1111,113.96111,265.77944,1140.9950
1111,293.96167,94.22500,1140.9960
2222,310.94250,93.06028,1523.4690
2222,130.94111,266.94556,1523.4690
3333,122.54889,266.14306,1159.6250
3333,302.55139,93.86139,1159.6240
RRR,179.99472,94.38472,23.0780
RRR,359.99500,265.62056,23.0780
1111,113.95056,265.77833,1140.9580
1111,293.95250,94.22722,1140.9580
2222,310.93778,93.06083,1523.3780
2222,130.93556,266.94417,1523.3760
3333,122.54056,266.14222,1159.5610
3333,302.54222,93.86361,1159.5580
RRR,179.99472,94.38389,23.0780
RRR,359.99083,265.62194,23.0780
1111,113.94056,265.77583,1140.9170
1111,293.94361,94.22861,1140.9160
2222,310.93222,93.06389,1523.2870
2222,130.92889,266.94222,1523.2840
3333,122.53222,266.14056,1159.4960
3333,302.53444,93.86472,1159.4940
RRR,179.99444,94.38278,23.0780
RRR,359.99500,265.62083,23.0780
1111,113.93306,265.77500,1140.8760
1111,293.93556,94.22944,1140.8750
2222,310.92694,93.06333,1523.1970
2222,130.92528,266.94194,1523.1940
3333,122.52417,266.14111,1159.4310
3333,302.52639,93.86556,1159.4300
RRR,179.99417,94.38417,23.0780
RRR,359.99444,265.62111,23.0780
1111,113.92472,265.77306,1140.8310
1111,293.92722,94.23028,1140.8300
2222,310.92167,93.06333,1523.1060
2222,130.92000,266.94222,1523.1020
3333,122.51722,266.13917,1159.3640
3333,302.51917,93.86722,1159.3610
RRR,179.99417,94.38306,23.0780
RRR,359.99444,265.62028,23.0780
1111,113.91778,265.77250,1140.7850
1111,293.91889,94.23111,1140.7850
2222,310.91722,93.06306,1523.0130
2222,130.91500,266.94083,1523.0120
3333,122.50944,266.13806,1159.2950
3333,302.51111,93.86806,1159.2920
RRR,179.99500,94.38306,23.0780
RRR,359.99333,265.62167,23.0780
1111,113.91000,265.77222,1140.7390
1111,293.91056,94.23278,1140.7360
2222,310.91417,93.06306,1522.9240
2222,130.91083,266.94083,1522.9220
3333,122.50333,266.13778,1159.2260
3333,302.50444,93.86833,1159.2240
RRR,179.99389,94.38306,23.0780
RRR,359.99417,265.62028,23.0780
1111,113.90139,265.77167,1140.6900
1111,293.90250,94.23167,1140.6870
2222,310.90833,93.06333,1522.8320
2222,130.90556,266.94056,1522.8290
3333,122.49556,266.13611,1159.1550
3333,302.49694,93.86806,1159.1530
RRR,179.99306,94.38417,23.0780
RRR,359.99361,265.62083,23.0780
1111,113.89306,265.77361,1140.6390
1111,293.89667,94.23056,1140.6390
2222,310.90361,93.06194,1522.7400
2222,130.90194,266.94306,1522.7400
3333,122.48917,266.14000,1159.0830
3333,302.49000,93.86750,1159.0820
RRR,179.99417,94.38389,23.0780
RRR,359.99361,265.62222,23.0780
1111,113.88722,265.77444,1140.5870
1111,293.88861,94.23167,1140.5860
2222,310.89889,93.06333,1522.6490
2222,130.89694,266.94222,1522.6480
3333,122.48139,266.13806,1159.0110
3333,302.48389,93.86639,1159.0090
RRR,179.99556,94.38444,23.0780
RRR,359.99278,265.62111,23.0780
1111,113.88000,265.77389,1140.5360
1111,293.88056,94.23028,1140.5330
2222,310.89528,93.06194,1522.5580
2222,130.89306,266.94333,1522.5560
3333,122.47500,266.14000,1158.9380
3333,302.47556,93.86500,1158.9360
RRR,179.99389,94.38361,23.0780
RRR,359.99306,265.62056,23.0780
1111,113.87167,265.77472,1140.4820
1111,293.87389,94.22917,1140.4800
2222,310.89000,93.06167,1522.4660
