---------Head Start---------
Separator: Comma
Linear Units: Meters
Angular Units: Dec. degrees
Output order: Pnt Id, Time1, Time2, Hz, V, Sd, H.dist, V.dist, East, North, Elev
REG,5, 9, 1, 31,359.02330,267.81860,1987.0710,5033.8470,3014.6360,926.3330
REF,5, 9, 1, 45,201.53870,265.66200,23.0160,5008.4250,5021.3470,999.9590
REF,5, 9, 1, 45,21.53520,94.33200,23.0160,5008.4240,5021.3480,999.9620
REG,5, 9, 1, 46,179.01820,92.17650,1986.9120,5034.0200,3014.7910,926.5100
REG,5, 9, 1, 46,359.02180,267.81780,1986.9070,5033.8950,3014.8010,926.3120
REF,5, 9, 2, 0,201.53650,265.66370,23.0160,5008.4250,5021.3480,999.9600
REF,5, 9, 2, 0,21.53800,94.33320,23.0150,5008.4250,5021.3470,999.9610
REG,5, 9, 2, 1,179.01710,92.17720,1986.7470,5034.0570,3014.9570,926.4910
REG,5, 9, 2, 1,359.01980,267.81800,1986.7420,5033.9620,3014.9670,926.3260
REF,5, 9, 2, 15,201.53670,265.66310,23.0160,5008.4250,5021.3470,999.9600
REF,5, 9, 2, 15,21.53660,94.33380,23.0150,5008.4250,5021.3470,999.9610
REG,5, 9, 2, 16,179.01460,92.17950,1986.5820,5034.1410,3015.1270,926.4170
REG,5, 9, 2, 16,359.01800,267.81620,1986.5740,5034.0230,3015.1380,926.2700
REF,5, 9, 2, 30,201.53710,265.66190,23.0150,5008.4250,5021.3470,999.9590
REF,5, 9, 2, 30,21.53650,94.33480,23.0150,5008.4250,5021.3470,999.9600
REG,5, 9, 2, 31,179.01390,92.18010,1986.4160,5034.1620,3015.2940,926.4050
REG,5, 9, 2, 31,359.01760,267.81330,1986.4120,5034.0320,3015.3040,926.1750
REF,5, 9, 2, 45,201.53730,265.66220,23.0150,5008.4250,5021.3470,999.9590
REF,5, 9, 2, 45,21.53610,94.33470,23.0150,5008.4250,5021.3470,999.9600
REG,5, 9, 2, 46,179.01230,92.18230,1986.2500,5034.2140,3015.4630,926.3350
REG,5, 9, 2, 46,359.01540,267.81280,1986.2490,5034.1080,3015.4690,926.1640
REF,5, 9, 3, 0,201.53610,265.66280,23.0160,5008.4250,5021.3470,999.9590
REF,5, 9, 3, 0,21.53680,94.33370,23.0160,5008.4250,5021.3470,999.9610
REG,5, 9, 3, 1,179.01010,92.18440,1986.0860,5034.2860,3015.6310,926.2690
REG,5, 9, 3, 1,359.01400,267.81270,1986.0840,5034.1530,3015.6340,926.1680
REF,5, 9, 3, 15,201.53740,265.66250,23.0160,5008.4250,5021.3470,999.9590
REF,5, 9, 3, 15,21.53660,94.33360,23.0150,5008.4250,5021.3470,999.9610
REG,5, 9, 3, 16,179.00860,92.18400,1985.9220,5034.3360,3015.7950,926.2890
REG,5, 9, 3, 16,359.01260,267.81210,1985.9180,5034.1980,3015.8030,926.1530
REF,5, 9, 3, 30,201.53820,265.66250,23.0150,5008.4250,5021.3470,999.9590
REF,5, 9, 3, 30,21.53680,94.33390,23.0160,5008.4250,5021.3470,999.9610
REG,5, 9, 3, 31,179.00740,92.18520,1985.7610,5034.3760,3015.9590,926.2510
REG,5, 9, 3, 31,359.01060,267.81190,1985.7560,5034.2640,3015.9660,926.1510
REF,5, 9, 3, 45,201.53770,265.66250,23.0160,5008.4250,5021.3470,999.9590
REF,5, 9, 3, 45,21.53700,94.33350,23.0150,5008.4250,5021.3470,999.9610
REG,5, 9, 3, 46,179.00590,92.18560,1985.5950,5034.4240,3016.1260,926.2450
REG,5, 9, 3, 46,359.00880,267.81060,1985.5910,5034.3250,3016.1340,926.1130
REF,5, 9, 4, 0,201.53730,265.66260,23.0150,5008.4250,5021.3470,999.9590
REF,5, 9, 4, 0,21.53690,94.33390,23.0150,5008.4250,5021.3470,999.9610
REG,5, 9, 4, 0,179.00430,92.18540,1985.4360,5034.4780,3016.2860,926.2580
REG,5, 9, 4, 1,359.00760,267.80930,1985.4320,5034.3620,3016.2950,926.0730
REF,5, 9, 4, 15,201.53690,265.66250,23.0160,5008.4250,5021.3470,999.9590
REF,5, 9, 4, 15,21.53680,94.33390,23.0150,5008.4250,5021.3470,999.9610
REG,5, 9, 4, 16,179.00200,92.18630,1985.2740,5034.5520,3016.4500,926.2330
REG,5, 9, 4, 16,359.00600,267.80930,1985.2690,5034.4170,3016.4580,926.0800
REF,5, 9, 4, 30,201.53670,265.66230,23.0160,5008.4250,5021.3470,999.9590
REF,5, 9, 4, 30,21.53670,94.33340,23.0150,5008.4250,5021.3470,999.9610
REG,5, 9, 4, 31,179.00110,92.18530,1985.1120,5034.5830,3016.6110,926.2720
REG,5, 9, 4, 31,359.00570,267.80880,1985.1100,5034.4230,3016.6190,926.0690
REF,5, 9, 4, 45,201.53620,265.66280,23.0160,5008.4250,5021.3480,999.9590
REF,5, 9, 4, 45,21.53710,94.33430,23.0150,5008.4250,5021.3470,999.9610
REG,5, 9, 4, 46,178.99970,92.18380,1984.9500,5034.6260,3016.7720,926.3330
REG,5, 9, 4, 46,359.00430,267.80930,1984.9470,5034.4680,3016.7810,926.0920
REF,5, 9, 5, 0,201.53800,265.66180,23.0150,5008.4250,5021.3470,999.9590
REF,5, 9, 5, 0,21.53630,94.33330,23.0150,5008.4250,5021.3470,999.9610
REG,5, 9, 5, 1,178.99900,92.18430,1984.7930,5034.6480,3016.9300,926.3190
REG,5, 9, 5, 1,359.00280,267.80980,1984.7910,5034.5160,3016.9370,926.1160
REF,5, 9, 5, 15,201.53690,265.66200,23.0150,5008.4250,5021.3470,999.9590
REF,5, 9, 5, 15,21.53470,94.33400,23.0150,5008.4240,5021.3480,999.9610
REG,5, 9, 5, 16,178.99880,92.18340,1984.6380,5034.6540,3017.0840,926.3560
REG,5, 9, 5, 16,359.00170,267.81040,1984.6370,5034.5540,3017.0910,926.1410
REF,5, 9, 5, 30,201.53710,265.66230,23.0150,5008.4250,5021.3470,999.9590
REF,5, 9, 5, 30,21.53710,94.33420,23.0150,5008.4250,5021.3470,999.9610
REG,5, 9, 5, 31,178.99720,92.18600,1984.4840,5034.7070,3017.2420,926.2740
REG,5, 9, 5, 31,359.00110,267.80940,1984.4780,5034.5710,3017.2520,926.1130
REF,5, 9, 5, 45,201.53800,265.66160,23.0160,5008.4250,5021.3470,999.9590
REF,5, 9, 5, 45,21.53600,94.33440,23.0160,5008.4250,5021.3480,999.9610
REG,5, 9, 5, 46,178.99540,92.18240,1984.3290,5034.7660,3017.3930,926.4050
REG,5, 9, 5, 46,359.00100,267.81260,1984.3260,5034.5710,3017.3990,926.2290
REF,5, 9, 6, 0,201.53690,265.66210,23.0160,5008.4250,5021.3470,999.9590
REF,5, 9, 6, 0,21.53740,94.33420,23.0160,5008.4250,5021.3470,999.9610
REG,5, 9, 6, 1,178.99580,92.18430,1984.1780,5034.7480,3017.5460,926.3420
REG,5, 9, 6, 1,358.99940,267.81100,1984.1700,5034.6250,3017.5590,926.1810
REF,5, 9, 6, 15,201.53680,265.66200,23.0150,5008.4250,5021.3470,999.9590
REF,5, 9, 6, 15,21.53470,94.33430,23.0150,5008.4240,5021.3480,999.9610
REG,5, 9, 6, 16,178.99480,92.18500,1984.0250,5034.7820,3017.7010,926.3260
REG,5, 9, 6, 16,358.99970,267.81010,1984.0190,5034.6130,3017.7100,926.1550
REF,5, 9, 6, 30,201.53610,265.66230,23.0150,5008.4240,5021.3470,999.9590
REF,5, 9, 6, 30,21.53520,94.33410,23.0160,5008.4240,5021.3480,999.9610
REG,5, 9, 6, 31,178.99390,92.18440,1983.8690,5034.8080,3017.8570,926.3520
REG,5, 9, 6, 31,358.99880,267.81100,1983.8640,5034.6390,3017.8640,926.1930
REF,5, 9, 6, 45,201.53630,265.66220,23.0150,5008.4250,5021.3470,999.9590
REF,5, 9, 6, 45,21.53430,94.33420,23.0160,5008.4240,5021.3480,999.9610
REG,5, 9, 6, 46,178.99310,92.18390,1983.7120,5034.8360,3018.0130,926.3750
REG,5, 9, 6, 46,358.99820,267.81270,1983.7100,5034.6580,3018.0170,926.2580
REF,5, 9, 7, 0,201.53680,265.66220,23.0150,5008.4250,5021.3470,999.9590
REF,5, 9, 7, 0,21.53420,94.33450,23.0160,5008.4240,5021.3480,999.9610
REG,5, 9, 7, 1,178.99280,92.18250,1983.5610,5034.8430,3018.1620,926.4280
REG,5, 9, 7, 1,358.99720,267.81320,1983.5600,5034.6900,3018.1670,926.2780
REF,5, 9, 7, 15,201.53810,265.66160,23.0150,5008.4250,5021.3470,999.9590
REF,5, 9, 7, 15,21.53440,94.33400,23.0150,5008.4240,5021.3480,999.9610
REG,5, 9, 7, 16,178.99160,92.18150,1983.4080,5034.8810,3018.3140,926.4700
REG,5, 9, 7, 16,358.99620,267.81410,1983.4050,5034.7210,3018.3210,926.3160
REF,5, 9, 7, 30,201.53720,265.66190,23.0150,5008.4250,5021.3470,999.9590
REF,5, 9, 7, 30,21.53420,94.33390,23.0150,5008.4240,5021.3480,999.9610
REG,5, 9, 7, 31,178.99110,92.17990,1983.2540,5034.8940,3018.4670,926.5290
REG,5, 9, 7, 31,358.99540,267.81630,1983.2490,5034.7470,3018.4740,926.4000
REF,5, 9, 7, 45,201.53690,265.66240,23.0150,5008.4250,5021.3470,999.9590
REF,5, 9, 7, 45,21.53560,94.33370,23.0150,5008.4240,5021.3480,999.9610
REG,5, 9, 7, 46,178.98980,92.17670,1983.1010,5034.9380,3018.6160,926.6470
REG,5, 9, 7, 46,358.99500,267.81800,1983.1000,5034.7570,3018.6210,926.4630
REF,5, 9, 8, 0,201.53740,265.66190,23.0150,5008.4250,5021.3470,999.9590
REF,5, 9, 8, 0,21.53530,94.33360,23.0150,5008.4240,5021.3480,999.9610
REG,5, 9, 8, 1,178.98960,92.17760,1982.9470,5034.9410,3018.7720,926.6230
REG,5, 9, 8, 1,358.99410,267.81790,1982.9430,5034.7860,3018.7780,926.4670
REF,5, 9, 8, 15,201.53720,265.66220,23.0160,5008.4250,5021.3470,999.9590
REF,5, 9, 8, 15,21.53650,94.33370,23.0150,5008.4250,5021.3470,999.9610
REG,5, 9, 8, 16,178.98890,92.17590,1982.7930,5034.9650,3018.9240,926.6850
REG,5, 9, 8, 16,358.99350,267.82040,1982.7870,5034.8040,3018.9310,926.5590
REF,5, 9, 8, 30,201.53630,265.66210,23.0150,5008.4250,5021.3470,999.9590
REF,5, 9, 8, 30,21.53680,94.33390,23.0150,5008.4250,5021.3470,999.9610
REG,5, 9, 8, 31,178.98860,92.17420,1982.6370,5034.9710,3019.0780,926.7520
REG,5, 9, 8, 31,358.99310,267.82030,1982.6380,5034.8160,3019.0810,926.5610
REF,5, 9, 8, 45,201.53640,265.66230,23.0150,5008.4250,5021.3470,999.9590
REF,5, 9, 8, 45,21.53590,94.33380,23.0160,5008.4250,5021.3480,999.9610
REG,5, 9, 8, 46,178.98790,92.17350,1982.4860,5034.9920,3019.2280,926.7790
REG,5, 9, 8, 46,358.99230,267.82180,1982.4830,5034.8390,3019.2340,926.6180
REF,5, 9, 9, 0,201.53680,265.66210,23.0150,5008.4250,5021.3470,999.9590
REF,5, 9, 9, 0,21.53530,94.33350,23.0150,5008.4240,5021.3480,999.9610
REG,5, 9, 9, 1,178.98710,92.17280,1982.3290,5035.0180,3019.3840,926.8120
REG,5, 9, 9, 1,358.99180,267.82240,1982.3290,5034.8540,3019.3880,926.6460
REF,5, 9, 9, 15,201.53700,265.66130,23.0150,5008.4250,5021.3470,999.9590
REF,5, 9, 9, 15,21.53470,94.33350,23.0150,5008.4240,5021.3480,999.9610
REG,5, 9, 9, 16,178.98580,92.17080,1982.1810,5035.0600,3019.5300,926.8850
REG,5, 9, 9, 16,358.99060,267.82350,1982.1740,5034.8940,3019.5420,926.6880
REF,5, 9, 9, 30,201.53750,265.66160,23.0160,5008.4250,5021.3470,999.9590
REF,5, 9, 9, 30,21.53430,94.33410,23.0160,5008.4240,5021.3480,999.9610
REG,5, 9, 9, 31,178.98560,92.17070,1982.0180,5035.0660,3019.6930,926.8950
REG,5, 9, 9, 31,358.99090,267.82400,1982.0170,5034.8820,3019.6970,926.7110
REF,5, 9, 9, 45,201.53630,265.66190,23.0160,5008.4250,5021.3470,999.9590
REF,5, 9, 9, 45,21.53410,94.33470,23.0160,5008.4240,5021.3480,999.9600
REG,5, 9, 9, 46,178.98470,92.17010,1981.8670,5035.0940,3019.8440,926.9220
REG,5, 9, 9, 46,358.98910,267.82550,1981.8600,5034.9410,3019.8540,926.7710
REF,5, 9, 10, 0,201.53560,265.66200,23.0150,5008.4240,5021.3470,999.9590
REF,5, 9, 10, 0,21.53320,94.33440,23.0150,5008.4230,5021.3480,999.9610
REG,5, 9, 10, 1,178.98400,92.16950,1981.7050,5035.1140,3020.0050,926.9480
REG,5, 9, 10, 1,358.98790,267.82590,1981.7050,5034.9790,3020.0090,926.7890
REF,5, 9, 10, 15,201.53580,265.66210,23.0150,5008.4240,5021.3470,999.9590
REF,5, 9, 10, 15,21.53350,94.33440,23.0160,5008.4240,5021.3480,999.9610
REG,5, 9, 10, 16,178.98310,92.16890,1981.5490,5035.1420,3020.1610,926.9750
REG,5, 9, 10, 16,358.98750,267.82630,1981.5440,5034.9910,3020.1690,926.8080
REF,5, 9, 10, 30,201.53710,265.66200,23.0150,5008.4250,5021.3470,999.9590
REF,5, 9, 10, 30,21.53350,94.33460,23.0150,5008.4240,5021.3480,999.9600
REG,5, 9, 10, 31,178.98210,92.16870,1981.3920,5035.1750,3020.3180,926.9870
REG,5, 9, 10, 31,358.98640,267.82680,1981.3910,5035.0260,3020.3220,926.8310
REF,5, 9, 10, 45,201.53790,265.66310,23.0160,5008.4250,5021.3470,999.9600
REF,5, 9, 10, 45,21.53440,94.33460,23.0160,5008.4240,5021.3480,999.9610
REG,5, 9, 10, 45,178.98140,92.16750,1981.2370,5035.1960,3020.4710,927.0360
REG,5, 9, 10, 46,358.98580,267.82730,1981.2330,5035.0430,3020.4800,926.8570
REF,5, 9, 10, 55,201.53710,265.66200,23.0150,5008.4250,5021.3470,999.9590
REF,5, 9, 10, 56,21.53470,94.33350,23.0160,5008.4240,5021.3480,999.9610
REG,5, 9, 10, 56,178.97950,92.16660,1981.1250,5035.2580,3020.5830,927.0720
REG,5, 9, 10, 56,358.98450,267.82910,1981.1220,5035.0880,3020.5890,926.9230
REF,5, 9, 13, 1,201.53400,265.66260,23.0150,5008.4240,5021.3480,999.9590
REF,5, 9, 13, 2,21.53370,94.33540,23.0150,5008.4240,5021.3480,999.9600
REG,5, 9, 13, 2,178.96710,92.17730,1979.7630,5035.6640,3021.9660,926.7520
REG,5, 9, 13, 3,358.97140,267.81950,1979.7560,5035.5130,3021.9750,926.6410
REF,5, 9, 13, 15,201.53560,265.66160,23.0160,5008.4240,5021.3480,999.9590
REF,5, 9, 13, 15,21.53410,94.33360,23.0160,5008.4240,5021.3480,999.9610
REG,5, 9, 13, 16,178.96450,92.17760,1979.6130,5035.7490,3022.1170,926.7480
REG,5, 9, 13, 16,358.96900,267.81810,1979.6080,5035.5950,3022.1260,926.5990
REF,5, 9, 13, 30,201.53490,265.66230,23.0150,5008.4240,5021.3480,999.9590
REF,5, 9, 13, 30,21.53330,94.33450,23.0160,5008.4240,5021.3480,999.9610
REG,5, 9, 13, 31,178.96320,92.17910,1979.4410,5035.7910,3022.2930,926.7010
REG,5, 9, 13, 31,358.96800,267.81590,1979.4420,5035.6270,3022.2950,926.5300
REF,5, 9, 13, 45,201.53650,265.66190,23.0160,5008.4250,5021.3470,999.9590
REF,5, 9, 13, 45,21.53240,94.33450,23.0150,5008.4230,5021.3480,999.9610
REG,5, 9, 13, 46,178.96210,92.18200,1979.2800,5035.8280,3022.4580,926.6070
REG,5, 9, 13, 46,358.96560,267.81320,1979.2710,5035.7070,3022.4710,926.4440
REF,5, 9, 14, 0,201.53490,265.66140,23.0150,5008.4240,5021.3480,999.9590
REF,5, 9, 14, 0,21.53400,94.33360,23.0160,5008.4240,5021.3480,999.9610
REG,5, 9, 14, 1,178.95930,92.18340,1979.1060,5035.9200,3022.6350,926.5650
REG,5, 9, 14, 1,358.96470,267.81260,1979.1040,5035.7340,3022.6390,926.4300
REF,5, 9, 14, 15,201.53390,265.66190,23.0160,5008.4240,5021.3480,999.9590
REF,5, 9, 14, 15,21.53580,94.33440,23.0160,5008.4240,5021.3480,999.9610
REG,5, 9, 14, 16,178.95680,92.18560,1978.9370,5036.0020,3022.8090,926.4970
REG,5, 9, 14, 16,358.96230,267.81040,1978.9300,5035.8130,3022.8170,926.3590
REF,5, 9, 14, 30,201.53400,265.66210,23.0150,5008.4240,5021.3480,999.9590
REF,5, 9, 14, 30,21.53380,94.33350,23.0150,5008.4240,5021.3480,999.9610
REG,5, 9, 14, 31,178.95520,92.18880,1978.7690,5036.0540,3022.9820,926.3930
REG,5, 9, 14, 31,358.95950,267.80660,1978.7630,5035.9060,3022.9910,926.2350
REF,5, 9, 14, 45,201.53360,265.66180,23.0160,5008.4240,5021.3480,999.9590
REF,5, 9, 14, 45,21.53510,94.33400,23.0150,5008.4240,5021.3480,999.9610
REG,5, 9, 14, 46,178.95330,92.18970,1978.6010,5036.1180,3023.1520,926.3670
REG,5, 9, 14, 46,358.95710,267.80520,1978.5930,5035.9860,3023.1640,926.1910
REF,5, 9, 15, 0,201.53460,265.66190,23.0150,5008.4240,5021.3480,999.9590
REF,5, 9, 15, 0,21.53540,94.33460,23.0160,5008.4240,5021.3480,999.9600
REG,5, 9, 15, 1,178.95040,92.19200,1978.4260,5036.2140,3023.3310,926.2950
REG,5, 9, 15, 1,358.95610,267.80280,1978.4200,5036.0170,3023.3410,926.1160
REF,5, 9, 15, 15,201.53450,265.66220,23.0150,5008.4240,5021.3480,999.9590
REF,5, 9, 15, 15,21.53470,94.33440,23.0150,5008.4240,5021.3480,999.9610
REG,5, 9, 15, 16,178.94810,92.19320,1978.2600,5036.2910,3023.5010,926.2590
REG,5, 9, 15, 16,358.95400,267.80190,1978.2530,5036.0870,3023.5100,926.0910
REF,5, 9, 15, 30,201.53550,265.66290,23.0160,5008.4240,5021.3480,999.9600
REF,5, 9, 15, 30,21.53280,94.33410,23.0150,5008.4230,5021.3480,999.9610
REG,5, 9, 15, 31,178.94690,92.19610,1978.0850,5036.3310,3023.6800,926.1670
REG,5, 9, 15, 31,358.95180,267.79970,1978.0820,5036.1600,3023.6850,926.0230
REF,5, 9, 15, 45,201.53430,265.66340,23.0150,5008.4240,5021.3480,999.9600
REF,5, 9, 15, 45,21.53260,94.33500,23.0160,5008.4230,5021.3480,999.9600
REG,5, 9, 15, 46,178.94450,92.19910,1977.9160,5036.4100,3023.8540,926.0710
REG,5, 9, 15, 46,358.94910,267.79810,1977.9100,5036.2500,3023.8610,925.9740
REF,5, 9, 16, 0,201.53380,265.66300,23.0150,5008.4240,5021.3480,999.9600
REF,5, 9, 16, 0,21.53450,94.33450,23.0160,5008.4240,5021.3480,999.9610
REG,5, 9, 16, 0,178.94220,92.19880,1977.7480,5036.4870,3024.0230,926.0850
REG,5, 9, 16, 1,358.94780,267.79710,1977.7450,5036.2910,3024.0280,925.9460
REF,5, 9, 16, 15,201.53420,265.66270,23.0160,5008.4240,5021.3480,999.9590
REF,5, 9, 16, 15,21.53360,94.33460,23.0150,5008.4240,5021.3480,999.9610
REG,5, 9, 16, 16,178.94130,92.20070,1977.5830,5036.5140,3024.1910,926.0260
REG,5, 9, 16, 16,358.94560,267.79480,1977.5780,5036.3660,3024.2000,925.8710
REF,5, 9, 16, 30,201.53450,265.66290,23.0160,5008.4240,5021.3480,999.9590
REF,5, 9, 16, 30,21.53450,94.33510,23.0160,5008.4240,5021.3480,999.9600
REG,5, 9, 16, 31,178.93980,92.20370,1977.4180,5036.5610,3024.3610,925.9290
REG,5, 9, 16, 31,358.94430,267.79380,1977.4130,5036.4050,3024.3660,925.8430
REF,5, 9, 16, 45,201.53430,265.66180,23.0150,5008.4240,5021.3480,999.9590
REF,5, 9, 16, 45,21.53370,94.33330,23.0160,5008.4240,5021.3480,999.9610
REG,5, 9, 16, 46,178.93910,92.20340,1977.2500,5036.5810,3024.5280,925.9480
REG,5, 9, 16, 46,358.94390,267.79100,1977.2460,5036.4170,3024.5370,925.7530
