---------Head Start---------
Separator: Comma
Linear Units: Meters
Angular Units: Dec. degrees
Output order: Pnt Id, Time1, Time2, Hz, V, Sd, H.dist, V.dist, East, North, Elev
Code before measurement
List file = None
Join codes: No.
Allow partial blocks?  Yes
---------Head End-----------
111,5, 10, 10, 46,178.86550,92.18890,1965.9280,5038.8960,3035.8700,926.8760
111,5, 10, 10, 46,358.86910,267.80640,1965.9230,5038.7730,3035.8790,926.7140
REF,5, 10, 11, 0,201.53240,265.66080,23.0150,5008.4230,5021.3480,999.9590
REF,5, 10, 11, 0,21.53060,94.33420,23.0150,5008.4230,5021.3480,999.9610
111,5, 10, 11, 1,178.86470,92.18790,1965.7690,5038.9200,3036.0280,926.9160
111,5, 10, 11, 1,358.86840,267.80660,1965.7690,5038.7940,3036.0330,926.7280
REF,5, 10, 11, 15,201.53250,265.66120,23.0150,5008.4230,5021.3480,999.9590
REF,5, 10, 11, 15,21.53130,94.33310,23.0160,5008.4230,5021.3480,999.9610
111,5, 10, 11, 16,178.86420,92.18770,1965.6110,5038.9330,3036.1860,926.9280
111,5, 10, 11, 16,358.86720,267.80760,1965.6040,5038.8310,3036.1970,926.7700
REF,5, 10, 11, 30,201.53280,265.66160,23.0160,5008.4230,5021.3480,999.9590
REF,5, 10, 11, 30,21.53090,94.33440,23.0150,5008.4230,5021.3480,999.9610
111,5, 10, 11, 31,178.86280,92.18810,1965.4510,5038.9780,3036.3480,926.9200
111,5, 10, 11, 31,358.86590,267.80740,1965.4470,5038.8740,3036.3550,926.7670
REF,5, 10, 11, 45,201.53320,265.66150,23.0150,5008.4230,5021.3480,999.9590
REF,5, 10, 11, 45,21.53120,94.33430,23.0160,5008.4230,5021.3480,999.9610
111,5, 10, 11, 46,178.86220,92.18900,1965.2920,5038.9960,3036.5070,926.8950
111,5, 10, 11, 46,358.86480,267.80710,1965.2840,5038.9080,3036.5190,926.7650
REF,5, 10, 12, 0,201.53400,265.66210,23.0150,5008.4240,5021.3480,999.9590
REF,5, 10, 12, 0,21.53130,94.33480,23.0150,5008.4230,5021.3480,999.9600
111,5, 10, 12, 1,178.86020,92.18960,1965.1300,5039.0630,3036.6720,926.8810
111,5, 10, 12, 1,358.86420,267.80620,1965.1300,5038.9260,3036.6750,926.7390
REF,5, 10, 12, 15,201.53430,265.66140,23.0150,5008.4240,5021.3480,999.9590
REF,5, 10, 12, 15,21.53170,94.33430,23.0150,5008.4230,5021.3480,999.9610
111,5, 10, 12, 16,178.85960,92.18900,1964.9670,5039.0810,3036.8350,926.9100
111,5, 10, 12, 16,358.86230,267.80640,1964.9650,5038.9880,3036.8400,926.7500
REF,5, 10, 12, 30,201.53320,265.66160,23.0160,5008.4230,5021.3480,999.9590
REF,5, 10, 12, 30,21.53110,94.33470,23.0150,5008.4230,5021.3480,999.9600
111,5, 10, 12, 31,178.85760,92.19030,1964.8050,5039.1460,3036.9990,926.8690
111,5, 10, 12, 31,358.86130,267.80560,1964.8040,5039.0200,3037.0030,926.7290
REF,5, 10, 12, 45,201.53390,265.66170,23.0150,5008.4240,5021.3480,999.9590
REF,5, 10, 12, 45,21.53010,94.33380,23.0160,5008.4220,5021.3480,999.9610
111,5, 10, 12, 46,178.85470,92.18950,1964.6450,5039.2400,3037.1600,926.9030
111,5, 10, 12, 46,358.85930,267.80420,1964.6380,5039.0820,3037.1720,926.6880
REF,5, 10, 13, 0,201.53350,265.66180,23.0150,5008.4240,5021.3480,999.9590
REF,5, 10, 13, 0,21.53050,94.33450,23.0160,5008.4220,5021.3480,999.9610
111,5, 10, 13, 1,178.85450,92.19180,1964.4790,5039.2440,3037.3290,926.8310
111,5, 10, 13, 1,358.85770,267.80230,1964.4770,5039.1360,3037.3370,926.6300
REF,5, 10, 13, 15,201.53230,265.66180,23.0150,5008.4230,5021.3480,999.9590
REF,5, 10, 13, 15,21.53060,94.33470,23.0160,5008.4230,5021.3480,999.9600
111,5, 10, 13, 16,178.85220,92.19400,1964.3160,5039.3200,3037.4960,926.7620
111,5, 10, 13, 16,358.85600,267.80120,1964.3080,5039.1910,3037.5080,926.5980
REF,5, 10, 13, 30,201.53220,265.66160,23.0160,5008.4230,5021.3480,999.9590
REF,5, 10, 13, 30,21.53010,94.33400,23.0150,5008.4220,5021.3480,999.9610
111,5, 10, 13, 31,178.85050,92.19500,1964.1480,5039.3740,3037.6660,926.7340
111,5, 10, 13, 31,358.85420,267.79940,1964.1430,5039.2480,3037.6760,926.5420
REF,5, 10, 13, 45,201.53140,265.66190,23.0150,5008.4230,5021.3480,999.9590
REF,5, 10, 13, 45,21.53170,94.33250,23.0150,5008.4230,5021.3480,999.9610
111,5, 10, 13, 46,178.84930,92.19660,1963.9830,5039.4110,3037.8340,926.6870
111,5, 10, 13, 46,358.85270,267.79840,1963.9790,5039.2960,3037.8430,926.5140
REF,5, 10, 14, 0,201.53160,265.66180,23.0150,5008.4230,5021.3480,999.9590
REF,5, 10, 14, 0,21.53080,94.33180,23.0150,5008.4230,5021.3480,999.9620
111,5, 10, 14, 1,178.84790,92.19830,1963.8120,5039.4570,3038.0090,926.6330
111,5, 10, 14, 1,358.85130,267.79730,1963.8100,5039.3400,3038.0140,926.4840
REF,5, 10, 14, 15,201.53270,265.66130,23.0150,5008.4230,5021.3480,999.9590
REF,5, 10, 14, 15,21.53110,94.33310,23.0160,5008.4230,5021.3480,999.9610
111,5, 10, 14, 16,178.84550,92.19790,1963.6450,5039.5350,3038.1770,926.6540
111,5, 10, 14, 16,358.84830,267.79440,1963.6360,5039.4390,3038.1940,926.3910
REF,5, 10, 14, 30,201.53240,265.66180,23.0150,5008.4230,5021.3480,999.9590
REF,5, 10, 14, 30,21.53110,94.33260,23.0150,5008.4230,5021.3480,999.9610
111,5, 10, 14, 31,178.84280,92.20190,1963.4730,5039.6260,3038.3560,926.5250
111,5, 10, 14, 31,358.84720,267.79370,1963.4700,5039.4730,3038.3610,926.3730
REF,5, 10, 14, 45,201.53220,265.66210,23.0150,5008.4230,5021.3480,999.9590
REF,5, 10, 14, 45,21.53100,94.33330,23.0150,5008.4230,5021.3480,999.9610
111,5, 10, 14, 46,178.84050,92.20470,1963.3020,5039.6990,3038.5310,926.4340
111,5, 10, 14, 46,358.84440,267.79150,1963.2980,5039.5680,3038.5380,926.3060
REF,5, 10, 15, 0,201.53200,265.66210,23.0150,5008.4230,5021.3480,999.9590
REF,5, 10, 15, 0,21.52970,94.33260,23.0150,5008.4220,5021.3480,999.9610
111,5, 10, 15, 1,178.83890,92.20640,1963.1370,5039.7530,3038.7000,926.3820
111,5, 10, 15, 1,358.84310,267.78840,1963.1310,5039.6080,3038.7090,926.2070
REF,5, 10, 15, 15,201.53110,265.66290,23.0150,5008.4230,5021.3480,999.9590
REF,5, 10, 15, 15,21.52920,94.33320,23.0150,5008.4220,5021.3480,999.9610
111,5, 10, 15, 16,178.83580,92.20720,1962.9650,5039.8530,3038.8750,926.3640
111,5, 10, 15, 16,358.84010,267.78740,1962.9580,5039.7060,3038.8850,926.1760
REF,5, 10, 15, 30,201.53150,265.66200,23.0150,5008.4230,5021.3480,999.9590
REF,5, 10, 15, 30,21.53260,94.33490,23.0150,5008.4230,5021.3480,999.9600
111,5, 10, 15, 31,178.83420,92.20970,1962.7930,5039.9040,3039.0510,926.2820
111,5, 10, 15, 31,358.83900,267.78510,1962.7890,5039.7420,3039.0580,926.1040
111,5, 10, 15, 32,178.83380,92.21080,1962.7750,5039.9180,3039.0710,926.2460
111,5, 10, 15, 33,358.83740,267.78480,1962.7720,5039.7960,3039.0770,926.0960
REF,5, 10, 15, 34,201.53240,265.66210,23.0150,5008.4230,5021.3480,999.9590
REG,5, 10, 15, 34,358.83800,267.78520,1962.7500,5039.7740,3039.0970,926.1090
