---------Head Start---------
Separator: Comma
Linear Units: Meters
Angular Units: Dec. degrees
Output order: Pnt Id, Time1, Time2, Hz, V, Sd, H.dist, V.dist, East, North, Elev
Code before measurement
List file = None
Join codes: No.
Allow partial blocks?  Yes
---------Head End-----------
REF,5, 11, 9, 45,201.53040,265.66200,23.0150,5008.4220,5021.3480,999.9590
REF,5, 11, 9, 45,21.53360,94.33580,23.0150,5008.4240,5021.3480,999.9600
111,5, 11, 9, 46,178.76000,92.21400,1951.1300,5042.1940,3050.7620,926.5830
111,5, 11, 9, 46,358.76410,267.78210,1951.1230,5042.0530,3050.7700,926.4510
REF,5, 11, 10, 0,201.53210,265.66330,23.0150,5008.4230,5021.3480,999.9600
REF,5, 11, 10, 0,21.53450,94.33520,23.0150,5008.4240,5021.3470,999.9600
111,5, 11, 10, 1,178.76030,92.21270,1950.9710,5042.1770,3050.9180,926.6340
111,5, 11, 10, 1,358.76400,267.78240,1950.9700,5042.0540,3050.9230,926.4680
REF,5, 11, 10, 15,201.53150,265.66090,23.0150,5008.4230,5021.3480,999.9590
REF,5, 11, 10, 15,21.53160,94.33370,23.0150,5008.4230,5021.3480,999.9610
111,5, 11, 10, 16,178.76000,92.21170,1950.8180,5042.1840,3051.0700,926.6740
111,5, 11, 10, 16,358.76450,267.78090,1950.8140,5042.0320,3051.0810,926.4200
REF,5, 11, 10, 30,201.53170,265.66160,23.0150,5008.4230,5021.3480,999.9590
REF,5, 11, 10, 30,21.53380,94.33460,23.0150,5008.4240,5021.3480,999.9610
111,5, 11, 10, 31,178.75770,92.20770,1950.6660,5042.2590,3051.2190,926.8150
111,5, 11, 10, 31,358.76220,267.78380,1950.6590,5042.1060,3051.2340,926.5250
REF,5, 11, 10, 45,201.53200,265.66270,23.0150,5008.4230,5021.3480,999.9590
REF,5, 11, 10, 45,21.53320,94.33530,23.0150,5008.4230,5021.3480,999.9600
111,5, 11, 10, 46,178.75700,92.20570,1950.5130,5042.2810,3051.3690,926.8890
111,5, 11, 10, 46,358.76090,267.78670,1950.5000,5042.1480,3051.3890,926.6320
REF,5, 11, 11, 0,201.53220,265.66110,23.0150,5008.4230,5021.3480,999.9590
REF,5, 11, 11, 0,21.53150,94.33370,23.0150,5008.4230,5021.3480,999.9610
111,5, 11, 11, 1,178.75660,92.20880,1950.3560,5042.2900,3051.5310,926.7890
111,5, 11, 11, 1,358.76110,267.78560,1950.3450,5042.1370,3051.5460,926.5980
REF,5, 11, 11, 15,201.53330,265.66140,23.0150,5008.4230,5021.3480,999.9590
REF,5, 11, 11, 15,21.53200,94.33390,23.0160,5008.4230,5021.3480,999.9610
111,5, 11, 11, 16,178.75560,92.20910,1950.1890,5042.3230,3051.6990,926.7870
111,5, 11, 11, 16,358.75930,267.78550,1950.1960,5042.1970,3051.6960,926.6020
REF,5, 11, 11, 30,201.53250,265.66390,23.0150,5008.4230,5021.3480,999.9600
REF,5, 11, 11, 30,21.53240,94.33690,23.0150,5008.4230,5021.3480,999.9600
111,5, 11, 11, 31,178.75420,92.21060,1950.0420,5042.3660,3051.8490,926.7400
111,5, 11, 11, 31,358.75850,267.78800,1950.0280,5042.2180,3051.8610,926.6940
REF,5, 11, 11, 45,201.53090,265.66420,23.0150,5008.4230,5021.3480,999.9600
REF,5, 11, 11, 45,21.53380,94.33680,23.0150,5008.4240,5021.3470,999.9600
111,5, 11, 11, 46,178.75340,92.21070,1949.8730,5042.3900,3052.0180,926.7430
111,5, 11, 11, 46,358.75760,267.78830,1949.8700,5042.2460,3052.0190,926.7090
REF,5, 11, 12, 0,201.53260,265.66360,23.0150,5008.4230,5021.3480,999.9600
REF,5, 11, 12, 0,21.53370,94.33540,23.0150,5008.4240,5021.3480,999.9600
111,5, 11, 12, 1,178.75260,92.21020,1949.7170,5042.4130,3052.1740,926.7680
111,5, 11, 12, 1,358.75610,267.78600,1949.7050,5042.2940,3052.1880,926.6380
REF,5, 11, 12, 15,201.53200,265.66260,23.0150,5008.4230,5021.3480,999.9590
REF,5, 11, 12, 15,21.53120,94.33520,23.0150,5008.4230,5021.3480,999.9600
111,5, 11, 12, 16,178.75200,92.20900,1949.5470,5042.4300,3052.3420,926.8150
111,5, 11, 12, 16,358.75570,267.78560,1949.5530,5042.3040,3052.3400,926.6300
REF,5, 11, 12, 30,201.53210,265.66240,23.0150,5008.4230,5021.3480,999.9590
REF,5, 11, 12, 30,21.53360,94.33480,23.0150,5008.4240,5021.3480,999.9600
111,5, 11, 12, 31,178.75180,92.20740,1949.3950,5042.4340,3052.4920,926.8740
111,5, 11, 12, 31,358.75350,267.78490,1949.3940,5042.3750,3052.5030,926.6110
REF,5, 11, 12, 45,201.53300,265.66120,23.0150,5008.4230,5021.3480,999.9590
REF,5, 11, 12, 45,21.53370,94.33400,23.0150,5008.4240,5021.3480,999.9610
111,5, 11, 12, 46,178.74910,92.20860,1949.2280,5042.5230,3052.6630,926.8400
111,5, 11, 12, 46,358.75340,267.78570,1949.2340,5042.3750,3052.6610,926.6450
REF,5, 11, 13, 0,201.53420,265.66350,23.0150,5008.4240,5021.3480,999.9600
REF,5, 11, 13, 0,21.53260,94.33590,23.0150,5008.4230,5021.3480,999.9600
111,5, 11, 13, 1,178.74830,92.21250,1949.0710,5042.5450,3052.8260,926.7120
111,5, 11, 13, 1,358.75190,267.78520,1949.0680,5042.4230,3052.8290,926.6360
REF,5, 11, 13, 15,201.53230,265.66370,23.0150,5008.4230,5021.3480,999.9600
REF,5, 11, 13, 15,21.53450,94.33430,23.0150,5008.4240,5021.3480,999.9610
111,5, 11, 13, 16,178.74630,92.21250,1948.9090,5042.6080,3052.9890,926.7180
111,5, 11, 13, 16,358.75030,267.78330,1948.9090,5042.4740,3052.9920,926.5770
REF,5, 11, 13, 30,201.53160,265.66270,23.0160,5008.4230,5021.3480,999.9590
REF,5, 11, 13, 30,21.53430,94.33400,23.0150,5008.4240,5021.3480,999.9610
111,5, 11, 13, 31,178.74420,92.21270,1948.7520,5042.6760,3053.1480,926.7170
111,5, 11, 13, 31,358.74750,267.78140,1948.7390,5042.5660,3053.1650,926.5190
REF,5, 11, 13, 45,201.53300,265.66190,23.0150,5008.4230,5021.3480,999.9590
REF,5, 11, 13, 45,21.53340,94.33220,23.0150,5008.4230,5021.3480,999.9610
111,5, 11, 13, 46,178.74310,92.21340,1948.5890,5042.7100,3053.3120,926.7030
111,5, 11, 13, 46,358.74650,267.77980,1948.5790,5042.5940,3053.3280,926.4720
REF,5, 11, 14, 0,201.53230,265.66300,23.0150,5008.4230,5021.3480,999.9600
REF,5, 11, 14, 0,21.53350,94.33630,23.0150,5008.4240,5021.3480,999.9600
111,5, 11, 14, 1,178.74040,92.21700,1948.4200,5042.7980,3053.4880,926.5840
111,5, 11, 14, 1,358.74550,267.77840,1948.4170,5042.6260,3053.4930,926.4300
REF,5, 11, 14, 15,201.53070,265.66250,23.0150,5008.4220,5021.3480,999.9590
REF,5, 11, 14, 15,21.53420,94.33500,23.0150,5008.4240,5021.3480,999.9600
111,5, 11, 14, 16,178.73920,92.21710,1948.2600,5042.8350,3053.6480,926.5890
111,5, 11, 14, 16,358.74310,267.77760,1948.2460,5042.7050,3053.6660,926.4090
REF,5, 11, 14, 30,201.53340,265.66320,23.0150,5008.4230,5021.3480,999.9600
REF,5, 11, 14, 30,21.53520,94.33690,23.0150,5008.4240,5021.3470,999.9600
REF,5, 11, 14, 45,201.53310,265.66130,23.0150,5008.4230,5021.3480,999.9590
REF,5, 11, 14, 45,21.53460,94.33280,23.0150,5008.4240,5021.3480,999.9610
111,5, 11, 14, 46,358.73930,267.77330,1947.9190,5042.8250,3054.0010,926.2760
REF,5, 11, 15, 0,201.53340,265.66240,23.0150,5008.4230,5021.3480,999.9590
REF,5, 11, 15, 0,21.53350,94.33360,23.0150,5008.4240,5021.3480,999.9610
