---------Head Start---------
Separator: Comma
Linear Units: Meters
Angular Units: Dec. degrees
Output order: Pnt Id, Time1, Time2, Hz, V, Sd, H.dist, V.dist, East, North, Elev
Code before measurement
List file = None
Join codes: No.
Allow partial blocks?  Yes
---------Head End-----------
111,5, 13, 5, 46,358.52450,267.73050,1921.3800,5049.4370,3080.7420,925.8660
111,5, 13, 5, 46,178.52080,92.26710,1921.3770,5049.5590,3080.7450,925.9460
REF,5, 13, 6, 0,21.53010,94.33400,23.0150,5008.4220,5021.3480,999.9610
REF,5, 13, 6, 0,201.53060,265.66330,23.0150,5008.4220,5021.3480,999.9600
111,5, 13, 6, 1,358.52310,267.72860,1921.2020,5049.4790,3080.9230,925.8090
111,5, 13, 6, 1,178.51970,92.26860,1921.2000,5049.5920,3080.9260,925.9020
REF,5, 13, 6, 15,21.52970,94.33390,23.0150,5008.4220,5021.3480,999.9610
REF,5, 13, 6, 15,201.53100,265.66350,23.0150,5008.4220,5021.3480,999.9600
111,5, 13, 6, 16,358.52230,267.72740,1921.0180,5049.5010,3081.1100,925.7740
111,5, 13, 6, 16,178.51830,92.26860,1921.0190,5049.6330,3081.1070,925.9110
REF,5, 13, 6, 30,21.53000,94.33380,23.0150,5008.4220,5021.3480,999.9610
REF,5, 13, 6, 30,201.53210,265.66220,23.0150,5008.4230,5021.3480,999.9590
111,5, 13, 6, 31,358.51980,267.72840,1920.8390,5049.5800,3081.2890,925.8170
111,5, 13, 6, 31,178.51590,92.26830,1920.8390,5049.7120,3081.2890,925.9260
REF,5, 13, 6, 45,21.53070,94.33330,23.0150,5008.4220,5021.3480,999.9610
REF,5, 13, 6, 45,201.52990,265.66260,23.0150,5008.4220,5021.3480,999.9590
111,5, 13, 6, 46,358.51850,267.72680,1920.6570,5049.6170,3081.4750,925.7680
111,5, 13, 6, 46,178.51460,92.26910,1920.6600,5049.7480,3081.4700,925.9050
REF,5, 13, 7, 0,21.53070,94.33340,23.0150,5008.4220,5021.3480,999.9610
REF,5, 13, 7, 0,201.53070,265.66290,23.0150,5008.4220,5021.3480,999.9600
111,5, 13, 7, 1,358.51730,267.72660,1920.4770,5049.6530,3081.6550,925.7710
111,5, 13, 7, 1,178.51330,92.26870,1920.4760,5049.7880,3081.6540,925.9290
REF,5, 13, 7, 15,21.53160,94.33370,23.0150,5008.4230,5021.3480,999.9610
REF,5, 13, 7, 15,201.53190,265.66240,23.0150,5008.4230,5021.3480,999.9590
111,5, 13, 7, 16,358.51530,267.72670,1920.3000,5049.7150,3081.8340,925.7810
111,5, 13, 7, 16,178.51160,92.26980,1920.2950,5049.8420,3081.8370,925.8980
REF,5, 13, 7, 30,21.53010,94.33280,23.0150,5008.4220,5021.3480,999.9610
REF,5, 13, 7, 30,201.52980,265.66370,23.0150,5008.4220,5021.3480,999.9600
111,5, 13, 7, 31,358.51490,267.72560,1920.1180,5049.7240,3082.0180,925.7490
111,5, 13, 7, 31,178.51110,92.26690,1920.1160,5049.8510,3082.0130,926.0020
REF,5, 13, 7, 45,21.53030,94.33370,23.0150,5008.4220,5021.3480,999.9610
REF,5, 13, 7, 45,201.53130,265.66240,23.0150,5008.4230,5021.3480,999.9590
111,5, 13, 7, 46,358.51390,267.72740,1919.9450,5049.7530,3082.1890,925.8190
111,5, 13, 7, 46,178.50950,92.26900,1919.9410,5049.9000,3082.1920,925.9400
REF,5, 13, 8, 0,21.53190,94.33270,23.0150,5008.4230,5021.3480,999.9610
REF,5, 13, 8, 0,201.53100,265.66360,23.0150,5008.4230,5021.3480,999.9600
111,5, 13, 8, 1,358.51330,267.72660,1919.7680,5049.7680,3082.3670,925.7990
111,5, 13, 8, 1,178.50940,92.26720,1919.7650,5049.9010,3082.3660,926.0070
REF,5, 13, 8, 15,21.53120,94.33290,23.0150,5008.4230,5021.3480,999.9610
REF,5, 13, 8, 15,201.53040,265.66300,23.0150,5008.4220,5021.3480,999.9600
111,5, 13, 8, 16,358.51130,267.72590,1919.5920,5049.8310,3082.5460,925.7800
111,5, 13, 8, 16,178.50730,92.26600,1919.5880,5049.9650,3082.5430,926.0530
REF,5, 13, 8, 30,21.53130,94.33270,23.0150,5008.4230,5021.3480,999.9610
REF,5, 13, 8, 30,201.53060,265.66290,23.0150,5008.4220,5021.3480,999.9600
111,5, 13, 8, 31,358.51130,267.72700,1919.4130,5049.8280,3082.7240,925.8250
111,5, 13, 8, 31,178.50720,92.26660,1919.4160,5049.9630,3082.7150,926.0400
REF,5, 13, 8, 45,21.52990,94.33330,23.0150,5008.4220,5021.3480,999.9610
REF,5, 13, 8, 45,201.53060,265.66300,23.0150,5008.4220,5021.3480,999.9600
111,5, 13, 8, 46,358.51130,267.72760,1919.2400,5049.8240,3082.8950,925.8520
111,5, 13, 8, 46,178.50580,92.26590,1919.2410,5050.0070,3082.8900,926.0690
REF,5, 13, 9, 0,21.53260,94.33410,23.0150,5008.4230,5021.3480,999.9610
REF,5, 13, 9, 0,201.52920,265.66330,23.0150,5008.4220,5021.3480,999.9600
111,5, 13, 9, 1,358.51090,267.72950,1919.0680,5049.8310,3083.0650,925.9230
111,5, 13, 9, 1,178.50460,92.26450,1919.0570,5050.0420,3083.0740,926.1230
REF,5, 13, 9, 15,21.53160,94.33590,23.0150,5008.4230,5021.3480,999.9600
REF,5, 13, 9, 15,201.52970,265.66510,23.0150,5008.4220,5021.3480,999.9600
111,5, 13, 9, 16,358.50780,267.72930,1918.8960,5049.9300,3083.2400,925.9220
111,5, 13, 9, 16,178.50400,92.26840,1918.8920,5050.0580,3083.2440,926.0010
REF,5, 13, 9, 30,21.53090,94.33390,23.0150,5008.4220,5021.3480,999.9610
REF,5, 13, 9, 30,201.52950,265.66390,23.0150,5008.4220,5021.3480,999.9600
111,5, 13, 9, 31,358.50640,267.73120,1918.7200,5049.9730,3083.4140,925.9940
111,5, 13, 9, 31,178.50240,92.26630,1918.7190,5050.1080,3083.4150,926.0750
REF,5, 13, 9, 45,21.53160,94.33370,23.0150,5008.4230,5021.3480,999.9610
REF,5, 13, 9, 45,201.52980,265.66410,23.0150,5008.4220,5021.3480,999.9600
111,5, 13, 9, 46,358.50550,267.73060,1918.5410,5049.9990,3083.5950,925.9800
111,5, 13, 9, 46,178.50140,92.26440,1918.5360,5050.1350,3083.5970,926.1460
REF,5, 13, 10, 0,21.53030,94.33420,23.0150,5008.4220,5021.3480,999.9610
REF,5, 13, 10, 0,201.53090,265.66270,23.0150,5008.4220,5021.3480,999.9590
111,5, 13, 10, 1,358.50480,267.73280,1918.3630,5050.0190,3083.7700,926.0590
111,5, 13, 10, 1,178.50150,92.26330,1918.3590,5050.1290,3083.7710,926.1930
REF,5, 13, 10, 15,21.53000,94.33430,23.0150,5008.4220,5021.3480,999.9610
REF,5, 13, 10, 15,201.53010,265.66290,23.0150,5008.4220,5021.3480,999.9600
111,5, 13, 10, 16,358.50340,267.73240,1918.1860,5050.0580,3083.9480,926.0540
111,5, 13, 10, 16,178.49870,92.26280,1918.1830,5050.2170,3083.9490,926.2150
REF,5, 13, 10, 30,21.53310,94.33280,23.0150,5008.4230,5021.3480,999.9610
REF,5, 13, 10, 30,201.53010,265.66310,23.0150,5008.4220,5021.3480,999.9600
111,5, 13, 10, 31,358.50270,267.73420,1918.0110,5050.0790,3084.1220,926.1210
111,5, 13, 10, 31,178.49930,92.25970,1918.0080,5050.1920,3084.1190,926.3270
REF,5, 13, 10, 45,21.53260,94.33290,23.0150,5008.4230,5021.3480,999.9610
REF,5, 13, 10, 45,201.52970,265.66380,23.0150,5008.4220,5021.3480,999.9600
111,5, 13, 10, 46,358.50190,267.73370,1917.8380,5050.1010,3084.2960,926.1100
111,5, 13, 10, 46,178.49800,92.25980,1917.8240,5050.2300,3084.3040,926.3300
REF,5, 13, 11, 0,21.53230,94.33380,23.0150,5008.4230,5021.3480,999.9610
REF,5, 13, 11, 0,201.53280,265.66250,23.0150,5008.4230,5021.3480,999.9590
111,5, 13, 11, 1,358.50240,267.73590,1917.6650,5050.0790,3084.4660,926.1910
111,5, 13, 11, 1,178.49680,92.25870,1917.6540,5050.2680,3084.4740,926.3740
REF,5, 13, 11, 15,21.53210,94.33500,23.0150,5008.4230,5021.3480,999.9600
REF,5, 13, 11, 15,201.53190,265.66410,23.0150,5008.4230,5021.3480,999.9600
111,5, 13, 11, 16,358.50020,267.73770,1917.4810,5050.1480,3084.6480,926.2580
111,5, 13, 11, 16,178.49650,92.26060,1917.4770,5050.2730,3084.6530,926.3160
REF,5, 13, 11, 30,21.53040,94.33520,23.0150,5008.4220,5021.3480,999.9600
REF,5, 13, 11, 30,201.53180,265.66430,23.0150,5008.4230,5021.3480,999.9600
111,5, 13, 11, 31,358.50000,267.73760,1917.3040,5050.1510,3084.8260,926.2610
111,5, 13, 11, 31,178.49550,92.25940,1917.3010,5050.3000,3084.8290,926.3630
REF,5, 13, 11, 45,21.53130,94.33440,23.0150,5008.4230,5021.3480,999.9610
REF,5, 13, 11, 45,201.53200,265.66330,23.0150,5008.4230,5021.3480,999.9600
111,5, 13, 11, 46,358.49730,267.73760,1917.1260,5050.2370,3085.0060,926.2710
111,5, 13, 11, 46,178.49300,92.25870,1917.1210,5050.3800,3085.0100,926.3930
REF,5, 13, 12, 0,21.53130,94.33360,23.0150,5008.4230,5021.3480,999.9610
REF,5, 13, 12, 0,201.53140,265.66290,23.0150,5008.4230,5021.3480,999.9600
111,5, 13, 12, 1,358.49660,267.73780,1916.9530,5050.2540,3085.1790,926.2830
111,5, 13, 12, 1,178.49250,92.25630,1916.9440,5050.3910,3085.1840,926.4820
REF,5, 13, 12, 15,21.53100,94.33360,23.0150,5008.4220,5021.3480,999.9610
REF,5, 13, 12, 15,201.53100,265.66340,23.0150,5008.4220,5021.3480,999.9600
111,5, 13, 12, 16,358.49530,267.73690,1916.7730,5050.2950,3085.3610,926.2590
111,5, 13, 12, 16,178.49180,92.25610,1916.7700,5050.4090,3085.3590,926.4940
REF,5, 13, 12, 30,21.53090,94.33280,23.0150,5008.4220,5021.3480,999.9610
REF,5, 13, 12, 30,201.52960,265.66270,23.0150,5008.4220,5021.3480,999.9590
111,5, 13, 12, 31,358.49700,267.74180,1916.5970,5050.2340,3085.5290,926.4320
111,5, 13, 12, 31,178.49220,92.25070,1916.5950,5050.3930,3085.5260,926.6810
REF,5, 13, 12, 45,21.53280,94.33320,23.0150,5008.4230,5021.3480,999.9610
REF,5, 13, 12, 45,201.53100,265.66300,23.0150,5008.4220,5021.3480,999.9600
111,5, 13, 12, 46,358.49260,267.73950,1916.4180,5050.3740,3085.7150,926.3600
111,5, 13, 12, 46,178.48870,92.25400,1916.4110,5050.5040,3085.7160,926.5770
REF,5, 13, 13, 0,21.53380,94.33260,23.0150,5008.4240,5021.3470,999.9610
REF,5, 13, 13, 0,201.53110,265.66310,23.0150,5008.4230,5021.3480,999.9600
111,5, 13, 13, 1,358.49240,267.73810,1916.2360,5050.3750,3085.8990,926.3200
111,5, 13, 13, 1,178.48800,92.25680,1916.2310,5050.5250,3085.9000,926.4910
REF,5, 13, 13, 15,21.53080,94.33390,23.0150,5008.4220,5021.3480,999.9610
REF,5, 13, 13, 15,201.53210,265.66410,23.0150,5008.4230,5021.3480,999.9600
111,5, 13, 13, 16,358.49030,267.73850,1916.0580,5050.4420,3086.0770,926.3410
111,5, 13, 13, 16,178.48620,92.25720,1916.0540,5050.5800,3086.0790,926.4860
REF,5, 13, 13, 30,21.53280,94.33320,23.0150,5008.4230,5021.3480,999.9610
REF,5, 13, 13, 30,201.53100,265.66480,23.0150,5008.4220,5021.3480,999.9600
111,5, 13, 13, 31,358.48970,267.73800,1915.8730,5050.4570,3086.2630,926.3340
111,5, 13, 13, 31,178.48500,92.25580,1915.8720,5050.6140,3086.2610,926.5390
REF,5, 13, 13, 45,21.53240,94.33240,23.0150,5008.4230,5021.3480,999.9610
REF,5, 13, 13, 45,201.53080,265.66330,23.0150,5008.4220,5021.3480,999.9600
111,5, 13, 13, 46,358.48840,267.73800,1915.6970,5050.4950,3086.4410,926.3400
111,5, 13, 13, 46,178.48370,92.25710,1915.6900,5050.6530,3086.4460,926.5050
REF,5, 13, 14, 0,21.53330,94.33280,23.0150,5008.4230,5021.3480,999.9610
REF,5, 13, 14, 0,201.53000,265.66410,23.0150,5008.4220,5021.3480,999.9600
111,5, 13, 14, 1,358.48590,267.73620,1915.5150,5050.5730,3086.6270,926.2850
111,5, 13, 14, 1,178.48250,92.25710,1915.5100,5050.6900,3086.6260,926.5110
REF,5, 13, 14, 15,21.53330,94.33400,23.0150,5008.4230,5021.3480,999.9610
REF,5, 13, 14, 15,201.53180,265.66370,23.0150,5008.4230,5021.3480,999.9600
111,5, 13, 14, 16,358.48450,267.73520,1915.3330,5050.6170,3086.8120,926.2610
111,5, 13, 14, 16,178.48030,92.25850,1915.3280,5050.7570,3086.8120,926.4720
REF,5, 13, 14, 30,21.53120,94.33400,23.0150,5008.4230,5021.3480,999.9610
REF,5, 13, 14, 30,201.52950,265.66290,23.0150,5008.4220,5021.3480,999.9600
111,5, 13, 14, 31,358.48460,267.73710,1915.1490,5050.6070,3086.9930,926.3300
111,5, 13, 14, 31,178.47900,92.25810,1915.1470,5050.7960,3086.9940,926.4910
REF,5, 13, 14, 45,21.53080,94.33370,23.0150,5008.4220,5021.3480,999.9610
REF,5, 13, 14, 45,201.53270,265.66190,23.0150,5008.4230,5021.3480,999.9590
111,5, 13, 14, 46,358.48020,267.73550,1914.9670,5050.7510,3087.1800,926.2830
111,5, 13, 14, 46,178.47680,92.25820,1914.9590,5050.8650,3087.1840,926.4940
REF,5, 13, 15, 0,21.53140,94.33290,23.0150,5008.4230,5021.3480,999.9610
REF,5, 13, 15, 0,201.53250,265.66180,23.0150,5008.4230,5021.3480,999.9590
111,5, 13, 15, 1,358.47820,267.73150,1914.7830,5050.8120,3087.3710,926.1590
111,5, 13, 15, 1,178.47520,92.25980,1914.7810,5050.9110,3087.3640,926.4490
REF,5, 13, 15, 15,21.53110,94.33320,23.0150,5008.4230,5021.3480,999.9610
REF,5, 13, 15, 15,201.53020,265.66270,23.0150,5008.4220,5021.3480,999.9590
111,5, 13, 15, 16,178.47400,92.26280,1914.5940,5050.9480,3087.5570,926.3560
