id,date,x_NAD27,y_NAD27,z1,lat_WGS84,lng_WGS84,z2
ICE_0272,2004-07-28 15:00:17,502137.792,6782040.529,338.353,61.17415788,-146.9624108,342.508
ICE_0273,2004-07-28 18:00:17,502137.24,6782040.179,338.349,61.17415474,-146.9624211,342.504
ICE_0274,2004-07-28 21:00:17,502136.694,6782039.8,338.307,61.17415134,-146.9624312,342.461
ICE_0275,2004-07-29 00:00:17,502136.184,6782039.408,338.214,61.17414782,-146.9624407,342.369
ICE_0276,2004-07-29 03:00:17,502135.699,6782039.139,338.287,61.17414541,-146.9624497,342.442
ICE_0277,2004-07-29 06:00:17,502135.273,6782038.834,338.211,61.17414267,-146.9624577,342.366
ICE_0278,2004-07-29 09:00:17,502134.903,6782038.568,338.19,61.17414029,-146.9624646,342.345
ICE_0279,2004-07-29 12:00:17,502134.549,6782038.317,338.195,61.17413803,-146.9624711,342.349
ICE_0280,2004-07-29 15:00:17,502134.2,6782038.074,338.183,61.17413585,-146.9624776,342.337
ICE_0281,2004-07-29 18:00:17,502133.85,6782037.831,338.164,61.17413368,-146.9624841,342.319
ICE_0282,2004-07-29 21:00:17,502133.486,6782037.567,338.121,61.17413131,-146.9624909,342.276
ICE_0283,2004-07-30 00:00:17,502133.134,6782037.34,338.107,61.17412927,-146.9624974,342.262
ICE_0284,2004-07-30 03:00:17,502132.815,6782037.108,338.083,61.17412719,-146.9625034,342.238
ICE_0285,2004-07-30 06:00:17,502132.506,6782036.88,338.038,61.17412515,-146.9625091,342.193
ICE_0286,2004-07-30 09:00:17,502132.221,6782036.67,338.006,61.17412326,-146.9625144,342.161
ICE_0287,2004-07-30 12:00:17,502131.928,6782036.463,337.995,61.1741214,-146.9625199,342.15
ICE_0288,2004-07-30 15:00:17,502131.632,6782036.255,337.991,61.17411953,-146.9625254,342.146
ICE_0289,2004-07-30 18:00:17,502131.343,6782036.064,337.795,61.17411782,-146.9625308,341.95
ICE_0290,2004-07-30 21:00:17,502131.033,6782035.833,337.934,61.17411575,-146.9625365,342.089
ICE_0291,2004-07-31 00:00:17,502130.718,6782035.623,337.938,61.17411387,-146.9625424,342.093
ICE_0292,2004-07-31 03:00:17,502130.418,6782035.409,337.91,61.17411195,-146.962548,342.065
ICE_0293,2004-07-31 06:00:17,502130.128,6782035.202,337.879,61.17411009,-146.9625534,342.034
ICE_0294,2004-07-31 09:00:17,502129.854,6782035.006,337.841,61.17410833,-146.9625584,341.996
ICE_0295,2004-07-31 12:00:17,502129.574,6782034.808,337.839,61.17410655,-146.9625637,341.994
ICE_0296,2004-07-31 15:00:17,502129.28,6782034.604,337.824,61.17410473,-146.9625691,341.979
ICE_0297,2004-07-31 18:00:17,502128.969,6782034.402,337.827,61.17410291,-146.9625749,341.982
ICE_0298,2004-07-31 21:00:17,502128.625,6782034.155,337.782,61.1741007,-146.9625813,341.937
ICE_0299,2004-08-01 00:00:17,502128.284,6782033.933,337.777,61.17409871,-146.9625877,341.932
ICE_0300,2004-08-01 03:00:17,502127.958,6782033.707,337.757,61.17409668,-146.9625937,341.912
ICE_0301,2004-08-01 06:00:17,502127.646,6782033.486,337.735,61.1740947,-146.9625995,341.89
ICE_0302,2004-08-01 09:00:17,502127.363,6782033.292,337.689,61.17409296,-146.9626048,341.844
ICE_0303,2004-08-01 12:00:17,502127.074,6782033.091,337.693,61.17409116,-146.9626102,341.848
ICE_0304,2004-08-01 15:00:17,502126.764,6782032.878,337.681,61.17408924,-146.9626159,341.836
ICE_0305,2004-08-01 18:00:17,502126.43,6782032.66,337.679,61.17408729,-146.9626221,341.834
ICE_0306,2004-08-01 21:00:17,502126.052,6782032.399,337.636,61.17408495,-146.9626292,341.791
ICE_0307,2004-08-02 00:00:17,502125.683,6782032.148,337.621,61.1740827,-146.962636,341.776
ICE_0308,2004-08-02 03:00:17,502125.314,6782031.903,337.592,61.1740805,-146.9626429,341.748
ICE_0309,2004-08-02 06:00:17,502124.979,6782031.675,337.613,61.17407845,-146.9626491,341.768
ICE_0310,2004-08-02 09:00:17,502124.617,6782031.416,337.568,61.17407613,-146.9626558,341.723
ICE_0311,2004-08-02 12:00:17,502124.227,6782031.152,337.578,61.17407376,-146.9626631,341.733
ICE_0312,2004-08-02 15:00:17,502123.781,6782030.867,337.575,61.17407121,-146.9626714,341.73
ICE_0313,2004-08-02 18:00:17,502123.253,6782030.568,337.608,61.17406853,-146.9626812,341.763
ICE_0314,2004-08-02 21:00:17,502122.668,6782030.178,337.558,61.17406503,-146.9626921,341.713
ICE_0315,2004-08-03 00:00:17,502122.015,6782029.742,337.531,61.17406112,-146.9627042,341.686
ICE_0316,2004-08-03 03:00:17,502121.389,6782029.353,337.549,61.17405763,-146.9627159,341.705
ICE_0317,2004-08-03 06:00:17,502120.782,6782028.97,337.566,61.17405419,-146.9627272,341.722
ICE_0318,2004-08-03 09:00:17,502120.213,6782028.613,337.543,61.17405099,-146.9627377,341.698
ICE_0319,2004-08-03 12:00:17,502119.709,6782028.281,337.533,61.17404801,-146.9627471,341.688
ICE_0320,2004-08-03 15:00:17,502119.191,6782027.927,337.514,61.17404484,-146.9627568,341.669
ICE_0321,2004-08-03 18:00:17,502118.633,6782027.567,337.539,61.17404161,-146.9627671,341.695
ICE_0322,2004-08-03 21:00:17,502118.067,6782027.19,337.481,61.17403822,-146.9627777,341.637
ICE_0323,2004-08-04 00:00:17,502117.557,6782026.846,337.474,61.17403513,-146.9627872,341.629
ICE_0324,2004-08-04 03:00:17,502117.125,6782026.539,337.446,61.17403238,-146.9627952,341.601
ICE_0325,2004-08-04 06:00:17,502116.753,6782026.261,337.424,61.17402989,-146.9628021,341.58
ICE_0326,2004-08-04 09:00:17,502116.422,6782026.021,337.362,61.17402773,-146.9628083,341.517
ICE_0327,2004-08-04 12:00:17,502116.148,6782025.82,337.347,61.17402593,-146.9628134,341.502
ICE_0328,2004-08-04 15:00:17,502115.856,6782025.61,337.312,61.17402405,-146.9628188,341.467
ICE_0329,2004-08-04 18:00:17,502115.553,6782025.411,337.299,61.17402227,-146.9628244,341.454
ICE_0330,2004-08-04 21:00:17,502115.243,6782025.181,337.25,61.1740202,-146.9628302,341.406
ICE_0331,2004-08-05 00:00:17,502114.952,6782024.978,337.237,61.17401838,-146.9628356,341.392
ICE_0332,2004-08-05 03:00:17,502114.674,6782024.774,337.218,61.17401655,-146.9628408,341.373
ICE_0333,2004-08-05 06:00:17,502114.411,6782024.582,337.207,61.17401483,-146.9628457,341.362
ICE_0334,2004-08-05 09:00:17,502114.154,6782024.394,337.157,61.17401314,-146.9628504,341.313
ICE_0335,2004-08-05 12:00:17,502113.904,6782024.213,337.132,61.17401151,-146.9628551,341.287
ICE_0336,2004-08-05 15:00:17,502113.649,6782024.024,337.097,61.17400982,-146.9628598,341.252
ICE_0337,2004-08-05 18:00:17,502113.352,6782023.822,337.091,61.17400801,-146.9628654,341.246
ICE_0338,2004-08-05 21:00:17,502113.035,6782023.609,337.044,61.1740061,-146.9628712,341.199
ICE_0339,2004-08-06 00:00:17,502112.713,6782023.392,337.047,61.17400416,-146.9628772,341.202
ICE_0340,2004-08-06 03:00:17,502112.405,6782023.175,337.009,61.17400221,-146.962883,341.164
ICE_0341,2004-08-06 06:00:17,502112.126,6782022.969,337.015,61.17400036,-146.9628881,341.171
ICE_0342,2004-08-06 09:00:17,502111.851,6782022.772,336.983,61.17399859,-146.9628933,341.138
ICE_0343,2004-08-06 12:00:17,502111.58,6782022.593,336.972,61.17399698,-146.9628983,341.127
ICE_0344,2004-08-06 15:00:17,502111.271,6782022.395,336.945,61.17399521,-146.9629041,341.1
ICE_0345,2004-08-06 18:00:17,502110.903,6782022.155,336.952,61.17399305,-146.9629109,341.107
ICE_0346,2004-08-06 21:00:17,502110.512,6782021.904,336.922,61.17399081,-146.9629182,341.078
ICE_0347,2004-08-07 00:00:17,502110.01,6782021.622,336.904,61.17398828,-146.9629275,341.06
ICE_0348,2004-08-07 03:00:17,502109.689,6782021.372,336.882,61.17398603,-146.9629335,341.037
ICE_0349,2004-08-07 06:00:17,502109.343,6782021.14,336.986,61.17398396,-146.9629399,341.142
ICE_0350,2004-08-07 09:00:17,502109.013,6782020.911,336.858,61.1739819,-146.9629461,341.013
ICE_0351,2004-08-07 12:00:17,502108.705,6782020.707,336.846,61.17398007,-146.9629518,341.002
ICE_0352,2004-08-07 15:00:17,502108.378,6782020.485,336.808,61.17397808,-146.9629579,340.963
ICE_0353,2004-08-07 18:00:17,502107.979,6782020.218,336.805,61.17397568,-146.9629653,340.961
ICE_0354,2004-08-07 21:00:17,502107.556,6782019.943,336.766,61.17397322,-146.9629731,340.922
ICE_0355,2004-08-08 00:00:17,502107.152,6782019.678,336.774,61.17397084,-146.9629807,340.93
ICE_0356,2004-08-08 03:00:17,502106.798,6782019.42,336.75,61.17396852,-146.9629872,340.906
ICE_0357,2004-08-08 06:00:17,502106.488,6782019.193,336.734,61.17396648,-146.962993,340.89
ICE_0358,2004-08-08 09:00:17,502106.182,6782018.994,336.7,61.1739647,-146.9629987,340.856
ICE_0359,2004-08-08 12:00:17,502105.887,6782018.799,336.678,61.17396295,-146.9630042,340.834
ICE_0360,2004-08-08 15:00:17,502105.602,6782018.59,336.652,61.17396108,-146.9630095,340.807
ICE_0361,2004-08-08 18:00:17,502105.307,6782018.386,336.634,61.17395925,-146.963015,340.79
ICE_0362,2004-08-08 21:00:17,502105.004,6782018.174,336.61,61.17395734,-146.9630206,340.766
ICE_0363,2004-08-09 00:00:17,502104.693,6782017.976,336.622,61.17395557,-146.9630264,340.778
ICE_0364,2004-08-09 03:00:17,502104.407,6782017.761,336.568,61.17395364,-146.9630317,340.723
ICE_0365,2004-08-09 06:00:17,502104.138,6782017.578,336.56,61.17395201,-146.9630367,340.716
ICE_0366,2004-08-09 09:00:17,502103.87,6782017.392,336.536,61.17395033,-146.9630417,340.692
ICE_0367,2004-08-09 12:00:17,502103.606,6782017.206,336.523,61.17394866,-146.9630466,340.679
ICE_0368,2004-08-09 15:00:17,502103.315,6782017.002,336.482,61.17394684,-146.963052,340.638
ICE_0369,2004-08-09 18:00:17,502102.998,6782016.774,336.47,61.17394479,-146.9630579,340.626
ICE_0370,2004-08-09 21:00:17,502102.647,6782016.532,336.443,61.17394262,-146.9630645,340.599
ICE_0371,2004-08-10 00:00:17,502102.301,6782016.301,336.448,61.17394055,-146.9630709,340.604
ICE_0372,2004-08-10 03:00:17,502101.986,6782016.074,336.412,61.17393851,-146.9630767,340.568
ICE_0373,2004-08-10 06:00:17,502101.683,6782015.881,336.399,61.17393678,-146.9630824,340.554
ICE_0374,2004-08-10 09:00:17,502101.389,6782015.69,336.386,61.17393506,-146.9630879,340.542
ICE_0375,2004-08-10 12:00:17,502101.121,6782015.456,336.368,61.17393297,-146.9630928,340.524
ICE_0376,2004-08-10 15:00:17,502100.777,6782015.25,336.354,61.17393111,-146.9630992,340.509
ICE_0377,2004-08-10 18:00:17,502100.353,6782014.979,336.337,61.17392869,-146.9631071,340.493
ICE_0378,2004-08-10 21:00:17,502099.902,6782014.687,336.303,61.17392607,-146.9631155,340.458
ICE_0379,2004-08-11 00:00:17,502099.446,6782014.404,336.336,61.17392353,-146.963124,340.492
ICE_0380,2004-08-11 03:00:17,502099.008,6782014.111,336.289,61.1739209,-146.9631321,340.445
ICE_0381,2004-08-11 06:00:17,502098.596,6782013.838,336.278,61.17391845,-146.9631398,340.434
ICE_0382,2004-08-11 09:00:17,502098.216,6782013.587,336.259,61.1739162,-146.9631469,340.415
ICE_0383,2004-08-11 12:00:17,502097.852,6782013.349,336.236,61.17391406,-146.9631536,340.391
ICE_0384,2004-08-11 15:00:17,502097.498,6782013.112,336.226,61.17391194,-146.9631602,340.381
ICE_0385,2004-08-11 18:00:17,502097.148,6782012.869,336.203,61.17390976,-146.9631667,340.359
ICE_0386,2004-08-11 21:00:17,502096.795,6782012.63,336.159,61.17390762,-146.9631733,340.315
ICE_0387,2004-08-12 00:00:17,502096.451,6782012.403,336.189,61.17390558,-146.9631797,340.344
ICE_0388,2004-08-12 03:00:17,502096.132,6782012.168,336.141,61.17390348,-146.9631856,340.297
ICE_0389,2004-08-12 06:00:17,502095.838,6782011.969,336.123,61.17390169,-146.9631911,340.279
ICE_0390,2004-08-12 09:00:17,502095.55,6782011.763,336.108,61.17389984,-146.9631964,340.264
ICE_0391,2004-08-12 12:00:17,502095.261,6782011.571,336.092,61.17389812,-146.9632018,340.248
ICE_0392,2004-08-12 15:00:17,502094.957,6782011.366,336.061,61.17389628,-146.9632075,340.217
ICE_0393,2004-08-12 18:00:17,502094.615,6782011.134,336.033,61.1738942,-146.9632138,340.188
ICE_0394,2004-08-12 21:00:17,502094.257,6782010.896,335.981,61.17389206,-146.9632205,340.136
ICE_0395,2004-08-13 00:00:17,502093.918,6782010.683,336.016,61.17389015,-146.9632268,340.172
ICE_0396,2004-08-13 03:00:17,502093.636,6782010.47,335.967,61.17388824,-146.963232,340.123
ICE_0397,2004-08-13 06:00:17,502093.351,6782010.277,335.946,61.17388651,-146.9632373,340.102
ICE_0398,2004-08-13 09:00:17,502093.075,6782010.078,335.932,61.17388473,-146.9632425,340.088
ICE_0399,2004-08-13 12:00:17,502092.788,6782009.889,335.921,61.17388303,-146.9632478,340.077
ICE_0400,2004-08-13 15:00:17,502092.475,6782009.685,335.907,61.1738812,-146.9632536,340.063
ICE_0401,2004-08-13 18:00:17,502092.106,6782009.449,335.868,61.17387908,-146.9632605,340.024
ICE_0402,2004-08-13 21:00:17,502091.73,6782009.198,335.84,61.17387683,-146.9632675,339.996
ICE_0403,2004-08-14 00:00:17,502091.351,6782008.95,335.88,61.17387461,-146.9632745,340.036
ICE_0404,2004-08-14 03:00:17,502091.01,6782008.711,335.832,61.17387247,-146.9632809,339.988
ICE_0405,2004-08-14 06:00:17,502090.722,6782008.514,335.794,61.17387069,-146.9632862,339.95
ICE_0406,2004-08-14 09:00:17,502090.438,6782008.319,335.788,61.17386895,-146.9632915,339.944
ICE_0407,2004-08-14 12:00:17,502090.148,6782008.125,335.785,61.17386721,-146.9632969,339.941
ICE_0408,2004-08-14 15:00:17,502089.841,6782007.908,335.763,61.17386526,-146.9633026,339.919
ICE_0409,2004-08-14 18:00:17,502089.477,6782007.652,335.561,61.17386296,-146.9633094,339.717
ICE1_0410,2004-08-14 21:00:17,502089.06,6782007.382,335.729,61.17386054,-146.9633171,339.885
ICE1_0411,2004-08-15 00:00:17,502088.657,6782007.11,335.77,61.17385811,-146.9633246,339.926
ICE1_0412,2004-08-15 03:00:17,502088.268,6782006.851,335.694,61.17385578,-146.9633319,339.85
ICE1_0413,2004-08-15 06:00:17,502087.9,6782006.598,335.666,61.17385351,-146.9633387,339.822
ICE1_0414,2004-08-15 09:00:17,502087.547,6782006.356,335.673,61.17385133,-146.9633453,339.829
ICE1_0415,2004-08-15 12:00:17,502087.175,6782006.12,335.662,61.17384922,-146.9633522,339.818
ICE1_0416,2004-08-15 15:00:17,502086.771,6782005.83,335.652,61.17384662,-146.9633597,339.808
ICE1_0417,2004-08-15 18:00:17,502086.3,6782005.501,335.63,61.17384367,-146.9633685,339.786
ICE1_0418,2004-08-15 21:00:17,502085.825,6782005.196,335.626,61.17384093,-146.9633773,339.782
ICE1_0419,2004-08-16 00:00:17,502085.384,6782004.914,335.635,61.17383841,-146.9633855,339.791
ICE1_0420,2004-08-16 03:00:17,502084.951,6782004.626,335.599,61.17383582,-146.9633936,339.756
ICE1_0421,2004-08-16 06:00:17,502084.563,6782004.35,335.568,61.17383334,-146.9634008,339.724
ICE1_0422,2004-08-16 09:00:17,502084.202,6782004.102,335.563,61.17383112,-146.9634075,339.719
ICE1_0423,2004-08-16 12:00:17,502083.849,6782003.893,335.534,61.17382924,-146.9634141,339.69
ICE1_0424,2004-08-16 15:00:17,502083.505,6782003.644,335.511,61.17382701,-146.9634205,339.667
ICE1_0425,2004-08-16 18:00:17,502083.13,6782003.373,335.477,61.17382458,-146.9634274,339.633
ICE1_0426,2004-08-16 21:00:17,502082.72,6782003.114,335.479,61.17382225,-146.963435,339.635
ICE1_0427,2004-08-17 00:00:17,502082.334,6782002.846,335.481,61.17381985,-146.9634422,339.637
ICE1_0428,2004-08-17 03:00:17,502082.002,6782002.628,335.43,61.17381789,-146.9634484,339.586
ICE1_0429,2004-08-17 06:00:17,502081.678,6782002.4,335.395,61.17381585,-146.9634544,339.551
ICE1_0430,2004-08-17 09:00:17,502081.365,6782002.178,335.384,61.17381386,-146.9634602,339.541
ICE1_0431,2004-08-17 12:00:17,502081.064,6782001.978,335.369,61.17381207,-146.9634659,339.525
ICE1_0432,2004-08-17 15:00:17,502080.734,6782001.725,335.344,61.17380979,-146.963472,339.5
ICE1_0433,2004-08-17 18:00:17,502080.391,6782001.494,335.31,61.17380773,-146.9634784,339.466
ICE1_0434,2004-08-17 21:00:17,502080.038,6782001.266,335.275,61.17380568,-146.9634849,339.431
ICE1_0435,2004-08-18 00:00:17,502079.695,6782001.038,335.299,61.17380363,-146.9634913,339.455
ICE1_0436,2004-08-18 03:00:17,502079.391,6782000.854,335.265,61.17380199,-146.963497,339.421
ICE1_0437,2004-08-18 06:00:17,502079.101,6782000.639,335.219,61.17380006,-146.9635024,339.375
ICE1_0438,2004-08-18 09:00:17,502078.82,6782000.444,335.205,61.17379831,-146.9635076,339.362
ICE1_0439,2004-08-18 12:00:17,502078.545,6782000.262,335.203,61.17379667,-146.9635127,339.36
ICE1_0440,2004-08-18 15:00:17,502078.267,6782000.043,335.189,61.1737947,-146.9635179,339.345
ICE1_0441,2004-08-18 18:00:17,502077.957,6781999.831,335.164,61.1737928,-146.9635236,339.32
ICE1_0442,2004-08-18 21:00:17,502077.63,6781999.617,335.131,61.17379088,-146.9635297,339.287
ICE1_0443,2004-08-19 00:00:17,502077.317,6781999.395,335.135,61.17378889,-146.9635355,339.291
ICE1_0444,2004-08-19 03:00:17,502077.019,6781999.194,335.098,61.17378709,-146.9635411,339.255
ICE1_0445,2004-08-19 06:00:17,502076.737,6781998.992,335.074,61.17378528,-146.9635463,339.23
ICE1_0446,2004-08-19 09:00:17,502076.455,6781998.801,335.057,61.17378357,-146.9635516,339.213
ICE1_0447,2004-08-19 12:00:17,502076.182,6781998.633,335.044,61.17378206,-146.9635566,339.2
ICE1_0448,2004-08-19 15:00:17,502075.893,6781998.416,335.036,61.17378011,-146.963562,339.193
ICE1_0449,2004-08-19 18:00:17,502075.59,6781998.202,335.004,61.17377819,-146.9635676,339.16
ICE1_0450,2004-08-19 21:00:17,502075.274,6781997.993,334.99,61.17377632,-146.9635735,339.146
ICE1_0451,2004-08-20 00:00:17,502074.952,6781997.773,334.99,61.17377434,-146.9635795,339.146
ICE1_0452,2004-08-20 03:00:17,502074.594,6781997.537,334.969,61.17377223,-146.9635862,339.125
ICE1_0453,2004-08-20 06:00:17,502074.213,6781997.297,334.95,61.17377008,-146.9635933,339.107
ICE1_0454,2004-08-20 09:00:17,502073.881,6781997.075,334.94,61.17376809,-146.9635994,339.097
ICE1_0455,2004-08-20 12:00:17,502073.557,6781996.851,334.935,61.17376607,-146.9636055,339.092
ICE1_0456,2004-08-20 15:00:17,502073.253,6781996.645,334.902,61.17376423,-146.9636111,339.058
ICE1_0457,2004-08-20 18:00:17,502072.893,6781996.403,334.892,61.17376206,-146.9636178,339.049
ICE1_0458,2004-08-20 21:00:17,502072.513,6781996.153,334.865,61.17375981,-146.9636249,339.022
ICE1_0459,2004-08-21 00:00:17,502072.132,6781995.886,334.89,61.17375742,-146.963632,339.046
ICE1_0460,2004-08-21 03:00:17,502071.811,6781995.685,334.838,61.17375561,-146.9636379,338.995
ICE1_0461,2004-08-21 06:00:17,502071.52,6781995.485,334.821,61.17375382,-146.9636433,338.977
ICE1_0462,2004-08-21 09:00:17,502071.245,6781995.303,334.803,61.17375219,-146.9636485,338.959
ICE1_0463,2004-08-21 12:00:17,502070.964,6781995.122,334.797,61.17375057,-146.9636537,338.953
ICE1_0464,2004-08-21 15:00:17,502070.675,6781994.919,334.773,61.17374874,-146.9636591,338.93
ICE1_0465,2004-08-21 18:00:17,502070.353,6781994.702,334.741,61.1737468,-146.963665,338.898
ICE1_0466,2004-08-21 21:00:17,502069.985,6781994.459,334.722,61.17374462,-146.9636719,338.878
ICE1_0467,2004-08-22 00:00:17,502069.626,6781994.222,334.719,61.17374249,-146.9636786,338.875
ICE1_0468,2004-08-22 03:00:17,502069.287,6781994.009,334.7,61.17374058,-146.9636849,338.857
ICE1_0469,2004-08-22 06:00:17,502068.972,6781993.794,334.688,61.17373866,-146.9636907,338.844
ICE1_0470,2004-08-22 09:00:17,502068.667,6781993.598,334.659,61.17373689,-146.9636964,338.815
ICE1_0471,2004-08-22 12:00:17,502068.372,6781993.393,334.652,61.17373506,-146.9637019,338.809
ICE1_0472,2004-08-22 15:00:17,502068.049,6781993.179,334.628,61.17373314,-146.9637079,338.785
ICE1_0473,2004-08-22 18:00:17,502067.692,6781992.935,334.619,61.17373095,-146.9637145,338.775
