4.900044800000000e+5	6.776272930000000e+6
4.901244800000000e+5	6.776313920000000e+6
4.902414800000000e+5	6.776370920000000e+6
4.903064800000000e+5	6.776405910000000e+6
4.903074800000000e+5	6.776405910000000e+6
4.903514800000000e+5	6.776433910000000e+6
4.903424800000000e+5	6.776444910000000e+6
4.903684800000000e+5	6.776535910000000e+6
4.903994800000000e+5	6.776650910000000e+6
4.904124800000000e+5	6.776721910000000e+6
4.904714800000000e+5	6.776799910000000e+6
4.905394800000000e+5	6.776748910000000e+6
4.906014800000000e+5	6.776719900000000e+6
4.906724900000000e+5	6.776702900000000e+6
4.907984900000000e+5	6.776696900000000e+6
4.908764900000000e+5	6.776692890000000e+6
4.909644900000000e+5	6.776691890000000e+6
4.910685000000000e+5	6.776648890000000e+6
4.911775000000000e+5	6.776578880000000e+6
4.912635000000000e+5	6.776479880000000e+6
4.912775100000000e+5	6.776419880000000e+6
4.912735100000000e+5	6.776322880000000e+6
4.912835100000000e+5	6.776233880000000e+6
4.912845100000000e+5	6.776134880000000e+6
4.913185200000000e+5	6.776064880000000e+6
4.913755200000000e+5	6.776014880000000e+6
4.914715200000000e+5	6.775935880000000e+6
4.915735300000000e+5	6.775878880000000e+6
4.916055300000000e+5	6.775823870000000e+6
4.916655300000000e+5	6.775791870000000e+6
4.917395400000000e+5	6.775765870000000e+6
4.918185400000000e+5	6.775754870000000e+6
4.918785400000000e+5	6.775775870000000e+6
4.919075400000000e+5	6.775793870000000e+6
4.919295400000000e+5	6.775865860000000e+6
4.919175300000000e+5	6.775952860000000e+6
4.919175300000000e+5	6.775958860000000e+6
4.919335300000000e+5	6.776038860000000e+6
4.919165300000000e+5	6.776101860000000e+6
4.918905300000000e+5	6.776178860000000e+6
4.918585200000000e+5	6.776238860000000e+6
4.917825200000000e+5	6.776305860000000e+6
4.917155200000000e+5	6.776358870000000e+6
4.916555100000000e+5	6.776423870000000e+6
4.916655100000000e+5	6.776546870000000e+6
4.916535100000000e+5	6.776624870000000e+6
4.916615100000000e+5	6.776659860000000e+6
4.916825100000000e+5	6.776739870000000e+6
4.917515100000000e+5	6.776751860000000e+6
4.918375100000000e+5	6.776705860000000e+6
4.919515200000000e+5	6.776633850000000e+6
4.920545200000000e+5	6.776593850000000e+6
4.921865200000000e+5	6.776539850000000e+6
4.922655300000000e+5	6.776498850000000e+6
4.923595300000000e+5	6.776479840000000e+6
4.924795300000000e+5	6.776491840000000e+6
4.925115300000000e+5	6.776511840000000e+6
4.925625300000000e+5	6.776571830000000e+6
4.925945300000000e+5	6.776594830000000e+6
4.926355300000000e+5	6.776615830000000e+6
4.927025300000000e+5	6.776601830000000e+6
