444	159.5424479	4029.058259	5456.163366	955.656732
444	159.5528646	4029.042598	5456.075981	955.6576819
444	159.5945313	4028.923191	5455.606395	955.6119215
444	159.6154514	4028.894614	5455.435972	955.6006856
444	159.7300347	4028.621135	5454.269327	955.5299971
444	159.8322917	4028.408983	5453.249555	955.4904047
444	159.8445313	4028.371617	5453.106453	955.4758188
444	159.8549769	4028.362656	5453.033211	955.492458
444	159.8653646	4028.3363	5452.913582	955.5012691
444	159.8966146	4028.253716	5452.573708	955.5224401
444	159.9070313	4028.231483	5452.463638	955.4791888
444	159.9175347	4028.209165	5452.362176	955.4774965
444	159.9695313	4028.100312	5451.839744	955.4277854
444	159.9799479	4028.083676	5451.747223	955.4182594
444	159.9903646	4028.061982	5451.656953	955.4217476
444	160.0007813	4028.052427	5451.564038	955.3864769
444	160.0111979	4028.030085	5451.462735	955.3768901
444	160.0216146	4028.015595	5451.386351	955.4247398
444	160.0424479	4027.95576	5451.147805	955.4214008
444	160.0528646	4027.948668	5451.079444	955.40148
444	160.0632813	4027.927772	5450.983265	955.3892273
444	160.0841146	4027.875157	5450.761305	955.4224956
444	160.0945313	4027.853601	5450.662561	955.4235038
444	160.1363715	4027.767726	5450.273027	955.3565523
444	160.1466146	4027.745238	5450.174632	955.3704775
444	160.1882813	4027.672246	5449.80199	955.3899183
444	160.2091146	4027.625063	5449.586389	955.3866456
444	160.2195313	4027.606544	5449.491855	955.3302307
444	160.2403646	4027.575566	5449.308856	955.3035301
444	160.2507813	4027.573178	5449.238495	955.2838285
444	160.2611979	4027.536207	5449.109667	955.2612117
444	160.2716146	4027.50655	5448.988896	955.3169344
444	160.2820313	4027.491826	5448.898506	955.3050019
444	160.2924479	4027.470048	5448.78564	955.2930076
444	160.3028646	4027.438501	5448.662876	955.3226843
444	160.3132813	4027.419269	5448.554509	955.2769132
444	160.3236979	4027.401518	5448.462653	955.2570071
444	160.3549479	4027.305143	5448.084013	955.2835314
444	160.4695602	4027.076062	5446.9265	955.2141493
444	160.5424479	4026.932213	5446.21302	955.1846309
444	160.5527778	4026.853353	5445.992256	955.2375543
444	160.6257813	4026.766451	5445.424141	955.1556778
