marker,t,x,y,z
1,2005-06-03T20:31:00Z,495997.105168406,6776327.22704869,105.2928972
1,2005-06-03T20:46:10Z,495997.087041892,6776327.10535018,105.2989727
1,2005-06-03T21:16:00Z,495997.055593767,6776326.86842936,105.3321812
1,2005-06-03T21:30:59Z,495997.051163716,6776326.78834903,105.3123686
1,2005-06-04T02:11:00Z,495996.7021302,6776324.35026804,105.3470267
1,2005-06-04T02:15:59Z,495996.710994127,6776324.35562473,105.3187448
1,2005-06-04T02:31:00Z,495996.705104727,6776324.25715807,105.3198732
1,2005-06-04T02:45:59Z,495996.685153608,6776324.128065,105.3546422
1,2005-06-04T03:00:59Z,495996.673460462,6776324.0124355,105.3297785
1,2005-06-04T03:16:00Z,495996.659317061,6776323.88959221,105.2971536
1,2005-06-04T03:30:59Z,495996.632074499,6776323.73288792,105.3006849
1,2005-06-04T03:45:59Z,495996.631705634,6776323.65444311,105.2887844
1,2005-06-04T04:01:20Z,495996.607277334,6776323.50495092,105.2716871
1,2005-06-04T04:31:20Z,495996.586502338,6776323.30833647,105.3462293
1,2005-06-04T04:46:09Z,495996.55729358,6776323.14692314,105.3393646
1,2005-06-04T05:00:59Z,495996.54488576,6776323.03176109,105.2911058
1,2005-06-04T05:15:59Z,495996.521042032,6776322.88210999,105.2844981
1,2005-06-04T05:31:00Z,495996.500901083,6776322.75576926,105.2905246
1,2005-06-04T05:46:10Z,495996.503463624,6776322.692617,105.2551818
1,2005-06-04T06:00:59Z,495996.48365086,6776322.57154548,105.2897352
1,2005-06-04T06:16:00Z,495996.460997817,6776322.41890461,105.2727566
1,2005-06-04T06:30:59Z,495996.443850219,6776322.30255163,105.28391
1,2005-06-04T06:45:59Z,495996.432397806,6776322.19511805,105.2797743
1,2005-06-04T07:01:00Z,495996.422665854,6776322.08167757,105.2549669
1,2005-06-04T07:15:59Z,495996.397325991,6776321.95166325,105.292105
1,2005-06-04T07:30:59Z,495996.391636313,6776321.85859534,105.2749427
1,2005-06-04T07:46:00Z,495996.376292142,6776321.74968685,105.2991448
1,2005-06-04T08:00:59Z,495996.372515024,6776321.66430581,105.2715908
1,2005-06-04T08:15:59Z,495996.34699879,6776321.50443267,105.2364641
1,2005-06-04T08:31:00Z,495996.333042555,6776321.39246412,105.2451695
1,2005-06-04T08:45:59Z,495996.315874776,6776321.265241,105.2202279
1,2005-06-04T09:00:59Z,495996.303041495,6776321.16364852,105.2418193
1,2005-06-04T09:16:00Z,495996.27972485,6776321.01957534,105.2557895
1,2005-06-04T09:30:59Z,495996.273871622,6776320.93478189,105.2437347
1,2005-06-04T09:45:59Z,495996.244721606,6776320.77064075,105.2473596
1,2005-06-04T10:01:00Z,495996.233080019,6776320.66605551,105.2691344
1,2005-06-04T10:15:59Z,495996.220238027,6776320.55094091,105.246828
1,2005-06-04T10:30:59Z,495996.20326059,6776320.42642249,105.2269925
1,2005-06-04T10:46:00Z,495996.199292431,6776320.34105277,105.2383755
1,2005-06-04T11:00:59Z,495996.175584692,6776320.19168516,105.2498743
1,2005-06-04T11:15:59Z,495996.149753604,6776320.04017095,105.2482343
1,2005-06-04T11:31:00Z,495996.139199761,6776319.9378996,105.2750616
1,2005-06-04T11:45:59Z,495996.121221237,6776319.79492249,105.221821
1,2005-06-04T12:00:59Z,495996.113170807,6776319.6945001,105.2202511
1,2005-06-04T12:16:00Z,495996.094714782,6776319.56230335,105.2264151
1,2005-06-04T12:30:59Z,495996.074940893,6776319.41718481,105.1757416
1,2005-06-04T12:45:59Z,495996.06733291,6776319.316638,105.1975357
1,2005-06-04T13:01:00Z,495996.043617459,6776319.16186932,105.198738
1,2005-06-04T13:15:59Z,495996.031558655,6776319.05202356,105.1763928
1,2005-06-04T13:30:59Z,495996.015106569,6776318.91396692,105.1697456
1,2005-06-04T13:46:00Z,495995.996177229,6776318.78185748,105.1992247
1,2005-06-04T14:00:59Z,495995.98450507,6776318.67463211,105.1976798
1,2005-06-04T14:15:59Z,495995.976549893,6776318.57441907,105.2194478
1,2005-06-04T14:31:00Z,495995.963497204,6776318.45137867,105.1764226
1,2005-06-04T14:45:59Z,495995.935165434,6776318.28184941,105.1905975
1,2005-06-04T15:00:59Z,495995.925811355,6776318.17936635,105.1838594
1,2005-06-04T15:16:00Z,495995.905340125,6776318.03434232,105.1848759
1,2005-06-04T15:30:59Z,495995.893085166,6776317.91389879,105.1652826
1,2005-06-04T15:46:10Z,495995.877960146,6776317.78618696,105.1690009
1,2005-06-04T16:01:09Z,495995.880793513,6776317.72028366,105.159679
1,2005-06-04T16:16:19Z,495995.84814192,6776317.54397693,105.1891524
1,2005-06-04T16:46:00Z,495995.818398195,6776317.29378612,105.1679706
1,2005-06-04T17:00:59Z,495995.800235417,6776317.16180042,105.1975584
1,2005-06-04T17:15:59Z,495995.795739972,6776317.0739898,105.1985754
1,2005-06-04T17:31:00Z,495995.793426697,6776316.98277496,105.1867621
1,2005-06-04T17:46:10Z,495995.77058096,6776316.83592844,105.1851717
1,2005-06-04T18:00:59Z,495995.760512779,6776316.72283176,105.1707985
1,2005-06-04T18:16:00Z,495995.744468345,6776316.60363471,105.1431795
1,2005-06-04T18:30:59Z,495995.729305856,6776316.48669481,105.1881775
1,2005-06-04T18:46:10Z,495995.718608565,6776316.37390789,105.1244955
1,2005-06-04T19:01:00Z,495995.695715947,6776316.22982822,105.1435804
1,2005-06-04T19:15:59Z,495995.686909264,6776316.1406762,105.1833384
1,2005-06-04T19:30:59Z,495995.669851604,6776316.00557943,105.1404028
1,2005-06-04T19:46:00Z,495995.656018171,6776315.88834628,105.1465428
1,2005-06-04T20:00:59Z,495995.648272013,6776315.79624903,105.1242359
1,2005-06-04T20:15:59Z,495995.623278928,6776315.63661476,105.1097507
1,2005-06-04T20:31:00Z,495995.612025973,6776315.53745394,105.1365628
1,2005-06-04T20:46:10Z,495995.602079911,6776315.43244475,105.1530611
1,2005-06-04T21:00:59Z,495995.578840307,6776315.29396087,105.1747504
1,2005-06-04T21:30:59Z,495995.552384007,6776315.05373786,105.1068168
1,2005-06-04T21:45:59Z,495995.532435562,6776314.92221579,105.1388168
1,2005-06-04T22:01:20Z,495995.525999813,6776314.8269262,105.1139996
1,2005-06-04T22:16:19Z,495995.498495311,6776314.673565,105.1407383
1,2005-06-04T22:31:10Z,495995.490427011,6776314.57898658,105.1547445
1,2005-06-04T22:46:20Z,495995.482699006,6776314.47060529,105.1273446
1,2005-06-04T23:01:19Z,495995.467732164,6776314.34844406,105.1180068
1,2005-06-04T23:15:59Z,495995.450731268,6776314.21341349,105.100919
1,2005-06-04T23:31:20Z,495995.43360012,6776314.08377349,105.0889756
1,2005-06-04T23:45:59Z,495995.421795293,6776313.9686146,105.0926483
1,2005-06-05T00:01:20Z,495995.396803736,6776313.81723338,105.0936217
1,2005-06-05T00:16:00Z,495995.374863761,6776313.67297511,105.1101169
1,2005-06-05T00:31:10Z,495995.351522899,6776313.52896284,105.1034107
1,2005-06-05T00:46:20Z,495995.341682197,6776313.41069194,105.1019862
1,2005-06-05T01:01:20Z,495995.335120466,6776313.31287689,105.1314879
1,2005-06-05T01:16:19Z,495995.30278983,6776313.13126227,105.1144499
1,2005-06-05T01:30:59Z,495995.301512962,6776313.0508562,105.1465561
1,2005-06-05T01:46:20Z,495995.277295171,6776312.89646173,105.1475981
1,2005-06-05T02:01:19Z,495995.252878061,6776312.74747658,105.1770037
1,2005-06-05T02:31:09Z,495995.230844899,6776312.50358234,105.1147295
1,2005-06-05T02:46:19Z,495995.217562808,6776312.37001306,105.045926
1,2005-06-05T03:01:10Z,495995.207587218,6776312.26795179,105.0883837
1,2005-06-05T03:16:00Z,495995.189583864,6776312.13332764,105.089427
1,2005-06-05T03:31:19Z,495995.17144605,6776311.99603199,105.0982407
1,2005-06-05T03:45:59Z,495995.151546673,6776311.85385002,105.1019126
1,2005-06-05T04:01:20Z,495995.146266851,6776311.75298252,105.0667801
1,2005-06-05T04:16:19Z,495995.122387969,6776311.59049321,105.0782921
1,2005-06-05T04:31:29Z,495995.107510732,6776311.47376334,105.0870594
1,2005-06-05T04:46:20Z,495995.093385367,6776311.35147011,105.0776581
1,2005-06-05T05:01:19Z,495995.08106881,6776311.24463545,105.1511161
1,2005-06-05T05:16:20Z,495995.06772608,6776311.11124495,105.0771865
1,2005-06-05T05:31:20Z,495995.060755233,6776311.01374143,105.0782071
1,2005-06-05T18:34:22Z,495994.25933609,6776304.31447474,105.0373789
1,2005-06-05T18:45:50Z,495994.256563186,6776304.22399526,104.9866801
1,2005-06-05T19:19:22Z,495994.226421549,6776303.97237902,104.9990433
1,2005-06-05T19:34:22Z,495994.203792232,6776303.83941636,105.0852178
1,2005-06-05T20:00:37Z,495994.187487025,6776303.7100743,105.0525979
1,2005-06-05T20:49:22Z,495994.140383899,6776303.24602713,104.9997936
1,2005-06-05T21:04:22Z,495994.131288055,6776303.14935903,105.0110153
1,2005-06-05T21:19:22Z,495994.115442899,6776303.01720361,104.9965206
1,2005-06-05T21:41:52Z,495994.093540215,6776302.87874451,105.0362221
1,2005-06-05T22:19:22Z,495994.060588352,6776302.5448597,105.0159224
1,2005-06-05T22:34:22Z,495994.040534244,6776302.40316218,104.9987579
1,2005-06-05T22:49:22Z,495994.032559809,6776302.29546102,105.0283285
1,2005-06-05T23:04:22Z,495994.020843333,6776302.19168452,105.0085165
1,2005-06-05T23:15:50Z,495994.004591279,6776302.05949963,104.9940012
1,2005-06-05T23:45:29Z,495993.974955842,6776301.80530818,104.9909392
1,2005-06-06T01:24:00Z,495993.887920242,6776301.00473426,104.9873535
1,2005-06-06T01:30:50Z,495993.882247968,6776300.95271667,104.9903038
1,2005-06-06T01:45:49Z,495993.860916866,6776300.80345454,105.0224223
1,2005-06-06T02:15:39Z,495993.838332963,6776300.56340736,104.9882909
1,2005-06-06T02:30:49Z,495993.818016253,6776300.42187791,105.0048032
1,2005-06-06T02:45:49Z,495993.81186381,6776300.31642226,104.9930793
1,2005-06-06T03:00:50Z,495993.801521128,6776300.19338454,104.9605513
1,2005-06-06T03:15:49Z,495993.781503678,6776300.05178316,104.9822876
1,2005-06-06T03:30:49Z,495993.770873727,6776299.94506152,104.9806184
1,2005-06-06T03:45:30Z,495993.749527519,6776299.80927042,104.9581917
1,2005-06-06T04:30:15Z,495993.717625941,6776299.44590518,104.9614764
1,2005-06-06T06:47:39Z,495993.560511201,6776298.26189355,104.962342
1,2005-06-06T07:07:10Z,495993.553552367,6776298.12994386,104.9509268
1,2005-06-06T07:15:49Z,495993.550195064,6776298.08269857,104.9487931
1,2005-06-06T07:30:50Z,495993.523241483,6776297.92712032,104.9702905
1,2005-06-06T07:45:49Z,495993.508285446,6776297.79493307,104.9402823
1,2005-06-06T08:00:49Z,495993.505784667,6776297.71001959,104.9077913
1,2005-06-06T08:15:39Z,495993.481670507,6776297.56972959,104.9213965
1,2005-06-06T08:30:49Z,495993.470715946,6776297.46849882,104.9326573
1,2005-06-06T08:45:49Z,495993.463335483,6776297.36612681,104.9387892
1,2005-06-06T09:00:50Z,495993.447637276,6776297.23678592,104.932063
1,2005-06-06T09:15:49Z,495993.43244972,6776297.12070495,104.9199751
1,2005-06-06T09:30:49Z,495993.406090916,6776296.96238981,104.9156627
1,2005-06-06T09:45:50Z,495993.399601684,6776296.862475,104.9192882
1,2005-06-06T10:00:49Z,495993.382827693,6776296.74147232,104.9433817
1,2005-06-06T10:15:49Z,495993.364822623,6776296.61292921,104.9261196
1,2005-06-06T10:30:50Z,495993.361272601,6776296.52836199,104.9193479
1,2005-06-06T10:45:40Z,495993.340856226,6776296.39233921,104.907285
1,2005-06-06T11:00:49Z,495993.319798597,6776296.23790503,104.9161786
1,2005-06-06T11:15:39Z,495993.312607237,6776296.14082473,104.8989883
1,2005-06-06T11:30:49Z,495993.298673859,6776296.02441623,104.9154225
1,2005-06-06T11:45:49Z,495993.283338832,6776295.89502564,104.8828486
1,2005-06-06T12:00:50Z,495993.26429539,6776295.75342373,104.8966843
1,2005-06-06T12:15:49Z,495993.254161797,6776295.64912288,104.8976872
1,2005-06-06T12:30:49Z,495993.241702205,6776295.53249664,104.8727957
1,2005-06-06T12:45:50Z,495993.227471972,6776295.40540601,104.8970723
1,2005-06-06T13:00:49Z,495993.207585396,6776295.250679,104.8723453
1,2005-06-06T13:15:49Z,495993.197062171,6776295.13591369,104.8733727
1,2005-06-06T13:30:50Z,495993.185941888,6776295.01612322,104.8460715
1,2005-06-06T13:45:49Z,495993.16827917,6776294.87936127,104.8521803
1,2005-06-06T14:00:49Z,495993.153057746,6776294.75008209,104.8531849
1,2005-06-06T14:15:50Z,495993.135601943,6776294.61866491,104.8877825
1,2005-06-06T14:30:49Z,495993.118073143,6776294.47128537,104.8501369
1,2005-06-06T14:45:49Z,495993.108126042,6776294.3536861,104.8563387
1,2005-06-06T15:00:50Z,495993.104645995,6776294.25848507,104.8419864
1,2005-06-06T15:15:49Z,495993.087071052,6776294.10834535,104.8328317
1,2005-06-06T15:30:49Z,495993.077824279,6776293.99065557,104.8571048
1,2005-06-06T15:45:50Z,495993.056491572,6776293.83372239,104.8426608
1,2005-06-06T16:00:49Z,495993.049547582,6776293.72057787,104.8257823
1,2005-06-06T16:15:40Z,495993.019813701,6776293.54211655,104.8139368
1,2005-06-06T16:30:50Z,495993.007547862,6776293.41463894,104.8434042
1,2005-06-06T17:38:09Z,495992.954952136,6776292.83622042,104.8227088
1,2005-06-06T17:45:49Z,495992.943892437,6776292.76723049,104.8334273
1,2005-06-06T18:00:50Z,495992.941236995,6776292.66906138,104.8088292
1,2005-06-06T18:15:49Z,495992.918251865,6776292.50468325,104.8098358
1,2005-06-06T18:30:49Z,495992.909611323,6776292.39757071,104.8237593
1,2005-06-06T18:45:50Z,495992.89226576,6776292.27420698,104.8348979
1,2005-06-06T19:00:49Z,495992.883841969,6776292.16184418,104.7921893
1,2005-06-06T19:51:09Z,495992.828234662,6776291.71547375,104.7824563
1,2005-06-06T20:00:49Z,495992.81892555,6776291.63792201,104.7830415
1,2005-06-06T20:15:50Z,495992.805385857,6776291.51628188,104.7814968
1,2005-06-06T20:30:49Z,495992.813168369,6776291.46854837,104.7463062
1,2005-06-06T20:45:49Z,495992.79672716,6776291.33976684,104.762663
1,2005-06-06T21:00:50Z,495992.776698083,6776291.20394144,104.7687234
1,2005-06-06T21:15:49Z,495992.766593515,6776291.09739368,104.7438063
1,2005-06-06T21:30:49Z,495992.753686078,6776290.97540281,104.7499147
1,2005-06-06T22:10:20Z,495992.720300751,6776290.67244965,104.7317851
1,2005-06-06T22:15:49Z,495992.712733109,6776290.61577127,104.7140524
1,2005-06-06T22:46:00Z,495992.680864203,6776290.36058683,104.7339421
1,2005-06-07T00:11:00Z,495992.604265074,6776289.6721889,104.7136236
1,2005-06-07T00:15:49Z,495992.587836743,6776289.59412573,104.7216012
1,2005-06-07T00:30:49Z,495992.584483651,6776289.50425818,104.7019777
1,2005-06-07T00:45:50Z,495992.562165328,6776289.35589654,104.7079921
1,2005-06-07T01:00:49Z,495992.549868926,6776289.23389685,104.7271278
1,2005-06-07T01:15:49Z,495992.534050728,6776289.10483353,104.6919277
1,2005-06-07T01:30:50Z,495992.526750149,6776289.0002538,104.7109703
1,2005-06-07T01:46:00Z,495992.504041869,6776288.83059762,104.6553535
1,2005-06-07T02:00:49Z,495992.494941968,6776288.72106442,104.6615549
1,2005-06-07T02:15:50Z,495992.477672128,6776288.58993792,104.6882911
1,2005-06-07T02:31:00Z,495992.468958225,6776288.46416499,104.6456586
1,2005-06-07T03:11:00Z,495992.426797039,6776288.10795216,104.6405251
1,2005-06-07T03:15:49Z,495992.424204748,6776288.08198674,104.7027106
1,2005-06-07T04:15:49Z,495992.366218043,6776287.55955733,104.6345104
1,2005-06-07T04:46:00Z,495992.342530537,6776287.31295616,104.6158837
1,2005-06-07T05:00:49Z,495992.323555964,6776287.16355045,104.5964095
1,2005-06-07T05:15:50Z,495992.307555793,6776287.02943846,104.6051137
1,2005-06-07T05:30:49Z,495992.295461461,6776286.91554054,104.6086258
1,2005-06-07T05:45:49Z,495992.289543933,6776286.80786872,104.6071354
1,2005-06-07T06:00:50Z,495992.256270168,6776286.62796875,104.6311526
1,2005-06-07T06:15:49Z,495992.248377401,6776286.52624091,104.598471
1,2005-06-07T06:30:49Z,495992.241360854,6776286.42417321,104.5994586
1,2005-06-07T06:45:50Z,495992.228740102,6776286.30507138,104.5849909
1,2005-06-07T07:00:49Z,495992.206873151,6776286.15940636,104.5961718
1,2005-06-07T07:15:49Z,495992.199773429,6776286.06802842,104.5867078
1,2005-06-07T07:30:39Z,495992.178728193,6776285.90592323,104.5827162
1,2005-06-07T07:45:49Z,495992.171219088,6776285.81745185,104.5989231
1,2005-06-07T08:00:49Z,495992.163238379,6776285.71318769,104.5870751
1,2005-06-07T08:15:50Z,495992.148190009,6776285.59201417,104.5801377
1,2005-06-07T08:30:49Z,495992.134269487,6776285.47340571,104.5758188
1,2005-06-07T08:45:40Z,495992.113815373,6776285.3219087,104.5588062
1,2005-06-07T09:00:50Z,495992.105534611,6776285.22829953,104.5622246
1,2005-06-07T09:15:49Z,495992.083143634,6776285.0932817,104.6273795
1,2005-06-07T09:30:49Z,495992.071751574,6776284.98462933,104.5870137
1,2005-06-07T09:45:50Z,495992.062308627,6776284.88070894,104.5982163
1,2005-06-07T10:00:49Z,495992.048746554,6776284.75665472,104.5888721
1,2005-06-07T10:15:49Z,495992.02332491,6776284.60389696,104.6153846
1,2005-06-07T10:30:39Z,495992.019281588,6776284.5065319,104.564902
1,2005-06-07T10:45:49Z,495992.002784422,6776284.39117925,104.5707275
1,2005-06-07T11:00:49Z,495991.991978223,6776284.2716459,104.5640494
1,2005-06-07T11:15:50Z,495991.972799827,6776284.15187265,104.621435
1,2005-06-07T11:30:49Z,495991.962034977,6776284.03224144,104.5605322
1,2005-06-07T11:45:49Z,495991.947226437,6776283.90607576,104.5667546
1,2005-06-07T12:00:50Z,495991.932487971,6776283.79025039,104.577862
1,2005-06-07T12:15:49Z,495991.923608861,6776283.67825596,104.5762799
1,2005-06-07T12:30:49Z,495991.907391126,6776283.54962223,104.5874808
1,2005-06-07T12:45:50Z,495991.890278063,6776283.41855828,104.6141757
1,2005-06-07T13:00:49Z,495991.873598828,6776283.27942283,104.6073818
1,2005-06-07T13:15:49Z,495991.868768056,6776283.17686192,104.5671468
1,2005-06-07T13:30:50Z,495991.85179114,6776283.03791641,104.568228
1,2005-06-07T13:45:49Z,495991.841200137,6776282.92364886,104.5691005
1,2005-06-07T14:00:49Z,495991.826310442,6776282.77876476,104.5367438
1,2005-06-07T14:15:50Z,495991.820991701,6776282.68431516,104.5325914
1,2005-06-07T14:30:49Z,495991.810371844,6776282.55684543,104.523417
1,2005-06-07T14:45:49Z,495991.78779114,6776282.40606983,104.5630077
1,2005-06-07T15:00:39Z,495991.769226683,6776282.26223261,104.5175672
1,2005-06-07T15:15:49Z,495991.764648836,6776282.15437258,104.5186293
1,2005-06-07T15:30:49Z,495991.734402168,6776281.96857038,104.5170948
1,2005-06-07T15:45:39Z,495991.739870566,6776281.89510244,104.4872681
1,2005-06-07T16:00:49Z,495991.733627579,6776281.78503844,104.4574646
1,2005-06-07T16:15:49Z,495991.713755533,6776281.63632353,104.4661427
1,2005-06-07T16:30:50Z,495991.704776021,6776281.52444175,104.482647
1,2005-06-07T16:45:49Z,495991.692491242,6776281.39470705,104.4657183
1,2005-06-07T17:00:49Z,495991.674160433,6776281.24816865,104.4563371
1,2005-06-07T17:15:50Z,495991.670489376,6776281.15072992,104.4574917
1,2005-06-07T17:30:49Z,495991.6548052,6776281.01410004,104.4507966
1,2005-06-07T18:19:10Z,495991.607237562,6776280.59107847,104.4435647
1,2005-06-07T18:30:49Z,495991.605849399,6776280.52223608,104.4546693
1,2005-06-07T18:45:50Z,495991.588578745,6776280.39133757,104.4401244
1,2005-06-07T19:15:49Z,495991.558543799,6776280.13644768,104.4651613
1,2005-06-07T19:30:50Z,495991.549148151,6776280.01928238,104.4636071
1,2005-06-07T19:45:49Z,495991.545923084,6776279.93248831,104.4542502
1,2005-06-07T20:00:49Z,495991.533880185,6776279.80026746,104.4011706
1,2005-06-07T20:15:50Z,495991.525325469,6776279.69628425,104.4149852
1,2005-06-07T20:50:19Z,495991.497041897,6776279.42757153,104.4041717
1,2005-06-08T15:47:30Z,495990.593006406,6776270.41158661,104.1706714
1,2005-06-08T16:00:49Z,495990.590529808,6776270.32214219,104.1689649
1,2005-06-08T16:15:49Z,495990.580104366,6776270.19791717,104.1725997
1,2005-06-08T16:30:59Z,495990.551940189,6776270.01730144,104.2327213
1,2005-06-08T16:45:49Z,495990.55253601,6776269.92438498,104.2030284
1,2005-06-08T17:00:49Z,495990.541180619,6776269.80042364,104.1963296
1,2005-06-08T17:15:50Z,495990.5344935,6776269.69095606,104.2154256
1,2005-06-08T17:30:49Z,495990.523649619,6776269.54809142,104.1599674
1,2005-06-08T17:45:49Z,495990.517025182,6776269.43871307,104.1893481
1,2005-06-08T18:00:50Z,495990.508106379,6776269.31403142,104.1724847
1,2005-06-08T18:15:49Z,495990.493423127,6776269.18554517,104.1579037
1,2005-06-08T18:30:49Z,495990.477697171,6776269.04409311,104.1793784
1,2005-06-08T18:45:50Z,495990.468262574,6776268.92747367,104.1752693
1,2005-06-08T19:01:00Z,495990.452214931,6776268.78621346,104.1839398
1,2005-06-08T19:15:59Z,495990.455228338,6776268.71385876,104.1335446
1,2005-06-08T19:30:50Z,495990.433488126,6776268.5528661,104.1525676
1,2005-06-08T20:00:49Z,495990.42243786,6776268.35466437,104.1338125
1,2005-06-10T01:15:07Z,495989.286241211,6776254.62859834,103.6588842
1,2005-06-10T01:17:59Z,495989.284073373,6776254.60810747,103.661611
1,2005-06-10T01:46:09Z,495989.26460623,6776254.3656124,103.6737059
1,2005-06-10T02:31:07Z,495989.23910474,6776253.98767292,103.6153684
1,2005-06-10T03:31:07Z,495989.21660468,6776253.53289167,103.5708251
1,2005-06-10T03:46:07Z,495989.206237797,6776253.40402983,103.5693486
1,2005-06-10T04:01:07Z,495989.196220612,6776253.26713218,103.5832314
1,2005-06-10T04:31:14Z,495989.176652525,6776253.01426069,103.5827677
1,2005-06-10T04:46:07Z,495989.168472265,6776252.90314977,103.6066911
1,2005-06-10T05:16:29Z,495989.159374442,6776252.67402482,103.5781583
1,2005-06-10T05:31:15Z,495989.144934971,6776252.5091972,103.5537094
1,2005-06-10T05:46:07Z,495989.138157497,6776252.40570934,103.5469259
1,2005-06-10T06:01:14Z,495989.134567104,6776252.29632382,103.5506177
1,2005-06-10T06:46:07Z,495989.10269951,6776251.87555833,103.5155741
1,2005-06-10T07:01:07Z,495989.113194815,6776251.81248641,103.5090382
1,2005-06-10T07:16:07Z,495989.095148806,6776251.67244507,103.5277435
1,2005-06-10T07:46:15Z,495989.079202384,6776251.41351347,103.4838023
1,2005-06-10T08:15:59Z,495989.061590976,6776251.17081603,103.5243191
1,2005-06-10T09:01:07Z,495989.034903664,6776250.80682541,103.4682469
1,2005-06-10T09:31:07Z,495989.010264269,6776250.55011078,103.5213352
1,2005-06-10T10:01:07Z,495989.005092238,6776250.34121298,103.4619824
1,2005-06-10T10:31:14Z,495988.989059944,6776250.11920831,103.4535422
1,2005-06-10T10:46:07Z,495988.974840451,6776249.97034858,103.4391674
1,2005-06-10T11:16:14Z,495988.956268393,6776249.74379281,103.5025237
1,2005-06-10T12:01:07Z,495988.939423176,6776249.40639551,103.441427
1,2005-06-10T12:31:07Z,495988.922499946,6776249.18997169,103.4097825
1,2005-06-10T13:01:07Z,495988.901508857,6776248.9351381,103.4066518
1,2005-06-10T13:31:29Z,495988.891477395,6776248.69862977,103.3884001
1,2005-06-10T13:46:00Z,495988.886677101,6776248.58165388,103.3971865
1,2005-06-10T14:01:07Z,495988.878115582,6776248.4708946,103.3673037
1,2005-06-10T14:16:07Z,495988.852067801,6776248.30921355,103.4601968
1,2005-06-10T14:31:15Z,495988.857433912,6776248.20026302,103.366857
1,2005-06-10T15:01:14Z,495988.848638394,6776247.98449423,103.345836
1,2005-06-10T15:31:07Z,495988.831366975,6776247.73423996,103.3273044
1,2005-06-10T16:31:07Z,495988.814104583,6776247.25547926,103.301238
1,2005-06-10T16:46:07Z,495988.804523778,6776247.11875618,103.2921974
1,2005-06-10T17:16:07Z,495988.777094884,6776246.81569229,103.2866208
1,2005-06-10T17:45:59Z,495988.756011011,6776246.55323732,103.321961
1,2005-06-10T18:30:59Z,495988.741324837,6776246.18698954,103.30496
1,2005-06-10T19:01:00Z,495988.734800163,6776245.9603478,103.2559129
1,2005-06-10T19:30:59Z,495988.725023097,6776245.71364831,103.217282
1,2005-06-10T20:31:15Z,495988.684693929,6776245.17793887,103.2111512
1,2005-06-10T21:16:00Z,495988.652906302,6776244.78182483,103.2270838
