id,t,x,y,z
1,157.0422454,-1016.448984,301.978604,-49.499937
1,157.052662,-1016.464586,301.862578,-49.5120249
1,157.0630787,-1016.49151,301.704358,-49.5163373
1,157.0734954,-1016.498356,301.604467,-49.5127118
1,157.083912,-1016.515562,301.483525,-49.4886183
1,157.0943287,-1016.534026,301.355047,-49.5058804
1,157.1047454,-1016.537878,301.270493,-49.5126521
1,157.1150463,-1016.55878,301.134544,-49.524715
1,157.1255787,-1016.580389,300.980186,-49.5158214
1,157.1358796,-1016.587927,300.883132,-49.5330117
1,157.146412,-1016.602276,300.766774,-49.5165775
1,157.1568287,-1016.618073,300.637439,-49.5491514
1,157.1672454,-1016.637622,300.495906,-49.5353157
1,157.177662,-1016.648128,300.391642,-49.5343128
1,157.1880787,-1016.661004,300.275061,-49.5592043
1,157.1984954,-1016.675688,300.148022,-49.5349277
1,157.208912,-1016.696127,299.993367,-49.5596547
1,157.2193287,-1016.70706,299.87864,-49.5586273
1,157.2297454,-1016.718608,299.75889,-49.5859285
1,157.240162,-1016.736759,299.622192,-49.5798197
1,157.2505787,-1016.752442,299.492968,-49.5788151
1,157.2609954,-1016.770367,299.361614,-49.5442174999999
1,157.271412,-1016.788422,299.214298,-49.5818631
1,157.2818287,-1016.798789,299.096735,-49.5756613
1,157.2922454,-1016.802609,299.001547,-49.5900136
1,157.302662,-1016.82072,298.851471,-49.5991683
1,157.3130787,-1016.830387,298.733815,-49.5748952
1,157.3234954,-1016.85228,298.576959,-49.5893392
1,157.333912,-1016.859628,298.46384,-49.6062177
1,157.344213,-1016.889999,298.285486,-49.6180632000001
1,157.3547454,-1016.90272,298.158053,-49.5885958
1,157.4015046,-1016.957381,297.579826,-49.6092912
1,157.4068287,-1016.968687,297.510876,-49.5985727
1,157.4172454,-1016.971693,297.412717,-49.6231708
1,157.427662,-1016.995265,297.248422,-49.6221642
1,157.4380787,-1017.004288,297.141341,-49.6082407
1,157.4484954,-1017.022074,297.01804,-49.5971021
1,157.458912,-1017.030899,296.905708,-49.6398107
1,157.4938657,-1017.0881,296.459539,-49.6495437
1,157.5005787,-1017.097686,296.382021,-49.6489585
1,157.5109954,-1017.11166,296.26043,-49.6505032
