marker,t,x,y,z_G,z_Q
3,1984-08-11T23:27:21Z,496362.181082737,6772608.19095848,298.145051164537,298.610765891946
3,1984-08-12T18:36:28Z,496363.001318411,6772604.20590336,NA,297.912890447572
3,1984-08-13T02:54:43Z,496363.354015879,6772602.49234847,297.496366503466,297.61691455962
3,1984-08-13T16:51:21Z,496363.941614453,6772599.63450568,297.164684732131,297.1314436875
3,1984-08-14T02:21:36Z,496364.301501256,6772597.70440532,NA,296.801983737199
3,1984-08-15T05:04:19Z,496365.293298159,6772592.38532294,NA,295.884849281457
3,1984-08-15T16:41:16Z,496365.715630562,6772590.12032209,295.607802943251,295.497326435481
3,1984-08-16T01:42:43Z,496366.024858132,6772588.35873445,NA,295.202168026943
3,1984-08-16T18:33:36Z,496366.611381205,6772585.01746769,294.609649477774,294.663715843073
3,1984-08-17T02:12:57Z,496366.906650281,6772583.45763662,NA,294.425004765097
3,1984-08-17T16:35:31Z,496367.488970843,6772580.38138589,293.795449578717,293.979276609603
3,1984-08-20T17:37:26Z,496371.786817812,6772562.43357726,291.140533103352,291.678113409268
3,1984-08-20T23:27:21Z,496372.077034537,6772561.12447387,290.913824333879,291.451904140269
3,1984-08-21T16:41:16Z,496372.745874796,6772557.5939961,NA,290.741732572082
3,1984-08-21T22:12:28Z,496372.938935249,6772556.5749252,290.035661762919,290.512950306723
3,1984-08-22T16:34:04Z,496373.328914205,6772553.5047482,NA,289.75646266363
3,1984-08-24T00:37:55Z,496373.943362906,6772548.66739419,288.304187867573,288.606484066384
5,1984-08-08T02:14:24Z,496852.480548404,6771228.59462447,234.980735165017,236.02151549532
5,1984-08-08T15:04:48Z,496853.614587089,6771225.99718884,NA,235.890652046232
5,1984-08-08T18:03:21Z,496853.877239819,6771225.39560129,NA,235.860313234717
5,1984-08-09T00:59:31Z,496854.489020124,6771223.99436164,NA,235.790479047855
5,1984-08-10T19:09:36Z,496858.185267899,6771215.5283668,NA,235.387177947549
5,1984-08-11T00:52:19Z,496858.682649144,6771214.38915013,NA,235.329589546178
5,1984-08-11T17:34:33Z,496860.129042643,6771211.07628783,NA,235.150775522205
5,1984-08-11T23:30:14Z,496860.63858363,6771209.90922013,234.516211508277,235.083979512928
5,1984-08-12T17:37:26Z,496862.275819644,6771206.43681668,NA,234.894048172228
5,1984-08-13T02:27:21Z,496863.062482039,6771204.76838941,234.546837743219,234.805700154217
5,1984-08-13T16:57:07Z,496864.251962648,6771202.01615321,234.517030814566,234.656066872302
5,1984-08-14T01:35:31Z,496864.908566381,6771200.37182339,NA,234.563841107346
5,1984-08-15T04:45:36Z,496866.935824923,6771195.29496884,NA,234.286799279529
5,1984-08-15T16:44:09Z,496867.816188879,6771193.0902773,233.915541554998,234.167043141358
5,1984-08-16T01:25:26Z,496868.47188465,6771191.50534289,NA,234.084021224646
5,1984-08-16T18:30:43Z,496869.783696882,6771188.3344572,233.428392822621,233.917891495301
5,1984-08-17T02:10:04Z,496870.408990321,6771186.86422746,NA,233.845451765728
5,1984-08-17T16:35:31Z,496871.662303307,6771183.9173582,233.063968003176,233.708536239159
5,1984-08-20T19:06:43Z,496879.377254169,6771166.24353605,232.333167885012,233.115366693355
5,1984-08-21T00:32:09Z,496879.86347423,6771165.09013454,232.286122399918,233.067577397547
5,1984-08-21T16:38:24Z,496881.089494924,6771161.9658343,NA,232.913923560893
5,1984-08-21T22:18:14Z,496881.470431331,6771160.99508421,232.083043263133,232.862133441242
5,1984-08-22T16:29:45Z,496882.552860461,6771158.23670207,NA,232.717342860381
5,1984-08-24T01:21:07Z,496884.329538718,6771153.70914693,NA,232.472708014749
5,1984-08-26T16:58:33Z,496888.144276373,6771143.98795234,NA,231.917058855835
6,1984-08-08T02:00:00Z,497114.793221586,6770403.6144685,211.477791939371,211.756453171051
6,1984-08-08T15:01:55Z,497115.85156125,6770400.91546684,NA,211.636276874385
6,1984-08-08T17:59:02Z,497116.091224269,6770400.30427281,NA,211.60985238247
6,1984-08-09T00:56:38Z,497116.65599448,6770398.86398309,NA,211.549381585715
6,1984-08-10T19:05:16Z,497120.068948699,6770390.16019034,NA,211.191356112562
6,1984-08-11T00:49:26Z,497120.535275193,6770388.97095401,NA,211.13648210142
6,1984-08-11T17:31:40Z,497121.887566444,6770385.52231039,NA,210.970365664118
6,1984-08-11T23:34:33Z,497122.372058354,6770384.28674821,210.416864971806,210.912465275489
6,1984-08-12T17:34:33Z,497123.783357192,6770380.66645668,NA,210.755041352376
6,1984-08-13T02:20:09Z,497124.459066534,6770378.93311379,210.255473641974,210.682042610097
6,1984-08-13T16:58:33Z,497125.545246022,6770376.03992844,210.197190614825,210.546856116984
6,1984-08-14T01:32:38Z,497126.143495281,6770374.33788879,NA,210.458519248109
6,1984-08-15T04:41:16Z,497127.99804275,6770369.06163768,NA,210.174091754538
6,1984-08-15T16:45:36Z,497128.80874411,6770366.75516453,209.998165417873,210.057425150615
6,1984-08-16T01:22:33Z,497129.36811027,6770365.0959764,NA,209.97397377351
6,1984-08-16T18:27:50Z,497130.496021473,6770361.75037381,209.848884685126,209.821294624649
6,1984-08-17T02:08:38Z,497131.036800432,6770360.19978928,NA,209.771584059868
6,1984-08-17T16:38:24Z,497132.120476942,6770357.09254556,209.731930913035,209.715686476042
6,1984-08-20T19:05:16Z,497139.016313739,6770339.21953384,209.343308622991,209.666827707672
6,1984-08-21T00:32:09Z,497139.461373223,6770338.03913103,209.289557145946,209.598861905908
6,1984-08-21T16:34:04Z,497140.596860251,6770334.84064705,NA,209.31332106132
6,1984-08-21T22:22:33Z,497140.961258265,6770333.81419657,209.029336982625,209.195911339891
6,1984-08-22T16:26:52Z,497141.896642115,6770330.91688196,NA,208.827158660622
6,1984-08-24T01:38:24Z,497143.500923616,6770325.94768325,208.319420974412,208.309601268988
6,1984-08-26T07:19:40Z,497147.595692821,6770316.78025277,207.707068104788,208.05916637694
7,1984-08-08T01:51:21Z,497386.786602166,6769213.42468257,211.103801136376,212.071687162079
7,1984-08-08T17:54:43Z,497387.876400058,6769209.36174928,NA,211.805899143531
7,1984-08-09T00:52:19Z,497388.357007655,6769207.56997062,NA,211.698430043437
7,1984-08-09T04:51:21Z,497388.6302365,6769206.55133168,NA,211.639480998097
7,1984-08-10T19:02:24Z,497391.147783703,6769197.1655305,NA,211.071971918203
7,1984-08-11T00:37:55Z,497391.515720315,6769195.79380651,NA,210.985064257513
7,1984-08-11T15:16:19Z,497392.496416327,6769192.13762172,NA,210.758425862161
7,1984-08-11T17:28:48Z,497392.647448179,6769191.57455187,NA,210.723503813441
7,1984-08-11T23:37:26Z,497393.067229554,6769190.00954267,210.082012663831,210.62458787532
7,1984-08-12T02:10:04Z,497393.258786391,6769189.41311091,NA,210.589628249074
7,1984-08-12T03:46:33Z,497393.377846296,6769189.04240575,210.045268315217,210.567690078497
7,1984-08-12T15:26:24Z,497394.188541315,6769186.39755861,209.947347970367,210.388941112856
7,1984-08-12T17:30:14Z,497394.331128937,6769185.9279439,NA,210.352319864581
7,1984-08-12T23:59:02Z,497394.781458732,6769184.44477523,209.885418669967,210.242251799253
7,1984-08-13T02:15:50Z,497394.934931511,6769183.91281604,NA,210.208122145042
7,1984-08-13T05:11:31Z,497395.131796298,6769183.23045378,209.84718857182,210.170962054786
7,1984-08-13T14:57:36Z,497395.77223131,6769180.92261724,NA,210.060390944492
7,1984-08-13T17:01:26Z,497395.907738953,6769180.43430932,209.723250010181,210.035233826919
7,1984-08-13T22:11:02Z,497396.245830334,6769179.21820562,NA,209.96401288089
7,1984-08-14T01:29:45Z,497396.459764718,6769178.4486906,NA,209.912148403583
7,1984-08-14T04:35:31Z,497396.658630627,6769177.73337638,209.552463677525,209.862891049639
7,1984-08-14T14:59:02Z,497397.333062503,6769175.31458405,NA,209.69697136779
7,1984-08-14T18:26:24Z,497397.555603818,6769174.51645862,209.333038156542,209.639406006363
7,1984-08-14T23:28:48Z,497397.865781741,6769173.3548685,209.261022689345,209.557186492585
7,1984-08-15T02:53:16Z,497398.063430321,6769172.56711977,209.213977619255,209.506940943808
7,1984-08-15T05:27:21Z,497398.20937455,6769171.97414592,209.177241827362,209.47265202545
7,1984-08-15T17:01:26Z,497398.863648967,6769169.33744597,208.990181037002,209.320493591542
7,1984-08-15T18:52:19Z,497398.97445181,6769168.93092878,NA,209.291235714491
7,1984-08-15T21:59:31Z,497399.161474255,6769168.24477455,NA,209.234505797343
7,1984-08-16T01:18:14Z,497399.360233278,6769167.51556076,NA,209.168884162233
7,1984-08-16T05:07:12Z,497399.589525062,6769166.67432736,NA,209.096976439589
7,1984-08-16T15:36:28Z,497400.229014215,6769164.32814806,NA,208.947154314096
7,1984-08-16T18:26:24Z,497400.406079792,6769163.67852393,208.542169336901,208.9077548265
7,1984-08-16T23:01:26Z,497400.716100225,6769162.64524102,NA,208.846815934553
7,1984-08-17T02:04:19Z,497400.925272432,6769161.9480803,NA,208.807714386969
7,1984-08-17T04:51:21Z,497401.118206917,6769161.30503912,NA,208.772371590954
7,1984-08-17T16:39:50Z,497401.935857065,6769158.57985125,208.237464536581,208.601727562627
7,1984-08-18T21:03:21Z,497403.902653118,6769151.71189629,NA,208.330525879693
7,1984-08-20T17:27:21Z,497408.144261758,6769136.90040779,207.481508753138,207.903907688938
7,1984-08-20T22:03:50Z,497408.553703746,6769135.55760617,207.389552250975,207.828319227789
7,1984-08-20T23:57:36Z,497408.703215043,6769135.01558084,NA,207.79046128487
7,1984-08-21T04:55:40Z,497409.071409245,6769133.68076142,NA,207.682373848402
7,1984-08-21T16:12:28Z,497409.783276304,6769131.10002013,NA,207.474702387851
7,1984-08-21T19:55:40Z,497409.98621821,6769130.3642921,NA,207.422890887813
7,1984-08-21T22:25:26Z,497410.114622285,6769129.89878707,206.911764145706,207.3953577899
7,1984-08-22T02:17:16Z,497410.285636142,6769129.18749503,NA,207.362624178232
7,1984-08-22T04:49:55Z,497410.392237687,6769128.74411089,NA,207.348172072943
7,1984-08-22T16:06:43Z,497410.837868493,6769126.89061402,NA,207.237223531698
7,1984-08-22T19:21:07Z,497410.970271686,6769126.33991398,NA,207.161598042361
7,1984-08-22T22:44:09Z,497411.111241049,6769125.75358496,NA,207.067483353112
7,1984-08-24T01:39:50Z,497412.203630942,6769121.21004529,206.029657030472,206.350198818872
7,1984-08-24T04:45:36Z,497412.344324933,6769120.669194,NA,206.291915703744
7,1984-08-26T16:32:38Z,497415.387564613,6769108.97047031,NA,205.356340757912
7,1984-08-26T19:36:57Z,497415.550372771,6769108.34460845,204.98964960667,205.309385958428
8,1984-08-11T23:27:21Z,497640.382258158,6768014.76079216,173.124257757249,173.960017336207
8,1984-08-12T03:48:00Z,497640.536383169,6768013.60767747,173.084482640226,NA
8,1984-08-12T15:29:16Z,497640.953119382,6768010.48978866,172.983917025063,NA
8,1984-08-13T00:07:40Z,497641.262108472,6768008.17802982,172.9234561733,173.625590101186
8,1984-08-13T05:12:57Z,497641.442549228,6768006.81966641,172.889921835044,NA
8,1984-08-13T17:04:19Z,497641.86229041,6768003.65984227,172.801735648781,NA
8,1984-08-13T20:53:16Z,497641.998145402,6768002.63712182,172.768370461343,173.348426881228
8,1984-08-14T04:38:24Z,497642.254527934,6768000.54602975,172.694400557437,NA
8,1984-08-14T17:07:12Z,497642.672386748,6767997.13791437,172.575845864841,NA
8,1984-08-14T20:37:26Z,497642.788479444,6767996.19104598,172.545568243637,173.034947833318
8,1984-08-14T23:34:33Z,497642.894498174,6767995.39116226,172.521898449738,NA
8,1984-08-15T02:54:43Z,497643.013881196,6767994.49044844,172.495307400353,NA
8,1984-08-15T05:27:21Z,497643.104750343,6767993.80486438,172.474092631897,NA
8,1984-08-15T17:02:52Z,497643.513323226,6767990.72228834,172.357990915106,172.792892088925
8,1984-08-15T20:14:24Z,497643.644306074,6767989.87013237,172.3218510437,NA
8,1984-08-15T23:12:57Z,497643.766381073,6767989.07592961,172.286646210268,NA
8,1984-08-16T02:10:04Z,497643.887876008,6767988.28550068,172.250661598459,NA
8,1984-08-16T05:01:26Z,497644.005152801,6767987.52251437,172.215001395427,NA
8,1984-08-16T18:23:31Z,497644.547168949,6767983.99623363,172.041705702265,NA
8,1984-08-16T20:41:45Z,497644.639358222,6767983.39646321,172.011554965457,172.50458004274
8,1984-08-16T23:05:45Z,497644.758564246,6767982.75410988,171.981514099211,NA
8,1984-08-17T02:10:04Z,497644.910284083,6767981.93655267,171.943178856601,NA
8,1984-08-17T05:11:31Z,497645.058458599,6767981.13809978,171.905529290639,NA
8,1984-08-17T17:04:19Z,497645.636637089,6767978.02252838,171.759444021349,172.326805672597
8,1984-08-17T22:06:43Z,497645.763476312,6767976.76768764,171.692875148521,NA
8,1984-08-17T23:00:00Z,497645.786229455,6767976.54258715,171.681298657139,NA
8,1984-08-18T02:00:00Z,497645.864190918,6767975.77130192,171.642578946655,NA
8,1984-08-18T19:49:55Z,497646.37875323,6767970.68065462,171.423891325229,NA
8,1984-08-20T17:17:16Z,497648.025349201,6767954.39061717,170.788888133767,NA
8,1984-08-20T22:08:09Z,497648.189169188,6767952.76991981,170.698169034472,NA
8,1984-08-21T02:31:40Z,497648.329773492,6767951.37889893,170.61328728592,171.09169113123
8,1984-08-21T04:00:57Z,497648.390355345,6767950.9126839,170.586717648375,NA
8,1984-08-21T16:02:24Z,497648.838550296,6767947.46354519,170.392124131648,NA
8,1984-08-21T19:42:43Z,497648.961224214,6767946.51949314,170.335670698417,170.864037693222
8,1984-08-21T22:28:19Z,497649.055951555,6767945.83057121,170.293499135289,NA
8,1984-08-22T01:09:36Z,497649.145962621,6767945.17594925,170.252241521767,NA
8,1984-08-22T04:02:24Z,497649.239935969,6767944.49251086,170.208024691272,NA
8,1984-08-22T16:13:55Z,497649.61213066,6767941.7856568,170.025180044261,NA
8,1984-08-23T23:27:21Z,497650.49557073,6767935.36067709,169.598213680916,NA
8,1984-08-24T03:03:21Z,497650.599788003,6767934.60273788,169.549766326516,NA
8,1984-08-26T04:02:24Z,497652.135049316,6767923.43726879,168.852072781091,NA
8,1984-08-26T16:02:24Z,497652.512424946,6767920.6927354,168.67662445544,NA
8,1984-08-26T19:47:02Z,497652.624837674,6767919.87519325,168.625164731733,169.365658762309
8,1984-08-26T22:21:07Z,497652.700555791,6767919.32451938,168.591893740816,NA
8,1984-08-27T01:13:55Z,497652.78459062,6767918.71336069,168.557354970504,NA
8,1984-08-27T16:09:36Z,497653.207147549,6767915.64023804,168.436483621149,NA
8,1984-08-28T00:42:14Z,497653.438042079,6767913.96101527,168.397605806099,NA
8,1984-08-28T03:59:31Z,497653.526606437,6767913.31691476,168.375271052789,NA
8,1984-08-28T17:01:26Z,497653.882572356,6767910.72808741,168.203612639187,NA
8,1984-08-28T21:20:38Z,497654.000493341,6767909.87048545,168.127702480399,NA
8,1984-08-29T00:23:31Z,497654.083309012,6767909.26819332,168.071074111842,NA
8,1984-08-29T03:16:19Z,497654.161267311,6767908.70122731,168.015936826598,NA
8,1984-08-29T20:15:50Z,497654.621761042,6767905.3522023,167.665200928108,NA
8,1984-08-30T03:10:33Z,497654.812347758,6767903.96612552,167.50722740771,NA
8,1984-08-30T18:45:07Z,497655.263658158,6767900.68388797,167.174089690237,NA
8,1984-08-30T21:20:38Z,497655.343081051,6767900.10627042,167.129150038071,NA
8,1984-08-31T00:49:26Z,497655.450997096,6767899.32143124,167.07531231512,NA
8,1984-08-31T03:10:33Z,497655.524142766,6767898.78946596,167.042294326776,NA
8,1984-08-31T17:17:16Z,497655.958910414,6767895.62753859,166.875655282154,NA
8,1984-08-31T19:22:33Z,497656.02297821,6767895.16159382,166.853417868379,NA
8,1984-08-31T22:24:00Z,497656.115427807,6767894.48923718,166.821373215331,NA
8,1984-09-01T01:18:14Z,497656.20379272,6767893.84658718,166.790633837679,NA
8,1984-09-01T03:59:31Z,497656.285264233,6767893.25407067,166.762132860686,NA
8,1984-09-01T16:34:04Z,497656.665098654,6767890.49165528,166.628811177971,NA
8,1984-09-01T19:12:28Z,497656.745131945,6767889.90959852,166.601018108436,NA
8,1984-09-01T22:06:43Z,497656.833540408,6767889.26663177,166.570608949184,NA
8,1984-09-02T01:09:36Z,497656.926998412,6767888.58694133,166.53891759357,NA
8,1984-09-02T04:02:24Z,497657.01616657,6767887.93844956,166.509217385572,NA
8,1984-09-02T16:25:26Z,497657.407204548,6767885.09455426,166.382737517631,NA
8,1984-09-02T19:15:21Z,497657.497735756,6767884.43614945,166.353715472356,NA
8,1984-09-02T21:58:04Z,497657.58457219,6767883.80461558,166.325810771492,NA
8,1984-09-03T01:08:09Z,497657.685921299,6767883.06753562,166.29305147899,NA
8,1984-09-03T03:50:52Z,497657.772333799,6767882.4390849,166.264837122062,NA
8,1984-09-03T17:08:38Z,497658.182265126,6767879.45778424,166.123102209762,NA
8,1984-09-03T19:05:16Z,497658.239393511,6767879.04230759,166.101819701784,NA
8,1984-09-03T21:59:31Z,497658.322982699,6767878.43438992,166.069696901033,NA
8,1984-09-04T00:59:31Z,497658.406987214,6767877.82345169,166.036052895651,NA
8,1984-09-04T03:58:04Z,497658.488125585,6767877.23335803,166.00224241165,NA
8,1984-09-04T16:24:00Z,497658.812164604,6767874.87672491,165.858042091166,NA
9,1984-08-11T23:34:33Z,497766.192454327,6767208.11746715,156.133597367439,157.072032562527
9,1984-08-12T03:53:45Z,497766.177529093,6767206.83406914,156.095593146333,NA
9,1984-08-12T15:33:36Z,497766.137229917,6767203.3688046,155.997587949096,NA
9,1984-08-13T00:03:21Z,497766.108165575,6767200.86960635,155.935856621339,156.792674348811
9,1984-08-13T05:14:24Z,497766.09710894,6767199.35105643,155.899114154601,NA
9,1984-08-13T17:08:38Z,497766.071813443,6767195.87690027,155.80408586806,NA
9,1984-08-13T20:50:24Z,497766.06394268,6767194.79590706,155.770386536083,156.570323109571
9,1984-08-14T00:39:21Z,497766.054680778,6767193.67642579,155.734080502814,NA
9,1984-08-14T17:10:04Z,497766.014386279,6767188.80605138,155.585131679407,NA
9,1984-08-14T20:34:33Z,497766.00613591,6767187.80883379,155.561045816273,156.317169485611
9,1984-08-14T23:37:26Z,497766.005827114,6767186.91450593,155.542559566049,NA
9,1984-08-15T02:57:36Z,497766.005489024,6767185.93534355,155.523791659452,NA
9,1984-08-15T05:30:14Z,497766.005230909,6767185.18780109,155.509408436927,NA
9,1984-08-15T16:58:33Z,497766.004085533,6767181.87060848,155.432145572703,156.115793677241
9,1984-08-15T20:21:36Z,497766.022734159,6767180.90233631,155.406169885857,NA
9,1984-08-15T23:21:36Z,497766.03909446,6767180.05287831,155.381595322482,NA
9,1984-08-16T02:11:31Z,497766.05452061,6767179.25192323,155.357516192134,NA
9,1984-08-16T05:04:19Z,497766.070253878,6767178.43502196,155.332476125283,NA
9,1984-08-16T18:58:04Z,497766.146515123,6767174.47539281,155.20792836637,NA
9,1984-08-16T20:44:38Z,497766.15625246,6767173.96981174,155.191975231165,155.898222475497
9,1984-08-16T23:07:12Z,497766.181827082,6767173.28618199,155.171458704259,NA
9,1984-08-17T02:12:57Z,497766.215035538,6767172.39849388,155.144895487206,NA
9,1984-08-17T05:12:57Z,497766.247044424,6767171.54287116,155.119342711643,NA
9,1984-08-17T17:07:12Z,497766.373539669,6767168.16155387,155.020742275547,155.77853314539
9,1984-08-17T22:08:09Z,497766.346572937,6767166.76282233,154.976797910134,NA
9,1984-08-17T23:04:19Z,497766.341484849,6767166.49890925,154.968765467301,NA
9,1984-08-18T02:01:26Z,497766.325210242,6767165.65476523,154.943934510543,NA
9,1984-08-18T19:51:21Z,497766.211957982,6767159.78050818,154.81803604966,NA
9,1984-08-20T17:20:09Z,497765.872662393,6767142.18165849,154.442845048271,NA
