marker,t,x,y
11,1984-08-12T19:30:02Z,497620.293666072,6765256.46155901
11,1984-08-12T19:45:01Z,497620.274635993,6765256.35997275
11,1984-08-12T20:00:00Z,497620.255627781,6765256.25850324
11,1984-08-12T20:14:58Z,497620.236637911,6765256.15713163
11,1984-08-12T20:30:57Z,497620.21638613,6765256.04902369
11,1984-08-12T20:45:04Z,497620.198516778,6765255.95363361
11,1984-08-12T21:15:01Z,497620.160609042,6765255.75127477
11,1984-08-12T21:30:00Z,497620.141656144,6765255.65010052
11,1984-08-12T22:00:57Z,497620.10241547,6765255.44062619
11,1984-08-12T22:15:56Z,497620.083375642,6765255.3389879
11,1984-08-12T22:30:02Z,497620.065382039,6765255.24293456
11,1984-08-12T22:45:01Z,497620.04619978,6765255.14062947
11,1984-08-12T23:00:00Z,497620.026844339,6765255.03785781
11,1984-08-12T23:14:58Z,497620.007389042,6765254.93455594
11,1984-08-12T23:29:57Z,497619.987819545,6765254.83064771
11,1984-08-12T23:45:04Z,497619.967931434,6765254.72504774
11,1984-08-13T00:00:02Z,497619.948089073,6765254.61969068
11,1984-08-13T00:15:01Z,497619.928093929,6765254.51352239
11,1984-08-13T00:30:00Z,497619.907954549,6765254.40658825
11,1984-08-13T00:44:58Z,497619.88768406,6765254.29895796
11,1984-08-13T01:15:04Z,497619.846604743,6765254.08083896
11,1984-08-13T01:30:02Z,497619.826018867,6765253.97153406
11,1984-08-13T01:45:01Z,497619.805354516,6765253.86181248
11,1984-08-13T02:00:00Z,497619.784624816,6765253.75174391
11,1984-08-13T02:14:58Z,497619.763842893,6765253.64139806
11,1984-08-13T02:29:57Z,497619.743021875,6765253.53084463
11,1984-08-13T02:45:04Z,497619.721974356,6765253.41908854
11,1984-08-13T05:14:58Z,497619.514774185,6765252.31891703
11,1984-08-13T05:29:57Z,497619.494507324,6765252.211306
11,1984-08-13T05:45:04Z,497619.474160316,6765252.10326941
11,1984-08-13T06:00:02Z,497619.454115084,6765251.99683518
11,1984-08-13T06:15:01Z,497619.434171724,6765251.89094184
11,1984-08-13T06:30:00Z,497619.414324641,6765251.78555971
11,1984-08-13T06:44:58Z,497619.394568242,6765251.68065909
11,1984-08-13T06:59:57Z,497619.374896937,6765251.57621029
11,1984-08-13T07:30:02Z,497619.335599899,6765251.36755466
11,1984-08-13T07:46:01Z,497619.314844193,6765251.25734801
11,1984-08-13T08:00:00Z,497619.296764654,6765251.16135102
11,1984-08-13T08:45:04Z,497619.238740483,6765250.85325987
11,1984-08-13T09:00:02Z,497619.219548388,6765250.75135553
11,1984-08-13T09:15:01Z,497619.200390352,6765250.64963203
11,1984-08-13T09:30:00Z,497619.181260639,6765250.54805892
11,1984-08-13T09:44:58Z,497619.162153506,6765250.44660571
11,1984-08-13T09:59:57Z,497619.143063215,6765250.34524192
11,1984-08-13T10:15:04Z,497619.123800606,6765250.24296318
11,1984-08-13T10:30:02Z,497619.104726803,6765250.14168693
11,1984-08-13T10:45:01Z,497619.085652564,6765250.04040838
11,1984-08-13T11:00:00Z,497619.066572152,6765249.93909705
11,1984-08-13T11:14:58Z,497619.047480352,6765249.83772525
11,1984-08-13T11:29:57Z,497619.028374053,6765249.73627646
11,1984-08-13T11:45:04Z,497619.009066701,6765249.63376014
11,1984-08-13T12:00:02Z,497618.98992345,6765249.53211515
11,1984-08-13T12:16:01Z,497618.969467071,6765249.42349784
11,1984-08-13T12:30:00Z,497618.951567533,6765249.32845659
11,1984-08-13T12:44:58Z,497618.932349698,6765249.22641558
11,1984-08-13T12:59:57Z,497618.913101831,6765249.12421512
11,1984-08-13T13:15:04Z,497618.893635793,6765249.02085623
11,1984-08-13T13:30:02Z,497618.874319761,6765248.91829382
11,1984-08-13T13:45:01Z,497618.854966879,6765248.81553574
11,1984-08-13T14:00:00Z,497618.83557936,6765248.71259377
11,1984-08-13T14:29:57Z,497618.796713113,6765248.50622552
11,1984-08-13T15:16:01Z,497618.736731637,6765248.18774165
11,1984-08-13T15:44:58Z,497618.698975618,6765247.98726838
11,1984-08-13T15:59:57Z,497618.679425209,6765247.8834615
11,1984-08-13T16:15:04Z,497618.659680703,6765247.77862402
11,1984-08-13T16:30:02Z,497618.640121384,6765247.67476983
11,1984-08-13T16:45:01Z,497618.620562406,6765247.57091745
11,1984-08-13T17:00:00Z,497618.601006943,6765247.46708374
11,1984-08-13T17:29:57Z,497618.561919267,6765247.25953976
11,1984-08-13T17:45:04Z,497618.542205811,6765247.15486715
11,1984-08-13T18:00:02Z,497618.522696918,6765247.05128071
11,1984-08-13T18:15:01Z,497618.503208441,6765246.94780268
11,1984-08-13T18:30:00Z,497618.483744052,6765246.84445254
11,1984-08-13T18:44:58Z,497618.464307422,6765246.74124979
11,1984-08-13T19:15:04Z,497618.425346052,6765246.53437647
11,1984-08-13T19:30:02Z,497618.406106465,6765246.43174801
11,1984-08-13T19:45:01Z,497618.386998232,6765246.32935783
11,1984-08-13T20:00:00Z,497618.367935718,6765246.22721264
11,1984-08-13T20:45:04Z,497618.310877381,6765245.92146939
11,1984-08-13T21:00:02Z,497618.292031461,6765245.82048481
11,1984-08-13T21:30:00Z,497618.25445717,6765245.6191455
11,1984-08-13T21:44:58Z,497618.235697113,6765245.518621
11,1984-08-13T21:59:57Z,497618.216933999,6765245.41808011
11,1984-08-13T22:15:04Z,497618.197971241,6765245.31646947
11,1984-08-13T22:30:02Z,497618.17915407,6765245.21563892
11,1984-08-13T22:46:01Z,497618.159013993,6765245.10771968
11,1984-08-13T23:00:00Z,497618.141351679,6765245.01307736
11,1984-08-13T23:14:58Z,497618.122334775,6765244.91117656
11,1984-08-13T23:29:57Z,497618.10321961,6765244.80874924
11,1984-08-14T00:00:02Z,497618.064475173,6765244.6011398
11,1984-08-14T00:15:01Z,497618.045041522,6765244.49700588
11,1984-08-14T00:45:59Z,497618.004578917,6765244.28018975
11,1984-08-14T00:59:57Z,497617.986209961,6765244.18176094
11,1984-08-14T01:15:04Z,497617.966255482,6765244.07483621
11,1984-08-14T03:59:57Z,497617.745890065,6765242.894023
11,1984-08-14T04:15:04Z,497617.725612194,6765242.78536539
11,1984-08-14T04:30:02Z,497617.705546355,6765242.67784395
11,1984-08-14T04:45:01Z,497617.685506346,6765242.57046091
11,1984-08-14T05:00:00Z,497617.665499148,6765242.46325369
11,1984-08-14T05:14:58Z,497617.645531745,6765242.35625972
11,1984-08-14T05:29:57Z,497617.62561125,6765242.24951708
11,1984-08-14T05:45:04Z,497617.605554547,6765242.14204459
11,1984-08-14T06:00:02Z,497617.585751475,6765242.03593116
11,1984-08-14T06:15:01Z,497617.566018482,6765241.93019325
11,1984-08-14T06:30:00Z,497617.546363312,6765241.82487236
11,1984-08-14T07:00:57Z,497617.506010054,6765241.60864215
11,1984-08-14T07:15:04Z,497617.487756389,6765241.51083111
11,1984-08-14T07:30:02Z,497617.468491021,6765241.40759895
11,1984-08-14T07:45:01Z,497617.449342268,6765241.30499164
11,1984-08-14T08:00:00Z,497617.430317868,6765241.20305068
11,1984-08-14T08:14:58Z,497617.411422128,6765241.10179914
11,1984-08-14T08:29:57Z,497617.392645607,6765241.00118641
11,1984-08-14T08:45:04Z,497617.373796377,6765240.90018409
11,1984-08-14T09:00:02Z,497617.35522049,6765240.80064645
11,1984-08-14T09:15:01Z,497617.336725058,6765240.70153993
11,1984-08-14T09:44:58Z,497617.299924041,6765240.50434416
11,1984-08-14T10:15:04Z,497617.2631144,6765240.30710219
11,1984-08-14T10:30:02Z,497617.244828138,6765240.20911648
11,1984-08-14T10:45:01Z,497617.226544926,6765240.11114712
11,1984-08-14T11:00:00Z,497617.208251881,6765240.01312508
11,1984-08-14T11:14:58Z,497617.189938742,6765239.91499536
11,1984-08-14T11:29:57Z,497617.171605697,6765239.81675897
11,1984-08-14T11:45:04Z,497617.153079032,6765239.71748509
11,1984-08-14T12:15:01Z,497617.116338432,6765239.52061307
11,1984-08-14T12:30:00Z,497617.097953741,6765239.42209994
11,1984-08-14T12:44:58Z,497617.079563197,6765239.32355545
11,1984-08-14T12:59:57Z,497617.061169602,6765239.22499462
11,1984-08-14T13:30:02Z,497617.024207672,6765239.0269366
11,1984-08-14T13:45:01Z,497617.005821828,6765238.9284173
11,1984-08-14T14:00:00Z,497616.987444183,6765238.82994193
11,1984-08-14T14:29:57Z,497616.950718937,6765238.63315218
11,1984-08-14T14:45:04Z,497616.9321926,6765238.53388005
11,1984-08-14T15:15:01Z,497616.895510607,6765238.33732207
11,1984-08-14T15:30:00Z,497616.877175424,6765238.23907423
11,1984-08-14T15:44:58Z,497616.858842083,6765238.14083626
11,1984-08-14T15:59:57Z,497616.840509061,6765238.0426
11,1984-08-14T16:15:04Z,497616.821998529,6765237.94341257
11,1984-08-14T16:30:02Z,497616.803661536,6765237.84515503
11,1984-08-14T16:45:01Z,497616.785320273,6765237.74687461
11,1984-08-14T22:18:57Z,497616.379228803,6765235.53331719
11,1984-08-14T23:25:03Z,497616.298132023,6765235.08564709
11,1984-08-15T01:11:02Z,497616.166445811,6765234.35871342
11,1984-08-15T01:43:00Z,497616.126418968,6765234.13775741
11,1984-08-15T02:15:59Z,497616.085028029,6765233.90927134
11,1984-08-15T02:51:59Z,497616.039755174,6765233.65935632
11,1984-08-15T03:31:00Z,497615.990618094,6765233.38811002
11,1984-08-15T05:14:58Z,497615.859735312,6765232.66561144
11,1984-08-15T05:29:57Z,497615.840921749,6765232.56175689
11,1984-08-15T05:45:04Z,497615.821945131,6765232.45700225
11,1984-08-15T06:00:02Z,497615.803169516,6765232.35335718
11,1984-08-15T06:15:01Z,497615.784416657,6765232.24983772
11,1984-08-15T06:30:00Z,497615.765690843,6765232.14646757
11,1984-08-15T06:44:58Z,497615.747003231,6765232.04330829
11,1984-08-15T06:59:57Z,497615.728366692,6765231.94043095
11,1984-08-15T07:15:04Z,497615.709615866,6765231.83692272
11,1984-08-15T07:30:02Z,497615.691120885,6765231.73482681
11,1984-08-15T07:45:01Z,497615.672715716,6765231.63322667
11,1984-08-15T08:00:00Z,497615.65441323,6765231.53219336
11,1984-08-15T08:14:58Z,497615.636226296,6765231.43179792
11,1984-08-15T08:29:57Z,497615.618167787,6765231.33211142
11,1984-08-15T08:45:04Z,497615.600079021,6765231.2322579
11,1984-08-15T09:00:02Z,497615.582313172,6765231.13418693
11,1984-08-15T09:15:01Z,497615.564688361,6765231.03689453
11,1984-08-15T09:30:00Z,497615.547191334,6765230.94030751
11,1984-08-15T09:44:58Z,497615.529808837,6765230.84435272
11,1984-08-15T09:59:57Z,497615.512527616,6765230.748957
11,1984-08-15T10:15:04Z,497615.49516948,6765230.65313669
11,1984-08-15T10:30:02Z,497615.478051698,6765230.55864319
11,1984-08-15T10:45:01Z,497615.460995298,6765230.46448852
11,1984-08-15T11:00:00Z,497615.443987026,6765230.37059953
11,1984-08-15T11:14:58Z,497615.427013625,6765230.27690303
11,1984-08-15T11:29:57Z,497615.41006184,6765230.18332586
11,1984-08-15T11:45:04Z,497615.392956956,6765230.08890356
11,1984-08-15T12:00:02Z,497615.376018597,6765229.9954005
11,1984-08-15T12:15:01Z,497615.359079099,6765229.90189116
11,1984-08-15T12:30:00Z,497615.342133736,6765229.80834944
11,1984-08-15T12:44:58Z,497615.325177782,6765229.71474924
11,1984-08-15T12:59:57Z,497615.308206508,6765229.6210645
11,1984-08-15T13:15:04Z,497615.291051699,6765229.5263666
11,1984-08-15T13:30:02Z,497615.274035348,6765229.43243301
11,1984-08-15T13:45:01Z,497615.256989455,6765229.33833633
11,1984-08-15T14:00:00Z,497615.23990929,6765229.24405048
11,1984-08-15T14:14:58Z,497615.222790901,6765229.14955362
11,1984-08-15T14:29:57Z,497615.205633433,6765229.05484105
11,1984-08-15T14:45:04Z,497615.188271262,6765228.95899847
11,1984-08-15T15:00:02Z,497615.171035014,6765228.86385101
11,1984-08-15T15:15:01Z,497615.153759442,6765228.76848647
11,1984-08-15T16:30:02Z,497615.070091213,6765228.28796625
11,1984-08-15T17:00:00Z,497615.036887765,6765228.09465905
11,1984-08-15T17:14:58Z,497615.020229304,6765227.99767515
11,1984-08-15T17:29:57Z,497615.003532917,6765227.90047044
11,1984-08-15T17:45:04Z,497614.986637436,6765227.80210662
11,1984-08-15T18:00:02Z,497614.969865446,6765227.70446176
11,1984-08-15T18:15:01Z,497614.953060382,6765227.60662434
11,1984-08-15T18:44:58Z,497614.919371055,6765227.41048841
11,1984-08-15T18:59:57Z,497614.902496806,6765227.3122482
11,1984-08-15T19:15:04Z,497614.885447082,6765227.2129864
11,1984-08-15T19:45:01Z,497614.851653306,6765227.01624239
11,1984-08-15T20:00:00Z,497614.834756945,6765226.91787344
11,1984-08-15T20:29:57Z,497614.800990305,6765226.72128741
11,1984-08-15T20:45:04Z,497614.783968023,6765226.62218537
11,1984-08-15T21:00:02Z,497614.767130042,6765226.52415631
11,1984-08-15T21:15:01Z,497614.750319163,6765226.42628504
11,1984-08-15T21:45:59Z,497614.715660523,6765226.22450587
11,1984-08-15T22:15:56Z,497614.682230074,6765226.0298771
11,1984-08-15T22:30:02Z,497614.666504615,6765225.93832503
11,1984-08-15T22:45:01Z,497614.649829451,6765225.84124388
11,1984-08-15T23:00:00Z,497614.633164121,6765225.74421999
11,1984-08-15T23:14:58Z,497614.61650492,6765225.64723177
11,1984-08-15T23:45:04Z,497614.58302988,6765225.4523434
11,1984-08-16T00:00:02Z,497614.566366754,6765225.35533233
11,1984-08-16T00:15:01Z,497614.549694892,6765225.2582704
11,1984-08-16T00:30:00Z,497614.533010587,6765225.16113603
11,1984-08-16T00:44:58Z,497614.516310805,6765225.06391155
11,1984-08-16T18:44:58Z,497613.299664184,6765217.92534881
11,1984-08-16T18:59:57Z,497613.283855138,6765217.8263897
11,1984-08-16T19:30:02Z,497613.252105463,6765217.62764782
11,1984-08-16T19:45:01Z,497613.236317333,6765217.52881966
11,1984-08-16T20:00:00Z,497613.220536742,6765217.43003866
11,1984-08-16T21:54:02Z,497613.10063941,6765216.67952326
11,1984-08-16T22:15:04Z,497613.078596943,6765216.54154511
11,1984-08-16T22:30:02Z,497613.062907987,6765216.44333773
11,1984-08-16T22:46:01Z,497613.046174919,6765216.33859457
11,1984-08-16T23:01:00Z,497613.030507637,6765216.24052287
11,1984-08-16T23:15:59Z,497613.014846406,6765216.14248903
11,1984-08-16T23:30:57Z,497612.999186208,6765216.04446166
11,1984-08-16T23:45:04Z,497612.984425921,6765215.95206743
11,1984-08-17T00:15:01Z,497612.953067124,6765215.75577231
11,1984-08-17T00:30:00Z,497612.937362107,6765215.65746439
11,1984-08-17T00:44:58Z,497612.921633323,6765215.5590077
11,1984-08-17T00:59:57Z,497612.905875751,6765215.4603708
11,1984-08-17T01:34:56Z,497612.86891709,6765215.22902251
11,1984-08-17T01:37:58Z,497612.865712379,6765215.20896213
11,1984-08-17T01:45:01Z,497612.858227341,6765215.16210841
11,1984-08-17T02:00:00Z,497612.842306186,6765215.06244754
11,1984-08-17T02:14:58Z,497612.826337526,6765214.96248931
11,1984-08-17T02:29:57Z,497612.810320714,6765214.86222965
11,1984-08-17T02:45:04Z,497612.794100375,6765214.76069601
11,1984-08-17T03:00:02Z,497612.77798482,6765214.65981826
11,1984-08-17T03:15:01Z,497612.761819147,6765214.5586268
11,1984-08-17T03:30:00Z,497612.745602707,6765214.45711754
11,1984-08-17T03:44:58Z,497612.729334847,6765214.35528642
11,1984-08-17T03:59:57Z,497612.713014916,6765214.25312936
11,1984-08-17T04:30:02Z,497612.680058032,6765214.04683077
11,1984-08-17T04:45:01Z,497612.663579046,6765213.94367809
11,1984-08-17T05:00:00Z,497612.64705493,6765213.8402429
11,1984-08-17T05:14:58Z,497612.630494584,6765213.73658092
11,1984-08-17T05:29:57Z,497612.613906912,6765213.63274789
11,1984-08-17T05:45:04Z,497612.59714108,6765213.52779963
11,1984-08-17T06:00:02Z,497612.580525408,6765213.42379134
11,1984-08-17T06:15:01Z,497612.5639092,6765213.31977968
11,1984-08-17T06:30:00Z,497612.54730136,6765213.2158204
11,1984-08-17T06:44:58Z,497612.530710785,6765213.1119692
11,1984-08-17T06:59:57Z,497612.514146382,6765213.00828182
11,1984-08-17T07:15:04Z,497612.497457656,6765212.90381623
11,1984-08-17T07:30:02Z,497612.480968234,6765212.80059821
11,1984-08-17T07:45:01Z,497612.464524061,6765212.69766344
11,1984-08-17T08:00:00Z,497612.448130206,6765212.59504363
11,1984-08-17T08:14:58Z,497612.431791733,6765212.4927705
11,1984-08-17T08:29:57Z,497612.415513708,6765212.39087574
11,1984-08-17T08:45:04Z,497612.399145638,6765212.28841735
11,1984-08-17T09:00:02Z,497612.383004404,6765212.18737887
11,1984-08-17T09:15:01Z,497612.366938863,6765212.08681419
11,1984-08-17T09:30:00Z,497612.350954077,6765211.98675503
11,1984-08-17T09:44:58Z,497612.335052918,6765211.88721931
11,1984-08-17T09:59:57Z,497612.319229453,6765211.78816996
11,1984-08-17T10:15:04Z,497612.303324389,6765211.68860981
11,1984-08-17T10:30:02Z,497612.287632488,6765211.59038399
11,1984-08-17T10:45:01Z,497612.271993824,6765211.49249142
11,1984-08-17T11:00:00Z,497612.256400271,6765211.39488123
11,1984-08-17T11:14:58Z,497612.2408437,6765211.29750253
11,1984-08-17T11:29:57Z,497612.225315988,6765211.20030447
11,1984-08-17T11:45:04Z,497612.209659972,6765211.10230328
11,1984-08-17T12:00:02Z,497612.194165671,6765211.00531438
11,1984-08-17T12:15:01Z,497612.178675767,6765210.90835299
11,1984-08-17T12:30:00Z,497612.163183603,6765210.81137746
11,1984-08-17T12:44:58Z,497612.147688406,6765210.71438293
11,1984-08-17T12:59:57Z,497612.132190874,6765210.6173738
11,1984-08-17T13:15:04Z,497612.116542669,6765210.51942151
11,1984-08-17T13:30:02Z,497612.101042555,6765210.42239621
11,1984-08-17T13:45:01Z,497612.085542209,6765210.32536946
11,1984-08-17T14:00:00Z,497612.070042326,6765210.22834561
11,1984-08-17T14:14:58Z,497612.054543607,6765210.13132903
11,1984-08-17T14:29:57Z,497612.039046747,6765210.0343241
11,1984-08-17T14:45:04Z,497612.023403476,6765209.9364027
11,1984-08-17T15:00:02Z,497612.007277037,6765209.83933757
11,1984-08-17T15:15:01Z,497611.99093735,6765209.74224282
11,1984-08-17T15:30:00Z,497611.974594779,6765209.64513094
11,1984-08-17T15:44:58Z,497611.958246163,6765209.54798313
11,1984-08-17T15:59:57Z,497611.941888341,6765209.45078062
11,1984-08-17T16:15:04Z,497611.925360673,6765209.35256885
11,1984-08-17T16:30:02Z,497611.908974789,6765209.25519959
11,1984-08-17T16:45:01Z,497611.892570183,6765209.15771907
11,1984-08-17T17:00:00Z,497611.876143693,6765209.06010852
11,1984-08-17T17:14:58Z,497611.859692157,6765208.96234914
11,1984-08-17T17:29:57Z,497611.843213162,6765208.86442658
11,1984-08-17T17:45:04Z,497611.826548444,6765208.76540042
11,1984-08-17T18:00:02Z,497611.810016759,6765208.66716477
11,1984-08-17T18:15:01Z,497611.793460845,6765208.56878514
11,1984-08-17T18:30:00Z,497611.776882021,6765208.47026938
11,1984-08-17T18:44:58Z,497611.760281612,6765208.37162536
11,1984-08-17T18:59:57Z,497611.743660938,6765208.27286091
11,1984-08-17T19:15:04Z,497611.726861236,6765208.17303263
11,1984-08-17T19:30:02Z,497611.710203834,6765208.07404994
11,1984-08-17T19:45:01Z,497611.693530145,6765207.97497046
11,1984-08-17T20:00:00Z,497611.676842675,6765207.8758091
11,1984-08-17T20:29:57Z,497611.643456573,6765207.67742004
11,1984-08-17T20:45:04Z,497611.626614484,6765207.57733989
11,1984-08-17T21:00:02Z,497611.609951711,6765207.47832527
11,1984-08-17T21:15:01Z,497611.59331622,6765207.37947279
11,1984-08-17T21:30:00Z,497611.576716448,6765207.28083255
11,1984-08-17T21:44:58Z,497611.560160829,6765207.18245467
11,1984-08-17T21:59:57Z,497611.543657794,6765207.08438928
11,1984-08-17T22:15:04Z,497611.52705801,6765206.98574896
11,1984-08-17T22:30:02Z,497611.51068616,6765206.8884631
11,1984-08-17T22:45:01Z,497611.494392282,6765206.79164056
11,1984-08-17T23:00:00Z,497611.478181496,6765206.69531178
11,1984-08-17T23:14:58Z,497611.462045678,6765206.59942847
11,1984-08-18T00:44:58Z,497611.366011367,6765206.02876718
11,1984-08-18T00:59:57Z,497611.350079931,6765205.93409836
11,1984-08-18T01:15:04Z,497611.333978375,6765205.83841865
11,1984-08-18T01:30:02Z,497611.318001865,6765205.743482
11,1984-08-18T01:45:01Z,497611.301985715,6765205.64830979
11,1984-08-18T02:00:00Z,497611.285918481,6765205.55283403
11,1984-08-18T02:14:58Z,497611.269788727,6765205.45698676
11,1984-08-18T02:29:57Z,497611.253585009,6765205.36069999
11,1984-08-18T02:45:04Z,497611.23714158,6765205.26298878
11,1984-08-18T03:01:03Z,497611.219669217,6765205.15916337
11,1984-08-18T03:59:57Z,497611.15458919,6765204.77244062
11,1984-08-18T04:30:02Z,497611.120973507,6765204.57268732
11,1984-08-18T04:45:01Z,497611.104171775,6765204.47284699
11,1984-08-18T05:00:00Z,497611.08732693,6765204.37275045
11,1984-08-18T05:14:58Z,497611.070443658,6765204.27242558
11,1984-08-18T06:30:00Z,497610.985451458,6765203.76737942
11,1984-08-18T06:44:58Z,497610.968436023,6765203.6662692
11,1984-08-18T08:14:58Z,497610.866227665,6765203.05892008
11,1984-08-18T08:45:04Z,497610.832172553,6765202.85655559
11,1984-08-18T09:15:01Z,497610.798357996,6765202.65562054
11,1984-08-18T09:30:00Z,497610.781475675,6765202.55530131
11,1984-08-18T09:44:58Z,497610.764607818,6765202.45506804
11,1984-08-18T11:00:00Z,497610.680266839,6765201.95389162
11,1984-08-18T11:14:58Z,497610.663451625,6765201.85397116
11,1984-08-18T11:45:04Z,497610.629667087,6765201.65321449
11,1984-08-18T12:00:02Z,497610.612856135,6765201.55331937
11,1984-08-18T18:16:01Z,497610.185910516,6765199.01629545
11,1984-08-18T19:30:02Z,497610.099501801,6765198.502832
11,1984-08-18T19:45:01Z,497610.081873793,6765198.3980817
11,1984-08-18T20:00:00Z,497610.064194166,6765198.29302467
11,1984-08-18T20:14:58Z,497610.046465283,6765198.18767496
11,1984-08-18T21:00:02Z,497609.992842821,6765197.86903609
11,1984-08-18T21:15:01Z,497609.974948186,6765197.76270144
11,1984-08-18T21:30:00Z,497609.957020131,6765197.65616818
11,1984-08-18T21:59:57Z,497609.921076394,6765197.44258098
11,1984-08-18T23:29:57Z,497609.812597867,6765196.79797286
11,1984-08-19T00:00:02Z,497609.776248842,6765196.58197732
11,1984-08-19T00:15:01Z,497609.758161807,6765196.47449936
11,1984-08-19T00:30:00Z,497609.740079337,6765196.36704855
11,1984-08-19T00:44:58Z,497609.722003025,6765196.25963432
11,1984-08-19T02:29:57Z,497609.594982764,6765195.5048463
11,1984-08-19T02:45:04Z,497609.576566233,6765195.39541039
11,1984-08-19T03:30:00Z,497609.521523721,6765195.06833321
11,1984-08-19T03:44:58Z,497609.503049135,6765194.95855234
11,1984-08-19T03:59:57Z,497609.48450055,6765194.84833172
11,1984-08-19T04:15:04Z,497609.465692145,6765194.7365672
11,1984-08-19T04:45:01Z,497609.428166657,6765194.51358082
11,1984-08-19T05:01:00Z,497609.40798189,6765194.39363758
11,1984-08-19T05:29:57Z,497609.371118894,6765194.1745879
11,1984-08-19T05:45:04Z,497609.351690913,6765194.0591417
11,1984-08-19T06:15:01Z,497609.31285334,6765193.82835856
11,1984-08-19T06:30:00Z,497609.293261024,6765193.71193583
11,1984-08-19T17:14:58Z,497608.352374002,6765188.12093602
11,1984-08-19T17:29:57Z,497608.328560567,6765187.97943029
11,1984-08-19T17:45:04Z,497608.304440881,6765187.83610472
11,1984-08-19T18:00:02Z,497608.280475241,6765187.69369455
11,1984-08-19T23:45:04Z,497607.709505099,6765184.30083878
11,1984-08-20T00:59:57Z,497607.581410198,6765183.53966497
11,1984-08-20T01:30:02Z,497607.529567497,6765183.23160192
11,1984-08-20T01:45:01Z,497607.503697099,6765183.07787316
11,1984-08-20T02:00:00Z,497607.477780188,6765182.92386801
11,1984-08-20T02:14:58Z,497607.451822056,6765182.76961791
11,1984-08-20T02:29:57Z,497607.425828879,6765182.61515958
11,1984-08-20T02:45:04Z,497607.399556503,6765182.45904216
11,1984-08-20T03:00:02Z,497607.373511581,6765182.30427634
11,1984-08-20T03:15:01Z,497607.347450202,6765182.14941273
11,1984-08-20T03:30:00Z,497607.321378546,6765181.99448804
11,1984-08-20T03:44:58Z,497607.295302787,6765181.83953898
11,1984-08-20T03:59:57Z,497607.269229106,6765181.68460226
11,1984-08-20T04:30:02Z,497607.216862278,6765181.3734247
11,1984-08-20T04:45:01Z,497607.190831783,6765181.21874461
11,1984-08-20T05:00:00Z,497607.16482614,6765181.06421219
11,1984-08-20T05:14:58Z,497607.138849533,6765180.90985232
11,1984-08-20T05:29:57Z,497607.112906149,6765180.75568986
11,1984-08-20T05:45:04Z,497607.086751271,6765180.60027065
11,1984-08-20T06:00:02Z,497607.060887309,6765180.44658014
11,1984-08-20T06:15:01Z,497607.035069164,6765180.29316189
11,1984-08-20T12:00:02Z,497606.462620341,6765176.89151941
11,1984-08-20T12:30:00Z,497606.415857056,6765176.61363959
11,1984-08-20T12:44:58Z,497606.392705558,6765176.47606727
11,1984-08-20T14:45:04Z,497606.212253717,6765175.40377464
11,1984-08-20T15:44:58Z,497606.125058669,6765174.88563859
11,1984-08-20T16:45:01Z,497606.038995502,6765174.37422846
11,1984-08-20T17:00:00Z,497606.017693335,6765174.24764534
11,1984-08-20T17:14:58Z,497605.996443275,6765174.12137186
11,1984-08-20T17:29:57Z,497605.975239048,6765173.99537072
11,1984-08-20T17:45:04Z,497605.953871036,6765173.86839634
11,1984-08-20T18:00:02Z,497605.932739924,6765173.74282967
11,1984-08-20T18:15:01Z,497605.911635744,6765173.61742305
11,1984-08-20T18:30:00Z,497605.89055222,6765173.49213917
11,1984-08-20T18:44:58Z,497605.869484237,6765173.36694763
11,1984-08-20T18:59:57Z,497605.848431338,6765173.24184574
11,1984-08-20T19:15:04Z,497605.827192038,6765173.11563619
11,1984-08-20T19:30:02Z,497605.806171608,6765172.99072723
11,1984-08-20T19:45:01Z,497605.785168403,6765172.86592063
11,1984-08-20T20:00:00Z,497605.764183134,6765172.7412206
11,1984-08-20T20:14:58Z,497605.743216511,6765172.61663138
11,1984-08-20T20:29:57Z,497605.722269245,6765172.49215718
11,1984-08-20T20:45:04Z,497605.701140924,6765172.3666071
11,1984-08-20T21:00:02Z,497605.680234708,6765172.24237683
11,1984-08-20T21:15:01Z,497605.659349988,6765172.11827429
11,1984-08-20T21:30:00Z,497605.638488245,6765171.9943083
11,1984-08-20T21:44:58Z,497605.617654055,6765171.87050601
11,1984-08-20T22:15:04Z,497605.575890256,6765171.62233446
11,1984-08-20T22:30:02Z,497605.555171223,6765171.49921648
11,1984-08-20T22:45:01Z,497605.534501167,6765171.37638954
11,1984-08-20T23:00:00Z,497605.513885432,6765171.25388538
11,1984-08-20T23:14:58Z,497605.493329362,6765171.13173578
11,1984-08-20T23:29:57Z,497605.472838302,6765171.00997247
11,1984-08-20T23:45:04Z,497605.452221603,6765170.88746258
11,1984-08-21T00:00:02Z,497605.431877349,6765170.76657164
11,1984-08-21T00:15:01Z,497605.411702893,6765170.6461689
11,1984-08-21T00:30:00Z,497605.393172209,6765170.52647141
11,1984-08-21T00:44:58Z,497605.374712556,6765170.40723273
11,1984-08-21T00:59:57Z,497605.356322224,6765170.28844182
11,1984-08-21T01:15:04Z,497605.337823643,6765170.1689517
11,1984-08-21T01:30:02Z,497605.319567445,6765170.05102722
11,1984-08-21T02:00:00Z,497605.283245853,6765169.81641074
11,1984-08-21T02:14:58Z,497605.265177035,6765169.69969664
