Output order: Pnt Id	month	day	hour	min	dec day	 Hz	 V	 Sd	 East	 North	 Elev
CGR1	6	24	3	1	175.1256944	179.98694	272.76972	131.869	4999.97	5131.715	1007.993
444	6	24	3	1	175.1256944	105.15111	267.01056	1037.342	4000.07	5270.757	947.595
CGR1	6	24	3	10	175.1319444	359.98694	87.23722	131.869	4999.97	5131.715	1007.978
444	6	24	3	10	175.1319444	285.14417	92.99833	1037.33	4000.057	5270.631	947.434
CGR1	6	24	3	11	175.1326389	179.98556	272.76944	131.869	4999.967	5131.714	1007.993
444	6	24	3	11	175.1326389	105.14583	267.01	1037.328	4000.06	5270.663	947.583
CGR1	6	24	3	20	175.1388889	359.98667	87.23667	131.869	4999.969	5131.715	1007.979
444	6	24	3	20	175.1388889	285.14056	92.9975	1037.318	4000.052	5270.568	947.45
CGR1	6	24	3	21	175.1395833	179.98639	272.77	131.869	4999.969	5131.715	1007.994
444	6	24	3	21	175.1395833	105.14222	267.01	1037.315	4000.056	5270.599	947.585
CGR1	6	24	3	30	175.1458333	359.98806	87.23722	131.869	4999.972	5131.715	1007.978
444	6	24	3	30	175.1458333	285.13472	92.99639	1037.306	4000.035	5270.464	947.47
CGR1	6	24	3	31	175.1465278	179.98639	272.76889	131.869	4999.969	5131.715	1007.992
444	6	24	3	31	175.1465278	105.13806	267.00889	1037.307	4000.044	5270.521	947.566
CGR1	6	24	3	40	175.1527778	359.98667	87.23722	131.869	4999.97	5131.715	1007.978
444	6	24	3	40	175.1527778	285.13111	92.99806	1037.294	4000.031	5270.397	947.439
CGR1	6	24	3	41	175.1534722	179.98611	272.77056	131.868	4999.968	5131.714	1007.995
444	6	24	3	41	175.1534722	105.13472	267.00889	1037.291	4000.044	5270.46	947.569
CGR1	6	24	3	50	175.1597222	359.98722	87.23833	131.869	4999.971	5131.715	1007.975
444	6	24	3	50	175.1597222	285.12972	92.99889	1037.282	4000.036	5270.366	947.426
CGR1	6	24	3	51	175.1604167	179.98694	272.77083	131.869	4999.97	5131.714	1007.996
444	6	24	3	51	175.1604167	105.13194	267.00889	1037.279	4000.043	5270.409	947.567
CGR1	6	24	4	0	175.1666667	359.9875	87.23889	131.868	4999.971	5131.715	1007.973
444	6	24	4	0	175.1666667	285.12389	93.00083	1037.267	4000.024	5270.26	947.393
CGR1	6	24	4	1	175.1673611	179.98556	272.76861	131.868	4999.967	5131.714	1007.991
444	6	24	4	1	175.1673611	105.12667	267.00722	1037.272	4000.026	5270.314	947.536
CGR1	6	24	4	10	175.1736111	359.98583	87.23833	131.869	4999.967	5131.715	1007.975
444	6	24	4	10	175.1736111	285.12167	92.99861	1037.257	4000.022	5270.219	947.431
CGR1	6	24	4	11	175.1743056	179.98583	272.76889	131.869	4999.968	5131.715	1007.992
444	6	24	4	11	175.1743056	105.12167	267.00917	1037.254	4000.019	5270.223	947.572
CGR1	6	24	4	20	175.1805556	359.98694	87.2375	131.869	4999.97	5131.715	1007.977
444	6	24	4	20	175.1805556	285.11694	92.99944	1037.243	4000.015	5270.135	947.417
CGR1	6	24	4	21	175.18125	179.98694	272.76944	131.869	4999.97	5131.714	1007.993
CGR1	6	24	4	30	175.1875	359.98806	87.23833	131.869	4999.973	5131.716	1007.975
444	6	24	4	30	175.1875	285.11472	93.00167	1037.232	4000.017	5270.094	947.377
CGR1	6	24	4	31	175.1881944	179.98639	272.77083	131.868	4999.969	5131.714	1007.996
444	6	24	4	31	175.1881944	105.11528	267.005	1037.231	4000.014	5270.104	947.502
CGR1	6	24	4	40	175.1944444	359.98722	87.23944	131.868	4999.971	5131.715	1007.972
444	6	24	4	40	175.1944444	285.09972	93.00917	1037.21	3999.974	5269.821	947.241
CGR1	6	24	4	41	175.1951389	179.9875	272.77028	131.868	4999.971	5131.714	1007.995
444	6	24	4	41	175.1951389	105.1	266.99944	1037.206	3999.972	5269.83	947.4
CGR1	6	24	4	50	175.2013889	359.9875	87.23889	131.868	4999.971	5131.715	1007.973
444	6	24	4	50	175.2013889	285.08889	93.01361	1037.185	3999.951	5269.626	947.167
CGR1	6	24	4	51	175.2020833	179.98778	272.76972	131.868	4999.972	5131.714	1007.994
444	6	24	4	51	175.2020833	105.09056	266.99556	1037.182	3999.953	5269.658	947.331
CGR1	6	24	5	0	175.2083333	359.98806	87.23722	131.869	4999.972	5131.715	1007.977
444	6	24	5	0	175.2083333	285.07972	93.01611	1037.164	3999.93	5269.458	947.121
CGR1	6	24	5	1	175.2090278	179.98833	272.77111	131.869	4999.973	5131.714	1007.997
444	6	24	5	1	175.2090278	105.0825	266.99333	1037.166	3999.933	5269.512	947.292
CGR1	6	24	5	10	175.2152778	359.98694	87.23639	131.869	4999.97	5131.715	1007.979
444	6	24	5	10	175.2152778	285.07194	93.01639	1037.145	3999.912	5269.317	947.118
CGR1	6	24	5	11	175.2159722	179.98722	272.77056	131.868	4999.971	5131.714	1007.995
444	6	24	5	11	175.2159722	105.07361	266.99	1037.146	3999.913	5269.35	947.235
CGR1	6	24	5	20	175.2222222	359.98778	87.23722	131.869	4999.972	5131.716	1007.977
444	6	24	5	20	175.2222222	285.06389	93.02	1037.125	3999.897	5269.174	947.054
CGR1	6	24	5	21	175.2229167	179.9875	272.77194	131.869	4999.971	5131.714	1007.998
444	6	24	5	21	175.2229167	105.06444	266.98722	1037.126	3999.893	5269.186	947.183
CGR1	6	24	5	30	175.2291667	359.98861	87.23472	131.869	4999.974	5131.715	1007.983
444	6	24	5	30	175.2291667	285.05361	93.02417	1037.106	3999.871	5268.987	946.979
CGR1	6	24	5	31	175.2298611	179.98778	272.77028	131.869	4999.972	5131.715	1007.995
444	6	24	5	31	175.2298611	105.05556	266.98389	1037.108	3999.872	5269.026	947.126
CGR1	6	24	5	40	175.2361111	359.98583	87.235	131.869	4999.968	5131.715	1007.982
444	6	24	5	40	175.2361111	285.04028	93.02528	1037.085	3999.83	5268.748	946.96
CGR1	6	24	5	41	175.2368056	179.98722	272.76972	131.869	4999.971	5131.715	1007.993
444	6	24	5	41	175.2368056	105.04111	266.98139	1037.084	3999.828	5268.766	947.083
CGR1	6	24	5	50	175.2430556	359.98694	87.23889	131.869	4999.97	5131.716	1007.973
444	6	24	5	50	175.2430556	285.03083	93.03083	1037.068	3999.808	5268.58	946.861
CGR1	6	24	5	51	175.24375	179.98667	272.77111	131.869	4999.97	5131.714	1007.997
CGR1	6	24	6	0	175.25	359.9875	87.23833	131.869	4999.971	5131.716	1007.975
444	6	24	6	0	175.25	284.9875	93.04972	1037.005	3999.683	5267.8	946.522
CGR1	6	24	6	1	175.2506944	179.98667	272.77194	131.869	4999.969	5131.714	1007.999
444	6	24	6	1	175.2506944	104.97917	266.955	1036.975	3999.668	5267.649	946.611
CGR1	6	24	6	10	175.2569444	359.98833	87.23639	131.869	4999.973	5131.715	1007.979
CGR1	6	24	6	11	175.2576389	179.98694	272.77083	131.869	4999.97	5131.715	1007.996
CGR1	6	24	6	20	175.2638889	359.98694	87.23361	131.869	4999.97	5131.715	1007.986
CGR1	6	24	6	21	175.2645833	179.98694	272.77083	131.869	4999.97	5131.714	1007.996
CGR1	6	24	6	30	175.2708333	359.98611	87.23444	131.869	4999.968	5131.716	1007.984
CGR1	6	24	6	31	175.2715278	179.98611	272.77111	131.869	4999.968	5131.715	1007.997
CGR1	6	24	6	40	175.2777778	359.98667	87.23667	131.869	4999.969	5131.715	1007.979
CGR1	6	24	6	41	175.2784722	179.98806	272.77222	131.869	4999.972	5131.715	1007.999
CGR1	6	24	6	50	175.2847222	359.98528	87.2375	131.869	4999.966	5131.715	1007.976
CGR1	6	24	6	51	175.2854167	179.98583	272.76917	131.869	4999.968	5131.715	1007.992
CGR1	6	24	7	0	175.2916667	359.98556	87.23722	131.869	4999.967	5131.716	1007.977
CGR1	6	24	7	1	175.2923611	179.98583	272.76806	131.869	4999.968	5131.715	1007.99
CGR1	6	24	7	10	175.2986111	359.98583	87.23917	131.869	4999.968	5131.716	1007.973
CGR1	6	24	7	11	175.2993056	179.98583	272.76972	131.869	4999.968	5131.715	1007.993
CGR1	6	24	7	20	175.3055556	359.98472	87.24	131.869	4999.965	5131.716	1007.971
CGR1	6	24	7	21	175.30625	179.98556	272.76917	131.869	4999.967	5131.715	1007.992
CGR1	6	24	7	30	175.3125	359.9875	87.23778	131.869	4999.971	5131.716	1007.976
CGR1	6	24	7	31	175.3131944	179.98583	272.77056	131.869	4999.967	5131.715	1007.995
CGR1	6	24	7	40	175.3194444	359.98417	87.23806	131.869	4999.964	5131.716	1007.975
CGR1	6	24	7	41	175.3201389	179.98611	272.77056	131.869	4999.968	5131.714	1007.995
