Output order: Pnt Id	month	day	hour	min	dec day	 Hz	 V	 Sd	 East	 North	 Elev
CGR1	6	19	23	16	170.9694444	179.98861	272.77167	131.869	4999.974	5131.714	1007.998
CGR1	6	19	23	30	170.9791667	359.98917	87.2375	131.869	4999.975	5131.715	1007.977
444	6	19	23	30	170.9791667	287.95778	92.78389	1046.524	4005.626	5322.283	950.867
CGR1	6	19	23	31	170.9798611	179.99194	272.76806	131.869	4999.982	5131.715	1007.99
444	6	19	23	31	170.9798611	107.96222	267.22472	1046.524	4005.644	5322.362	951.022
CGR1	6	19	23	45	170.9895833	359.99167	87.23889	131.869	4999.981	5131.716	1007.974
444	6	19	23	45	170.9895833	287.95278	92.78278	1046.505	4005.615	5322.187	950.889
CGR1	6	19	23	46	170.9902778	179.99139	272.76944	131.869	4999.98	5131.715	1007.993
444	6	19	23	46	170.9902778	107.95417	267.22389	1046.504	4005.618	5322.216	951.011
CGR1	6	20	0	0	171	359.99111	87.23806	131.869	4999.98	5131.716	1007.976
444	6	20	0	0	171	287.94528	92.78083	1046.484	4005.591	5322.053	950.923
CGR1	6	20	0	1	171.0006944	179.9925	272.77111	131.869	4999.983	5131.714	1007.997
444	6	20	0	1	171.0006944	107.94694	267.22333	1046.484	4005.598	5322.085	950.999
CGR1	6	20	0	15	171.0104167	359.99	87.2375	131.869	4999.977	5131.715	1007.977
444	6	20	0	15	171.0104167	287.94028	92.78194	1046.461	4005.585	5321.958	950.903
CGR1	6	20	0	16	171.0111111	179.99306	272.77028	131.869	4999.984	5131.715	1007.995
444	6	20	0	16	171.0111111	107.94111	267.22639	1046.463	4005.582	5321.976	951.056
CGR1	6	20	0	30	171.0208333	359.99139	87.23639	131.869	4999.98	5131.716	1007.979
444	6	20	0	30	171.0208333	287.93222	92.78167	1046.443	4005.558	5321.816	950.91
CGR1	6	20	0	31	171.0215278	179.99306	272.77	131.869	4999.984	5131.715	1007.994
444	6	20	0	31	171.0215278	107.93417	267.22639	1046.44	4005.565	5321.85	951.059
CGR1	6	20	0	45	171.03125	359.99111	87.23722	131.869	4999.98	5131.716	1007.977
444	6	20	0	45	171.03125	287.92556	92.78278	1046.423	4005.54	5321.69	950.89
CGR1	6	20	0	46	171.0319444	179.99333	272.77139	131.869	4999.985	5131.714	1007.997
444	6	20	0	46	171.0319444	107.92722	267.22361	1046.422	4005.546	5321.723	951.006
CGR1	6	20	1	0	171.0416667	359.99028	87.23528	131.869	4999.978	5131.716	1007.982
444	6	20	1	0	171.0416667	287.91889	92.78083	1046.405	4005.519	5321.573	950.928
CGR1	6	20	1	1	171.0423611	179.9925	272.76806	131.869	4999.983	5131.715	1007.99
444	6	20	1	1	171.0423611	107.91944	267.22472	1046.404	4005.517	5321.584	951.032
CGR1	6	20	1	15	171.0520833	359.99056	87.23611	131.869	4999.979	5131.716	1007.98
444	6	20	1	15	171.0520833	287.9125	92.78333	1046.384	4005.505	5321.454	950.884
CGR1	6	20	1	16	171.0527778	179.99167	272.765	131.869	4999.981	5131.715	1007.982
444	6	20	1	16	171.0527778	107.91417	267.2225	1046.384	4005.509	5321.485	950.991
CGR1	6	20	1	30	171.0625	359.99111	87.23611	131.869	4999.98	5131.716	1007.98
444	6	20	1	30	171.0625	287.90389	92.78278	1046.362	4005.476	5321.296	950.895
CGR1	6	20	1	31	171.0631944	179.99083	272.77056	131.869	4999.979	5131.715	1007.995
444	6	20	1	31	171.0631944	107.90639	267.22417	1046.362	4005.485	5321.344	951.021
CGR1	6	20	1	45	171.0729167	359.99	87.23889	131.869	4999.977	5131.716	1007.974
444	6	20	1	45	171.0729167	287.89806	92.78333	1046.342	4005.463	5321.188	950.883
CGR1	6	20	1	46	171.0736111	179.99194	272.76972	131.869	4999.981	5131.715	1007.993
444	6	20	1	46	171.0736111	107.89972	267.22306	1046.342	4005.468	5321.223	951
CGR1	6	20	2	0	171.0833333	359.99111	87.2375	131.869	4999.98	5131.716	1007.977
444	6	20	2	0	171.0833333	287.89083	92.78444	1046.321	4005.443	5321.056	950.865
CGR1	6	20	2	1	171.0840278	179.9925	272.76861	131.869	4999.983	5131.715	1007.991
444	6	20	2	1	171.0840278	107.89194	267.22361	1046.318	4005.445	5321.076	951.012
CGR1	6	20	2	15	171.09375	359.99028	87.23833	131.869	4999.978	5131.716	1007.975
CGR1	6	20	2	16	171.0944444	179.99167	272.76861	131.869	4999.981	5131.715	1007.991
444	6	20	2	16	171.0944444	107.88306	267.22306	1046.297	4005.417	5320.918	951.007
CGR1	6	20	2	30	171.1041667	359.98972	87.24	131.869	4999.976	5131.716	1007.971
444	6	20	2	30	171.1041667	287.87583	92.785	1046.277	4005.401	5320.783	950.86
CGR1	6	20	2	31	171.1048611	179.99194	272.7675	131.869	4999.981	5131.715	1007.988
444	6	20	2	31	171.1048611	107.87722	267.22278	1046.276	4005.404	5320.808	950.998
CGR1	6	20	2	45	171.1145833	359.99056	87.23611	131.869	4999.978	5131.716	1007.98
444	6	20	2	45	171.1145833	287.86917	92.78306	1046.256	4005.383	5320.662	950.892
CGR1	6	20	2	46	171.1152778	179.99	272.77056	131.869	4999.977	5131.715	1007.995
444	6	20	2	46	171.1152778	107.87	267.22278	1046.254	4005.385	5320.678	951.001
CGR1	6	20	3	0	171.125	359.99056	87.23667	131.869	4999.979	5131.716	1007.979
444	6	20	3	0	171.125	287.86167	92.78611	1046.234	4005.365	5320.526	950.837
CGR1	6	20	3	1	171.1256944	179.99194	272.76972	131.869	4999.982	5131.715	1007.993
444	6	20	3	1	171.1256944	107.86306	267.22333	1046.231	4005.367	5320.55	951.014
CGR1	6	20	3	15	171.1354167	359.99111	87.23861	131.869	4999.979	5131.716	1007.974
444	6	20	3	15	171.1354167	287.855	92.78444	1046.214	4005.345	5320.402	950.869
CGR1	6	20	3	16	171.1361111	179.99222	272.76944	131.869	4999.982	5131.715	1007.993
444	6	20	3	16	171.1361111	107.85583	267.2225	1046.211	4005.347	5320.42	950.999
CGR1	6	20	3	30	171.1458333	359.99111	87.2375	131.869	4999.98	5131.716	1007.977
444	6	20	3	30	171.1458333	287.84833	92.78667	1046.191	4005.332	5320.282	950.83
