Output order: Pnt Id	month	day	hour	min		 Hz	 V	 Sd	 East	 North	 Elev
CGR1	6	20	23	31	171.9798611	179.98639	272.77333	131.868	4999.969	5131.714	1008.002
444	6	20	23	31	171.9798611	107.25361	267.20028	1044.046	4004.118	5309.3	950.701
CGR1	6	20	23	40	171.9861111	359.9875	87.23944	131.868	4999.971	5131.715	1007.972
444	6	20	23	40	171.9861111	287.24722	92.815	1044.03	4004.111	5309.178	950.422
CGR1	6	20	23	41	171.9868056	179.98806	272.77083	131.868	4999.972	5131.714	1007.996
444	6	20	23	41	171.9868056	107.24889	267.19694	1044.028	4004.112	5309.21	950.639
CGR1	6	20	23	50	171.9930556	359.98917	87.2375	131.869	4999.975	5131.715	1007.977
444	6	20	23	50	171.9930556	287.2425	92.81083	1044.011	4004.1	5309.093	950.499
CGR1	6	20	23	51	171.99375	179.98889	272.77167	131.869	4999.974	5131.714	1007.998
444	6	20	23	51	171.99375	107.24583	267.19806	1044.011	4004.111	5309.151	950.657
CGR1	6	21	0	0	172	359.98806	87.23889	131.868	4999.972	5131.715	1007.974
444	6	21	0	0	172	287.23722	92.80889	1043.996	4004.084	5308.997	950.532
CGR1	6	21	0	1	172.0006944	179.98889	272.77111	131.868	4999.975	5131.714	1007.996
444	6	21	0	1	172.0006944	107.23917	267.19833	1043.996	4004.089	5309.033	950.665
CGR1	6	21	0	10	172.0069444	359.9875	87.23861	131.868	4999.971	5131.715	1007.974
444	6	21	0	10	172.0069444	287.23389	92.81139	1043.981	4004.084	5308.936	950.49
CGR1	6	21	0	11	172.0076389	179.98806	272.76833	131.868	4999.972	5131.714	1007.99
444	6	21	0	11	172.0076389	107.23611	267.19583	1043.982	4004.088	5308.973	950.621
CGR1	6	21	0	20	172.0138889	359.98639	87.2375	131.868	4999.969	5131.715	1007.977
444	6	21	0	20	172.0138889	287.22833	92.81306	1043.963	4004.072	5308.83	950.461
CGR1	6	21	0	21	172.0145833	179.98778	272.76972	131.868	4999.972	5131.714	1007.993
444	6	21	0	21	172.0145833	107.23139	267.19333	1043.961	4004.084	5308.884	950.577
CGR1	6	21	0	30	172.0208333	359.99028	87.2375	131.869	4999.978	5131.715	1007.977
444	6	21	0	30	172.0208333	287.22528	92.80889	1043.948	4004.066	5308.776	950.537
CGR1	6	21	0	31	172.0215278	179.98972	272.76694	131.869	4999.976	5131.715	1007.987
444	6	21	0	31	172.0215278	107.225	267.19556	1043.947	4004.061	5308.771	950.619
CGR1	6	21	0	40	172.0277778	359.98722	87.23583	131.869	4999.971	5131.715	1007.98
444	6	21	0	40	172.0277778	287.21917	92.81056	1043.933	4004.049	5308.664	950.507
CGR1	6	21	0	41	172.0284722	179.98972	272.76833	131.869	4999.977	5131.715	1007.99
444	6	21	0	41	172.0284722	107.22139	267.19056	1043.935	4004.058	5308.703	950.526
CGR1	6	21	0	50	172.0347222	359.98611	87.23667	131.869	4999.968	5131.715	1007.978
444	6	21	0	50	172.0347222	287.21444	92.81139	1043.916	4004.041	5308.579	950.494
CGR1	6	21	0	51	172.0354167	179.98778	272.76611	131.869	4999.972	5131.715	1007.985
444	6	21	0	51	172.0354167	107.21583	267.19333	1043.914	4004.046	5308.6	950.577
CGR1	6	21	1	0	172.0416667	359.98778	87.23833	131.869	4999.972	5131.716	1007.975
444	6	21	1	0	172.0416667	287.21083	92.81528	1043.9	4004.04	5308.508	950.421
CGR1	6	21	1	1	172.0423611	179.98722	272.7725	131.869	4999.971	5131.714	1008
444	6	21	1	1	172.0423611	107.21278	267.19417	1043.895	4004.046	5308.542	950.592
CGR1	6	21	1	10	172.0486111	359.98722	87.24139	131.869	4999.97	5131.716	1007.968
444	6	21	1	10	172.0486111	287.20472	92.815	1043.882	4004.023	5308.397	950.43
CGR1	6	21	1	11	172.0493056	179.98611	272.76861	131.869	4999.968	5131.714	1007.991
CGR1	6	21	1	20	172.0555556	359.98722	87.23889	131.869	4999.971	5131.715	1007.973
444	6	21	1	20	172.0555556	287.20056	92.81694	1043.868	4004.016	5308.317	950.391
CGR1	6	21	1	21	172.05625	179.98972	272.77139	131.869	4999.976	5131.714	1007.997
CGR1	6	21	1	30	172.0625	359.9875	87.23889	131.869	4999.971	5131.715	1007.974
444	6	21	1	30	172.0625	287.195	92.815	1043.85	4004.001	5308.217	950.432
CGR1	6	21	1	31	172.0631944	179.98806	272.77056	131.869	4999.973	5131.714	1007.996
444	6	21	1	31	172.0631944	107.19639	267.19389	1043.848	4004.004	5308.245	950.594
CGR1	6	21	1	40	172.0694444	359.98778	87.23917	131.869	4999.972	5131.716	1007.973
444	6	21	1	40	172.0694444	287.19222	92.81611	1043.834	4004.003	5308.167	950.412
CGR1	6	21	1	41	172.0701389	179.98972	272.77083	131.869	4999.976	5131.714	1007.996
444	6	21	1	41	172.0701389	107.19361	267.19083	1043.833	4004.006	5308.191	950.534
CGR1	6	21	1	50	172.0763889	359.98833	87.23861	131.868	4999.973	5131.715	1007.974
444	6	21	1	50	172.0763889	287.18778	92.8175	1043.816	4003.997	5308.082	950.385
CGR1	6	21	1	51	172.0770833	179.98917	272.77028	131.868	4999.975	5131.714	1007.995
444	6	21	1	51	172.0770833	107.18972	267.19028	1043.821	4003.997	5308.121	950.529
CGR1	6	21	2	0	172.0833333	359.9875	87.23861	131.869	4999.971	5131.715	1007.974
444	6	21	2	0	172.0833333	287.18306	92.81861	1043.804	4003.985	5307.996	950.364
CGR1	6	21	2	1	172.0840278	179.98972	272.77167	131.869	4999.976	5131.714	1007.998
444	6	21	2	1	172.0840278	107.18528	267.18917	1043.802	4003.992	5308.036	950.51
CGR1	6	21	2	10	172.0902778	359.98778	87.23778	131.868	4999.972	5131.715	1007.976
444	6	21	2	10	172.0902778	287.17861	92.81889	1043.787	4003.977	5307.913	950.362
CGR1	6	21	2	11	172.0909722	179.98778	272.77194	131.869	4999.972	5131.714	1007.999
444	6	21	2	11	172.0909722	107.18056	267.18889	1043.786	4003.982	5307.95	950.503
CGR1	6	21	2	20	172.0972222	359.98806	87.23722	131.868	4999.973	5131.715	1007.978
444	6	21	2	20	172.0972222	287.17389	92.81917	1043.769	4003.969	5307.826	950.355
CGR1	6	21	2	21	172.0979167	179.98889	272.77111	131.868	4999.975	5131.714	1007.996
444	6	21	2	21	172.0979167	107.17556	267.18917	1043.771	4003.968	5307.856	950.511
CGR1	6	21	2	30	172.1041667	359.98778	87.23667	131.868	4999.972	5131.715	1007.979
444	6	21	2	30	172.1041667	287.16917	92.81917	1043.758	4003.953	5307.739	950.359
CGR1	6	21	2	31	172.1048611	179.98833	272.76972	131.868	4999.973	5131.714	1007.993
444	6	21	2	31	172.1048611	107.17139	267.18806	1043.755	4003.963	5307.782	950.489
CGR1	6	21	2	40	172.1111111	359.98722	87.2375	131.869	4999.971	5131.715	1007.977
444	6	21	2	40	172.1111111	287.16333	92.81972	1043.741	4003.94	5307.635	950.347
CGR1	6	21	2	41	172.1118056	179.98889	272.77083	131.869	4999.975	5131.714	1007.996
444	6	21	2	41	172.1118056	107.16528	267.18722	1043.742	4003.943	5307.669	950.477
CGR1	6	21	2	50	172.1180556	359.98694	87.23694	131.868	4999.97	5131.715	1007.978
444	6	21	2	50	172.1180556	287.15833	92.82028	1043.726	4003.928	5307.545	950.337
CGR1	6	21	2	51	172.11875	179.98778	272.76944	131.869	4999.972	5131.714	1007.993
444	6	21	2	51	172.11875	107.16194	267.18639	1043.723	4003.943	5307.604	950.461
CGR1	6	21	3	0	172.125	359.98694	87.23667	131.869	4999.97	5131.716	1007.979
444	6	21	3	0	172.125	287.15278	92.81861	1043.709	4003.913	5307.442	950.372
CGR1	6	21	3	1	172.1256944	179.98861	272.77222	131.869	4999.974	5131.715	1007.999
444	6	21	3	1	172.1256944	107.15306	267.1875	1043.708	4003.909	5307.447	950.484
CGR1	6	21	3	10	172.1319444	359.98694	87.23528	131.869	4999.97	5131.715	1007.982
444	6	21	3	10	172.1319444	287.14722	92.82056	1043.697	4003.897	5307.343	950.337
CGR1	6	21	3	11	172.1326389	179.98778	272.77083	131.869	4999.972	5131.715	1007.996
444	6	21	3	11	172.1326389	107.14889	267.18722	1043.698	4003.898	5307.374	950.477
CGR1	6	21	3	20	172.1388889	359.98528	87.23333	131.869	4999.966	5131.715	1007.987
444	6	21	3	20	172.1388889	287.14167	92.81917	1043.682	4003.88	5307.242	950.36
CGR1	6	21	3	21	172.1395833	179.98611	272.76917	131.869	4999.968	5131.715	1007.992
444	6	21	3	21	172.1395833	107.14389	267.18472	1043.678	4003.891	5307.28	950.435
CGR1	6	21	3	30	172.1458333	359.9875	87.23583	131.869	4999.971	5131.715	1007.981
444	6	21	3	30	172.1458333	287.13806	92.82333	1043.662	4003.882	5307.172	950.288
CGR1	6	21	3	31	172.1465278	179.98722	272.77444	131.869	4999.971	5131.714	1008.004
444	6	21	3	31	172.1465278	107.14139	267.18694	1043.66	4003.893	5307.229	950.475
CGR1	6	21	3	40	172.1527778	359.98806	87.23667	131.869	4999.973	5131.715	1007.979
444	6	21	3	40	172.1527778	287.13306	92.82222	1043.644	4003.872	5307.081	950.309
CGR1	6	21	3	41	172.1534722	179.98833	272.77139	131.869	4999.974	5131.715	1007.997
444	6	21	3	41	172.1534722	107.13472	267.185	1043.645	4003.874	5307.11	950.439
CGR1	6	21	3	50	172.1597222	359.98833	87.23444	131.869	4999.973	5131.715	1007.984
444	6	21	3	50	172.1597222	287.12944	92.82361	1043.631	4003.865	5307.009	950.285
CGR1	6	21	3	51	172.1604167	179.98917	272.77222	131.869	4999.975	5131.714	1007.999
444	6	21	3	51	172.1604167	107.13	267.18472	1043.631	4003.861	5307.022	950.434
CGR1	6	21	4	0	172.1666667	359.98639	87.23417	131.869	4999.969	5131.715	1007.984
444	6	21	4	0	172.1666667	287.12278	92.82222	1043.616	4003.844	5306.892	950.307
CGR1	6	21	4	1	172.1673611	179.98528	272.77472	131.869	4999.966	5131.714	1008.005
444	6	21	4	1	172.1673611	107.12361	267.185	1043.615	4003.844	5306.91	950.44
CGR1	6	21	4	10	172.1736111	359.9875	87.23583	131.869	4999.971	5131.716	1007.981
444	6	21	4	10	172.1736111	287.11833	92.82389	1043.599	4003.838	5306.81	950.281
CGR1	6	21	4	11	172.1743056	179.98639	272.77028	131.869	4999.968	5131.715	1007.995
444	6	21	4	11	172.1743056	107.11833	267.18528	1043.599	4003.83	5306.812	950.449
CGR1	6	21	4	20	172.1805556	359.9875	87.23667	131.869	4999.971	5131.715	1007.979
444	6	21	4	20	172.1805556	287.11361	92.82306	1043.584	4003.826	5306.722	950.295
CGR1	6	21	4	21	172.18125	179.98833	272.77056	131.869	4999.973	5131.714	1007.995
444	6	21	4	21	172.18125	107.115	267.18361	1043.582	4003.829	5306.749	950.42
CGR1	6	21	4	30	172.1875	359.98778	87.2375	131.869	4999.972	5131.716	1007.977
444	6	21	4	30	172.1875	287.10556	92.82278	1043.568	4003.798	5306.579	950.301
CGR1	6	21	4	31	172.1881944	179.98944	272.76972	131.869	4999.976	5131.715	1007.993
444	6	21	4	31	172.1881944	107.10778	267.18528	1043.566	4003.805	5306.619	950.448
CGR1	6	21	4	40	172.1944444	359.9875	87.23556	131.869	4999.972	5131.715	1007.981
444	6	21	4	40	172.1944444	287.10139	92.81972	1043.551	4003.789	5306.502	950.359
CGR1	6	21	4	41	172.1951389	179.98778	272.7675	131.869	4999.972	5131.715	1007.988
444	6	21	4	41	172.1951389	107.10472	267.18194	1043.55	4003.806	5306.558	950.387
CGR1	6	21	4	50	172.2013889	359.98722	87.23833	131.869	4999.97	5131.715	1007.975
444	6	21	4	50	172.2013889	287.09722	92.825	1043.534	4003.787	5306.42	950.263
CGR1	6	21	4	51	172.2020833	179.98778	272.77111	131.869	4999.972	5131.715	1007.997
CGR1	6	21	5	0	172.2083333	359.98722	87.23556	131.869	4999.971	5131.715	1007.981
444	6	21	5	0	172.2083333	287.0925	92.82611	1043.516	4003.78	5306.334	950.241
CGR1	6	21	5	1	172.2090278	179.98694	272.76833	131.869	4999.97	5131.715	1007.99
444	6	21	5	1	172.2090278	107.09417	267.18083	1043.515	4003.785	5306.366	950.37
CGR1	6	21	5	10	172.2152778	359.98528	87.235	131.869	4999.966	5131.715	1007.983
444	6	21	5	10	172.2152778	287.08861	92.82667	1043.498	4003.777	5306.262	950.235
CGR1	6	21	5	11	172.2159722	179.98806	272.76722	131.869	4999.972	5131.715	1007.988
444	6	21	5	11	172.2159722	107.09056	267.18083	1043.498	4003.78	5306.295	950.371
CGR1	6	21	5	20	172.2222222	359.98778	87.23917	131.869	4999.972	5131.716	1007.973
444	6	21	5	20	172.2222222	287.08222	92.82889	1043.481	4003.76	5306.144	950.193
CGR1	6	21	5	21	172.2229167	179.98722	272.77139	131.869	4999.971	5131.714	1007.997
444	6	21	5	21	172.2229167	107.08528	267.17972	1043.481	4003.769	5306.198	950.351
CGR1	6	21	5	30	172.2291667	359.9875	87.2375	131.869	4999.971	5131.715	1007.977
444	6	21	5	30	172.2291667	287.07833	92.82833	1043.465	4003.755	5306.072	950.206
CGR1	6	21	5	31	172.2298611	179.98972	272.77028	131.868	4999.976	5131.714	1007.995
444	6	21	5	31	172.2298611	107.08056	267.18028	1043.466	4003.758	5306.111	950.361
CGR1	6	21	5	40	172.2361111	359.98889	87.23917	131.869	4999.974	5131.716	1007.973
444	6	21	5	40	172.2361111	287.07444	92.82806	1043.45	4003.75	5306.003	950.21
CGR1	6	21	5	41	172.2368056	179.98917	272.77028	131.869	4999.975	5131.714	1007.995
444	6	21	5	41	172.2368056	107.07556	267.17889	1043.45	4003.748	5306.022	950.338
CGR1	6	21	5	50	172.2430556	359.98806	87.23833	131.869	4999.973	5131.716	1007.975
444	6	21	5	50	172.2430556	287.06889	92.82806	1043.432	4003.736	5305.9	950.212
CGR1	6	21	5	51	172.24375	179.98833	272.76972	131.869	4999.973	5131.715	1007.994
444	6	21	5	51	172.24375	107.07056	267.17806	1043.434	4003.737	5305.928	950.323
CGR1	6	21	6	0	172.25	359.98806	87.23806	131.869	4999.972	5131.715	1007.976
CGR1	6	21	6	1	172.2506944	179.98944	272.76944	131.869	4999.976	5131.715	1007.993
444	6	21	6	1	172.2506944	107.06472	267.17694	1043.417	4003.724	5305.824	950.304
CGR1	6	21	6	10	172.2569444	359.98861	87.23722	131.869	4999.974	5131.716	1007.977
444	6	21	6	10	172.2569444	287.05861	92.83056	1043.402	4003.711	5305.709	950.168
CGR1	6	21	6	11	172.2576389	179.98917	272.77306	131.869	4999.975	5131.714	1008.001
444	6	21	6	11	172.2576389	107.06083	267.17833	1043.401	4003.717	5305.75	950.331
CGR1	6	21	6	20	172.2638889	359.98806	87.23722	131.869	4999.973	5131.715	1007.977
444	6	21	6	20	172.2638889	287.05222	92.83083	1043.384	4003.696	5305.596	950.165
CGR1	6	21	6	21	172.2645833	179.9875	272.77	131.869	4999.971	5131.715	1007.994
444	6	21	6	21	172.2645833	107.05528	267.17472	1043.386	4003.705	5305.651	950.264
CGR1	6	21	6	30	172.2708333	359.98889	87.235	131.869	4999.975	5131.715	1007.983
444	6	21	6	30	172.2708333	287.04806	92.83056	1043.368	4003.687	5305.516	950.169
CGR1	6	21	6	31	172.2715278	179.98833	272.77361	131.869	4999.973	5131.715	1008.002
444	6	21	6	31	172.2715278	107.05	267.175	1043.369	4003.692	5305.551	950.274
CGR1	6	21	6	40	172.2777778	359.98806	87.23722	131.869	4999.973	5131.715	1007.977
444	6	21	6	40	172.2777778	287.04333	92.83028	1043.35	4003.679	5305.428	950.173
CGR1	6	21	6	41	172.2784722	179.98833	272.77056	131.869	4999.973	5131.714	1007.995
444	6	21	6	41	172.2784722	107.04306	267.17722	1043.351	4003.671	5305.426	950.311
CGR1	6	21	6	50	172.2847222	359.98806	87.23833	131.869	4999.972	5131.716	1007.975
444	6	21	6	50	172.2847222	287.03667	92.83056	1043.334	4003.66	5305.31	950.17
CGR1	6	21	6	51	172.2854167	179.98917	272.76972	131.869	4999.975	5131.715	1007.993
444	6	21	6	51	172.2854167	107.03889	267.17778	1043.335	4003.662	5305.348	950.324
CGR1	6	21	7	0	172.2916667	359.98694	87.23722	131.869	4999.97	5131.716	1007.977
444	6	21	7	0	172.2916667	287.0325	92.82861	1043.317	4003.652	5305.231	950.207
CGR1	6	21	7	1	172.2923611	179.98944	272.76972	131.869	4999.976	5131.715	1007.993
444	6	21	7	1	172.2923611	107.03472	267.17472	1043.317	4003.661	5305.273	950.267
CGR1	6	21	7	10	172.2986111	359.98778	87.23667	131.869	4999.972	5131.716	1007.979
444	6	21	7	10	172.2986111	287.02806	92.83028	1043.299	4003.647	5305.148	950.179
CGR1	6	21	7	11	172.2993056	179.98944	272.76889	131.869	4999.976	5131.715	1007.992
444	6	21	7	11	172.2993056	107.02944	267.17306	1043.299	4003.651	5305.173	950.238
CGR1	6	21	7	20	172.3055556	359.9875	87.23944	131.869	4999.972	5131.716	1007.972
444	6	21	7	20	172.3055556	287.0225	92.8325	1043.282	4003.636	5305.047	950.139
CGR1	6	21	7	21	172.30625	179.98833	272.76944	131.869	4999.973	5131.714	1007.993
444	6	21	7	21	172.30625	107.025	267.17389	1043.282	4003.643	5305.092	950.256
CGR1	6	21	7	30	172.3125	359.98528	87.23694	131.868	4999.966	5131.715	1007.978
444	6	21	7	30	172.3125	287.01806	92.83472	1043.265	4003.63	5304.963	950.097
CGR1	6	21	7	31	172.3131944	179.98889	272.77083	131.868	4999.974	5131.714	1007.996
444	6	21	7	31	172.3131944	107.02111	267.1725	1043.262	4003.643	5305.018	950.23
CGR1	6	21	7	40	172.3194444	359.98833	87.23861	131.869	4999.973	5131.715	1007.974
444	6	21	7	40	172.3194444	287.01556	92.8325	1043.249	4003.629	5304.915	950.139
CGR1	6	21	7	41	172.3201389	179.98889	272.76972	131.869	4999.975	5131.714	1007.993
CGR1	6	21	7	50	172.3263889	359.98639	87.23833	131.869	4999.969	5131.715	1007.975
444	6	21	7	50	172.3263889	287.00806	92.83389	1043.232	4003.608	5304.781	950.116
CGR1	6	21	7	51	172.3270833	179.98917	272.77139	131.868	4999.975	5131.714	1007.998
444	6	21	7	51	172.3270833	107.01056	267.17306	1043.233	4003.615	5304.828	950.242
CGR1	6	21	8	0	172.3333333	359.98806	87.2375	131.869	4999.972	5131.715	1007.977
CGR1	6	21	8	1	172.3340278	179.98972	272.77111	131.868	4999.977	5131.714	1007.996
444	6	21	8	1	172.3340278	107.00667	267.17361	1043.214	4003.611	5304.752	950.255
CGR1	6	21	8	10	172.3402778	359.99028	87.23917	131.869	4999.978	5131.716	1007.973
CGR1	6	21	8	11	172.3409722	179.99056	272.77	131.869	4999.978	5131.714	1007.994
444	6	21	8	11	172.3409722	107.00361	267.17111	1043.199	4003.611	5304.694	950.208
CGR1	6	21	8	20	172.3472222	359.99056	87.23833	131.869	4999.978	5131.715	1007.975
444	6	21	8	20	172.3472222	286.99583	92.83611	1043.182	4003.592	5304.555	950.077
CGR1	6	21	8	21	172.3479167	179.99083	272.76861	131.869	4999.979	5131.715	1007.991
444	6	21	8	21	172.3479167	106.99722	267.17056	1043.181	4003.595	5304.581	950.199
CGR1	6	21	8	30	172.3541667	359.99167	87.23889	131.869	4999.981	5131.716	1007.974
444	6	21	8	30	172.3541667	286.99194	92.83583	1043.167	4003.586	5304.481	950.086
CGR1	6	21	8	31	172.3548611	179.9925	272.77028	131.869	4999.983	5131.714	1007.995
444	6	21	8	31	172.3548611	106.99472	267.17167	1043.167	4003.595	5304.533	950.223
CGR1	6	21	8	40	172.3611111	359.99056	87.23722	131.869	4999.978	5131.716	1007.977
444	6	21	8	40	172.3611111	286.98917	92.83583	1043.151	4003.585	5304.428	950.086
CGR1	6	21	8	41	172.3618056	179.99333	272.77	131.869	4999.985	5131.714	1007.994
444	6	21	8	41	172.3618056	106.99194	267.17028	1043.149	4003.598	5304.479	950.197
CGR1	6	21	8	50	172.3680556	359.99556	87.24028	131.869	4999.99	5131.716	1007.97
444	6	21	8	50	172.3680556	286.98917	92.83806	1043.133	4003.606	5304.425	950.043
CGR1	6	21	8	51	172.36875	179.99722	272.77139	131.869	4999.994	5131.714	1007.997
444	6	21	8	51	172.36875	106.98972	267.17083	1043.133	4003.601	5304.435	950.209
CGR1	6	21	9	0	172.375	359.99722	87.24056	131.869	4999.994	5131.716	1007.969
444	6	21	9	0	172.375	286.98528	92.83528	1043.118	4003.597	5304.35	950.097
CGR1	6	21	9	1	172.3756944	179.99806	272.77083	131.869	4999.996	5131.715	1007.996
444	6	21	9	1	172.3756944	106.985	267.17	1043.116	4003.592	5304.346	950.19
CGR1	6	21	9	10	172.3819444	359.98722	87.23639	131.869	4999.971	5131.715	1007.979
444	6	21	9	10	172.3819444	286.97083	92.83694	1043.102	4003.537	5304.095	950.068
CGR1	6	21	9	11	172.3826389	179.98944	272.76889	131.869	4999.975	5131.715	1007.992
444	6	21	9	11	172.3826389	106.97222	267.16861	1043.101	4003.54	5304.118	950.168
CGR1	6	21	9	20	172.3888889	359.99028	87.23667	131.869	4999.977	5131.715	1007.979
444	6	21	9	20	172.3888889	286.96833	92.83667	1043.085	4003.539	5304.047	950.071
CGR1	6	21	9	21	172.3895833	179.99028	272.77194	131.869	4999.978	5131.714	1007.998
444	6	21	9	21	172.3895833	106.97139	267.16917	1043.086	4003.549	5304.1	950.179
CGR1	6	21	9	30	172.3958333	359.99222	87.23778	131.869	4999.982	5131.716	1007.976
