Output order: Pnt Id	month	day	hour	min	dec day	 Hz	 V	 Sd	 East	 North	 Elev
CGR1	6	18	7	31	169.3131944	179.98444	272.76944	131.87	4999.964	5131.716	1007.993
444	6	18	7	31	169.3131944	109.135	267.28694	1050.267	4008.868	5343.891	951.982
CGR1	6	18	7	45	169.3229167	359.98472	87.23972	131.87	4999.965	5131.716	1007.972
444	6	18	7	45	169.3229167	289.12694	92.72194	1050.247	4008.844	5343.739	951.819
CGR1	6	18	7	46	169.3236111	179.98389	272.77111	131.869	4999.963	5131.715	1007.997
444	6	18	7	46	169.3236111	109.12917	267.28528	1050.245	4008.854	5343.781	951.95
CGR1	6	18	8	0	169.3333333	359.98333	87.23806	131.87	4999.962	5131.716	1007.975
444	6	18	8	0	169.3333333	289.11667	92.72472	1050.22	4008.81	5343.553	951.771
CGR1	6	18	8	1	169.3340278	179.98444	272.77222	131.87	4999.964	5131.716	1007.999
444	6	18	8	1	169.3340278	109.11917	267.28333	1050.222	4008.817	5343.6	951.916
CGR1	6	18	8	15	169.34375	359.98528	87.2375	131.869	4999.966	5131.716	1007.977
444	6	18	8	15	169.34375	289.11139	92.72278	1050.202	4008.794	5343.458	951.807
CGR1	6	18	8	16	169.3444444	179.98583	272.77111	131.869	4999.967	5131.715	1007.997
444	6	18	8	16	169.3444444	109.11444	267.28611	1050.202	4008.805	5343.512	951.969
CGR1	6	18	8	30	169.3541667	359.98556	87.23417	131.87	4999.967	5131.716	1007.985
444	6	18	8	30	169.3541667	289.10278	92.72278	1050.178	4008.766	5343.301	951.808
CGR1	6	18	8	31	169.3548611	179.98583	272.77222	131.87	4999.968	5131.715	1007.999
444	6	18	8	31	169.3548611	109.10694	267.28611	1050.175	4008.785	5343.373	951.97
