Output order: Pnt Id	month	day	hour	min	dec day	 Hz	 V	 Sd	 East	 North	 Elev
444	6	22	12	31	173.5215278	106.21472	267.11861	1040.636	4002.015	5290.22	949.38
CGR1	6	22	12	40	173.5277778	359.98833	87.2375	131.869	4999.974	5131.716	1007.977
444	6	22	12	40	173.5277778	286.20722	92.89	1040.623	4001.996	5290.083	949.227
CGR1	6	22	12	41	173.5284722	179.98806	272.76861	131.869	4999.973	5131.715	1007.991
444	6	22	12	41	173.5284722	106.20972	267.11917	1040.623	4002	5290.129	949.392
CGR1	6	22	12	50	173.5347222	359.98917	87.23889	131.869	4999.975	5131.716	1007.973
444	6	22	12	50	173.5347222	286.20333	92.88694	1040.614	4001.982	5290.014	949.284
CGR1	6	22	12	51	173.5354167	179.99111	272.77	131.869	4999.979	5131.715	1007.994
444	6	22	12	51	173.5354167	106.20306	267.11833	1040.612	4001.978	5290.01	949.379
CGR1	6	22	13	0	173.5416667	359.98778	87.23667	131.869	4999.972	5131.716	1007.979
444	6	22	13	0	173.5416667	286.19917	92.89	1040.598	4001.98	5289.939	949.228
CGR1	6	22	13	1	173.5423611	179.99	272.76889	131.869	4999.977	5131.715	1007.992
444	6	22	13	1	173.5423611	106.20167	267.11528	1040.594	4001.991	5289.981	949.325
CGR1	6	22	13	10	173.5486111	359.98861	87.23639	131.869	4999.974	5131.716	1007.979
444	6	22	13	10	173.5486111	286.195	92.88861	1040.585	4001.97	5289.862	949.253
CGR1	6	22	13	11	173.5493056	179.98806	272.76944	131.869	4999.972	5131.715	1007.993
444	6	22	13	11	173.5493056	106.19611	267.11806	1040.581	4001.974	5289.881	949.373
CGR1	6	22	13	20	173.5555556	359.98667	87.23694	131.869	4999.969	5131.716	1007.978
444	6	22	13	20	173.5555556	286.18972	92.88639	1040.573	4001.953	5289.768	949.295
CGR1	6	22	13	21	173.55625	179.98806	272.7675	131.869	4999.973	5131.715	1007.988
444	6	22	13	21	173.55625	106.19139	267.11667	1040.572	4001.959	5289.795	949.351
CGR1	6	22	13	30	173.5625	359.98556	87.23889	131.869	4999.967	5131.716	1007.974
444	6	22	13	30	173.5625	286.18472	92.88722	1040.557	4001.943	5289.676	949.28
CGR1	6	22	13	31	173.5631944	179.98694	272.76806	131.869	4999.97	5131.715	1007.989
444	6	22	13	31	173.5631944	106.18694	267.1175	1040.553	4001.954	5289.714	949.368
CGR1	6	22	13	40	173.5694444	359.98667	87.2375	131.869	4999.969	5131.716	1007.977
444	6	22	13	40	173.5694444	286.18139	92.89028	1040.542	4001.943	5289.609	949.224
CGR1	6	22	13	41	173.5701389	179.98639	272.77056	131.869	4999.969	5131.715	1007.995
444	6	22	13	41	173.5701389	106.18389	267.11611	1040.54	4001.953	5289.658	949.343
CGR1	6	22	13	50	173.5763889	359.98806	87.24306	131.869	4999.973	5131.717	1007.964
444	6	22	13	50	173.5763889	286.17806	92.89333	1040.53	4001.942	5289.55	949.171
CGR1	6	22	13	51	173.5770833	179.9875	272.77083	131.869	4999.971	5131.714	1007.996
444	6	22	13	51	173.5770833	106.18056	267.11667	1040.527	4001.947	5289.592	949.355
CGR1	6	22	14	0	173.5833333	359.98667	87.23889	131.869	4999.969	5131.716	1007.974
444	6	22	14	0	173.5833333	286.1725	92.89278	1040.518	4001.924	5289.45	949.182
CGR1	6	22	14	1	173.5840278	179.98889	272.77028	131.869	4999.975	5131.715	1007.994
444	6	22	14	1	173.5840278	106.17556	267.11472	1040.513	4001.937	5289.501	949.319
CGR1	6	22	14	10	173.5902778	359.98778	87.23972	131.869	4999.972	5131.715	1007.972
444	6	22	14	10	173.5902778	286.16972	92.895	1040.5	4001.929	5289.393	949.141
CGR1	6	22	14	11	173.5909722	179.98778	272.77083	131.869	4999.972	5131.714	1007.996
444	6	22	14	11	173.5909722	106.17083	267.11417	1040.498	4001.929	5289.417	949.309
CGR1	6	22	14	20	173.5972222	359.98806	87.23917	131.869	4999.972	5131.716	1007.973
444	6	22	14	20	173.5972222	286.16472	92.89222	1040.488	4001.912	5289.304	949.192
CGR1	6	22	14	21	173.5979167	179.98861	272.76861	131.869	4999.974	5131.714	1007.991
444	6	22	14	21	173.5979167	106.16694	267.11472	1040.486	4001.92	5289.345	949.318
CGR1	6	22	14	30	173.6041667	359.98778	87.23778	131.869	4999.972	5131.715	1007.976
444	6	22	14	30	173.6041667	286.15972	92.89361	1040.476	4001.901	5289.217	949.167
CGR1	6	22	14	31	173.6048611	179.98806	272.76917	131.869	4999.973	5131.715	1007.992
444	6	22	14	31	173.6048611	106.1625	267.11278	1040.472	4001.912	5289.264	949.284
CGR1	6	22	14	40	173.6111111	359.98861	87.23944	131.869	4999.974	5131.716	1007.973
444	6	22	14	40	173.6111111	286.1575	92.89361	1040.462	4001.902	5289.17	949.168
CGR1	6	22	14	41	173.6118056	179.98722	272.76917	131.869	4999.971	5131.715	1007.992
444	6	22	14	41	173.6118056	106.15778	267.115	1040.459	4001.899	5289.18	949.328
CGR1	6	22	14	50	173.6180556	359.98778	87.23861	131.869	4999.972	5131.715	1007.974
444	6	22	14	50	173.6180556	286.15194	92.89583	1040.451	4001.887	5289.072	949.132
CGR1	6	22	14	51	173.61875	179.98833	272.77	131.868	4999.973	5131.714	1007.994
444	6	22	14	51	173.61875	106.15222	267.11361	1040.446	4001.885	5289.077	949.302
CGR1	6	22	15	0	173.625	359.98806	87.23667	131.869	4999.973	5131.715	1007.979
444	6	22	15	0	173.625	286.14611	92.89472	1040.436	4001.87	5288.964	949.151
CGR1	6	22	15	1	173.6256944	179.98917	272.77222	131.868	4999.975	5131.714	1007.999
444	6	22	15	1	173.6256944	106.14861	267.11222	1040.432	4001.881	5289.01	949.276
CGR1	6	22	15	10	173.6319444	359.98694	87.23833	131.869	4999.97	5131.716	1007.975
444	6	22	15	10	173.6319444	286.14278	92.89556	1040.424	4001.867	5288.905	949.135
CGR1	6	22	15	11	173.6326389	179.98778	272.76972	131.868	4999.972	5131.714	1007.994
444	6	22	15	11	173.6326389	106.14472	267.11167	1040.418	4001.875	5288.937	949.265
CGR1	6	22	15	20	173.6388889	359.98806	87.23889	131.869	4999.972	5131.716	1007.974
444	6	22	15	20	173.6388889	286.13694	92.89361	1040.411	4001.849	5288.802	949.169
CGR1	6	22	15	21	173.6395833	179.98861	272.76833	131.869	4999.974	5131.714	1007.99
444	6	22	15	21	173.6395833	106.14167	267.11333	1040.406	4001.87	5288.882	949.3
CGR1	6	22	15	30	173.6458333	359.98806	87.23972	131.868	4999.972	5131.715	1007.972
444	6	22	15	30	173.6458333	286.13472	92.89472	1040.398	4001.85	5288.757	949.154
CGR1	6	22	15	31	173.6465278	179.98861	272.77	131.868	4999.974	5131.714	1007.994
444	6	22	15	31	173.6465278	106.13556	267.11194	1040.393	4001.853	5288.771	949.275
CGR1	6	22	15	40	173.6527778	359.98806	87.23806	131.868	4999.973	5131.715	1007.975
444	6	22	15	40	173.6527778	286.12944	92.89722	1040.381	4001.843	5288.662	949.11
CGR1	6	22	15	41	173.6534722	179.98861	272.77	131.868	4999.974	5131.714	1007.994
444	6	22	15	41	173.6534722	106.13278	267.11056	1040.38	4001.854	5288.721	949.251
CGR1	6	22	15	50	173.6597222	359.98861	87.2375	131.869	4999.974	5131.715	1007.977
444	6	22	15	50	173.6597222	286.12444	92.89611	1040.37	4001.826	5288.569	949.128
CGR1	6	22	15	51	173.6604167	179.98917	272.76694	131.869	4999.975	5131.715	1007.987
444	6	22	15	51	173.6604167	106.12667	267.11083	1040.364	4001.837	5288.607	949.253
CGR1	6	22	16	0	173.6666667	359.9875	87.23528	131.869	4999.972	5131.715	1007.981
444	6	22	16	0	173.6666667	286.11972	92.89528	1040.358	4001.814	5288.485	949.142
CGR1	6	22	16	1	173.6673611	179.98889	272.76944	131.869	4999.974	5131.715	1007.993
444	6	22	16	1	173.6673611	106.12139	267.11389	1040.351	4001.82	5288.514	949.309
CGR1	6	22	16	10	173.6736111	359.98861	87.23861	131.869	4999.974	5131.716	1007.974
444	6	22	16	10	173.6736111	286.11556	92.8975	1040.344	4001.808	5288.407	949.105
CGR1	6	22	16	11	173.6743056	179.98806	272.76944	131.869	4999.973	5131.714	1007.993
444	6	22	16	11	173.6743056	106.11667	267.11028	1040.339	4001.812	5288.428	949.249
CGR1	6	22	16	20	173.6805556	359.98806	87.23833	131.868	4999.972	5131.715	1007.975
444	6	22	16	20	173.6805556	286.11139	92.89667	1040.329	4001.801	5288.333	949.122
CGR1	6	22	16	21	173.68125	179.98861	272.76861	131.869	4999.974	5131.714	1007.991
444	6	22	16	21	173.68125	106.11222	267.11	1040.326	4001.801	5288.346	949.24
CGR1	6	22	16	30	173.6875	359.98833	87.23861	131.869	4999.974	5131.716	1007.974
444	6	22	16	30	173.6875	286.10694	92.89806	1040.316	4001.792	5288.252	949.098
CGR1	6	22	16	31	173.6881944	179.98889	272.76861	131.869	4999.974	5131.715	1007.991
444	6	22	16	31	173.6881944	106.10806	267.10944	1040.312	4001.795	5288.269	949.231
CGR1	6	22	16	40	173.6944444	359.98722	87.23806	131.869	4999.971	5131.716	1007.975
444	6	22	16	40	173.6944444	286.10278	92.89861	1040.299	4001.787	5288.17	949.086
CGR1	6	22	16	41	173.6951389	179.98861	272.76917	131.869	4999.974	5131.715	1007.992
444	6	22	16	41	173.6951389	106.10444	267.11028	1040.297	4001.79	5288.203	949.246
CGR1	6	22	16	50	173.7013889	359.98917	87.23806	131.869	4999.975	5131.716	1007.975
444	6	22	16	50	173.7013889	286.0975	92.89889	1040.288	4001.772	5288.078	949.083
CGR1	6	22	16	51	173.7020833	179.98917	272.76778	131.869	4999.975	5131.715	1007.989
444	6	22	16	51	173.7020833	106.09972	267.10972	1040.285	4001.778	5288.116	949.238
CGR1	6	22	17	0	173.7083333	359.98917	87.2375	131.869	4999.975	5131.715	1007.976
444	6	22	17	0	173.7083333	286.09306	92.89833	1040.271	4001.765	5287.994	949.095
CGR1	6	22	17	1	173.7090278	179.98778	272.77111	131.869	4999.972	5131.714	1007.997
444	6	22	17	1	173.7090278	106.09472	267.10889	1040.27	4001.767	5288.024	949.225
CGR1	6	22	17	10	173.7152778	359.98972	87.23861	131.869	4999.976	5131.716	1007.974
444	6	22	17	10	173.7152778	286.08833	92.89944	1040.259	4001.755	5287.911	949.074
CGR1	6	22	17	11	173.7159722	179.98917	272.77056	131.868	4999.975	5131.714	1007.995
444	6	22	17	11	173.7159722	106.09083	267.10972	1040.256	4001.762	5287.954	949.243
CGR1	6	22	17	20	173.7222222	359.98861	87.23722	131.869	4999.974	5131.715	1007.977
444	6	22	17	20	173.7222222	286.08472	92.89944	1040.243	4001.75	5287.841	949.077
CGR1	6	22	17	21	173.7229167	179.99	272.76917	131.869	4999.977	5131.715	1007.992
444	6	22	17	21	173.7229167	106.08667	267.1075	1040.243	4001.755	5287.879	949.201
CGR1	6	22	17	30	173.7291667	359.98861	87.2375	131.869	4999.974	5131.716	1007.977
444	6	22	17	30	173.7291667	286.08	92.9	1040.231	4001.74	5287.756	949.067
CGR1	6	22	17	31	173.7298611	179.98889	272.77083	131.869	4999.975	5131.714	1007.996
444	6	22	17	31	173.7298611	106.08194	267.10694	1040.23	4001.743	5287.791	949.192
CGR1	6	22	17	40	173.7361111	359.98833	87.23806	131.869	4999.973	5131.715	1007.976
444	6	22	17	40	173.7361111	286.07528	92.89972	1040.217	4001.729	5287.669	949.071
CGR1	6	22	17	41	173.7368056	179.98972	272.77	131.869	4999.977	5131.715	1007.994
444	6	22	17	41	173.7368056	106.07778	267.10694	1040.214	4001.739	5287.716	949.19
CGR1	6	22	17	50	173.7430556	359.98833	87.23722	131.869	4999.973	5131.716	1007.977
444	6	22	17	50	173.7430556	286.07056	92.90083	1040.205	4001.718	5287.584	949.053
CGR1	6	22	17	51	173.74375	179.98917	272.77083	131.869	4999.975	5131.714	1007.996
444	6	22	17	51	173.74375	106.07194	267.10611	1040.201	4001.723	5287.611	949.18
CGR1	6	22	18	0	173.75	359.98778	87.23611	131.869	4999.972	5131.715	1007.98
444	6	22	18	0	173.75	286.06611	92.89917	1040.188	4001.711	5287.501	949.082
CGR1	6	22	18	1	173.7506944	179.98778	272.76944	131.869	4999.972	5131.715	1007.993
444	6	22	18	1	173.7506944	106.06861	267.10583	1040.186	4001.721	5287.546	949.176
CGR1	6	22	18	10	173.7569444	359.98889	87.24	131.869	4999.974	5131.716	1007.971
444	6	22	18	10	173.7569444	286.06083	92.90028	1040.174	4001.699	5287.408	949.062
CGR1	6	22	18	11	173.7576389	179.98806	272.76944	131.869	4999.973	5131.714	1007.993
CGR1	6	22	18	20	173.7638889	359.98778	87.23806	131.869	4999.972	5131.715	1007.976
444	6	22	18	20	173.7638889	286.05639	92.90139	1040.158	4001.693	5287.326	949.046
CGR1	6	22	18	21	173.7645833	179.98944	272.77028	131.868	4999.976	5131.714	1007.995
444	6	22	18	21	173.7645833	106.05722	267.10528	1040.157	4001.692	5287.339	949.167
CGR1	6	22	18	30	173.7708333	359.98722	87.23722	131.869	4999.971	5131.716	1007.977
444	6	22	18	30	173.7708333	286.05083	92.90194	1040.142	4001.68	5287.224	949.033
CGR1	6	22	18	31	173.7715278	179.98778	272.76944	131.869	4999.972	5131.715	1007.993
CGR1	6	22	18	40	173.7777778	359.98889	87.23611	131.869	4999.974	5131.715	1007.98
444	6	22	18	40	173.7777778	286.04472	92.90167	1040.123	4001.668	5287.114	949.039
CGR1	6	22	18	41	173.7784722	179.98861	272.77	131.869	4999.974	5131.715	1007.994
444	6	22	18	41	173.7784722	106.04778	267.10583	1040.123	4001.676	5287.167	949.175
CGR1	6	22	18	50	173.7847222	359.98833	87.23861	131.869	4999.973	5131.716	1007.974
444	6	22	18	50	173.7847222	286.04111	92.89917	1040.115	4001.655	5287.044	949.085
CGR1	6	22	18	51	173.7854167	179.98806	272.77028	131.869	4999.973	5131.715	1007.995
444	6	22	18	51	173.7854167	106.04306	267.10667	1040.109	4001.665	5287.081	949.193
CGR1	6	22	19	0	173.7916667	359.98833	87.23806	131.869	4999.973	5131.716	1007.975
444	6	22	19	0	173.7916667	286.03639	92.90056	1040.097	4001.651	5286.959	949.063
CGR1	6	22	19	1	173.7923611	179.98806	272.76944	131.869	4999.973	5131.715	1007.993
444	6	22	19	1	173.7923611	106.03944	267.10639	1040.095	4001.662	5287.014	949.187
CGR1	6	22	19	10	173.7986111	359.98722	87.23778	131.869	4999.971	5131.715	1007.976
444	6	22	19	10	173.7986111	286.0325	92.90333	1040.083	4001.646	5286.885	949.014
CGR1	6	22	19	11	173.7993056	179.98889	272.77	131.869	4999.975	5131.714	1007.994
444	6	22	19	11	173.7993056	106.03389	267.10333	1040.077	4001.653	5286.909	949.136
CGR1	6	22	19	20	173.8055556	359.98778	87.23806	131.869	4999.972	5131.715	1007.976
444	6	22	19	20	173.8055556	286.02667	92.90222	1040.066	4001.633	5286.782	949.034
CGR1	6	22	19	21	173.80625	179.9875	272.77278	131.869	4999.971	5131.714	1008
444	6	22	19	21	173.80625	106.02972	267.10417	1040.066	4001.642	5286.835	949.15
CGR1	6	22	19	30	173.8125	359.98944	87.23833	131.869	4999.976	5131.715	1007.975
444	6	22	19	30	173.8125	286.02167	92.90083	1040.048	4001.624	5286.69	949.06
CGR1	6	22	19	31	173.8131944	179.98944	272.76944	131.869	4999.976	5131.715	1007.993
444	6	22	19	31	173.8131944	106.02639	267.10361	1040.048	4001.642	5286.771	949.14
CGR1	6	22	19	40	173.8194444	359.98861	87.23833	131.869	4999.974	5131.716	1007.975
444	6	22	19	40	173.8194444	286.01833	92.90444	1040.036	4001.622	5286.629	948.995
CGR1	6	22	19	41	173.8201389	179.98778	272.76861	131.869	4999.972	5131.715	1007.991
444	6	22	19	41	173.8201389	106.02139	267.1025	1040.034	4001.633	5286.682	949.12
CGR1	6	22	19	50	173.8263889	359.98917	87.23917	131.869	4999.975	5131.716	1007.973
444	6	22	19	50	173.8263889	286.01472	92.9075	1040.021	4001.621	5286.56	948.942
CGR1	6	22	19	51	173.8270833	179.98917	272.77222	131.868	4999.975	5131.714	1007.999
444	6	22	19	51	173.8270833	106.01694	267.10222	1040.017	4001.626	5286.597	949.117
CGR1	6	22	20	0	173.8333333	359.98833	87.23861	131.869	4999.973	5131.716	1007.974
444	6	22	20	0	173.8333333	286.01028	92.90806	1040.004	4001.615	5286.476	948.928
CGR1	6	22	20	1	173.8340278	179.98861	272.76944	131.869	4999.974	5131.714	1007.993
444	6	22	20	1	173.8340278	106.01167	267.10139	1040.005	4001.613	5286.505	949.103
CGR1	6	22	20	10	173.8402778	359.98861	87.23694	131.869	4999.974	5131.715	1007.978
444	6	22	20	10	173.8402778	286.005	92.9075	1039.992	4001.599	5286.379	948.943
CGR1	6	22	20	11	173.8409722	179.98917	272.77	131.869	4999.975	5131.715	1007.994
444	6	22	20	11	173.8409722	106.0075	267.10111	1039.986	4001.611	5286.426	949.096
CGR1	6	22	20	20	173.8472222	359.98694	87.23556	131.869	4999.97	5131.716	1007.981
444	6	22	20	20	173.8472222	285.99889	92.90472	1039.976	4001.583	5286.272	948.991
CGR1	6	22	20	21	173.8479167	179.985	272.77417	131.869	4999.966	5131.714	1008.003
444	6	22	20	21	173.8479167	106.00167	267.10056	1039.974	4001.594	5286.322	949.087
CGR1	6	22	20	30	173.8541667	359.9875	87.23417	131.869	4999.971	5131.715	1007.984
CGR1	6	22	20	31	173.8548611	179.9875	272.76972	131.869	4999.971	5131.715	1007.993
444	6	22	20	31	173.8548611	105.99667	267.10028	1039.958	4001.584	5286.229	949.086
CGR1	6	22	20	40	173.8611111	359.98917	87.23583	131.869	4999.975	5131.715	1007.98
444	6	22	20	40	173.8611111	285.99056	92.90972	1039.943	4001.577	5286.115	948.902
CGR1	6	22	20	41	173.8618056	179.98722	272.77222	131.869	4999.971	5131.714	1007.999
444	6	22	20	41	173.8618056	105.9925	267.10028	1039.942	4001.579	5286.152	949.085
CGR1	6	22	20	50	173.8680556	359.98972	87.23639	131.869	4999.977	5131.715	1007.979
444	6	22	20	50	173.8680556	285.98833	92.90972	1039.931	4001.577	5286.072	948.904
CGR1	6	22	20	51	173.86875	179.98861	272.77	131.869	4999.974	5131.715	1007.994
444	6	22	20	51	173.86875	105.98889	267.09833	1039.929	4001.574	5286.083	949.051
CGR1	6	22	21	0	173.875	359.98833	87.23833	131.869	4999.973	5131.716	1007.975
444	6	22	21	0	173.875	285.98056	92.90667	1039.916	4001.55	5285.934	948.96
CGR1	6	22	21	1	173.8756944	179.98889	272.77139	131.869	4999.974	5131.714	1007.997
444	6	22	21	1	173.8756944	105.98333	267.09917	1039.916	4001.559	5285.987	949.069
CGR1	6	22	21	10	173.8819444	359.98917	87.23583	131.869	4999.975	5131.715	1007.981
444	6	22	21	10	173.8819444	285.97639	92.90667	1039.903	4001.541	5285.856	948.959
CGR1	6	22	21	11	173.8826389	179.98889	272.76944	131.869	4999.974	5131.715	1007.993
444	6	22	21	11	173.8826389	105.97667	267.09806	1039.9	4001.542	5285.864	949.045
CGR1	6	22	21	20	173.8888889	359.98667	87.23528	131.869	4999.97	5131.715	1007.982
444	6	22	21	20	173.8888889	285.97028	92.90639	1039.884	4001.529	5285.747	948.969
CGR1	6	22	21	21	173.8895833	179.9875	272.76833	131.869	4999.972	5131.715	1007.99
444	6	22	21	21	173.8895833	105.97222	267.09861	1039.882	4001.537	5285.783	949.056
CGR1	6	22	21	30	173.8958333	359.98806	87.23528	131.869	4999.973	5131.715	1007.982
444	6	22	21	30	173.8958333	285.96472	92.90667	1039.871	4001.514	5285.647	948.96
CGR1	6	22	21	31	173.8965278	179.9875	272.76833	131.869	4999.972	5131.715	1007.99
444	6	22	21	31	173.8965278	105.965	267.09972	1039.87	4001.512	5285.654	949.079
CGR1	6	22	21	40	173.9027778	359.98667	87.23667	131.869	4999.97	5131.716	1007.979
444	6	22	21	40	173.9027778	285.96111	92.90806	1039.854	4001.514	5285.581	948.936
CGR1	6	22	21	41	173.9034722	179.98667	272.7675	131.869	4999.969	5131.715	1007.988
444	6	22	21	41	173.9034722	105.96389	267.09778	1039.854	4001.522	5285.627	949.046
CGR1	6	22	21	50	173.9097222	359.98667	87.23889	131.869	4999.97	5131.716	1007.973
444	6	22	21	50	173.9097222	285.95639	92.90944	1039.839	4001.505	5285.49	948.916
CGR1	6	22	21	51	173.9104167	179.98667	272.77222	131.869	4999.969	5131.714	1007.999
444	6	22	21	51	173.9104167	105.95611	267.09889	1039.842	4001.494	5285.49	949.064
CGR1	6	22	22	0	173.9166667	359.98667	87.23667	131.869	4999.969	5131.715	1007.979
444	6	22	22	0	173.9166667	285.95222	92.91	1039.827	4001.498	5285.417	948.904
CGR1	6	22	22	1	173.9173611	179.9875	272.77	131.869	4999.971	5131.715	1007.994
444	6	22	22	1	173.9173611	105.95472	267.09583	1039.821	4001.51	5285.46	949.011
CGR1	6	22	22	10	173.9236111	359.98806	87.23889	131.869	4999.973	5131.716	1007.974
