t,x,y,z
2009-05-09T16:59:00Z,5759.03891731936,3175.99000351515,923.910193598304
2009-05-09T17:04:15Z,5759.0234212921,3176.00480428715,923.907495957295
2009-05-09T17:19:15Z,5759.07161103378,3176.19860893921,923.899862599782
2009-05-09T17:34:15Z,5759.01630363535,3176.35168184851,923.849156411505
2009-05-09T17:49:15Z,5758.94597859886,3176.49821983901,923.831247041194
2009-05-09T18:04:15Z,5758.98882244786,3176.68234227288,923.859606174288
2009-05-09T18:19:00Z,5758.93080588909,3176.83068413262,923.843308552624
2009-05-09T18:34:15Z,5758.95177380668,3177.0045142287,923.861267004418
2009-05-09T18:49:15Z,5758.87441127181,3177.14102318713,923.922493399238
2009-05-09T19:04:15Z,5758.84991597422,3177.29848715052,923.918104108947
2009-05-09T19:19:15Z,5758.79675793525,3177.44185722277,923.939520219969
2009-05-09T19:34:15Z,5758.72439594272,3177.57532571616,923.993645747184
2009-05-09T19:49:00Z,5758.74272288464,3177.74867037144,923.98401005836
2009-05-09T20:04:15Z,5758.66716073094,3177.878614822,924.077722146428
2009-05-09T20:34:15Z,5758.61204595756,3178.18124095893,924.159996542733
2009-05-09T20:49:15Z,5758.57247969781,3178.33225596559,924.172836925249
2009-05-09T21:04:15Z,5758.52909698369,3178.47451046807,924.214737319411
2009-05-09T21:57:30Z,5758.44983061212,3179.06114973812,924.381518261933
2009-05-09T22:04:15Z,5758.44857479325,3179.10445713943,924.357210912951
2009-05-09T22:19:15Z,5758.38363195427,3179.240228695,924.404345088814
2009-05-09T22:34:15Z,5758.39692178338,3179.41422668645,924.47235576259
2009-05-09T22:49:15Z,5758.35420913356,3179.56151557842,924.478191551743
2009-05-09T23:04:15Z,5758.2993191417,3179.70894204138,924.515231818803
2009-05-09T23:19:15Z,5758.27864288692,3179.86596521685,924.546932985994
2009-05-09T23:34:15Z,5758.2200051665,3180.01119026396,924.59944882893
2009-05-09T23:49:00Z,5758.14831141021,3180.15420133352,924.534911443824
2009-05-10T00:04:15Z,5758.20153371573,3180.34852734876,924.527211979727
2009-05-10T00:19:00Z,5758.16294647442,3180.50598335014,924.538512785753
2009-05-10T00:34:15Z,5758.12580614127,3180.66219237312,924.529077108618
2009-05-10T00:49:15Z,5758.1337648403,3180.83759466707,924.523102775667
2009-05-10T01:04:15Z,5758.09980748903,3180.99954563615,924.537939257863
2009-05-10T01:19:15Z,5758.06732497637,3181.16241454443,924.506288299358
2009-05-10T01:34:15Z,5758.07776851281,3181.34295137982,924.453972023554
2009-05-10T01:49:15Z,5757.98790821514,3181.48479719464,924.431046656665
2009-05-10T02:04:15Z,5757.95968324295,3181.65528600175,924.389292272178
2009-05-10T02:19:00Z,5757.99601867016,3181.84512237511,924.373100856917
2009-05-10T02:34:15Z,5757.9641309276,3182.01318009889,924.31411430787
2009-05-10T02:49:15Z,5757.94964374894,3182.1886159899,924.291289362604
2009-05-10T03:04:15Z,5757.91087773085,3182.35303950939,924.302859903714
2009-05-10T03:19:15Z,5757.95502601087,3182.55078809857,924.240383739361
2009-05-10T03:34:15Z,5757.89622305221,3182.70294796999,924.215682700905
2009-05-10T03:49:15Z,5757.8237066787,3182.85227872169,924.199692869565
2009-05-10T04:04:15Z,5757.86404279974,3183.04344658401,924.192123589125
2009-05-10T04:19:15Z,5757.8755342871,3183.22562906657,924.215631818197
2009-05-10T04:34:15Z,5757.8315514037,3183.38237293938,924.151322318992
2009-05-10T04:49:15Z,5757.77470953753,3183.53870506501,924.111282179686
2009-05-10T05:04:15Z,5757.78560554293,3183.71554867439,924.113973448493
2009-05-10T05:19:15Z,5757.76913625718,3183.87767097614,924.16986273251
2009-05-10T05:34:15Z,5757.77720801175,3184.05007659641,924.237783396605
2009-05-10T05:49:15Z,5757.70762539232,3184.19230343575,924.135536233135
2009-05-10T06:04:15Z,5757.68664808922,3184.35848899111,924.14004180287
2009-05-10T06:19:15Z,5757.64669261841,3184.50549728647,924.154462810374
2009-05-10T06:34:15Z,5757.62204666448,3184.66261321325,924.170733931884
2009-05-10T06:49:15Z,5757.60867293601,3184.82390097896,924.21276980978
2009-05-10T07:04:15Z,5757.50453871386,3184.94640204364,924.237578875932
2009-05-10T07:19:15Z,5757.52404969327,3185.11799396974,924.296670694795
2009-05-10T07:34:15Z,5757.48043318262,3185.26481476326,924.318000592979
2009-05-10T07:49:15Z,5757.38407493423,3185.39320668687,924.370388047399
2009-05-10T08:04:15Z,5757.44447470062,3185.58036294732,924.439714972961
2009-05-10T08:19:15Z,5757.3445019299,3185.69959639102,924.493533483302
2009-05-10T08:34:15Z,5757.29421490715,3185.84455845305,924.557829737015
2009-05-10T08:49:15Z,5757.25189055662,3185.99270687221,924.560266106774
2009-05-10T09:04:15Z,5757.22013510313,3186.14224593687,924.583209696478
2009-05-10T09:19:15Z,5757.21018594038,3186.30409442408,924.659511910764
2009-05-10T09:34:15Z,5757.13680011749,3186.43758141779,924.728866460237
2009-05-10T09:49:15Z,5757.08883862225,3186.58362181434,924.777670789356
2009-05-10T10:04:15Z,5757.05918486181,3186.7369903185,924.781808427585
2009-05-10T10:19:15Z,5757.04254551992,3186.89477719541,924.888938007178
2009-05-10T10:34:15Z,5756.96236010041,3187.033423547,924.817745672604
2009-05-10T10:49:15Z,5756.94913511638,3187.20080657737,924.832435698007
2009-05-10T11:04:15Z,5756.92556263224,3187.35958265226,924.858989943743
2009-05-10T11:19:15Z,5756.90954868617,3187.52693098467,924.885731993767
2009-05-10T11:34:15Z,5756.88473805173,3187.68863694024,924.88150540761
2009-05-10T11:49:15Z,5756.86276033835,3187.85466054898,924.867093341514
2009-05-10T12:04:15Z,5756.84738953719,3188.0204093527,924.847428996807
2009-05-10T12:19:15Z,5756.82474733588,3188.18798526813,924.867408874701
2009-05-10T12:34:15Z,5756.80074700592,3188.35434847427,924.837603421318
2009-05-10T12:49:15Z,5756.78839737833,3188.52613837512,924.83355957862
2009-05-10T13:04:15Z,5756.75280610216,3188.69132146352,924.767865915397
2009-05-10T13:19:15Z,5756.75282566072,3188.8734530747,924.717696495549
2009-05-10T13:34:15Z,5756.72511059498,3189.04418462745,924.676119765369
2009-05-10T13:49:15Z,5756.74324555071,3189.23177007172,924.637899732057
2009-05-10T14:04:15Z,5756.70863347279,3189.40341436176,924.596473398739
2009-05-10T14:19:15Z,5756.73235446555,3189.59976931195,924.560211625874
2009-05-10T14:34:15Z,5756.72448250227,3189.78286946716,924.486231590802
2009-05-10T14:49:15Z,5756.73372332169,3189.97605141263,924.407225690069
2009-05-10T15:04:15Z,5756.6764154353,3190.13531602108,924.331446651413
2009-05-10T15:19:15Z,5756.69711630134,3190.3320919374,924.307284420497
2009-05-10T15:38:45Z,5756.71187569257,3190.60070054514,924.205212775966
2009-05-10T15:49:15Z,5756.72317088743,3190.72007077504,924.135598822351
2009-05-10T16:04:15Z,5756.66560144702,3190.8821084801,924.133671695374
2009-05-10T16:19:15Z,5756.68820970766,3191.08304195548,924.04282545806
2009-05-10T16:34:15Z,5756.72840157555,3191.28844824023,923.917622088483
2009-05-10T16:49:15Z,5756.69240312781,3191.45427823036,923.924097656385
2009-05-10T17:04:15Z,5756.62984273815,3191.60823386394,923.909986860343
2009-05-10T17:19:15Z,5756.68004816736,3191.81175434147,923.865128674372
2009-05-10T17:49:15Z,5756.6240490771,3192.14050472529,923.8229369939
2009-05-10T19:32:15Z,5756.38302490941,3193.21891560874,923.848102296708
2009-05-10T19:49:15Z,5756.38168950142,3193.38808164464,923.939776411535
2009-05-10T20:25:45Z,5756.28312965668,3193.77172183659,923.961842869702
2009-05-10T20:34:15Z,5756.23728326044,3193.81706347076,924.013783575625
2009-05-10T20:49:15Z,5756.20224613259,3193.96268365571,924.007542636317
2009-05-10T21:04:15Z,5756.18772641128,3194.11680077398,924.068032500395
