Target	Dec Day	Hang	Vang	Dslope	HI	N local	E local	Z local
111	156.2722222	107.03667	267.34556	1063.115	1.62	3984.621	5311.143	952.461
111	156.28125	287.02806	92.66639	1063.092	1.62	3984.605	5310.98	952.242
111	156.2826389	107.03	267.34639	1063.091	1.62	3984.606	5311.016	952.478
111	156.2916667	287.02222	92.66583	1063.069	1.62	3984.595	5310.869	952.252
111	156.2930556	107.02028	267.34639	1063.066	1.62	3984.578	5310.841	952.482
111	156.3055556	287.0125	92.66556	1063.036	1.62	3984.574	5310.69	952.257
111	156.3069444	107.01417	267.34583	1063.03	1.62	3984.579	5310.72	952.473
111	156.3125	287.01028	92.66722	1063.02	1.62	3984.579	5310.647	952.23
111	156.3138889	107.00889	267.34611	1063.018	1.62	3984.562	5310.623	952.476
111	156.3229167	287.00139	92.66611	1062.996	1.62	3984.553	5310.483	952.248
111	156.3243056	107.0025	267.3425	1062.99	1.62	3984.557	5310.5	952.412
111	156.3333333	286.99417	92.66528	1062.971	1.62	3984.536	5310.345	952.266
111	156.3347222	106.99528	267.34417	1062.966	1.62	3984.539	5310.365	952.444
111	156.34375	286.98528	92.66389	1062.948	1.62	3984.509	5310.18	952.292
111	156.3451389	106.98917	267.34472	1062.943	1.62	3984.528	5310.251	952.456
111	156.3541667	286.98028	92.6675	1062.925	1.62	3984.507	5310.083	952.231
111	156.3555556	106.98194	267.34389	1062.919	1.62	3984.513	5310.118	952.438
111	156.3645833	286.97361	92.66722	1062.901	1.62	3984.494	5309.96	952.234
111	156.3659722	106.97583	267.3425	1062.898	1.62	3984.501	5310.003	952.416
111	156.3722222	286.96917	92.665	1062.882	1.62	3984.486	5309.878	952.278
111	156.375	286.96778	92.66556	1062.877	1.62	3984.484	5309.85	952.264
111	156.3763889	106.9675	267.3425	1062.877	1.62	3984.476	5309.85	952.414
111	156.3854167	286.95889	92.66722	1062.855	1.62	3984.458	5309.687	952.238
111	156.3868056	106.96222	267.34417	1062.851	1.62	3984.47	5309.746	952.446
111	156.3958333	286.95056	92.66556	1062.832	1.62	3984.434	5309.534	952.267
111	156.3972222	106.95444	267.34139	1062.827	1.62	3984.454	5309.603	952.397
111	156.40625	286.94333	92.66361	1062.811	1.62	3984.413	5309.397	952.307
111	156.4076389	106.94583	267.34361	1062.806	1.62	3984.425	5309.441	952.44
111	156.4166667	286.93806	92.6675	1062.789	1.62	3984.409	5309.297	952.234
111	156.4180556	106.94083	267.34417	1062.786	1.62	3984.417	5309.346	952.451
111	156.4270833	286.9325	92.6675	1062.764	1.62	3984.402	5309.189	952.238
111	156.4284722	106.93389	267.34167	1062.762	1.62	3984.404	5309.219	952.409
