176.7501968	502246.268	6782115.104	342.935
176.8751968	502245.818	6782114.793	342.947
177.0001968	502245.36	6782114.457	342.897
177.1251968	502244.896	6782114.155	342.908
177.2501968	502244.474	6782113.855	342.885
177.3751968	502244.063	6782113.569	342.879
177.5001968	502243.656	6782113.291	342.86
177.6251968	502243.243	6782112.997	342.836
177.7501968	502242.792	6782112.673	342.829
177.8751968	502242.319	6782112.357	342.833
178.0001968	502241.823	6782112.014	342.786
178.1251968	502241.363	6782111.7	342.8
178.2501968	502240.931	6782111.39	342.772
178.3751968	502240.516	6782111.099	342.76
178.5001968	502240.109	6782110.826	342.71
178.6251968	502239.697	6782110.529	342.712
178.7501968	502239.24	6782110.208	342.682
178.8751968	502238.764	6782109.871	342.671
179.0001968	502238.297	6782109.558	342.659
179.1251968	502237.85	6782109.261	342.661
179.2501968	502237.434	6782108.96	342.614
179.3751968	502237.044	6782108.671	342.609
179.5001968	502236.654	6782108.413	342.597
179.6251968	502236.265	6782108.135	342.598
179.7501968	502235.858	6782107.835	342.561
179.8751968	502235.421	6782107.518	342.549
180.0001968	502234.994	6782107.243	342.506
180.1251968	502234.568	6782106.943	342.521
180.2501968	502234.251	6782106.632	342.646
180.3751968	502233.786	6782106.39	342.482
180.5001968	502233.405	6782106.133	342.46
180.6251968	502233.026	6782105.862	342.45
180.7501968	502232.64	6782105.585	342.425
180.8751968	502232.243	6782105.292	342.406
181.1251968	502230.889	6782104.068	342.875
181.2501968	502231.096	6782104.491	342.352
181.3751968	502230.74	6782104.241	342.347
181.5001968	502230.373	6782103.982	342.326
181.6251968	502230.005	6782103.732	342.313
181.7501968	502229.614	6782103.454	342.288
181.8751968	502229.198	6782103.163	342.269
182.0001968	502228.773	6782102.873	342.245
182.1251968	502228.345	6782102.594	342.266
182.2501968	502227.933	6782102.296	342.217
182.3751968	502227.545	6782102.026	342.211
182.5001968	502227.161	6782101.765	342.197
182.6251968	502226.782	6782101.499	342.187
182.7501968	502226.392	6782101.229	342.161
182.8751968	502225.99	6782100.939	342.148
183.0001968	502225.61	6782100.671	342.112
183.1251968	502225.22	6782100.366	341.846
183.2501968	502224.817	6782100.117	342.1
183.3751968	502224.446	6782099.856	342.072
183.5001968	502224.08	6782099.6	342.067
183.6251968	502223.708	6782099.348	342.058
183.7501968	502223.332	6782099.075	342.032
183.8751968	502222.949	6782098.827	342.009
184.0001968	502222.558	6782098.541	341.995
184.1251968	502222.17	6782098.276	342.001
184.2501968	502221.786	6782098	341.962
184.3751968	502221.41	6782097.735	341.934
184.5001968	502221.036	6782097.484	341.929
184.6251968	502220.657	6782097.22	341.924
184.7501968	502220.268	6782096.945	341.894
184.8751968	502219.88	6782096.675	341.872
185.0001968	502219.497	6782096.403	341.836
185.1251968	502219.107	6782096.141	341.853
185.2501968	502218.729	6782095.868	341.819
185.3751968	502218.358	6782095.607	341.78
185.5001968	502217.99	6782095.352	341.77
185.6251968	502217.61	6782095.088	341.781
185.7501968	502217.211	6782094.81	341.75
185.8751968	502216.809	6782094.527	341.736
186.0001968	502216.4	6782094.247	341.712
186.1251968	502215.984	6782093.967	341.721
186.2501968	502215.579	6782093.676	341.696
186.3751968	502215.181	6782093.397	341.662
186.5001968	502214.78	6782093.13	341.659
186.6251968	502214.37	6782092.853	341.654
186.7501968	502213.942	6782092.555	341.63
186.8751968	502213.476	6782092.233	341.633
187.0001968	502213.033	6782091.912	341.536
187.1251968	502212.569	6782091.631	341.583
187.2501968	502212.131	6782091.32	341.565
187.3751968	502211.714	6782091.03	341.533
187.5001968	502211.31	6782090.753	341.514
187.6251968	502210.904	6782090.473	341.522
187.7501968	502210.479	6782090.173	341.493
187.8751968	502210.054	6782089.881	341.473
188.0001968	502209.624	6782089.596	341.462
188.1251968	502209.217	6782089.307	341.442
188.2501968	502208.821	6782089.021	341.417
188.3751968	502208.44	6782088.741	341.402
188.5001968	502208.076	6782088.488	341.371
188.6251968	502207.693	6782088.232	341.374
188.7501968	502207.261	6782087.93	341.352
188.8751968	502206.804	6782087.629	341.349
189.0001968	502206.336	6782087.319	341.373
189.1251968	502205.879	6782087	341.306
189.2501968	502205.41	6782086.68	341.284
189.3751968	502204.944	6782086.359	341.292
189.5001968	502204.467	6782086.04	341.265
189.6251968	502203.954	6782085.694	341.266
189.7501968	502203.363	6782085.304	341.259
189.8751968	502202.705	6782084.872	341.281
190.0001968	502202.063	6782084.429	341.232
190.1251968	502201.339	6782083.985	341.25
190.2501968	502200.667	6782083.56	341.235
190.3751968	502199.974	6782083.124	341.336
190.5001968	502199.415	6782082.707	341.198
190.6251968	502198.782	6782082.263	341.199
190.7501968	502198.071	6782081.806	341.213
190.8751968	502197.328	6782081.332	341.233
191.0001968	502196.657	6782080.893	341.2
191.1251968	502196.014	6782080.46	341.17
191.2501968	502195.42	6782080.04	341.133
191.3751968	502194.874	6782079.653	341.153
191.5001968	502194.397	6782079.3	341.059
191.6251968	502193.929	6782078.956	341.037
191.7501968	502193.439	6782078.621	341.03
191.8751968	502192.948	6782078.286	340.997
192.0001968	502192.5	6782077.976	340.965
192.1251968	502192.108	6782077.668	340.947
192.2501968	502191.729	6782077.4	340.922
192.3751968	502191.362	6782077.152	340.901
192.5001968	502191.017	6782076.914	340.867
192.6251968	502190.641	6782076.66	340.847
192.7501968	502190.257	6782076.39	340.833
192.8751968	502189.852	6782076.117	340.818
193.0001968	502189.462	6782075.849	340.791
193.1251968	502189.101	6782075.596	340.771
193.2501968	502188.761	6782075.349	340.751
193.3751968	502188.442	6782075.121	340.721
193.5001968	502188.113	6782074.899	340.701
193.6251968	502187.78	6782074.663	340.68
193.7501968	502187.412	6782074.411	340.664
193.8751968	502187.016	6782074.138	340.66
194.0001968	502186.627	6782073.868	340.633
194.1251968	502186.267	6782073.613	340.618
194.2501968	502185.939	6782073.375	340.591
194.3751968	502185.633	6782073.147	340.571
