id,t,x,y,z
1,168.8027778,-1041.981,445.109,-82.8095
1,168.8131944,-1041.963,445.0245,-82.8075
1,168.8236111,-1041.982,444.8565,-82.7805
1,168.8347222,-1041.9995,444.6795,-82.7625
1,168.8444444,-1042.015,444.531,-82.7265
1,168.8548611,-1042.011,444.4085,-82.7025
1,168.8694444,-1042.0255,444.1805,-82.6585
1,168.8756944,-1042.029,444.096,-82.6495
1,168.8861,-1042.032,443.954,-82.6145
1,168.8961806,-1042.0385,443.805,-82.567
1,168.9069444,-1042.049,443.6475,-85.522
1,168.9173611,-1042.0515,443.5065,-82.481
1,168.9277778,-1042.0555,443.3595,-82.422
1,168.9381944,-1042.062,443.2155,-82.381
1,168.9482639,-1042.0705,443.0625,-82.3355
1,168.9590278,-1042.0765,442.918,-82.304
1,168.9694444,-1042.084,442.768,-82.249
1,168.9798611,-1042.0865,442.6295,-82.2315
1,168.9902778,-1042.096,442.483,-82.1675
1,169.0006944,-1042.1035,442.337,-82.159
1,169.0111,-1042.1245,442.1665,-82.1395
1,169.0215278,-1042.127,442.038,-82.1205
1,169.0319444,-1042.152,441.8595,-82.109
1,169.0420139,-1042.157,441.7335,-82.075
1,169.0527778,-1042.18,441.5685,-82.0765
1,169.0631944,-1042.1995,441.407,-82.0890000000001
1,169.0732639,-1042.224,441.2445,-82.0845
1,169.0840278,-1042.24,441.095,-82.1125
1,169.0944444,-1042.2695,440.922,-82.1235
1,169.1045139,-1042.29,440.7715,-82.1435
1,169.1152778,-1042.321,440.597,-82.163
1,169.1256944,-1042.3385,440.4535,-82.1925
1,169.1361,-1042.3775,440.26,-82.2315
1,169.1461806,-1042.407,440.09,-82.265
1,169.1569444,-1042.4345,439.928,-82.299
1,169.1673611,-1042.46,439.761,-82.337
1,169.1777778,-1042.492,439.582,-82.377
1,169.1878472,-1042.5145,439.426,-82.4109999999999
1,169.1986111,-1042.543,439.256,-82.4299999999999
1,169.2090278,-1042.5545,439.124,-82.4455
1,169.2194444,-1042.584,438.9415,-82.4829999999999
1,169.2298611,-1042.607,438.783,-82.4935
1,169.2402778,-1042.6295,438.611,-82.519
1,169.2506944,-1042.6425,438.4655,-82.523
1,169.2611,-1042.6605,438.304,-82.509
1,169.2715278,-1042.683,438.1365,-82.485
1,169.2819444,-1042.6955,437.9785,-82.4825
1,169.2923611,-1042.7105,437.823,-82.452
1,169.3024306,-1042.719,437.674,-82.429
1,169.3131944,-1042.731,437.5165,-82.3869999999999
1,169.3236111,-1042.736,437.368,-82.3595
1,169.3340278,-1042.738,437.2375,-82.2825
1,169.3444444,-1042.7475,437.0765,-82.279
1,169.3548611,-1042.7515,436.933,-82.207
1,169.3652778,-1042.7565,436.782,-82.169
1,169.3756944,-1042.7605,436.63,-82.1115
1,169.3861,-1042.7645,436.4775,-82.0565
1,169.3965278,-1042.7595,436.3475,-82.0115
1,169.4069444,-1042.7685,436.2005,-81.9175
1,169.4173611,-1042.7755,436.0425,-81.8745
1,169.4277778,-1042.789,435.879,-81.813
1,169.4381944,-1042.7855,435.7505,-81.7925
1,169.4486111,-1042.794,435.596,-81.765
1,169.4590278,-1042.805,435.4385,-81.726
1,169.4694444,-1042.811,435.302,-81.676
