
Project:     S1R1 a
Program:     GrafNav Lite Version 8.20.0522
Profile:     UTM
Source:      GPS Epochs(Combined)
ProcessInfo: Run (1) by Unknown on 10/19/2010 at 17:58:58
8538- 17:00:30.00  5/21/2010   503740.162  6784037.320  300.449   0.026   0.035 2
8539- 17:01:00.00  5/21/2010   503740.161  6784037.319  300.445   0.027   0.036 2
8540- 17:01:30.00  5/21/2010   503740.155  6784037.314  300.458   0.032   0.043 2
8541- 17:02:00.00  5/21/2010   503740.150  6784037.311  300.460   0.032   0.043 2
8542- 17:02:30.00  5/21/2010   503740.147  6784037.315  300.465   0.032   0.044 2
8543- 17:03:00.00  5/21/2010   503740.144  6784037.306  300.456   0.032   0.045 2
8544- 17:03:30.00  5/21/2010   503740.140  6784037.314  300.463   0.032   0.045 2
8545- 17:04:00.00  5/21/2010   503740.138  6784037.310  300.461   0.032   0.046 2
8546- 17:04:30.00  5/21/2010   503740.135  6784037.304  300.451   0.033   0.047 2
8547- 17:05:00.00  5/21/2010   503740.130  6784037.310  300.456   0.033   0.049 2
8548- 17:05:30.00  5/21/2010   503740.128  6784037.312  300.458   0.033   0.050 2
8549- 17:06:00.00  5/21/2010   503740.126  6784037.310  300.454   0.034   0.053 2
8550- 17:06:30.00  5/21/2010   503740.123  6784037.317  300.453   0.035   0.057 2
8551- 17:07:00.00  5/21/2010   503740.113  6784037.309  300.499   0.052   0.100 2
8552- 17:07:30.00  5/21/2010   503740.108  6784037.311  300.502   0.053   0.102 2
8553- 17:08:00.00  5/21/2010   503740.102  6784037.318  300.525   0.053   0.104 2
8554- 17:08:30.00  5/21/2010   503740.100  6784037.312  300.522   0.054   0.106 2
8555- 17:09:00.00  5/21/2010   503740.099  6784037.307  300.514   0.055   0.108 2
8556- 17:09:30.00  5/21/2010   503740.096  6784037.305  300.511   0.055   0.111 2
8557- 17:10:00.00  5/21/2010   503740.092  6784037.299  300.513   0.056   0.113 2
8558- 17:10:30.00  5/21/2010   503740.092  6784037.298  300.520   0.057   0.116 2
8559- 17:11:00.00  5/21/2010   503740.084  6784037.302  300.535   0.058   0.119 2
8560- 17:11:30.00  5/21/2010   503740.080  6784037.308  300.549   0.059   0.121 2
8561- 17:12:00.00  5/21/2010   503740.078  6784037.303  300.549   0.059   0.124 2
8562- 17:12:30.00  5/21/2010   503740.075  6784037.300  300.533   0.060   0.127 2
8563- 17:13:00.00  5/21/2010   503740.073  6784037.296  300.534   0.061   0.131 2
8564- 17:13:30.00  5/21/2010   503740.073  6784037.286  300.530   0.062   0.134 2
8565- 17:14:00.00  5/21/2010   503740.068  6784037.288  300.542   0.063   0.138 3
8566- 17:14:30.00  5/21/2010   503740.063  6784037.287  300.543   0.065   0.142 3
8567- 17:15:00.00  5/21/2010   503740.058  6784037.289  300.558   0.066   0.146 3
8568- 17:15:30.00  5/21/2010   503740.058  6784037.282  300.548   0.067   0.150 3
8569- 17:16:00.00  5/21/2010   503740.056  6784037.272  300.524   0.069   0.155 3
8570- 17:16:30.00  5/21/2010   503740.052  6784037.274  300.528   0.070   0.160 2
8571- 17:17:00.00  5/21/2010   503740.052  6784037.267  300.516   0.072   0.165 2
8572- 17:17:30.00  5/21/2010   503740.044  6784037.275  300.534   0.073   0.171 2
8573- 17:18:00.00  5/21/2010   503740.044  6784037.262  300.508   0.075   0.177 3
8574- 17:18:30.00  5/21/2010   503740.045  6784037.257  300.506   0.077   0.184 3
8575- 17:19:00.00  5/21/2010   503740.039  6784037.260  300.526   0.079   0.191 3
8580- 17:21:30.00  5/21/2010   503740.047  6784037.172  300.412   0.029   0.066 2
8581- 17:22:00.00  5/21/2010   503740.039  6784037.181  300.423   0.029   0.065 2
8582- 17:22:30.00  5/21/2010   503740.032  6784037.187  300.447   0.028   0.065 2
8583- 17:23:00.00  5/21/2010   503740.030  6784037.189  300.442   0.028   0.065 2
8584- 17:23:30.00  5/21/2010   503740.027  6784037.186  300.442   0.028   0.065 2
8585- 17:24:00.00  5/21/2010   503740.025  6784037.179  300.423   0.028   0.065 2
8586- 17:24:30.00  5/21/2010   503740.019  6784037.174  300.417   0.028   0.066 2
8587- 17:25:00.00  5/21/2010   503740.014  6784037.176  300.421   0.028   0.066 2
8588- 17:25:30.00  5/21/2010   503740.014  6784037.173  300.404   0.028   0.067 2
8589- 17:26:00.00  5/21/2010   503740.008  6784037.171  300.411   0.028   0.068 2
8590- 17:26:30.00  5/21/2010   503740.006  6784037.172  300.412   0.028   0.068 2
8591- 17:27:00.00  5/21/2010   503740.001  6784037.168  300.412   0.028   0.069 2
8592- 17:27:30.00  5/21/2010   503739.997  6784037.167  300.408   0.028   0.070 2
8593- 17:28:00.00  5/21/2010   503739.997  6784037.169  300.432   0.028   0.071 2
8594- 17:28:30.00  5/21/2010   503739.996  6784037.164  300.425   0.028   0.072 2
8595- 17:29:00.00  5/21/2010   503739.991  6784037.160  300.426   0.028   0.073 2
8596- 17:29:30.00  5/21/2010   503739.986  6784037.164  300.430   0.028   0.074 2
8597- 17:30:00.00  5/21/2010   503739.984  6784037.159  300.439   0.029   0.075 2
8598- 17:30:30.00  5/21/2010   503739.982  6784037.159  300.443   0.029   0.076 2
8599- 17:31:00.00  5/21/2010   503739.981  6784037.157  300.439   0.029   0.077 2
8600- 17:31:30.00  5/21/2010   503739.979  6784037.151  300.432   0.029   0.078 2
8601- 17:32:00.00  5/21/2010   503739.974  6784037.155  300.456   0.029   0.079 2
8602- 17:32:30.00  5/21/2010   503739.970  6784037.147  300.430   0.029   0.080 2
8603- 17:33:00.00  5/21/2010   503739.970  6784037.146  300.437   0.029   0.081 2
8604- 17:33:30.00  5/21/2010   503739.966  6784037.144  300.431   0.029   0.082 2
8605- 17:34:00.00  5/21/2010   503739.963  6784037.135  300.419   0.029   0.083 2
8606- 17:34:30.00  5/21/2010   503739.960  6784037.134  300.424   0.029   0.084 2
8607- 17:35:00.00  5/21/2010   503739.956  6784037.130  300.428   0.029   0.085 2
8608- 17:35:30.00  5/21/2010   503739.956  6784037.126  300.424   0.029   0.086 2
8609- 17:36:00.00  5/21/2010   503739.953  6784037.122  300.417   0.029   0.087 2
8610- 17:36:30.00  5/21/2010   503739.949  6784037.117  300.408   0.029   0.087 2
8611- 17:37:00.00  5/21/2010   503739.948  6784037.117  300.414   0.029   0.088 2
8612- 17:37:30.00  5/21/2010   503739.944  6784037.115  300.398   0.029   0.088 2
8613- 17:38:00.00  5/21/2010   503739.939  6784037.110  300.398   0.029   0.089 2
8614- 17:38:30.00  5/21/2010   503739.936  6784037.105  300.381   0.029   0.089 2
8615- 17:39:00.00  5/21/2010   503739.931  6784037.101  300.382   0.029   0.090 2
8616- 17:39:30.00  5/21/2010   503739.930  6784037.100  300.380   0.029   0.090 2
8617- 17:40:00.00  5/21/2010   503739.927  6784037.097  300.389   0.029   0.090 2
8618- 17:40:30.00  5/21/2010   503739.923  6784037.095  300.380   0.029   0.091 2
8619- 17:41:00.00  5/21/2010   503739.921  6784037.092  300.357   0.029   0.091 2
8620- 17:41:30.00  5/21/2010   503739.918  6784037.096  300.378   0.029   0.091 2
8621- 17:42:00.00  5/21/2010   503739.916  6784037.094  300.371   0.029   0.091 2
8622- 17:42:30.00  5/21/2010   503739.914  6784037.095  300.397   0.029   0.092 2
8623- 17:43:00.00  5/21/2010   503739.912  6784037.092  300.387   0.029   0.092 2
8624- 17:43:30.00  5/21/2010   503739.908  6784037.087  300.362   0.029   0.092 2
8625- 17:44:00.00  5/21/2010   503739.907  6784037.082  300.360   0.029   0.092 2
8626- 17:44:30.00  5/21/2010   503739.904  6784037.082  300.377   0.029   0.092 2
8627- 17:45:00.00  5/21/2010   503739.899  6784037.081  300.374   0.029   0.093 2
8628- 17:45:30.00  5/21/2010   503739.898  6784037.078  300.380   0.029   0.093 2
8629- 17:46:00.00  5/21/2010   503739.894  6784037.077  300.376   0.029   0.093 2
8630- 17:46:30.00  5/21/2010   503739.891  6784037.073  300.370   0.029   0.093 2
8631- 17:47:00.00  5/21/2010   503739.889  6784037.073  300.387   0.029   0.093 2
8632- 17:47:30.00  5/21/2010   503739.882  6784037.073  300.400   0.029   0.093 2
8633- 17:48:00.00  5/21/2010   503739.885  6784037.060  300.411   0.023   0.058 2
8634- 17:48:30.00  5/21/2010   503739.881  6784037.062  300.417   0.022   0.055 2
8635- 17:49:00.00  5/21/2010   503739.878  6784037.060  300.404   0.022   0.054 2
8636- 17:49:30.00  5/21/2010   503739.874  6784037.057  300.409   0.022   0.053 2
8637- 17:50:00.00  5/21/2010   503739.871  6784037.053  300.403   0.022   0.052 2
8638- 17:50:30.00  5/21/2010   503739.868  6784037.053  300.400   0.022   0.051 2
8639- 17:51:00.00  5/21/2010   503739.866  6784037.053  300.404   0.022   0.050 2
8640- 17:51:30.00  5/21/2010   503739.865  6784037.049  300.410   0.022   0.050 2
8641- 17:52:00.00  5/21/2010   503739.861  6784037.046  300.413   0.021   0.047 2
8642- 17:52:30.00  5/21/2010   503739.861  6784037.046  300.417   0.021   0.046 2
8643- 17:53:00.00  5/21/2010   503739.854  6784037.045  300.411   0.021   0.045 2
8644- 17:53:30.00  5/21/2010   503739.852  6784037.044  300.417   0.021   0.045 2
8645- 17:54:00.00  5/21/2010   503739.852  6784037.042  300.411   0.021   0.045 2
8646- 17:54:30.00  5/21/2010   503739.850  6784037.042  300.419   0.021   0.044 2
8647- 17:55:00.00  5/21/2010   503739.845  6784037.040  300.404   0.021   0.044 2
8648- 17:55:30.00  5/21/2010   503739.846  6784037.035  300.404   0.021   0.044 2
8649- 17:56:00.00  5/21/2010   503739.840  6784037.039  300.415   0.021   0.045 2
8650- 17:56:30.00  5/21/2010   503739.837  6784037.034  300.408   0.021   0.046 2
8651- 17:57:00.00  5/21/2010   503739.834  6784037.029  300.423   0.020   0.043 2
8652- 17:57:30.00  5/21/2010   503739.831  6784037.029  300.423   0.020   0.042 2
8653- 17:58:00.00  5/21/2010   503739.828  6784037.025  300.419   0.020   0.042 2
8654- 17:58:30.00  5/21/2010   503739.826  6784037.021  300.423   0.020   0.042 2
8655- 17:59:00.00  5/21/2010   503739.822  6784037.021  300.426   0.020   0.041 2
8656- 17:59:30.00  5/21/2010   503739.820  6784037.016  300.423   0.020   0.041 2
8657- 18:00:00.00  5/21/2010   503739.819  6784037.019  300.432   0.020   0.041 2
8658- 18:00:30.00  5/21/2010   503739.815  6784037.014  300.431   0.020   0.040 2
8659- 18:01:00.00  5/21/2010   503739.813  6784037.012  300.427   0.020   0.040 2
8660- 18:01:30.00  5/21/2010   503739.810  6784037.010  300.430   0.020   0.040 2
8661- 18:02:00.00  5/21/2010   503739.806  6784037.008  300.433   0.020   0.040 2
8662- 18:02:30.00  5/21/2010   503739.801  6784037.004  300.425   0.020   0.039 2
8663- 18:03:00.00  5/21/2010   503739.799  6784037.001  300.424   0.020   0.039 2
8664- 18:03:30.00  5/21/2010   503739.798  6784037.001  300.422   0.020   0.039 2
8665- 18:04:00.00  5/21/2010   503739.795  6784036.996  300.427   0.020   0.039 2
8666- 18:04:30.00  5/21/2010   503739.795  6784036.997  300.431   0.020   0.039 2
8667- 18:05:00.00  5/21/2010   503739.789  6784036.994  300.426   0.020   0.038 2
8668- 18:05:30.00  5/21/2010   503739.790  6784036.994  300.435   0.020   0.038 2
8669- 18:06:00.00  5/21/2010   503739.784  6784036.993  300.436   0.020   0.037 2
8670- 18:06:30.00  5/21/2010   503739.780  6784036.990  300.441   0.020   0.036 2
8671- 18:07:00.00  5/21/2010   503739.778  6784036.988  300.437   0.020   0.036 2
8672- 18:07:30.00  5/21/2010   503739.774  6784036.990  300.442   0.020   0.036 2
8673- 18:08:00.00  5/21/2010   503739.770  6784036.990  300.444   0.020   0.036 2
8674- 18:08:30.00  5/21/2010   503739.769  6784036.983  300.438   0.020   0.035 2
8675- 18:09:00.00  5/21/2010   503739.765  6784036.982  300.438   0.020   0.035 2
8676- 18:09:30.00  5/21/2010   503739.762  6784036.980  300.430   0.020   0.035 2
8677- 18:10:00.00  5/21/2010   503739.757  6784036.980  300.444   0.020   0.035 2
8678- 18:10:30.00  5/21/2010   503739.756  6784036.977  300.441   0.020   0.035 2
8679- 18:11:00.00  5/21/2010   503739.752  6784036.976  300.440   0.020   0.035 2
8680- 18:11:30.00  5/21/2010   503739.749  6784036.974  300.430   0.020   0.034 2
8681- 18:12:00.00  5/21/2010   503739.746  6784036.973  300.438   0.020   0.034 2
8682- 18:12:30.00  5/21/2010   503739.743  6784036.968  300.432   0.020   0.034 2
8683- 18:13:00.00  5/21/2010   503739.741  6784036.967  300.441   0.020   0.034 2
8684- 18:13:30.00  5/21/2010   503739.734  6784036.967  300.441   0.020   0.034 2
8685- 18:14:00.00  5/21/2010   503739.734  6784036.965  300.438   0.020   0.034 2
8686- 18:14:30.00  5/21/2010   503739.727  6784036.963  300.434   0.020   0.034 2
8687- 18:15:00.00  5/21/2010   503739.723  6784036.963  300.438   0.020   0.034 2
8688- 18:15:30.00  5/21/2010   503739.723  6784036.956  300.441   0.021   0.034 2
8689- 18:16:00.00  5/21/2010   503739.721  6784036.956  300.442   0.021   0.034 2
8690- 18:16:30.00  5/21/2010   503739.720  6784036.957  300.439   0.021   0.034 2
8691- 18:17:00.00  5/21/2010   503739.718  6784036.950  300.446   0.020   0.033 2
8692- 18:17:30.00  5/21/2010   503739.715  6784036.950  300.446   0.020   0.033 2
8693- 18:18:00.00  5/21/2010   503739.710  6784036.947  300.443   0.020   0.032 2
8694- 18:18:30.00  5/21/2010   503739.709  6784036.946  300.447   0.020   0.032 2
8695- 18:19:00.00  5/21/2010   503739.708  6784036.943  300.452   0.020   0.032 2
8696- 18:19:30.00  5/21/2010   503739.706  6784036.941  300.452   0.020   0.032 2
8697- 18:20:00.00  5/21/2010   503739.703  6784036.940  300.450   0.020   0.032 2
8698- 18:20:30.00  5/21/2010   503739.702  6784036.932  300.453   0.020   0.032 2
8699- 18:21:00.00  5/21/2010   503739.694  6784036.937  300.452   0.020   0.032 2
8700- 18:21:30.00  5/21/2010   503739.695  6784036.933  300.449   0.020   0.031 2
8701- 18:22:00.00  5/21/2010   503739.693  6784036.932  300.453   0.020   0.031 2
8702- 18:22:30.00  5/21/2010   503739.691  6784036.930  300.458   0.020   0.031 2
8703- 18:23:00.00  5/21/2010   503739.689  6784036.929  300.460   0.020   0.031 2
8704- 18:23:30.00  5/21/2010   503739.685  6784036.928  300.455   0.020   0.031 2
8705- 18:24:00.00  5/21/2010   503739.682  6784036.925  300.459   0.020   0.031 2
8706- 18:24:30.00  5/21/2010   503739.680  6784036.922  300.452   0.020   0.031 2
8707- 18:25:00.00  5/21/2010   503739.678  6784036.919  300.451   0.020   0.031 2
8708- 18:25:30.00  5/21/2010   503739.676  6784036.915  300.458   0.020   0.030 2
8709- 18:26:00.00  5/21/2010   503739.672  6784036.916  300.457   0.020   0.030 2
8710- 18:26:30.00  5/21/2010   503739.670  6784036.914  300.460   0.020   0.030 2
8711- 18:27:00.00  5/21/2010   503739.666  6784036.910  300.460   0.021   0.030 2
8712- 18:27:30.00  5/21/2010   503739.666  6784036.909  300.465   0.021   0.030 2
8713- 18:28:00.00  5/21/2010   503739.665  6784036.906  300.465   0.021   0.030 2
8714- 18:28:30.00  5/21/2010   503739.663  6784036.904  300.464   0.021   0.030 2
8715- 18:29:00.00  5/21/2010   503739.658  6784036.903  300.462   0.021   0.030 2
8716- 18:29:30.00  5/21/2010   503739.653  6784036.900  300.467   0.022   0.030 2
8717- 18:30:00.00  5/21/2010   503739.653  6784036.895  300.468   0.022   0.030 2
8718- 18:30:30.00  5/21/2010   503739.650  6784036.895  300.462   0.022   0.030 2
8719- 18:31:00.00  5/21/2010   503739.646  6784036.894  300.471   0.022   0.030 2
8720- 18:31:30.00  5/21/2010   503739.645  6784036.890  300.472   0.022   0.030 2
8721- 18:32:00.00  5/21/2010   503739.640  6784036.888  300.465   0.022   0.030 2
8722- 18:32:30.00  5/21/2010   503739.638  6784036.885  300.464   0.022   0.029 2
8723- 18:33:00.00  5/21/2010   503739.637  6784036.886  300.468   0.022   0.029 2
8724- 18:33:30.00  5/21/2010   503739.633  6784036.877  300.469   0.021   0.029 2
8725- 18:34:00.00  5/21/2010   503739.634  6784036.872  300.469   0.020   0.028 2
8726- 18:34:30.00  5/21/2010   503739.627  6784036.870  300.467   0.020   0.028 2
8727- 18:35:00.00  5/21/2010   503739.629  6784036.864  300.471   0.020   0.028 2
8728- 18:35:30.00  5/21/2010   503739.622  6784036.868  300.469   0.020   0.028 2
8729- 18:36:00.00  5/21/2010   503739.621  6784036.866  300.460   0.020   0.028 2
8730- 18:36:30.00  5/21/2010   503739.620  6784036.859  300.472   0.020   0.028 2
8731- 18:37:00.00  5/21/2010   503739.616  6784036.857  300.469   0.020   0.028 2
8732- 18:37:30.00  5/21/2010   503739.615  6784036.854  300.469   0.020   0.028 2
8733- 18:38:00.00  5/21/2010   503739.613  6784036.852  300.472   0.020   0.028 2
8734- 18:38:30.00  5/21/2010   503739.608  6784036.852  300.466   0.020   0.028 2
8735- 18:39:00.00  5/21/2010   503739.604  6784036.854  300.476   0.020   0.028 2
8736- 18:39:30.00  5/21/2010   503739.603  6784036.849  300.470   0.020   0.028 2
8737- 18:40:00.00  5/21/2010   503739.599  6784036.846  300.469   0.020   0.028 2
8738- 18:40:30.00  5/21/2010   503739.597  6784036.845  300.472   0.020   0.028 2
8739- 18:41:00.00  5/21/2010   503739.595  6784036.841  300.472   0.020   0.028 2
8740- 18:41:30.00  5/21/2010   503739.591  6784036.835  300.471   0.020   0.027 2
8741- 18:42:00.00  5/21/2010   503739.592  6784036.829  300.465   0.020   0.027 2
8742- 18:42:30.00  5/21/2010   503739.588  6784036.825  300.463   0.020   0.027 2
8743- 18:43:00.00  5/21/2010   503739.582  6784036.826  300.470   0.020   0.027 2
8744- 18:43:30.00  5/21/2010   503739.582  6784036.823  300.466   0.020   0.027 2
8745- 18:44:00.00  5/21/2010   503739.581  6784036.818  300.466   0.020   0.026 2
8746- 18:44:30.00  5/21/2010   503739.576  6784036.814  300.461   0.020   0.026 2
8747- 18:45:00.00  5/21/2010   503739.571  6784036.815  300.462   0.020   0.026 2
8748- 18:45:30.00  5/21/2010   503739.570  6784036.814  300.463   0.020   0.026 2
8749- 18:46:00.00  5/21/2010   503739.567  6784036.811  300.464   0.020   0.025 2
8750- 18:46:30.00  5/21/2010   503739.565  6784036.810  300.461   0.020   0.026 2
8751- 18:47:00.00  5/21/2010   503739.560  6784036.809  300.461   0.020   0.026 2
8752- 18:47:30.00  5/21/2010   503739.558  6784036.808  300.463   0.020   0.026 2
8753- 18:48:00.00  5/21/2010   503739.558  6784036.805  300.458   0.020   0.027 2
8754- 18:48:30.00  5/21/2010   503739.553  6784036.804  300.457   0.020   0.027 2
8755- 18:49:00.00  5/21/2010   503739.550  6784036.804  300.461   0.020   0.027 2
8756- 18:49:30.00  5/21/2010   503739.547  6784036.802  300.461   0.020   0.027 2
8757- 18:50:00.00  5/21/2010   503739.543  6784036.794  300.465   0.020   0.027 2
8758- 18:50:30.00  5/21/2010   503739.543  6784036.793  300.457   0.020   0.027 2
8759- 18:51:00.00  5/21/2010   503739.540  6784036.787  300.455   0.020   0.027 2
8760- 18:51:30.00  5/21/2010   503739.538  6784036.785  300.458   0.021   0.027 2
8761- 18:52:00.00  5/21/2010   503739.535  6784036.783  300.463   0.021   0.028 2
8762- 18:52:30.00  5/21/2010   503739.531  6784036.782  300.460   0.021   0.028 2
8763- 18:53:00.00  5/21/2010   503739.531  6784036.778  300.467   0.022   0.030 2
8764- 18:53:30.00  5/21/2010   503739.528  6784036.777  300.466   0.021   0.029 2
8765- 18:54:00.00  5/21/2010   503739.527  6784036.774  300.465   0.021   0.028 2
8766- 18:54:30.00  5/21/2010   503739.523  6784036.773  300.459   0.021   0.028 2
8767- 18:55:00.00  5/21/2010   503739.520  6784036.771  300.463   0.021   0.028 2
8768- 18:55:30.00  5/21/2010   503739.517  6784036.768  300.467   0.021   0.028 2
