
Project:     S1R2 a-d
Program:     GrafNav Lite Version 8.20.0522
Profile:     UTM
Source:      GPS Epochs(Combined)
ProcessInfo: Run (1) by Unknown on 10/19/2010 at 18:28:46

Datum:       WGS84, (processing datum)
Master 1:    Name S1Base, Status ENABLED
             Antenna height 0.000 m, to L1-PC (Generic)
             Position 61 06 47.93987, -147 01 37.74559, 661.105 m (WGS84, Ellipsoidal hgt)
Remote:      Antenna height 0.000 m, to L1-PC (Generic)

Map projection Info:
  UTM Zone:    6
SD/Covariance Scaling Settings:
  Position: No scaling (1-sigma)
  Velocity: No scaling (1-sigma)
  Increase SD on kinematic float: No

Stati     GPSTime       Date      Easting     Northing    H-Ell SDHoriz SDHeigh Q
            (HMS)      (MDY)          (m)          (m)      (m)     (m)     (m)  
3105- 19:28:00.00  5/19/2010   504663.507  6785014.997  339.062   0.019   0.028 2
3106- 19:28:30.00  5/19/2010   504663.505  6785014.992  339.063   0.019   0.028 2
3107- 19:29:00.00  5/19/2010   504663.502  6785014.987  339.063   0.019   0.028 2
3108- 19:29:30.00  5/19/2010   504663.498  6785014.983  339.057   0.019   0.028 2
3109- 19:30:00.00  5/19/2010   504663.495  6785014.985  339.053   0.019   0.028 2
3110- 19:30:30.00  5/19/2010   504663.491  6785014.983  339.060   0.019   0.028 2
3111- 19:31:00.00  5/19/2010   504663.488  6785014.979  339.063   0.019   0.028 2
3112- 19:31:30.00  5/19/2010   504663.487  6785014.976  339.057   0.019   0.028 2
3113- 19:32:00.00  5/19/2010   504663.483  6785014.978  339.059   0.019   0.029 2
3114- 19:32:30.00  5/19/2010   504663.479  6785014.973  339.059   0.019   0.029 2
3115- 19:33:00.00  5/19/2010   504663.480  6785014.969  339.046   0.019   0.029 2
3116- 19:33:30.00  5/19/2010   504663.478  6785014.971  339.051   0.019   0.029 2
3117- 19:34:00.00  5/19/2010   504663.475  6785014.967  339.062   0.019   0.029 2
3118- 19:34:30.00  5/19/2010   504663.472  6785014.963  339.055   0.019   0.029 2
3119- 19:35:00.00  5/19/2010   504663.472  6785014.965  339.056   0.019   0.030 2
3120- 19:35:30.00  5/19/2010   504663.473  6785014.961  339.055   0.019   0.030 2
3121- 19:36:00.00  5/19/2010   504663.472  6785014.955  339.066   0.020   0.032 2
3122- 19:36:30.00  5/19/2010   504663.470  6785014.950  339.057   0.020   0.033 2
3123- 19:37:00.00  5/19/2010   504663.467  6785014.949  339.060   0.020   0.035 2
3124- 19:37:30.00  5/19/2010   504663.459  6785014.947  339.076   0.023   0.043 2
3125- 19:38:00.00  5/19/2010   504663.460  6785014.940  339.058   0.023   0.043 2
3126- 19:38:30.00  5/19/2010   504663.458  6785014.938  339.044   0.023   0.043 2
3127- 19:39:00.00  5/19/2010   504663.456  6785014.934  339.055   0.023   0.044 2
3128- 19:39:30.00  5/19/2010   504663.448  6785014.935  339.062   0.023   0.044 2
3129- 19:40:00.00  5/19/2010   504663.447  6785014.933  339.067   0.023   0.044 2
3130- 19:40:30.00  5/19/2010   504663.446  6785014.934  339.062   0.023   0.044 2
3131- 19:41:00.00  5/19/2010   504663.445  6785014.933  339.068   0.023   0.044 2
3132- 19:41:30.00  5/19/2010   504663.442  6785014.929  339.059   0.023   0.044 2
3133- 19:42:00.00  5/19/2010   504663.438  6785014.931  339.065   0.023   0.044 2
3134- 19:42:30.00  5/19/2010   504663.436  6785014.926  339.071   0.023   0.044 2
3135- 19:43:00.00  5/19/2010   504663.436  6785014.920  339.057   0.023   0.045 2
3136- 19:43:30.00  5/19/2010   504663.434  6785014.915  339.050   0.023   0.045 2
3137- 19:44:00.00  5/19/2010   504663.430  6785014.915  339.048   0.023   0.045 2
3138- 19:44:30.00  5/19/2010   504663.426  6785014.914  339.035   0.023   0.045 2
3139- 19:45:00.00  5/19/2010   504663.425  6785014.907  339.034   0.023   0.045 2
3140- 19:45:30.00  5/19/2010   504663.425  6785014.905  339.023   0.023   0.045 2
3141- 19:46:00.00  5/19/2010   504663.426  6785014.897  339.018   0.023   0.045 2
3142- 19:46:30.00  5/19/2010   504663.418  6785014.897  339.018   0.023   0.045 2
3143- 19:47:00.00  5/19/2010   504663.414  6785014.892  339.014   0.023   0.045 2
3144- 19:47:30.00  5/19/2010   504663.411  6785014.890  339.016   0.023   0.046 2
3145- 19:48:00.00  5/19/2010   504663.408  6785014.890  339.014   0.023   0.046 2
3146- 19:48:30.00  5/19/2010   504663.407  6785014.885  339.027   0.023   0.046 2
3147- 19:49:00.00  5/19/2010   504663.407  6785014.886  339.030   0.023   0.046 2
3148- 19:49:30.00  5/19/2010   504663.402  6785014.890  339.040   0.023   0.046 2
3149- 19:50:00.00  5/19/2010   504663.397  6785014.890  339.030   0.023   0.046 2
3150- 19:50:30.00  5/19/2010   504663.399  6785014.884  339.031   0.023   0.046 2
3151- 19:51:00.00  5/19/2010   504663.397  6785014.880  339.036   0.023   0.046 2
3152- 19:51:30.00  5/19/2010   504663.394  6785014.881  339.038   0.023   0.046 2
3153- 19:52:00.00  5/19/2010   504663.392  6785014.879  339.042   0.023   0.046 2
3154- 19:52:30.00  5/19/2010   504663.388  6785014.876  339.045   0.023   0.046 2
3155- 19:53:00.00  5/19/2010   504663.388  6785014.872  339.035   0.023   0.046 2
3156- 19:53:30.00  5/19/2010   504663.387  6785014.869  339.041   0.023   0.046 2
3157- 19:54:00.00  5/19/2010   504663.386  6785014.868  339.056   0.023   0.046 2
3158- 19:54:30.00  5/19/2010   504663.382  6785014.879  339.059   0.023   0.046 2
3159- 19:55:00.00  5/19/2010   504663.382  6785014.874  339.056   0.023   0.047 2
3160- 19:55:30.00  5/19/2010   504663.378  6785014.870  339.053   0.023   0.047 2
3161- 19:56:00.00  5/19/2010   504663.380  6785014.867  339.053   0.023   0.047 2
3162- 19:56:30.00  5/19/2010   504663.376  6785014.865  339.053   0.023   0.047 2
3163- 19:57:00.00  5/19/2010   504663.373  6785014.861  339.052   0.023   0.047 2
3164- 19:57:30.00  5/19/2010   504663.369  6785014.863  339.068   0.023   0.047 2
3165- 19:58:00.00  5/19/2010   504663.367  6785014.859  339.056   0.023   0.047 2
3166- 19:58:30.00  5/19/2010   504663.367  6785014.854  339.051   0.023   0.047 2
3167- 19:59:00.00  5/19/2010   504663.366  6785014.848  339.045   0.023   0.047 2
3168- 19:59:30.00  5/19/2010   504663.363  6785014.851  339.051   0.023   0.047 2
3169- 20:00:00.00  5/19/2010   504663.361  6785014.858  339.072   0.023   0.048 2
3170- 20:00:30.00  5/19/2010   504663.360  6785014.847  339.068   0.023   0.051 2
3171- 20:01:00.00  5/19/2010   504663.360  6785014.851  339.065   0.023   0.051 2
3172- 20:01:30.00  5/19/2010   504663.358  6785014.846  339.070   0.023   0.051 2
3173- 20:02:00.00  5/19/2010   504663.355  6785014.842  339.071   0.023   0.050 2
3174- 20:02:30.00  5/19/2010   504663.351  6785014.843  339.078   0.023   0.050 2
3175- 20:03:00.00  5/19/2010   504663.354  6785014.840  339.077   0.023   0.050 2
3176- 20:03:30.00  5/19/2010   504663.349  6785014.836  339.083   0.023   0.050 2
3177- 20:04:00.00  5/19/2010   504663.347  6785014.834  339.074   0.023   0.050 2
3178- 20:04:30.00  5/19/2010   504663.345  6785014.836  339.090   0.023   0.050 2
3179- 20:05:00.00  5/19/2010   504663.345  6785014.833  339.083   0.023   0.050 2
3180- 20:05:30.00  5/19/2010   504663.342  6785014.833  339.087   0.023   0.050 2
3181- 20:06:00.00  5/19/2010   504663.341  6785014.830  339.091   0.023   0.050 2
3182- 20:06:30.00  5/19/2010   504663.336  6785014.826  339.083   0.023   0.050 2
3183- 20:07:00.00  5/19/2010   504663.331  6785014.820  339.065   0.023   0.046 2
3184- 20:07:30.00  5/19/2010   504663.332  6785014.820  339.061   0.023   0.045 2
3185- 20:08:00.00  5/19/2010   504663.328  6785014.817  339.069   0.023   0.045 2
3186- 20:08:30.00  5/19/2010   504663.327  6785014.812  339.061   0.023   0.044 2
3187- 20:09:00.00  5/19/2010   504663.324  6785014.813  339.072   0.023   0.044 2
3188- 20:09:30.00  5/19/2010   504663.322  6785014.812  339.070   0.023   0.044 2
3189- 20:10:00.00  5/19/2010   504663.322  6785014.809  339.073   0.023   0.044 2
3190- 20:10:30.00  5/19/2010   504663.315  6785014.809  339.076   0.022   0.039 2
3191- 20:11:00.00  5/19/2010   504663.313  6785014.803  339.073   0.022   0.038 2
3192- 20:11:30.00  5/19/2010   504663.314  6785014.802  339.077   0.022   0.037 2
3193- 20:12:00.00  5/19/2010   504663.313  6785014.801  339.069   0.022   0.037 2
3194- 20:12:30.00  5/19/2010   504663.312  6785014.797  339.068   0.022   0.037 2
3195- 20:13:00.00  5/19/2010   504663.309  6785014.794  339.068   0.022   0.037 2
3196- 20:13:30.00  5/19/2010   504663.306  6785014.791  339.066   0.022   0.037 2
3197- 20:14:00.00  5/19/2010   504663.303  6785014.791  339.075   0.022   0.037 2
3198- 20:14:30.00  5/19/2010   504663.301  6785014.785  339.077   0.022   0.036 2
3199- 20:15:00.00  5/19/2010   504663.299  6785014.783  339.075   0.022   0.036 2
3200- 20:15:30.00  5/19/2010   504663.299  6785014.779  339.073   0.022   0.036 2
3201- 20:16:00.00  5/19/2010   504663.296  6785014.774  339.075   0.022   0.036 2
3202- 20:16:30.00  5/19/2010   504663.292  6785014.773  339.074   0.022   0.036 2
3203- 20:17:00.00  5/19/2010   504663.291  6785014.770  339.070   0.023   0.036 2
3204- 20:17:30.00  5/19/2010   504663.292  6785014.761  339.056   0.023   0.036 2
3205- 20:18:00.00  5/19/2010   504663.292  6785014.765  339.072   0.023   0.036 2
3206- 20:18:30.00  5/19/2010   504663.290  6785014.760  339.069   0.023   0.036 2
3207- 20:19:00.00  5/19/2010   504663.287  6785014.757  339.064   0.023   0.036 2
3208- 20:19:30.00  5/19/2010   504663.283  6785014.753  339.065   0.023   0.036 2
3209- 20:20:00.00  5/19/2010   504663.279  6785014.755  339.068   0.023   0.036 2
3210- 20:20:30.00  5/19/2010   504663.278  6785014.754  339.068   0.023   0.036 2
3211- 20:21:00.00  5/19/2010   504663.276  6785014.749  339.063   0.023   0.036 2
3212- 20:21:30.00  5/19/2010   504663.273  6785014.743  339.063   0.023   0.036 2
3213- 20:22:00.00  5/19/2010   504663.268  6785014.736  339.051   0.023   0.036 2
3214- 20:22:30.00  5/19/2010   504663.264  6785014.730  339.047   0.023   0.036 2
3215- 20:23:00.00  5/19/2010   504663.266  6785014.733  339.054   0.023   0.036 2
3216- 20:23:30.00  5/19/2010   504663.264  6785014.732  339.060   0.023   0.036 2
3217- 20:24:00.00  5/19/2010   504663.258  6785014.728  339.062   0.023   0.036 2
3218- 20:24:30.00  5/19/2010   504663.258  6785014.729  339.066   0.023   0.036 2
3219- 20:25:00.00  5/19/2010   504663.257  6785014.728  339.068   0.023   0.035 2
3220- 20:25:30.00  5/19/2010   504663.255  6785014.720  339.060   0.023   0.035 2
3221- 20:26:00.00  5/19/2010   504663.253  6785014.718  339.059   0.023   0.035 2
3222- 20:26:30.00  5/19/2010   504663.250  6785014.711  339.053   0.023   0.035 2
3223- 20:27:00.00  5/19/2010   504663.247  6785014.713  339.063   0.023   0.035 2
3224- 20:27:30.00  5/19/2010   504663.247  6785014.712  339.069   0.023   0.035 2
3225- 20:28:00.00  5/19/2010   504663.243  6785014.705  339.067   0.023   0.035 2
3226- 20:28:30.00  5/19/2010   504663.240  6785014.708  339.074   0.023   0.035 2
3227- 20:29:00.00  5/19/2010   504663.238  6785014.707  339.072   0.023   0.035 2
3228- 20:29:30.00  5/19/2010   504663.238  6785014.705  339.071   0.023   0.035 2
3229- 20:30:00.00  5/19/2010   504663.235  6785014.696  339.063   0.023   0.035 2
3230- 20:30:30.00  5/19/2010   504663.235  6785014.690  339.054   0.023   0.035 2
3231- 20:31:00.00  5/19/2010   504663.232  6785014.682  339.040   0.023   0.035 2
3232- 20:31:30.00  5/19/2010   504663.231  6785014.668  339.025   0.024   0.036 2
3233- 20:32:00.00  5/19/2010   504663.224  6785014.689  339.069   0.025   0.039 2
3234- 20:32:30.00  5/19/2010   504663.224  6785014.684  339.075   0.025   0.039 2
3235- 20:33:00.00  5/19/2010   504663.221  6785014.678  339.070   0.025   0.038 2
3236- 20:33:30.00  5/19/2010   504663.219  6785014.681  339.067   0.025   0.038 2
3237- 20:34:00.00  5/19/2010   504663.216  6785014.678  339.065   0.025   0.038 2
3238- 20:34:30.00  5/19/2010   504663.215  6785014.675  339.063   0.025   0.038 2
3239- 20:35:00.00  5/19/2010   504663.211  6785014.672  339.064   0.025   0.038 2
3240- 20:35:30.00  5/19/2010   504663.210  6785014.672  339.067   0.025   0.038 2
3241- 20:36:00.00  5/19/2010   504663.203  6785014.671  339.064   0.025   0.037 2
3242- 20:36:30.00  5/19/2010   504663.204  6785014.667  339.069   0.025   0.037 2
3243- 20:37:00.00  5/19/2010   504663.201  6785014.668  339.072   0.025   0.037 2
3244- 20:37:30.00  5/19/2010   504663.197  6785014.660  339.064   0.025   0.037 2
3245- 20:38:00.00  5/19/2010   504663.197  6785014.660  339.066   0.025   0.037 2
3246- 20:38:30.00  5/19/2010   504663.191  6785014.653  339.065   0.025   0.036 2
3247- 20:39:00.00  5/19/2010   504663.190  6785014.655  339.070   0.025   0.036 2
3248- 20:39:30.00  5/19/2010   504663.188  6785014.647  339.062   0.025   0.036 2
3249- 20:40:00.00  5/19/2010   504663.187  6785014.647  339.064   0.025   0.036 2
3250- 20:40:30.00  5/19/2010   504663.183  6785014.641  339.065   0.025   0.036 2
3251- 20:41:00.00  5/19/2010   504663.184  6785014.642  339.063   0.024   0.035 2
3252- 20:41:30.00  5/19/2010   504663.184  6785014.639  339.060   0.024   0.035 2
3253- 20:42:00.00  5/19/2010   504663.183  6785014.642  339.076   0.024   0.035 2
3254- 20:42:30.00  5/19/2010   504663.180  6785014.634  339.067   0.024   0.035 2
3255- 20:43:00.00  5/19/2010   504663.177  6785014.630  339.057   0.024   0.035 2
3256- 20:43:30.00  5/19/2010   504663.179  6785014.632  339.058   0.024   0.034 2
3257- 20:44:00.00  5/19/2010   504663.180  6785014.633  339.070   0.024   0.034 2
3258- 20:44:30.00  5/19/2010   504663.174  6785014.627  339.061   0.024   0.034 2
3259- 20:45:00.00  5/19/2010   504663.175  6785014.625  339.069   0.024   0.034 2
3260- 20:45:30.00  5/19/2010   504663.173  6785014.623  339.067   0.024   0.034 2
3261- 20:46:00.00  5/19/2010   504663.173  6785014.623  339.065   0.024   0.033 2
3262- 20:46:30.00  5/19/2010   504663.171  6785014.626  339.065   0.024   0.033 2
3263- 20:47:00.00  5/19/2010   504663.170  6785014.619  339.064   0.024   0.033 2
3264- 20:47:30.00  5/19/2010   504663.164  6785014.616  339.063   0.021   0.028 2
3265- 20:48:00.00  5/19/2010   504663.163  6785014.612  339.060   0.020   0.027 2
3266- 20:48:30.00  5/19/2010   504663.164  6785014.613  339.061   0.020   0.026 2
3267- 20:49:00.00  5/19/2010   504663.161  6785014.613  339.067   0.020   0.026 2
3268- 20:49:30.00  5/19/2010   504663.157  6785014.610  339.059   0.020   0.026 2
3269- 20:50:00.00  5/19/2010   504663.155  6785014.608  339.057   0.020   0.025 2
3270- 20:50:30.00  5/19/2010   504663.151  6785014.605  339.054   0.020   0.025 2
3271- 20:51:00.00  5/19/2010   504663.152  6785014.605  339.061   0.019   0.025 2
3272- 20:51:30.00  5/19/2010   504663.150  6785014.598  339.057   0.019   0.025 2
3273- 20:52:00.00  5/19/2010   504663.146  6785014.598  339.058   0.019   0.025 2
3274- 20:52:30.00  5/19/2010   504663.145  6785014.594  339.054   0.019   0.025 2
3275- 20:53:00.00  5/19/2010   504663.143  6785014.592  339.057   0.019   0.025 2
3276- 20:53:30.00  5/19/2010   504663.142  6785014.584  339.049   0.019   0.024 2
3277- 20:54:00.00  5/19/2010   504663.135  6785014.586  339.057   0.019   0.024 2
3278- 20:54:30.00  5/19/2010   504663.132  6785014.582  339.060   0.019   0.024 2
3279- 20:55:00.00  5/19/2010   504663.130  6785014.582  339.052   0.019   0.023 2
3280- 20:55:30.00  5/19/2010   504663.124  6785014.582  339.058   0.019   0.023 2
3281- 20:56:00.00  5/19/2010   504663.123  6785014.576  339.056   0.019   0.023 2
3282- 20:56:30.00  5/19/2010   504663.123  6785014.570  339.052   0.019   0.023 2
3283- 20:57:00.00  5/19/2010   504663.118  6785014.564  339.047   0.019   0.023 2
3284- 20:57:30.00  5/19/2010   504663.117  6785014.566  339.047   0.019   0.023 2
3285- 20:58:00.00  5/19/2010   504663.115  6785014.564  339.049   0.019   0.023 2
3286- 20:58:30.00  5/19/2010   504663.117  6785014.562  339.042   0.018   0.023 2
3287- 20:59:00.00  5/19/2010   504663.112  6785014.561  339.043   0.018   0.023 2
3288- 20:59:30.00  5/19/2010   504663.111  6785014.558  339.047   0.018   0.023 2
3289- 21:00:00.00  5/19/2010   504663.106  6785014.554  339.043   0.018   0.022 2
3290- 21:00:30.00  5/19/2010   504663.105  6785014.554  339.047   0.018   0.022 2
3291- 21:01:00.00  5/19/2010   504663.101  6785014.550  339.048   0.018   0.022 2
3292- 21:01:30.00  5/19/2010   504663.102  6785014.552  339.051   0.018   0.022 2
3293- 21:02:00.00  5/19/2010   504663.098  6785014.546  339.050   0.019   0.022 2
3294- 21:02:30.00  5/19/2010   504663.096  6785014.544  339.049   0.019   0.023 2
3295- 21:03:00.00  5/19/2010   504663.097  6785014.544  339.050   0.019   0.023 2
3296- 21:03:30.00  5/19/2010   504663.095  6785014.541  339.051   0.020   0.024 2
3297- 21:04:00.00  5/19/2010   504663.091  6785014.535  339.050   0.020   0.024 2
3298- 21:04:30.00  5/19/2010   504663.092  6785014.537  339.054   0.020   0.024 2
3299- 21:05:00.00  5/19/2010   504663.089  6785014.534  339.048   0.019   0.023 2
3300- 21:05:30.00  5/19/2010   504663.087  6785014.532  339.050   0.018   0.023 2
3301- 21:06:00.00  5/19/2010   504663.086  6785014.528  339.049   0.018   0.023 2
3302- 21:06:30.00  5/19/2010   504663.083  6785014.520  339.047   0.018   0.023 2
3303- 21:07:00.00  5/19/2010   504663.080  6785014.520  339.045   0.018   0.023 2
3304- 21:07:30.00  5/19/2010   504663.076  6785014.513  339.045   0.018   0.023 2
3305- 21:08:00.00  5/19/2010   504663.073  6785014.510  339.043   0.018   0.023 2
3306- 21:08:30.00  5/19/2010   504663.070  6785014.512  339.052   0.018   0.023 2
3307- 21:09:00.00  5/19/2010   504663.068  6785014.506  339.050   0.018   0.023 2
3308- 21:09:30.00  5/19/2010   504663.070  6785014.505  339.046   0.018   0.023 2
3309- 21:10:00.00  5/19/2010   504663.067  6785014.502  339.047   0.019   0.024 2
3310- 21:10:30.00  5/19/2010   504663.062  6785014.491  339.041   0.017   0.022 2
3311- 21:11:00.00  5/19/2010   504663.061  6785014.488  339.042   0.017   0.022 2
3312- 21:11:30.00  5/19/2010   504663.059  6785014.486  339.041   0.017   0.022 2
3313- 21:12:00.00  5/19/2010   504663.058  6785014.487  339.043   0.017   0.022 2
3314- 21:12:30.00  5/19/2010   504663.053  6785014.481  339.044   0.017   0.022 2
3315- 21:13:00.00  5/19/2010   504663.053  6785014.482  339.048   0.017   0.022 2
3316- 21:13:30.00  5/19/2010   504663.053  6785014.478  339.047   0.017   0.022 2
3317- 21:14:00.00  5/19/2010   504663.050  6785014.478  339.049   0.017   0.022 2
3318- 21:14:30.00  5/19/2010   504663.046  6785014.476  339.048   0.017   0.023 2
3319- 21:15:00.00  5/19/2010   504663.046  6785014.472  339.047   0.017   0.023 2
3320- 21:15:30.00  5/19/2010   504663.042  6785014.468  339.050   0.017   0.023 2
3321- 21:16:00.00  5/19/2010   504663.036  6785014.467  339.056   0.017   0.023 2
3322- 21:16:30.00  5/19/2010   504663.038  6785014.463  339.048   0.017   0.023 2
3323- 21:17:00.00  5/19/2010   504663.035  6785014.460  339.049   0.017   0.023 2
3324- 21:17:30.00  5/19/2010   504663.034  6785014.456  339.042   0.017   0.023 2
3325- 21:18:00.00  5/19/2010   504663.031  6785014.456  339.044   0.017   0.023 2
3326- 21:18:30.00  5/19/2010   504663.026  6785014.452  339.044   0.017   0.023 2
3327- 21:19:00.00  5/19/2010   504663.024  6785014.449  339.045   0.017   0.023 2
3328- 21:19:30.00  5/19/2010   504663.022  6785014.444  339.041   0.017   0.023 2
3329- 21:20:00.00  5/19/2010   504663.023  6785014.449  339.046   0.017   0.023 2
3330- 21:20:30.00  5/19/2010   504663.020  6785014.446  339.048   0.017   0.023 2
3331- 21:21:00.00  5/19/2010   504663.018  6785014.442  339.043   0.017   0.023 2
3332- 21:21:30.00  5/19/2010   504663.017  6785014.442  339.046   0.017   0.023 2
3333- 21:22:00.00  5/19/2010   504663.016  6785014.439  339.043   0.017   0.023 2
3334- 21:22:30.00  5/19/2010   504663.010  6785014.438  339.047   0.017   0.023 2
3335- 21:23:00.00  5/19/2010   504663.010  6785014.435  339.044   0.017   0.023 2
3336- 21:23:30.00  5/19/2010   504663.007  6785014.435  339.048   0.017   0.023 2
3337- 21:24:00.00  5/19/2010   504663.007  6785014.432  339.046   0.017   0.023 2
3338- 21:24:30.00  5/19/2010   504663.004  6785014.429  339.044   0.017   0.023 2
3339- 21:25:00.00  5/19/2010   504663.003  6785014.431  339.043   0.017   0.023 2
3340- 21:25:30.00  5/19/2010   504663.000  6785014.425  339.044   0.017   0.023 2
3341- 21:26:00.00  5/19/2010   504662.998  6785014.423  339.041   0.017   0.023 2
3342- 21:26:30.00  5/19/2010   504662.997  6785014.418  339.042   0.017   0.023 2
3343- 21:27:00.00  5/19/2010   504662.996  6785014.415  339.037   0.017   0.024 2
3344- 21:27:30.00  5/19/2010   504662.990  6785014.410  339.042   0.017   0.024 2
3345- 21:28:00.00  5/19/2010   504662.990  6785014.409  339.041   0.017   0.024 2
3346- 21:28:30.00  5/19/2010   504662.986  6785014.412  339.046   0.017   0.024 2
3347- 21:29:00.00  5/19/2010   504662.985  6785014.405  339.040   0.017   0.024 2
3348- 21:29:30.00  5/19/2010   504662.983  6785014.405  339.040   0.017   0.024 2
3349- 21:30:00.00  5/19/2010   504662.980  6785014.400  339.044   0.018   0.026 2
3350- 21:30:30.00  5/19/2010   504662.978  6785014.400  339.040   0.018   0.025 2
3351- 21:31:00.00  5/19/2010   504662.975  6785014.392  339.042   0.017   0.025 2
3352- 21:31:30.00  5/19/2010   504662.976  6785014.387  339.034   0.017   0.025 2
3353- 21:32:00.00  5/19/2010   504662.969  6785014.393  339.046   0.017   0.025 2
3354- 21:32:30.00  5/19/2010   504662.971  6785014.394  339.041   0.017   0.025 2
3355- 21:33:00.00  5/19/2010   504662.966  6785014.392  339.044   0.017   0.025 2
3356- 21:33:30.00  5/19/2010   504662.964  6785014.389  339.041   0.018   0.026 2
3357- 21:34:00.00  5/19/2010   504662.964  6785014.386  339.030   0.018   0.027 2
3358- 21:34:30.00  5/19/2010   504662.961  6785014.382  339.034   0.018   0.027 2
3359- 21:35:00.00  5/19/2010   504662.955  6785014.381  339.046   0.019   0.029 2
3360- 21:35:30.00  5/19/2010   504662.953  6785014.377  339.043   0.019   0.029 2
3361- 21:36:00.00  5/19/2010   504662.950  6785014.374  339.045   0.019   0.029 2
3362- 21:36:30.00  5/19/2010   504662.946  6785014.375  339.041   0.019   0.029 2
3363- 21:37:00.00  5/19/2010   504662.945  6785014.369  339.039   0.019   0.029 2
3364- 21:37:30.00  5/19/2010   504662.945  6785014.365  339.037   0.019   0.030 2
3365- 21:38:00.00  5/19/2010   504662.944  6785014.364  339.035   0.019   0.030 2
3366- 21:38:30.00  5/19/2010   504662.939  6785014.357  339.032   0.019   0.030 2
3367- 21:39:00.00  5/19/2010   504662.938  6785014.356  339.034   0.019   0.030 2
3368- 21:39:30.00  5/19/2010   504662.938  6785014.356  339.036   0.019   0.030 2
3369- 21:40:00.00  5/19/2010   504662.935  6785014.350  339.030   0.019   0.030 2
3370- 21:40:30.00  5/19/2010   504662.932  6785014.348  339.036   0.019   0.030 2
3371- 21:41:00.00  5/19/2010   504662.931  6785014.345  339.029   0.019   0.030 2
3372- 21:41:30.00  5/19/2010   504662.927  6785014.344  339.030   0.019   0.030 2
3373- 21:42:00.00  5/19/2010   504662.927  6785014.343  339.025   0.019   0.031 2
3374- 21:42:30.00  5/19/2010   504662.927  6785014.343  339.023   0.019   0.031 2
3375- 21:43:00.00  5/19/2010   504662.922  6785014.341  339.029   0.019   0.031 2
3376- 21:43:30.00  5/19/2010   504662.920  6785014.338  339.023   0.019   0.031 2
3377- 21:44:00.00  5/19/2010   504662.919  6785014.335  339.022   0.019   0.031 2
3378- 21:44:30.00  5/19/2010   504662.916  6785014.334  339.022   0.019   0.031 2
3379- 21:45:00.00  5/19/2010   504662.915  6785014.333  339.022   0.019   0.031 2
3380- 21:45:30.00  5/19/2010   504662.912  6785014.332  339.022   0.019   0.031 2
3381- 21:46:00.00  5/19/2010   504662.913  6785014.328  339.019   0.019   0.031 2
3382- 21:46:30.00  5/19/2010   504662.908  6785014.325  339.020   0.019   0.032 2
3383- 21:47:00.00  5/19/2010   504662.907  6785014.319  339.023   0.019   0.032 2
3384- 21:47:30.00  5/19/2010   504662.904  6785014.315  339.025   0.019   0.032 2
3385- 21:48:00.00  5/19/2010   504662.902  6785014.314  339.016   0.019   0.032 2
3386- 21:48:30.00  5/19/2010   504662.901  6785014.310  339.013   0.019   0.032 2
3387- 21:49:00.00  5/19/2010   504662.896  6785014.309  339.013   0.019   0.032 2
3388- 21:49:30.00  5/19/2010   504662.894  6785014.308  339.018   0.019   0.032 2
3389- 21:50:00.00  5/19/2010   504662.890  6785014.305  339.021   0.019   0.032 2
3390- 21:50:30.00  5/19/2010   504662.887  6785014.302  339.019   0.019   0.032 2
3391- 21:51:00.00  5/19/2010   504662.887  6785014.295  339.017   0.019   0.032 2
3392- 21:51:30.00  5/19/2010   504662.883  6785014.299  339.017   0.019   0.032 2
3393- 21:52:00.00  5/19/2010   504662.881  6785014.294  339.019   0.019   0.032 2
3394- 21:52:30.00  5/19/2010   504662.879  6785014.296  339.027   0.019   0.033 2
3395- 21:53:00.00  5/19/2010   504662.878  6785014.292  339.026   0.019   0.033 2
3396- 21:53:30.00  5/19/2010   504662.877  6785014.288  339.021   0.019   0.033 2
3397- 21:54:00.00  5/19/2010   504662.875  6785014.283  339.022   0.019   0.033 2
3398- 21:54:30.00  5/19/2010   504662.873  6785014.283  339.022   0.019   0.033 2
3399- 21:55:00.00  5/19/2010   504662.870  6785014.280  339.022   0.020   0.033 2
3400- 21:55:30.00  5/19/2010   504662.868  6785014.277  339.020   0.020   0.033 2
3401- 21:56:00.00  5/19/2010   504662.865  6785014.275  339.019   0.020   0.033 2
3402- 21:56:30.00  5/19/2010   504662.865  6785014.272  339.013   0.020   0.033 2
3403- 21:57:00.00  5/19/2010   504662.862  6785014.272  339.016   0.020   0.033 2
3404- 21:57:30.00  5/19/2010   504662.858  6785014.267  339.020   0.020   0.033 2
3405- 21:58:00.00  5/19/2010   504662.857  6785014.269  339.015   0.019   0.033 2
3406- 21:58:30.00  5/19/2010   504662.854  6785014.265  339.019   0.019   0.033 2
3407- 21:59:00.00  5/19/2010   504662.851  6785014.263  339.024   0.019   0.032 2
3408- 21:59:30.00  5/19/2010   504662.847  6785014.260  339.022   0.019   0.033 2
3409- 22:00:00.00  5/19/2010   504662.846  6785014.257  339.023   0.019   0.033 2
3410- 22:00:30.00  5/19/2010   504662.843  6785014.255  339.022   0.019   0.033 2
3411- 22:01:00.00  5/19/2010   504662.841  6785014.255  339.025   0.019   0.033 2
3412- 22:01:30.00  5/19/2010   504662.838  6785014.252  339.031   0.019   0.033 2
3413- 22:02:00.00  5/19/2010   504662.838  6785014.250  339.024   0.019   0.033 2
