
Project:     S1R3 a
Program:     GrafNav Lite Version 8.20.0522
Profile:     UTM
Source:      GPS Epochs(Combined)
ProcessInfo: Run (1) by Unknown on 10/20/2010 at 11:47:37

Datum:       WGS84, (processing datum)
Master 1:    Name S1Base 3, Status ENABLED
             Antenna height 0.000 m, to L1-PC (Generic)
             Position 61 06 47.93987, -147 01 37.74559, 661.105 m (WGS84, Ellipsoidal hgt)
Remote:      Antenna height 0.000 m, to L1-PC (Generic)

Map projection Info:
  UTM Zone:    6
SD/Covariance Scaling Settings:
  Position: No scaling (1-sigma)
  Velocity: No scaling (1-sigma)
  Increase SD on kinematic float: No

Stati     GPSTime       Date      Easting     Northing    H-Ell SDHoriz SDHeigh Q
            (HMS)      (MDY)          (m)          (m)      (m)     (m)     (m)  
1557-  6:36:00.00  5/19/2010   507485.719  6786620.899  422.628   0.019   0.030 2
1558-  6:36:30.00  5/19/2010   507485.714  6786620.901  422.625   0.019   0.029 2
1559-  6:37:00.00  5/19/2010   507485.712  6786620.896  422.618   0.019   0.029 2
1560-  6:37:30.00  5/19/2010   507485.709  6786620.900  422.623   0.019   0.029 2
1561-  6:38:00.00  5/19/2010   507485.714  6786620.903  422.636   0.019   0.029 2
1562-  6:38:30.00  5/19/2010   507485.715  6786620.903  422.657   0.019   0.030 2
1563-  6:39:00.00  5/19/2010   507485.716  6786620.904  422.656   0.020   0.031 2
1564-  6:39:30.00  5/19/2010   507485.712  6786620.907  422.678   0.020   0.031 2
1565-  6:40:00.00  5/19/2010   507485.716  6786620.916  422.665   0.020   0.031 2
1566-  6:40:30.00  5/19/2010   507485.708  6786620.913  422.671   0.021   0.031 2
1567-  6:41:00.00  5/19/2010   507485.708  6786620.912  422.678   0.021   0.031 2
1568-  6:41:30.00  5/19/2010   507485.707  6786620.903  422.685   0.021   0.030 2
1569-  6:42:00.00  5/19/2010   507485.708  6786620.901  422.692   0.021   0.030 2
1570-  6:42:30.00  5/19/2010   507485.698  6786620.893  422.682   0.021   0.030 2
1571-  6:43:00.00  5/19/2010   507485.700  6786620.887  422.676   0.021   0.030 2
1572-  6:43:30.00  5/19/2010   507485.698  6786620.887  422.686   0.021   0.030 2
1573-  6:44:00.00  5/19/2010   507485.697  6786620.886  422.688   0.021   0.030 2
1574-  6:44:30.00  5/19/2010   507485.690  6786620.882  422.679   0.021   0.030 2
1575-  6:45:00.00  5/19/2010   507485.685  6786620.882  422.665   0.021   0.028 2
1576-  6:45:30.00  5/19/2010   507485.684  6786620.872  422.660   0.020   0.028 2
1577-  6:46:00.00  5/19/2010   507485.687  6786620.868  422.656   0.020   0.027 2
1578-  6:46:30.00  5/19/2010   507485.686  6786620.869  422.659   0.020   0.027 2
1579-  6:47:00.00  5/19/2010   507485.692  6786620.869  422.656   0.020   0.027 2
1580-  6:47:30.00  5/19/2010   507485.690  6786620.868  422.661   0.020   0.027 2
1581-  6:48:00.00  5/19/2010   507485.688  6786620.866  422.662   0.020   0.027 2
1582-  6:48:30.00  5/19/2010   507485.692  6786620.865  422.654   0.020   0.027 2
1583-  6:49:00.00  5/19/2010   507485.688  6786620.864  422.664   0.020   0.027 2
1584-  6:49:30.00  5/19/2010   507485.686  6786620.863  422.648   0.020   0.027 2
1585-  6:50:00.00  5/19/2010   507485.684  6786620.864  422.657   0.021   0.027 2
1586-  6:50:30.00  5/19/2010   507485.679  6786620.857  422.650   0.022   0.028 2
1587-  6:51:00.00  5/19/2010   507485.675  6786620.855  422.643   0.022   0.028 2
1588-  6:51:30.00  5/19/2010   507485.679  6786620.856  422.646   0.022   0.028 2
1589-  6:52:00.00  5/19/2010   507485.679  6786620.852  422.653   0.022   0.028 2
1590-  6:52:30.00  5/19/2010   507485.671  6786620.851  422.655   0.022   0.028 2
1591-  6:53:00.00  5/19/2010   507485.669  6786620.852  422.636   0.022   0.027 2
1592-  6:53:30.00  5/19/2010   507485.668  6786620.856  422.613   0.022   0.027 2
1593-  6:54:00.00  5/19/2010   507485.665  6786620.853  422.606   0.022   0.027 2
1594-  6:54:30.00  5/19/2010   507485.662  6786620.857  422.615   0.022   0.027 2
1595-  6:55:00.00  5/19/2010   507485.659  6786620.856  422.606   0.022   0.027 2
1596-  6:55:30.00  5/19/2010   507485.657  6786620.854  422.606   0.021   0.027 2
1597-  6:56:00.00  5/19/2010   507485.657  6786620.850  422.627   0.021   0.027 2
1598-  6:56:30.00  5/19/2010   507485.662  6786620.844  422.615   0.021   0.027 2
1599-  6:57:00.00  5/19/2010   507485.662  6786620.839  422.633   0.021   0.027 2
1600-  6:57:30.00  5/19/2010   507485.663  6786620.840  422.634   0.021   0.027 2
1601-  6:58:00.00  5/19/2010   507485.666  6786620.840  422.599   0.021   0.027 2
1602-  6:58:30.00  5/19/2010   507485.666  6786620.846  422.559   0.022   0.027 2
1603-  6:59:00.00  5/19/2010   507485.669  6786620.845  422.545   0.022   0.027 2
1604-  6:59:30.00  5/19/2010   507485.671  6786620.845  422.551   0.022   0.027 2
1605-  7:00:00.00  5/19/2010   507485.674  6786620.842  422.568   0.022   0.027 2
1606-  7:00:30.00  5/19/2010   507485.670  6786620.835  422.580   0.022   0.027 2
1607-  7:01:00.00  5/19/2010   507485.663  6786620.832  422.605   0.022   0.027 2
1608-  7:01:30.00  5/19/2010   507485.661  6786620.830  422.614   0.022   0.028 2
1609-  7:02:00.00  5/19/2010   507485.659  6786620.828  422.634   0.022   0.028 2
1610-  7:02:30.00  5/19/2010   507485.658  6786620.826  422.627   0.022   0.028 2
1611-  7:03:00.00  5/19/2010   507485.661  6786620.836  422.608   0.022   0.028 2
1612-  7:03:30.00  5/19/2010   507485.657  6786620.844  422.597   0.022   0.028 3
1613-  7:04:00.00  5/19/2010   507485.647  6786620.846  422.584   0.022   0.028 2
1614-  7:04:30.00  5/19/2010   507485.638  6786620.835  422.586   0.022   0.028 2
1615-  7:05:00.00  5/19/2010   507485.635  6786620.827  422.579   0.022   0.028 2
1616-  7:05:30.00  5/19/2010   507485.627  6786620.826  422.590   0.022   0.028 2
1617-  7:06:00.00  5/19/2010   507485.622  6786620.825  422.613   0.022   0.028 2
1618-  7:06:30.00  5/19/2010   507485.619  6786620.827  422.595   0.022   0.028 2
1619-  7:07:00.00  5/19/2010   507485.616  6786620.824  422.608   0.022   0.028 2
1620-  7:07:30.00  5/19/2010   507485.615  6786620.821  422.608   0.022   0.028 2
1621-  7:08:00.00  5/19/2010   507485.618  6786620.819  422.606   0.022   0.028 2
1622-  7:08:30.00  5/19/2010   507485.619  6786620.817  422.596   0.022   0.028 2
1623-  7:09:00.00  5/19/2010   507485.622  6786620.814  422.587   0.022   0.028 2
1624-  7:09:30.00  5/19/2010   507485.622  6786620.817  422.579   0.022   0.028 2
1625-  7:10:00.00  5/19/2010   507485.617  6786620.811  422.565   0.022   0.028 2
1626-  7:10:30.00  5/19/2010   507485.618  6786620.814  422.542   0.022   0.028 2
1627-  7:11:00.00  5/19/2010   507485.622  6786620.814  422.538   0.022   0.028 2
1628-  7:11:30.00  5/19/2010   507485.627  6786620.812  422.521   0.022   0.029 2
1629-  7:12:00.00  5/19/2010   507485.628  6786620.816  422.515   0.022   0.029 2
1630-  7:12:30.00  5/19/2010   507485.630  6786620.815  422.528   0.022   0.029 2
1631-  7:13:00.00  5/19/2010   507485.630  6786620.814  422.545   0.022   0.029 2
1632-  7:13:30.00  5/19/2010   507485.625  6786620.809  422.547   0.022   0.029 2
1633-  7:14:00.00  5/19/2010   507485.627  6786620.807  422.550   0.022   0.029 2
1634-  7:14:30.00  5/19/2010   507485.627  6786620.805  422.546   0.022   0.029 2
1635-  7:15:00.00  5/19/2010   507485.621  6786620.804  422.545   0.022   0.029 2
1636-  7:15:30.00  5/19/2010   507485.617  6786620.806  422.547   0.022   0.029 2
1637-  7:16:00.00  5/19/2010   507485.614  6786620.805  422.551   0.022   0.029 2
1638-  7:16:30.00  5/19/2010   507485.604  6786620.805  422.562   0.023   0.031 2
1639-  7:17:00.00  5/19/2010   507485.602  6786620.807  422.578   0.023   0.031 2
1640-  7:17:30.00  5/19/2010   507485.596  6786620.805  422.591   0.023   0.031 2
1641-  7:18:00.00  5/19/2010   507485.599  6786620.803  422.593   0.023   0.031 2
1642-  7:18:30.00  5/19/2010   507485.593  6786620.804  422.606   0.023   0.031 2
1643-  7:19:00.00  5/19/2010   507485.588  6786620.801  422.622   0.023   0.031 2
1644-  7:19:30.00  5/19/2010   507485.583  6786620.803  422.626   0.023   0.031 2
1645-  7:20:00.00  5/19/2010   507485.570  6786620.812  422.631   0.023   0.032 2
1646-  7:20:30.00  5/19/2010   507485.571  6786620.814  422.629   0.023   0.032 2
1647-  7:21:00.00  5/19/2010   507485.569  6786620.816  422.634   0.023   0.032 2
1648-  7:21:30.00  5/19/2010   507485.563  6786620.819  422.634   0.023   0.032 2
1649-  7:22:00.00  5/19/2010   507485.566  6786620.811  422.649   0.023   0.032 2
1650-  7:22:30.00  5/19/2010   507485.571  6786620.800  422.639   0.023   0.032 2
1651-  7:23:00.00  5/19/2010   507485.576  6786620.800  422.636   0.023   0.032 2
1652-  7:23:30.00  5/19/2010   507485.579  6786620.802  422.639   0.023   0.032 2
1653-  7:24:00.00  5/19/2010   507485.580  6786620.802  422.640   0.024   0.033 2
1654-  7:24:30.00  5/19/2010   507485.585  6786620.808  422.638   0.024   0.033 2
1655-  7:25:00.00  5/19/2010   507485.597  6786620.805  422.619   0.024   0.033 2
1656-  7:25:30.00  5/19/2010   507485.612  6786620.792  422.615   0.024   0.033 2
1657-  7:26:00.00  5/19/2010   507485.614  6786620.791  422.615   0.026   0.038 2
1658-  7:26:30.00  5/19/2010   507485.620  6786620.792  422.601   0.026   0.038 2
1659-  7:27:00.00  5/19/2010   507485.627  6786620.779  422.589   0.026   0.038 2
1660-  7:27:30.00  5/19/2010   507485.630  6786620.773  422.588   0.026   0.038 2
1661-  7:28:00.00  5/19/2010   507485.629  6786620.768  422.605   0.026   0.038 2
1662-  7:28:30.00  5/19/2010   507485.628  6786620.767  422.615   0.026   0.038 2
1663-  7:29:00.00  5/19/2010   507485.632  6786620.756  422.613   0.026   0.038 2
1664-  7:29:30.00  5/19/2010   507485.627  6786620.754  422.622   0.027   0.039 2
1665-  7:30:00.00  5/19/2010   507485.620  6786620.759  422.622   0.027   0.039 2
1666-  7:30:30.00  5/19/2010   507485.615  6786620.759  422.626   0.027   0.039 2
1667-  7:31:00.00  5/19/2010   507485.607  6786620.759  422.625   0.027   0.039 2
1668-  7:31:30.00  5/19/2010   507485.597  6786620.761  422.629   0.027   0.039 2
1669-  7:32:00.00  5/19/2010   507485.593  6786620.764  422.638   0.027   0.039 2
1670-  7:32:30.00  5/19/2010   507485.590  6786620.763  422.650   0.027   0.039 2
1671-  7:33:00.00  5/19/2010   507485.588  6786620.765  422.668   0.027   0.039 2
1672-  7:33:30.00  5/19/2010   507485.583  6786620.767  422.689   0.027   0.040 2
1673-  7:34:00.00  5/19/2010   507485.579  6786620.770  422.705   0.027   0.040 2
1674-  7:34:30.00  5/19/2010   507485.573  6786620.769  422.709   0.027   0.040 2
1675-  7:35:00.00  5/19/2010   507485.572  6786620.765  422.701   0.027   0.040 2
1676-  7:35:30.00  5/19/2010   507485.570  6786620.758  422.692   0.027   0.040 2
1677-  7:36:00.00  5/19/2010   507485.573  6786620.748  422.687   0.028   0.040 2
1678-  7:36:30.00  5/19/2010   507485.576  6786620.736  422.685   0.028   0.040 2
1679-  7:37:00.00  5/19/2010   507485.575  6786620.735  422.694   0.028   0.040 2
1680-  7:37:30.00  5/19/2010   507485.574  6786620.737  422.693   0.028   0.040 2
1681-  7:38:00.00  5/19/2010   507485.572  6786620.733  422.703   0.028   0.040 2
1682-  7:38:30.00  5/19/2010   507485.570  6786620.730  422.693   0.028   0.040 2
1683-  7:39:00.00  5/19/2010   507485.565  6786620.737  422.695   0.028   0.040 2
1684-  7:39:30.00  5/19/2010   507485.559  6786620.737  422.702   0.028   0.041 2
1685-  7:40:00.00  5/19/2010   507485.558  6786620.737  422.711   0.028   0.041 2
1686-  7:40:30.00  5/19/2010   507485.553  6786620.747  422.720   0.028   0.041 2
1687-  7:41:00.00  5/19/2010   507485.544  6786620.760  422.733   0.029   0.041 2
1688-  7:41:30.00  5/19/2010   507485.546  6786620.754  422.729   0.029   0.041 2
1689-  7:42:00.00  5/19/2010   507485.543  6786620.759  422.733   0.029   0.041 2
1690-  7:42:30.00  5/19/2010   507485.540  6786620.757  422.746   0.029   0.041 2
1691-  7:43:00.00  5/19/2010   507485.542  6786620.754  422.769   0.029   0.041 2
1692-  7:43:30.00  5/19/2010   507485.542  6786620.765  422.797   0.029   0.041 2
1693-  7:44:00.00  5/19/2010   507485.540  6786620.769  422.805   0.029   0.041 2
1694-  7:44:30.00  5/19/2010   507485.539  6786620.773  422.813   0.029   0.041 2
1695-  7:45:00.00  5/19/2010   507485.543  6786620.780  422.825   0.029   0.042 2
1696-  7:45:30.00  5/19/2010   507485.552  6786620.780  422.820   0.029   0.042 2
1697-  7:46:00.00  5/19/2010   507485.561  6786620.777  422.862   0.032   0.049 2
1698-  7:46:30.00  5/19/2010   507485.559  6786620.789  422.880   0.032   0.049 2
1699-  7:47:00.00  5/19/2010   507485.567  6786620.792  422.900   0.032   0.049 2
1700-  7:47:30.00  5/19/2010   507485.580  6786620.796  422.915   0.032   0.049 2
1701-  7:48:00.00  5/19/2010   507485.591  6786620.792  422.917   0.033   0.049 2
1702-  7:48:30.00  5/19/2010   507485.591  6786620.784  422.905   0.033   0.050 2
1703-  7:49:00.00  5/19/2010   507485.591  6786620.773  422.892   0.033   0.050 2
1704-  7:49:30.00  5/19/2010   507485.592  6786620.754  422.857   0.033   0.050 2
1705-  7:50:00.00  5/19/2010   507485.590  6786620.728  422.812   0.033   0.050 2
1706-  7:50:30.00  5/19/2010   507485.591  6786620.706  422.767   0.034   0.050 2
1707-  7:51:00.00  5/19/2010   507485.589  6786620.690  422.740   0.034   0.051 2
1708-  7:51:30.00  5/19/2010   507485.591  6786620.676  422.702   0.034   0.051 2
1709-  7:52:00.00  5/19/2010   507485.591  6786620.663  422.681   0.034   0.051 2
1710-  7:52:30.00  5/19/2010   507485.591  6786620.670  422.694   0.035   0.051 2
1711-  7:53:00.00  5/19/2010   507485.641  6786620.667  422.907   0.051   0.062 2
1712-  7:53:30.00  5/19/2010   507485.642  6786620.669  422.893   0.051   0.062 2
1713-  7:54:00.00  5/19/2010   507485.638  6786620.676  422.896   0.065   0.094 2
1714-  7:54:30.00  5/19/2010   507485.633  6786620.669  422.907   0.070   0.091 2
1715-  7:55:00.00  5/19/2010   507485.636  6786620.664  422.905   0.073   0.090 2
1716-  7:55:30.00  5/19/2010   507485.641  6786620.672  422.932   0.075   0.089 2
1717-  7:56:00.00  5/19/2010   507485.644  6786620.685  422.965   0.076   0.089 2
1718-  7:56:30.00  5/19/2010   507485.651  6786620.687  422.977   0.077   0.089 2
1719-  7:57:00.00  5/19/2010   507485.672  6786620.688  422.983   0.078   0.089 2
1720-  7:57:30.00  5/19/2010   507485.695  6786620.692  423.003   0.078   0.090 2
1721-  7:58:00.00  5/19/2010   507485.723  6786620.683  422.998   0.079   0.090 2
1722-  7:58:30.00  5/19/2010   507485.763  6786620.677  422.981   0.080   0.090 2
1723-  7:59:00.00  5/19/2010   507485.797  6786620.662  422.947   0.081   0.091 2
1724-  7:59:30.00  5/19/2010   507485.849  6786620.616  422.814   0.077   0.075 4
1725-  8:00:00.00  5/19/2010   507485.899  6786620.603  422.848   0.079   0.076 3
1726-  8:00:30.00  5/19/2010   507485.934  6786620.591  422.872   0.080   0.077 2
1727-  8:01:00.00  5/19/2010   507485.964  6786620.579  422.890   0.082   0.078 2
1728-  8:01:30.00  5/19/2010   507485.993  6786620.568  422.903   0.084   0.079 2
1729-  8:02:00.00  5/19/2010   507486.016  6786620.552  422.913   0.085   0.080 2
1730-  8:02:30.00  5/19/2010   507486.035  6786620.528  422.900   0.087   0.080 2
1731-  8:03:00.00  5/19/2010   507486.049  6786620.507  422.883   0.090   0.081 2
1732-  8:03:30.00  5/19/2010   507486.069  6786620.491  422.873   0.092   0.082 3
1733-  8:04:00.00  5/19/2010   507486.097  6786620.480  422.887   0.094   0.082 3
1734-  8:04:30.00  5/19/2010   507486.132  6786620.469  422.912   0.096   0.083 3
1735-  8:05:00.00  5/19/2010   507486.184  6786620.452  422.942   0.098   0.084 3
1736-  8:05:30.00  5/19/2010   507486.250  6786620.430  422.979   0.101   0.085 4
1737-  8:06:00.00  5/19/2010   507486.320  6786620.402  423.008   0.103   0.086 4
1738-  8:06:30.00  5/19/2010   507486.398  6786620.375  423.052   0.105   0.087 4
1739-  8:07:00.00  5/19/2010   507486.478  6786620.350  423.089   0.108   0.087 4
1740-  8:07:30.00  5/19/2010   507486.559  6786620.319  423.106   0.110   0.088 4
1741-  8:08:00.00  5/19/2010   507486.641  6786620.303  423.155   0.112   0.089 3
1742-  8:08:30.00  5/19/2010   507486.715  6786620.299  423.179   0.114   0.090 3
1743-  8:09:00.00  5/19/2010   507486.776  6786620.283  423.201   0.117   0.091 3
1744-  8:09:30.00  5/19/2010   507486.827  6786620.266  423.192   0.119   0.092 3
1745-  8:10:00.00  5/19/2010   507486.858  6786620.266  423.175   0.121   0.093 3
1746-  8:10:30.00  5/19/2010   507486.882  6786620.259  423.173   0.123   0.094 3
1747-  8:11:00.00  5/19/2010   507486.890  6786620.254  423.170   0.125   0.095 3
1748-  8:11:30.00  5/19/2010   507486.878  6786620.243  423.139   0.127   0.096 3
1749-  8:12:00.00  5/19/2010   507486.842  6786620.220  423.104   0.129   0.097 3
1750-  8:12:30.00  5/19/2010   507486.797  6786620.227  423.082   0.130   0.097 3
1751-  8:13:00.00  5/19/2010   507486.742  6786620.238  423.032   0.132   0.098 3
1752-  8:13:30.00  5/19/2010   507486.665  6786620.253  422.988   0.133   0.099 3
1753-  8:14:00.00  5/19/2010   507486.551  6786620.277  422.905   0.134   0.099 3
1754-  8:14:30.00  5/19/2010   507486.423  6786620.301  422.827   0.135   0.099 5
1755-  8:15:00.00  5/19/2010   507486.296  6786620.335  422.781   0.136   0.100 5
1756-  8:15:30.00  5/19/2010   507486.183  6786620.374  422.811   0.136   0.100 5
1757-  8:16:00.00  5/19/2010   507486.091  6786620.379  422.812   0.137   0.100 4
1758-  8:16:30.00  5/19/2010   507485.969  6786620.383  422.710   0.137   0.100 4
1759-  8:17:00.00  5/19/2010   507485.800  6786620.410  422.630   0.137   0.100 4
1760-  8:17:30.00  5/19/2010   507485.635  6786620.458  422.591   0.136   0.099 4
1761-  8:18:00.00  5/19/2010   507485.473  6786620.506  422.573   0.136   0.099 3
1762-  8:18:30.00  5/19/2010   507485.302  6786620.538  422.558   0.135   0.099 3
1763-  8:19:00.00  5/19/2010   507485.153  6786620.560  422.563   0.134   0.098 3
1764-  8:19:30.00  5/19/2010   507485.006  6786620.575  422.519   0.133   0.097 3
1765-  8:20:00.00  5/19/2010   507484.863  6786620.595  422.480   0.132   0.097 3
1766-  8:20:30.00  5/19/2010   507484.747  6786620.623  422.508   0.131   0.096 3
1767-  8:21:00.00  5/19/2010   507484.666  6786620.631  422.520   0.130   0.095 3
1768-  8:21:30.00  5/19/2010   507484.628  6786620.647  422.622   0.128   0.094 3
1770-  8:22:30.00  5/19/2010   507487.400  6786619.834  423.277   0.257   0.161 6
1771-  8:23:00.00  5/19/2010   507487.396  6786619.718  423.338   0.319   0.324 6
1772-  8:23:30.00  5/19/2010   507487.425  6786619.598  423.393   0.359   0.322 6
1773-  8:24:00.00  5/19/2010   507487.440  6786619.479  423.468   0.392   0.329 6
1774-  8:24:30.00  5/19/2010   507487.465  6786619.348  423.542   0.425   0.339 6
1775-  8:25:00.00  5/19/2010   507487.469  6786619.216  423.583   0.459   0.352 6
1776-  8:25:30.00  5/19/2010   507487.423  6786619.165  423.599   0.494   0.365 6
1777-  8:26:00.00  5/19/2010   507487.316  6786619.188  423.565   0.528   0.380 6
1778-  8:26:30.00  5/19/2010   507487.123  6786619.314  423.447   0.561   0.396 6
1779-  8:27:00.00  5/19/2010   507486.845  6786619.512  423.309   0.591   0.411 6
1780-  8:27:30.00  5/19/2010   507486.577  6786619.697  423.202   0.617   0.424 6
1781-  8:28:00.00  5/19/2010   507486.406  6786619.902  423.100   0.636   0.434 5
1782-  8:28:30.00  5/19/2010   507486.326  6786620.071  423.023   0.646   0.439 5
1783-  8:29:00.00  5/19/2010   507486.438  6786620.130  423.056   0.646   0.439 5
1784-  8:29:30.00  5/19/2010   507486.699  6786620.108  423.119   0.636   0.433 6
1785-  8:30:00.00  5/19/2010   507486.969  6786620.112  423.127   0.618   0.422 5
1786-  8:30:30.00  5/19/2010   507487.164  6786620.139  423.120   0.594   0.408 6
1787-  8:31:00.00  5/19/2010   507487.294  6786620.141  423.154   0.564   0.392 6
1788-  8:31:30.00  5/19/2010   507487.356  6786620.123  423.160   0.533   0.376 6
1789-  8:32:00.00  5/19/2010   507487.401  6786619.996  423.219   0.500   0.359 6
1790-  8:32:30.00  5/19/2010   507487.531  6786619.846  423.363   0.467   0.344 6
1791-  8:33:00.00  5/19/2010   507487.609  6786619.668  423.500   0.435   0.332 6
