t,value,sequence
1986-03-31T04:49:36Z,12.7346135727575,17
1986-03-31T05:41:14Z,12.7041323993072,17
1986-03-31T06:14:48Z,12.6404060291893,17
1986-03-31T06:46:08Z,12.5464105526494,17
1986-03-31T07:08:33Z,12.490984532683,17
1986-03-31T07:35:26Z,12.4163063067868,17
1986-03-31T08:00:04Z,12.3499254059904,17
1986-03-31T08:15:46Z,12.3166694317335,17
1986-03-31T10:18:59Z,12.0428409085601,18
1986-03-31T10:48:05Z,12.0124968008445,18
1986-03-31T11:26:14Z,11.9902510541103,18
1986-03-31T11:59:53Z,11.9736465163364,18
1986-03-31T12:47:03Z,11.9985852765605,18
1986-03-31T13:22:59Z,12.0344819786722,18
1986-03-31T13:52:11Z,12.0732323205378,18
1986-03-31T14:28:09Z,12.1368707399994,18
1986-03-31T14:59:41Z,12.2364188790273,18
1986-03-31T15:28:54Z,12.3220965994531,18
1986-03-31T15:44:41Z,12.405121979068,18
1986-03-31T16:00:28Z,12.474211118588,18
1986-03-31T16:09:28Z,12.5352011205304,18
1986-03-31T16:20:44Z,12.5655315470661,18
1986-03-31T16:36:28Z,12.6098610870028,19
1986-03-31T16:54:31Z,12.6789494588824,19
1986-03-31T17:19:15Z,12.7536752378918,19
1986-03-31T17:39:32Z,12.8366340462851,19
1986-03-31T18:24:28Z,12.9030564140855,19
1986-03-31T19:00:22Z,12.9251463027184,19
1986-03-31T19:40:46Z,12.9251326125828,19
1986-03-31T20:14:26Z,12.9168246320856,19
1986-03-31T20:48:02Z,12.8587372631489,19
1986-03-31T21:23:54Z,12.7729080550356,19
1986-03-31T21:55:13Z,12.6871441086047,19
1986-03-31T22:19:53Z,12.618041261403,19
1986-03-31T22:40:01Z,12.5599584615717,19
1986-03-31T23:11:24Z,12.5018067971018,19
1986-03-31T23:31:33Z,12.4437239884975,19
1986-04-01T00:14:09Z,12.3993746812719,19
1986-04-01T00:50:02Z,12.374472809625,19
1986-04-01T01:25:58Z,12.3856092305165,19
1986-04-01T02:06:23Z,12.4215044066687,19
1986-04-01T02:46:52Z,12.4851406364456,19
1986-04-01T03:29:33Z,12.5515637627478,19
1986-04-01T04:01:00Z,12.6013325133362,19
1986-04-01T04:27:59Z,12.6565473197354,19
1986-04-01T04:54:57Z,12.6870018538703,19
1986-04-01T05:35:23Z,12.7009237313311,19
1986-04-01T06:15:46Z,12.6869744648259,19
1986-04-01T06:51:37Z,12.6537760360851,19
1986-04-01T07:31:58Z,12.587389816089,19
1986-04-01T08:05:35Z,12.5126449243774,19
1986-04-01T08:41:27Z,12.4628533540329,19
1986-04-01T09:15:04Z,12.393746808733,19
1986-04-01T09:30:44Z,12.3632778261434,20
1986-04-01T09:55:25Z,12.3300181450153,20
1986-04-01T10:26:47Z,12.2829507019879,20
1986-04-01T10:53:40Z,12.2443107777685,20
1986-04-01T11:34:02Z,12.1916656538564,20
1986-04-01T12:16:39Z,12.1446587813966,20
1986-04-01T13:59:54Z,12.1666614689193,21
1986-04-01T14:29:06Z,12.1944583519993,21
1986-04-01T14:51:36Z,12.2469520744101,21
1986-04-01T15:09:34Z,12.294003456837,21
1986-04-01T15:50:02Z,12.3575746415347,21
1986-04-01T16:12:34Z,12.4350881526189,21
1986-04-01T16:23:48Z,12.4792897920819,21
1986-04-01T16:39:34Z,12.5401474104486,21
1986-04-01T16:55:20Z,12.5899214800539,21
1986-04-01T17:08:49Z,12.6342517783097,21
1986-04-01T17:31:19Z,12.7034036872207,21
1986-04-01T17:47:05Z,12.7670482879335,21
1986-04-01T18:02:52Z,12.8361380911788,21
1986-04-01T18:23:07Z,12.8998462199672,21
1986-04-01T18:38:51Z,12.9495552532663,21
1986-04-01T18:59:05Z,12.9964764418024,21
1986-04-01T19:10:20Z,13.015917127364,21
1986-04-01T19:59:46Z,13.0877825078294,22
1986-04-01T20:28:55Z,13.074031523623,22
1986-04-01T21:16:01Z,13.032467672784,22
1986-04-01T21:33:58Z,12.9964239485406,22
1986-04-01T21:45:10Z,12.9743818118952,23
1986-04-01T22:09:48Z,12.9273166535119,23
1986-04-01T22:27:43Z,12.8886147185861,23
1986-04-01T23:03:35Z,12.8194430332476,23
1986-04-01T23:37:11Z,12.7557816992533,23
1986-04-02T00:13:05Z,12.6838873948283,23
1986-04-02T00:57:51Z,12.614647648132,23
1986-04-02T01:35:58Z,12.5482621778647,23
1986-04-02T02:20:54Z,12.4984024926104,23
1986-04-02T03:05:42Z,12.4763496321104,23
1986-04-02T03:57:22Z,12.4734800948072,23
1986-04-02T05:15:53Z,12.4763055099672,23
1986-04-02T05:36:06Z,12.476298656035,23
1986-04-02T06:09:44Z,12.4458235869709,24
1986-04-02T06:45:38Z,12.4264956803817,24
1986-04-02T07:21:29Z,12.409890392879,24
1986-04-02T08:10:54Z,12.3766873679825,24
1986-04-02T08:48:58Z,12.3600813309338,24
1986-04-02T09:11:27Z,12.357221681753,24
1986-04-02T17:14:15Z,12.653076961681,25
1986-04-02T17:47:54Z,12.6557881575471,25
1986-04-02T18:28:16Z,12.6862381490784,25
1986-04-02T19:06:30Z,12.7499401824364,25
1986-04-02T19:38:00Z,12.819024657709,25
1986-04-02T20:07:13Z,12.8715167681568,25
1986-04-02T20:29:39Z,12.9268625448604,25
1986-04-02T21:19:11Z,12.9600320319128,25
1986-04-02T21:55:03Z,12.9627424780501,25
1986-04-02T22:37:41Z,12.935115720767,25
1986-04-02T23:06:53Z,12.8936880284668,25
1986-04-02T23:26:56Z,12.8328176004757,25
1986-04-02T23:51:32Z,12.7608627523505,25
1986-04-03T00:27:26Z,12.6888390214923,25
1986-04-03T00:54:21Z,12.6197347518807,25
1986-04-03T01:36:54Z,12.5589224113043,25
1986-04-03T02:08:21Z,12.5062152675472,25
1986-04-03T02:44:11Z,12.4702949101298,25
1986-04-03T03:24:34Z,12.4564100251614,25
1986-04-03T04:22:55Z,12.4729833811991,25
