marker,station,t_hat,theta_hat,K_theta,phi,K_phi,h
13,New Quickie,34.622,101.1202,0,15.9044,0,1560
13,New Quickie,34.767,101.1082,0,15.9028,0,1560
13,New Quickie,34.873,101.1025,0,15.9053,0,1560
13,New Quickie,35.342,101.0751,1,15.9093,1,1560
13,New Quickie,35.479,101.0702,1,15.9065,0,1560
13,New Quickie,35.619,101.0582,0,15.9069,0,1560
13,New Quickie,36.709,100.9980,0,15.9080,0,1560
13,New Quickie,36.871,100.9817,0,15.9090,0,1560
13,New Quickie,39.360,100.7874,0,15.9116,0,1560
13,New Quickie,39.470,100.7849,0,15.9120,0,1560
14,New Gilbert,25.438,381.2745,1,1.0136,1,1520
14,New Gilbert,26.415,381.2629,0,1.0166,0,1650
14,New Gilbert,27.405,381.2562,2,1.0139,0,1650
14,New Gilbert,28.384,381.2442,0,1.0325,0,1760
14,New Gilbert,29.480,381.2339,0,1.0215,0,1760
14,New Gilbert,30.378,381.2264,1,1.0232,0,1760
14,New Quickie,25.438,102.1683,0,7.2097,0,1466
14,New Quickie,25.781,102.1338,1,7.2076,1,1466
14,New Quickie,25.913,102.1240,0,7.2140,0,1466
14,New Quickie,26.297,102.0896,0,7.2162,0,1466
14,New Quickie,26.444,102.0762,0,7.2156,0,1466
14,New Quickie,26.613,102.0611,0,7.2166,1,1466
14,New Quickie,26.743,102.0454,1,7.2168,0,1466
14,New Quickie,26.757,102.0477,0,7.2174,0,1466
14,New Quickie,26.904,102.0326,0,7.2166,0,1466
14,New Quickie,27.301,101.9973,0,7.2216,0,1510
14,New Quickie,27.442,101.9856,0,7.2223,0,1510
14,New Quickie,27.644,101.9692,0,7.2245,0,1510
14,New Quickie,27.769,101.9698,2,7.2246,2,1510
14,New Quickie,27.872,101.9455,2,7.2234,2,1510
14,New Quickie,28.394,101.9009,0,7.2280,0,1553
14,New Quickie,28.469,101.8998,0,7.2293,0,1553
14,New Quickie,28.588,101.8856,0,7.2299,0,1553
14,New Quickie,28.733,101.8755,0,7.2291,0,1553
14,New Quickie,28.874,101.8874,0,7.2319,0,1553
14,New Quickie,29.322,101.8258,1,7.2330,0,1560
14,New Quickie,29.502,101.8044,0,7.2356,0,1560
14,New Quickie,29.628,101.7928,1,7.2360,0,1560
14,New Quickie,29.766,101.7856,1,7.2361,1,1560
14,New Quickie,29.874,101.7721,1,7.2365,0,1560
14,New Quickie,30.364,101.7259,0,7.2387,0,1560
14,New Quickie,30.519,101.7033,1,7.2400,0,1560
14,New Quickie,31.548,101.6271,0,7.2432,0,1560
14,New Quickie,33.479,101.3680,0,7.2593,0,1560
14,New Quickie,33.717,100.9735,1,7.1693,1,1560
14,New Quickie,33.892,100.9534,0,7.1765,1,1560
14,New Quickie,34.349,100.9178,0,7.1769,0,1560
14,New Quickie,34.505,100.9033,0,7.1764,0,1560
14,New Quickie,34.624,100.8972,1,7.1772,0,1560
14,New Quickie,34.769,100.8863,0,7.1764,0,1560
14,New Quickie,34.875,100.8809,0,7.1795,0,1560
14,New Quickie,35.344,100.8534,0,7.1795,0,1560
14,New Quickie,35.622,100.8341,0,7.1806,0,1560
14,New Quickie,36.712,100.7683,0,7.1874,1,1560
14,New Quickie,39.365,100.5699,0,7.1909,0,1560
14,New Quickie,39.472,100.5647,0,7.1942,0,1560
15,New Gilbert,24.721,332.7303,0,5.9608,2,1520
15,New Gilbert,24.845,332.7298,1,,,1520
15,New Gilbert,25.324,332.7234,1,,,1520
15,New Gilbert,25.696,332.7145,1,5.9592,1,1520
15,New Gilbert,25.900,332.7159,1,5.9622,0,1650
15,New Gilbert,26.403,332.7078,1,5.9620,0,1650
15,New Gilbert,26.691,332.7034,0,,,1650
15,New Gilbert,26.874,332.7078,2,,,1650
15,New Gilbert,27.398,332.6916,2,5.9071,0,1650
15,New Gilbert,27.529,332.6941,0,,,1650
15,New Gilbert,27.661,332.6941,0,,,1650
15,New Gilbert,27.799,332.6922,1,,,1760
15,New Gilbert,27.904,332.6914,0,,,1760
15,New Gilbert,28.378,332.6843,0,5.9699,0,1760
15,New Gilbert,29.402,332.6756,1,5.9724,0,1760
15,New Gilbert,30.374,332.6675,1,5.9734,0,1760
15,New Gilbert,31.505,332.6558,1,5.9781,0,1760
15,New Gilbert,33.381,332.6340,1,5.9853,0,1760
15,New Gilbert,33.610,332.6279,0,5.9833,0,1500
15,New Gilbert,34.621,332.6224,0,5.9866,0,1500
15,New Gilbert,36.678,332.6075,2,5.9876,0,1450
15,New Gilbert,39.483,332.5842,2,5.9929,1,1310
15,New Gilbert,41.386,332.5740,0,6.0049,0,1750
15,New Gilbert,43.460,332.5573,1,6.0111,1,1560
15,New Gilbert,44.398,332.5558,1,6.0127,0,1620
15,New Gilbert,45.367,332.5533,0,6.0146,0,1620
15,New Gilbert,46.356,332.5488,1,6.0168,0,1620
15,New Gilbert,47.387,332.5453,1,6.0195,0,1620
15,New Gilbert,48.355,332.5445,1,6.0213,0,1620
15,New Quickie,24.600,21.5716,0,4.6367,0,1466
15,New Quickie,25.638,21.5716,0,4.6385,0,1466
15,New Quickie,26.521,21.5705,0,4.6284,1,1466
15,New Quickie,27.496,21.5696,0,4.6379,0,1510
15,New Quickie,28.343,21.5689,2,4.6386,2,1553
15,New Quickie,29.556,21.5738,0,4.6426,1,1560
15,New Quickie,30.396,21.5684,0,4.6418,0,1560
15,New Quickie,33.725,21.5639,0,4.6480,0,1560
15,New Quickie,34.466,21.5637,0,4.6460,0,1560
16,New Gilbert,24.712,331.5155,0,3.8130,2,1520
16,New Gilbert,24.835,331.4977,1,,,1520
16,New Gilbert,25.319,331.4377,1,,,1520
16,New Gilbert,25.688,331.3903,1,3.8210,1,1520
16,New Gilbert,25.894,331.3650,1,3.8240,0,1650
16,New Gilbert,26.390,331.3009,1,3.8320,0,1650
16,New Gilbert,26.686,331.2651,0,,,1650
16,New Gilbert,26.869,331.2376,2,,,1650
16,New Gilbert,27.391,331.1740,2,3.8406,0,1650
16,New Gilbert,27.522,331.1544,0,,,1650
16,New Gilbert,27.656,331.1456,0,,,1650
16,New Gilbert,27.794,331.1234,1,,,1760
16,New Gilbert,27.899,331.1115,0,,,1760
16,New Gilbert,28.374,331.0518,0,3.8641,0,1760
16,New Gilbert,29.401,330.9279,1,3.8601,0,1760
16,New Gilbert,30.369,330.8099,1,3.8679,0,1760
16,New Gilbert,31.500,330.6654,1,3.8774,0,1760
16,New Gilbert,33.383,330.3567,1,3.8952,0,1760
16,New Gilbert,33.601,330.3177,1,3.8968,0,1500
16,New Gilbert,34.614,330.1724,1,3.9064,0,1500
17,New Gilbert,24.714,332.2609,0,4.1610,1,1520
17,New Gilbert,24.837,332.2393,1,,,1520
17,New Gilbert,25.321,332.1694,1,,,1520
17,New Gilbert,25.690,332.1133,1,4.1700,1,1520
17,New Gilbert,25.895,332.0823,1,4.1742,0,1650
17,New Gilbert,26.392,332.0045,1,4.1811,0,1650
17,New Gilbert,26.688,331.9607,1,,,1650
17,New Gilbert,26.871,331.9296,2,,,1650
17,New Gilbert,27.393,331.8510,2,4.1907,0,1650
17,New Gilbert,27.524,331.8299,0,,,1650
17,New Gilbert,27.658,331.8135,0,,,1650
17,New Gilbert,27.796,331.7919,1,,,1760
17,New Gilbert,27.900,331.7749,0,,,1760
17,New Gilbert,28.368,331.7027,0,4.2057,0,1760
17,New Gilbert,28.519,331.6802,0,,,1760
17,New Gilbert,28.637,331.6634,0,,,1760
17,New Gilbert,28.760,331.6476,0,,,1760
17,New Gilbert,28.881,331.6274,0,,,1760
17,New Gilbert,29.399,331.5483,1,4.2231,0,1760
17,New Gilbert,29.507,331.5305,0,,,1760
17,New Gilbert,29.632,331.5108,0,,,1760
17,New Gilbert,29.761,331.4907,0,,,1760
17,New Gilbert,29.885,331.4703,0,,,1760
17,New Gilbert,30.370,331.3925,1,4.2439,0,1760
17,New Gilbert,30.590,331.3551,2,,,1760
17,New Gilbert,30.630,331.3504,0,,,1760
17,New Gilbert,30.752,331.3295,0,4.2439,0,1760
17,New Quickie,24.628,35.4431,0,4.6262,1,1466
17,New Quickie,25.649,35.4232,0,4.6283,0,1466
17,New Quickie,26.527,35.4027,0,4.6267,0,1466
17,New Quickie,27.509,35.3824,0,4.6288,0,1510
17,New Quickie,28.363,35.3494,3,4.6290,2,1553
18,New Quickie,24.625,31.9380,0,4.7001,0,1466
18,New Quickie,25.645,31.9300,1,4.6956,1,1466
18,New Quickie,26.526,31.9185,0,4.6936,0,1466
18,New Quickie,27.503,31.9091,1,4.6896,0,1510
18,New Quickie,28.351,31.9043,3,4.6873,2,1553
18,New Quickie,29.546,31.8953,0,4.6813,0,1560
18,New Quickie,30.389,31.8758,0,4.6854,0,1560
18,New Quickie,34.473,31.8150,0,4.6841,0,1560
19,New Gilbert,24.716,333.1033,0,5.1200,1,1520
19,New Gilbert,24.839,333.0803,1,,,1520
19,New Gilbert,25.322,332.9964,1,,,1520
19,New Gilbert,25.692,332.9304,1,5.1295,1,1520
19,New Gilbert,25.897,332.8959,1,5.1370,0,1650
19,New Gilbert,26.393,332.8089,1,5.1440,0,1650
19,New Gilbert,26.689,332.7547,1,,,1650
19,New Gilbert,26.872,332.7610,2,,,1650
19,New Gilbert,27.395,332.6350,2,5.1592,0,1650
19,New Gilbert,27.526,332.6124,0,,,1650
19,New Gilbert,27.659,332.5933,0,,,1650
19,New Gilbert,27.797,332.5673,1,,,1760
19,New Gilbert,27.901,332.5620,0,,,1760
19,New Gilbert,28.376,332.4657,0,5.1737,0,1760
19,New Gilbert,28.519,332.4444,0,,,1760
19,New Gilbert,28.639,332.4282,0,,,1760
19,New Gilbert,28.762,332.4082,0,,,1760
19,New Gilbert,28.881,332.3837,0,,,1760
19,New Gilbert,29.400,332.2999,1,5.1889,0,1760
19,New Gilbert,29.508,332.2815,0,,,1760
19,New Gilbert,29.633,332.2605,0,,,1760
19,New Gilbert,29.762,332.2386,0,,,1760
19,New Gilbert,29.887,332.2165,0,,,1760
19,New Gilbert,30.372,332.1347,1,5.2026,0,1760
19,New Gilbert,30.592,332.0966,2,,,1760
19,New Gilbert,30.631,332.0933,0,,,1760
19,New Gilbert,30.753,332.0693,0,,,1760
19,New Gilbert,31.502,331.9385,1,5.2179,0,1760
19,New Gilbert,33.378,331.5217,1,5.2537,0,1760
19,New Gilbert,33.606,331.4742,1,5.2545,0,1500
19,New Gilbert,33.721,331.4524,0,,,1500
19,New Gilbert,33.837,331.4296,0,,,1500
19,New Gilbert,34.340,331.3340,1,,,1500
19,New Gilbert,34.468,331.3160,0,,,1500
19,New Gilbert,34.617,331.2919,0,5.2708,0,1500
19,New Gilbert,34.719,331.2741,0,,,1500
19,New Gilbert,34.839,331.2531,0,,,1450
19,New Gilbert,35.346,331.1746,0,,,1450
19,New Gilbert,35.467,331.1586,2,,,1450
19,New Gilbert,36.659,330.9835,1,,,1450
19,New Gilbert,36.799,330.9639,0,5.3003,0,1450
19,New Gilbert,38.841,330.6349,1,5.3304,1,1310
19,New Gilbert,39.340,330.5554,0,,,1310
19,New Gilbert,39.481,330.5322,2,5.3408,2,1310
19,New Gilbert,39.601,330.5194,0,,,1310
19,New Gilbert,39.722,330.4997,0,,,1310
19,New Gilbert,40.346,330.4081,2,,,1310
19,New Gilbert,40.701,330.3516,0,,,1750
19,New Gilbert,40.835,330.3338,1,,,1750
19,New Gilbert,41.384,330.2502,0,5.3779,0,1750
19,New Gilbert,41.558,330.2253,0,,,1750
19,New Gilbert,41.685,330.2078,1,,,1750
19,New Gilbert,41.806,330.1921,0,,,1750
19,New Gilbert,42.517,330.0890,0,,,1750
19,New Gilbert,42.809,330.0471,3,,,1750
19,New Gilbert,43.458,329.9506,1,5.4090,0,1560
19,New Gilbert,43.560,329.9411,1,,,1560
19,New Gilbert,43.707,329.9196,1,,,1620
19,New Gilbert,43.803,329.9059,1,,,1620
19,New Gilbert,44.396,329.8189,1,5.4211,0,1620
19,New Gilbert,44.476,329.8060,1,,,1620
19,New Gilbert,44.604,329.7888,1,,,1620
19,New Gilbert,44.725,329.7711,0,,,1620
19,New Gilbert,44.836,329.7551,0,,,1620
19,New Gilbert,45.365,329.6731,0,5.4392,0,1620
19,New Gilbert,45.469,329.6537,1,,,1620
19,New Gilbert,45.592,329.6385,1,,,1620
19,New Quickie,24.633,27.4748,0,4.7341,0,1466
19,New Quickie,25.643,27.4810,0,4.7362,1,1466
19,New Quickie,26.524,27.4846,0,4.7363,0,1466
19,New Quickie,27.501,27.4868,1,4.7380,0,1510
19,New Quickie,28.348,27.4958,2,4.7380,2,1553
19,New Quickie,29.555,27.4982,0,4.7413,0,1560
19,New Quickie,30.392,27.4934,0,4.7434,0,1560
19,New Quickie,33.736,27.5011,1,4.7517,0,1560
19,New Quickie,34.470,27.5022,0,4.7550,0,1560
20,New Gilbert,24.719,333.6437,0,5.6214,1,1520
20,New Gilbert,24.842,333.6268,1,,,1520
20,New Gilbert,25.323,333.5698,1,,,1520
20,New Gilbert,25.694,333.5219,1,5.6317,1,1520
20,New Gilbert,25.899,333.5005,1,5.6408,0,1650
20,New Gilbert,26.401,333.4373,1,5.6433,0,1650
20,New Gilbert,26.690,333.3995,1,,,1650
20,New Gilbert,26.873,333.3816,2,,,1650
20,New Gilbert,27.396,333.3174,2,5.6572,0,1650
20,New Gilbert,27.527,333.3050,0,,,1650
20,New Gilbert,27.660,333.2906,0,,,1650
20,New Gilbert,27.756,333.2666,1,,,1760
20,New Gilbert,27.903,333.2606,0,,,1760
20,New Gilbert,28.377,333.2057,0,5.6712,0,1760
20,New Gilbert,28.521,333.1924,0,,,1760
20,New Gilbert,28.639,333.1779,0,,,1760
20,New Gilbert,28.762,333.1643,0,,,1760
20,New Gilbert,28.883,333.1495,0,,,1760
20,New Gilbert,29.402,333.0928,0,5.6831,0,1760
20,New Gilbert,29.509,333.0801,0,,,1760
20,New Gilbert,29.633,333.0668,0,,,1760
20,New Gilbert,29.763,333.0506,0,,,1760
20,New Gilbert,29.887,333.0353,0,,,1760
20,New Gilbert,30.372,332.9808,1,5.6951,0,1760
20,New Gilbert,30.592,332.9545,2,,,1760
20,New Gilbert,30.631,332.9525,0,,,1760
20,New Gilbert,30.753,332.9372,0,,,1760
20,New Gilbert,31.503,332.8473,1,5.7112,0,1760
20,New Gilbert,33.379,332.5534,1,5.7422,0,1760
20,New Gilbert,33.608,332.5161,0,5.7436,0,1500
20,New Gilbert,33.724,332.5045,0,,,1500
20,New Gilbert,33.838,332.4877,0,,,1500
20,New Gilbert,34.342,332.4223,1,,,1500
20,New Gilbert,34.469,332.4105,0,,,1500
20,New Gilbert,34.619,332.3961,0,5.7568,0,1500
20,New Gilbert,34.720,332.3820,0,,,1500
20,New Gilbert,34.840,332.3673,0,,,1450
20,New Gilbert,35.348,332.3153,0,,,1450
20,New Gilbert,35.469,332.3031,2,,,1450
20,New Gilbert,36.664,332.1855,1,,,1450
20,New Gilbert,36.800,332.1720,0,5.7837,1,1450
20,New Gilbert,38.843,331.9416,0,5.8074,0,1310
20,New Gilbert,39.341,331.8845,0,,,1310
20,New Gilbert,39.483,331.8693,2,5.8176,1,1310
20,New Gilbert,39.602,331.8615,0,,,1310
20,New Gilbert,39.724,331.8492,0,,,1310
20,New Gilbert,40.347,331.7781,2,,,1310
20,New Gilbert,40.704,331.7428,0,,,1750
20,New Gilbert,40.836,331.7347,1,,,1750
20,New Gilbert,41.385,331.6786,0,5.8515,0,1750
20,New Gilbert,41.559,331.6612,0,,,1750
20,New Gilbert,41.686,331.6489,1,,,1750
20,New Gilbert,41.806,331.6380,0,,,1750
20,New Quickie,24.605,24.9106,0,4.8117,0,1466
20,New Quickie,25.640,24.9198,0,4.8171,1,1466
20,New Quickie,26.522,24.9292,0,4.8176,0,1466
20,New Quickie,27.498,24.9394,1,4.8206,0,1510
20,New Quickie,28.346,24.9455,2,4.8213,2,1553
20,New Quickie,29.556,24.9639,0,4.8296,0,1560
20,New Quickie,30.393,24.9675,0,4.8282,0,1560
21,New Gilbert,21.726,361.0543,0,2.2046,0,1520
21,New Gilbert,24.739,360.9665,0,2.2182,0,1520
21,New Gilbert,24.846,360.9644,1,,,1520
21,New Gilbert,25.326,360.9523,1,,,1520
21,New Gilbert,25.901,360.9364,1,2.2218,0,1650
21,New Gilbert,26.405,360.9204,1,2.2214,0,1650
21,New Gilbert,27.399,360.8939,1,2.2256,0,1650
21,New Gilbert,28.379,360.8675,0,2.2308,0,1760
21,New Gilbert,29.440,360.8400,1,2.2367,0,1760
21,New Gilbert,30.376,360.8120,1,2.2386,0,1760
21,New Gilbert,31.508,360.7789,1,2.2453,0,1760
21,New Gilbert,33.404,360.7055,1,2.2520,0,1760
21,New Gilbert,33.613,360.6965,0,2.2504,0,1500
21,New Gilbert,34.624,360.6704,0,2.2558,0,1500
21,New Gilbert,36.738,360.6251,1,2.2635,0,1450
21,New Gilbert,38.884,360.5726,2,2.2707,1,1310
21,New Gilbert,39.485,360.5579,1,2.2748,1,1310
21,New Gilbert,41.388,360.5187,0,2.2893,0,1750
21,New Gilbert,43.449,360.4707,1,2.2997,0,1560
21,New Gilbert,44.402,360.4538,1,2.3027,0,1620
21,New Gilbert,45.371,360.4313,0,2.3061,0,1620
21,New Gilbert,46.360,360.4086,1,2.3099,0,1620
21,New Gilbert,47.390,360.3844,1,2.3137,0,1620
21,New Gilbert,48.350,360.3597,1,2.3180,0,1620
21,New Quickie,21.724,55.1703,0,5.6040,0,1466
21,New Quickie,23.479,55.1061,0,5.6046,0,1466
21,New Quickie,24.892,55.0504,0,5.6041,0,1466
21,New Quickie,25.797,55.0174,0,5.6044,0,1466
21,New Quickie,27.529,54.9562,1,5.6055,0,1510
21,New Quickie,28.380,54.9262,2,5.6064,2,1553
21,New Quickie,29.525,54.8868,0,5.6084,0,1560
21,New Quickie,30.376,54.8544,0,5.6087,0,1560
21,New Quickie,33.760,54.7066,0,5.6142,1,1560
21,New Quickie,34.491,54.6807,0,5.6137,0,1560
21,New Quickie,39.493,54.5417,0,5.6268,0,1560
22,New Gilbert,21.708,395.5429,0,1.8134,0,1520
22,New Gilbert,24.731,395.5389,0,1.8134,0,1520
22,New Gilbert,24.846,395.5398,1,,,1520
22,New Gilbert,25.326,395.5399,1,,,1520
22,New Gilbert,25.903,395.5401,1,1.8105,0,1650
22,New Gilbert,26.407,395.5390,1,1.8149,0,1650
22,New Gilbert,27.399,395.5388,2,1.8131,0,1650
22,New Gilbert,28.381,395.5371,0,1.8161,0,1760
22,New Gilbert,29.443,395.5376,1,1.8175,0,1760
22,New Gilbert,30.379,395.5393,1,1.8188,0,1760
22,New Gilbert,31.509,395.5377,1,1.8213,0,1760
22,New Gilbert,33.406,395.5388,1,1.8209,0,1760
22,New Gilbert,33.615,395.5383,0,1.8191,0,1500
22,New Gilbert,34.626,395.5405,0,1.8191,0,1500
22,New Gilbert,36.701,395.5397,1,1.8215,0,1450
22,New Gilbert,39.486,395.5376,2,1.8240,1,1310
22,New Gilbert,41.393,395.5420,0,1.8298,0,1750
22,New Gilbert,43.451,395.5351,1,1.8346,0,1560
22,New Gilbert,44.404,395.5399,1,1.8344,0,1620
22,New Gilbert,45.372,395.5416,0,1.8352,0,1620
22,New Gilbert,46.361,395.5409,1,1.8358,0,1620
22,New Gilbert,47.396,395.5402,1,1.8398,0,1620
22,New Gilbert,48.351,395.5372,1,1.8367,0,1620
