Output order: Pnt Id						 Hz	 V	 Sd	 East	 North	 Elev	 Sig.Strength





111	166.7708333	6	15	18	30	278.93861	92.60694	1251.813	3764.66	5194.306	944.79
333	166.7715278	6	15	18	31	278.9375	92.60639	1251.81	3764.658	5194.279	944.8
444	166.7715278	6	15	18	31	290.90111	92.60889	1056.54	4013.999	5376.538	953.603
CGR1	166.7715278	6	15	18	31	179.98917	272.77139	131.87	4999.975	5131.715	1007.997
111	166.7722222	6	15	18	32	98.94056	267.40278	1251.809	3764.66	5194.347	945.005
333	166.7722222	6	15	18	32	98.93972	267.40139	1251.811	3764.657	5194.33	944.974
444	166.7722222	6	15	18	32	110.90306	267.40056	1056.538	4014.006	5376.575	953.78
CGR1	166.78125	6	15	18	45	359.99028	87.23667	131.87	4999.978	5131.716	1007.978
111	166.78125	6	15	18	45	278.93139	92.60583	1251.784	3764.663	5194.145	944.817
333	166.7819444	6	15	18	46	278.93083	92.60444	1251.784	3764.659	5194.132	944.841
CGR1	166.7819444	6	15	18	46	179.99	272.77028	131.87	4999.977	5131.716	1007.995
333	166.7826389	6	15	18	47	98.93139	267.40194	1251.783	3764.656	5194.141	944.982
CGR1	166.7916667	6	15	19	0	359.98694	87.23778	131.87	4999.97	5131.716	1007.976
111	166.7916667	6	15	19	0	278.92417	92.60361	1251.76	3764.66	5193.985	944.863
333	166.7923611	6	15	19	1	278.92389	92.60722	1251.758	3764.664	5193.979	944.786
444	166.7923611	6	15	19	1	290.88694	92.60556	1056.491	4013.949	5376.278	953.667
CGR1	166.7923611	6	15	19	1	179.98806	272.77028	131.87	4999.973	5131.715	1007.994
333	166.7930556	6	15	19	2	98.9275	267.40139	1251.758	3764.667	5194.055	944.976
CGR1	166.8020833	6	15	19	15	359.98778	87.23833	131.87	4999.972	5131.716	1007.975
111	166.8020833	6	15	19	15	278.91667	92.60833	1251.732	3764.666	5193.813	944.764
333	166.8027778	6	15	19	16	278.9175	92.60833	1251.728	3764.673	5193.835	944.76
444	166.8027778	6	15	19	16	290.88	92.60611	1056.465	4013.928	5376.149	953.657
CGR1	166.8027778	6	15	19	16	179.98917	272.77028	131.87	4999.975	5131.716	1007.995
111	166.8034722	6	15	19	17	98.92139	267.4	1251.728	3764.678	5193.922	944.945
333	166.8034722	6	15	19	17	98.92111	267.40111	1251.727	3764.677	5193.911	944.967
444	166.8034722	6	15	19	17	110.88139	267.40361	1056.463	4013.933	5376.178	953.838
CGR1	166.8125	6	15	19	30	359.98667	87.23639	131.87	4999.97	5131.716	1007.98
111	166.8125	6	15	19	30	278.91278	92.60583	1251.699	3764.683	5193.73	944.82
333	166.8131944	6	15	19	31	278.91083	92.605	1251.7	3764.675	5193.685	944.839
444	166.8131944	6	15	19	31	290.87167	92.60389	1056.438	4013.897	5375.997	953.703
CGR1	166.8131944	6	15	19	31	179.98806	272.77111	131.87	4999.973	5131.716	1007.996
111	166.8138889	6	15	19	32	98.9125	267.39917	1251.7	3764.676	5193.721	944.928
333	166.8138889	6	15	19	32	98.91278	267.3975	1251.699	3764.68	5193.729	944.889
444	166.8138889	6	15	19	32	110.8725	267.40361	1056.441	4013.893	5376.014	953.839
CGR1	166.8229167	6	15	19	45	359.98778	87.23639	131.87	4999.972	5131.717	1007.979
111	166.8229167	6	15	19	45	278.90417	92.60556	1251.675	3764.678	5193.54	944.824
333	166.8236111	6	15	19	46	278.90389	92.60528	1251.674	3764.678	5193.536	944.832
CGR1	166.8236111	6	15	19	46	179.98944	272.76917	131.87	4999.976	5131.716	1007.992
111	166.8243056	6	15	19	47	98.90639	267.39806	1251.671	3764.685	5193.585	944.907
333	166.8243056	6	15	19	47	98.90528	267.40056	1251.67	3764.68	5193.563	944.959
444	166.8243056	6	15	19	47	110.86778	267.39833	1056.412	4013.894	5375.923	953.744
CGR1	166.8333333	6	15	20	0	359.98806	87.23806	131.87	4999.973	5131.716	1007.976
111	166.8333333	6	15	20	0	278.89778	92.61111	1251.645	3764.692	5193.399	944.708
333	166.8340278	6	15	20	1	278.9	92.61111	1251.643	3764.7	5193.443	944.708
444	166.8340278	6	15	20	1	290.86028	92.61139	1056.383	4013.879	5375.78	953.566
CGR1	166.8340278	6	15	20	1	179.98806	272.7725	131.87	4999.973	5131.715	1008
