505	9	16	14	50	259.6180556	555	289	31	29	289.5247222	92	36	10	92.60277778	1653.063m	3443.582m	5551.911m	926.741m
507	9	16	14	50	259.6180556	R1	359	58	54	359.9816667	87	15	11	87.25305556	131.909m	4999.958m	5131.757m	1007.943m
509	9	16	14	51	259.61875	555	109	31	48	109.53	267	24	37	267.4102778	1653.063m	3443.618m	5552.062m	927.117m
511	9	16	14	51	259.61875	R1	179	59	4	179.9844444	272	45	40	272.7611111	131.908m	4999.964m	5131.755m	1007.976m
513	9	16	15	0	259.625	555	289	31	39	289.5275	92	36	6	92.60166667	1653.052m	3443.617m	5551.981m	926.769m
515	9	16	15	0	259.625	R1	359	59	9	359.9858333	87	15	7	87.25194444	131.909m	4999.968m	5131.757m	1007.946m
517					243	555	ERR_8704							0				
519	9	16	15	1	259.6256944	R1	179	59	9	179.9858333	272	45	35	272.7597222	131.908m	4999.967m	5131.755m	1007.972m
521	9	16	15	10	259.6319444	555	289	31	18	289.5216667	92	36	3	92.60083333	1653.041m	3443.572m	5551.823m	926.791m
523	9	16	15	10	259.6319444	R1	359	58	57	359.9825	87	15	18	87.255	131.909m	4999.960m	5131.758m	1007.939m
525					243	555	ERR_8704							0				
527	9	16	15	11	259.6326389	R1	179	59	7	179.9852778	272	45	33	272.7591667	131.909m	4999.967m	5131.755m	1007.971m
529	9	16	15	20	259.6388889	555	289	31	16	289.5211111	92	36	4	92.60111111	1653.030m	3443.576m	5551.802m	926.785m
531	9	16	15	20	259.6388889	R1	359	58	57	359.9825	87	15	11	87.25305556	131.908m	4999.960m	5131.757m	1007.943m
533	9	16	15	21	259.6395833	555	109	31	22	109.5227778	267	24	37	267.4102778	1653.033m	3443.577m	5551.855m	927.117m
535	9	16	15	21	259.6395833	R1	179	59	4	179.9844444	272	45	31	272.7586111	131.909m	4999.964m	5131.756m	1007.970m
537	9	16	15	30	259.6458333	555	289	33	57	289.5658333	92	36	10	92.60277778	1653.015m	3444.025m	5553.017m	926.738m
539	9	16	15	30	259.6458333	R1	0	1	44	0.028888889	87	15	15	87.25416667	131.908m	5000.067m	5131.757m	1007.940m
541	9	16	15	31	259.6465278	555	109	33	56	109.5655556	267	24	39	267.4108333	1653.017m	3444.002m	5553.011m	927.133m
	Mo	Day	Hr	Min	DecDay		Hang			H_decdeg	Vang			V_decdeg	Dslope	E	N	Z
